Player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
Justin Faulk,29,D,76,16,31,47,41,43,9.8,15,1,0,6,25,6,0,167,9.6,1763,1392,101,149,0,0,0.0
Martin Fehérváry,22,D,79,8,9,17,15,26,4.7,7,0,1,2,8,0,1,96,8.3,1553,1179,117,251,0,0,0.0
Mario Ferraro,23,D,63,2,12,14,-5,16,3.5,2,0,0,1,12,0,0,49,4.1,1449,1380,151,140,0,0,0.0
Kevin Fiala,25,LW,82,33,52,85,23,52,9.2,27,5,1,7,40,12,0,262,12.6,1447,1059,21,52,4,11,26.7
Christian Fischer,24,RW,53,5,5,10,-15,14,-0.2,4,1,0,0,5,0,0,76,6.6,695,787,22,91,76,147,34.1
Casey Fitzgerald,24,D,36,0,6,6,-19,36,-0.1,0,0,0,0,6,0,0,41,0.0,608,1013,35,86,0,0,0.0
Haydn Fleury,25,D,36,2,2,4,0,13,1.2,2,0,0,1,2,0,0,52,3.8,586,977,62,60,0,0,0.0
Warren Foegele,25,LW,82,12,14,26,-9,24,1.5,10,2,0,3,13,1,0,142,8.5,1034,757,15,127,13,15,46.4
Marcus Foligno,30,LW,74,23,19,42,25,112,4.6,18,5,0,3,17,2,0,98,23.5,1214,984,42,238,12,8,60.0
Nick Foligno,34,LW,64,2,11,13,-13,61,-0.2,2,0,0,0,10,1,0,99,2.0,798,748,31,164,22,17,56.4
Callan Foote,23,D,56,2,7,9,6,29,2.1,2,0,0,0,7,0,0,49,4.1,735,788,57,83,0,0,0.0
Derek Forbort,29,D,76,4,10,14,2,48,3.4,4,0,0,1,9,0,1,64,6.3,1376,1087,100,133,0,0,0.0
Alex Formenton,22,LW,79,18,14,32,-13,59,2.7,13,0,5,1,13,0,1,162,11.1,1221,927,24,101,8,12,40.0
Filip Forsberg,27,C,69,42,42,84,12,22,10.3,32,10,0,8,25,17,0,226,18.6,1249,1086,48,112,1,0,100.0
Gustav Forsling,25,D,71,10,27,37,41,18,7.3,10,0,0,1,27,0,0,145,6.9,1507,1273,86,45,0,0,0.0
Cam Fowler,30,D,76,9,33,42,-9,14,6.6,3,6,0,1,21,12,0,124,7.3,1856,1465,116,37,0,0,0.0
Adam Fox,23,D,78,11,63,74,18,26,11.8,10,0,1,2,29,33,1,158,7.0,1865,1434,128,30,0,0,0.0
Trent Frederic,23,C,60,8,10,18,10,57,1.8,8,0,0,1,10,0,0,100,8.0,699,699,22,119,35,54,39.3
Mark Friedman,26,D,26,1,4,5,1,23,0.9,1,0,0,1,4,0,0,27,3.7,345,797,25,27,0,0,0.0
Morgan Frost,22,C,55,5,11,16,-11,14,0.5,4,1,0,0,10,1,0,85,5.9,766,835,29,44,226,241,48.4
Jonah Gadjovich,23,LW,43,1,2,3,-9,74,-0.4,1,0,0,0,2,0,0,36,2.8,377,525,14,104,1,2,33.3
Sam Gagner,32,C,81,13,18,31,-4,32,2.4,12,0,1,0,17,1,0,132,9.8,1103,817,25,21,142,162,46.7
Alex Galchenyuk,27,C,60,6,15,21,-11,32,0.9,6,0,0,0,14,1,0,89,6.7,789,789,24,67,214,195,52.3
Brendan Gallagher,29,RW,56,7,17,24,-7,69,1.4,2,5,0,0,15,2,0,142,4.9,841,901,29,54,13,22,37.1
Dylan Gambrell,25,C,63,3,4,7,2,12,0.0,2,0,1,0,4,0,0,58,5.2,765,728,39,103,295,309,48.8
Conor Garland,25,RW,77,19,33,52,18,36,5.6,18,1,0,3,31,2,0,203,9.4,1263,984,22,52,5,5,50.0
Adam Gaudette,25,C,58,5,9,14,-9,17,0.6,3,2,0,1,9,0,0,94,5.3,657,679,10,72,56,71,44.1
Frédérick Gaudreau,28,C,76,14,30,44,12,8,3.4,13,1,0,4,26,2,2,132,10.6,1240,979,43,48,461,461,50.0
Johnny Gaudreau,28,LW,82,40,75,115,64,26,14.7,34,6,0,9,56,19,0,262,15.3,1523,1114,9,10,1,0,100.0
Brendan Gaunce,27,C,30,5,2,7,2,12,0.8,5,0,0,0,2,0,0,44,11.4,243,486,9,42,66,60,52.4
Julien Gauthier,24,RW,49,3,4,7,-9,8,-0.1,3,0,0,1,4,0,0,69,4.3,505,618,14,98,1,2,33.3
Vladislav Gavrikov,26,D,80,5,28,33,-3,68,4.6,5,0,0,1,27,0,1,108,4.6,1783,1337,138,124,0,0,0.0
Morgan Geekie,23,C,73,7,15,22,-16,18,0.9,7,0,0,0,11,4,0,97,7.2,920,756,23,55,351,318,52.5
Mason Geertsen,26,D,25,0,0,0,-6,77,-0.3,0,0,0,0,0,0,0,12,0.0,174,417,7,58,0,0,0.0
Ryan Getzlaf,36,C,56,3,34,37,-14,29,1.8,1,2,0,1,25,9,0,104,2.9,1062,1137,56,89,546,479,53.3
Mark Giordano,38,D,75,8,27,35,-9,57,4.9,6,0,2,1,15,12,0,151,5.3,1566,1253,139,75,0,0,0.0
Samuel Girard,23,D,67,5,23,28,-4,20,3.5,5,0,0,1,16,7,0,79,6.3,1450,1299,90,65,0,0,0.0
Zemgus Girgensons,28,C,56,10,8,18,-7,27,1.3,7,3,0,1,7,1,0,92,10.9,828,887,25,81,143,144,49.8
Claude Giroux,34,C,75,21,44,65,-5,26,5.9,16,5,0,0,26,18,0,205,10.2,1430,1144,16,68,733,483,60.3
Luke Glendening,32,C,82,9,7,16,-17,15,0.1,9,0,0,1,5,0,2,116,7.8,1157,847,59,179,425,299,58.7
Alex Goligoski,36,D,72,2,28,30,41,34,6.1,2,0,0,0,24,4,0,80,2.5,1363,1136,96,56,0,0,0.0
Barclay Goodrow,28,RW,79,13,20,33,13,69,2.9,12,0,1,2,17,0,3,116,11.2,1320,1003,54,130,366,375,49.4
Shayne Gostisbehere,28,D,82,14,37,51,-23,26,6.6,12,2,0,2,20,17,0,151,9.3,1820,1331,115,60,0,0,0.0
Yanni Gourde,30,C,74,21,27,48,-13,45,4.2,17,3,1,3,20,4,3,127,16.5,1368,1109,31,77,444,453,49.5
Mikael Granlund,29,C,80,11,53,64,-9,33,4.1,8,3,0,3,28,25,0,117,9.4,1633,1225,45,92,569,637,47.2
Derek Grant,31,C,71,15,14,29,-16,27,2.2,12,2,1,1,13,0,1,117,12.8,1016,859,49,69,204,216,48.6
Ryan Graves,26,D,75,6,22,28,-9,24,4.1,6,0,0,0,22,0,0,111,5.4,1554,1243,135,90,0,0,0.0
Andy Greene,39,D,69,2,8,10,-13,10,1.8,2,0,0,0,8,0,0,52,3.8,1201,1045,126,39,0,0,0.0
Jordan Greenway,24,LW,62,10,17,27,26,69,2.6,9,1,0,3,16,1,0,110,9.1,903,874,31,155,18,31,36.7
Noah Gregor,23,C,63,8,15,23,-21,25,1.0,8,0,0,1,12,3,0,156,5.1,941,896,49,118,12,23,34.3
Benoit-Olivier Groulx,21,C,18,1,2,3,0,2,0.1,1,0,0,0,2,0,0,17,5.9,198,660,6,19,38,45,45.8
Carl Grundström,24,RW,54,9,6,15,4,26,1.6,9,0,0,1,6,0,0,83,10.8,588,653,19,134,6,13,31.6
Matt Grzelcyk,28,D,73,4,20,24,22,24,5.8,4,0,0,2,15,5,0,118,3.4,1367,1124,83,40,0,0,0.0
Radko Gudas,31,D,77,3,13,16,27,105,3.6,2,0,1,0,13,0,0,100,3.0,1387,1081,118,355,0,0,0.0
Erik Gudbranson,30,D,78,6,11,17,15,68,4.2,6,0,0,0,11,0,0,129,4.7,1415,1088,92,145,0,0,0.0
Jake Guentzel,27,C,76,40,44,84,13,44,9.7,33,7,0,7,29,15,0,264,15.2,1527,1206,38,72,13,12,52.0
Denis Gurianov,24,RW,73,11,20,31,2,16,2.6,7,4,0,2,17,3,0,144,7.6,1036,851,32,67,0,0,0.0
Erik Gustafsson,29,D,59,3,15,18,-4,14,3.0,3,0,0,0,11,4,0,79,3.8,957,973,55,45,0,0,0.0
Brandon Hagel,23,LW,77,25,19,44,-18,31,4.0,20,4,1,3,15,2,2,125,20.0,1259,981,32,63,24,33,42.1
Carl Hagelin,33,LW,53,3,11,14,10,20,0.8,3,0,0,1,10,0,1,71,4.2,755,854,12,32,4,10,28.6
Robert Hägg,26,D,64,1,8,9,-9,35,1.2,1,0,0,0,8,0,0,59,1.7,1025,961,102,138,0,0,0.0
Nicolas Hague,23,D,52,4,10,14,6,38,2.9,4,0,0,0,10,0,0,116,3.4,970,1120,80,57,0,0,0.0
Libor Hájek,23,D,17,0,1,1,-10,8,-0.3,0,0,0,0,1,0,0,12,0.0,223,788,26,7,0,0,0.0
Jani Hakanpää,29,D,80,4,8,12,1,43,3.5,4,0,0,0,7,0,1,68,5.9,1297,973,112,248,0,0,0.0
Taylor Hall,30,LW,81,20,41,61,11,42,6.2,13,7,0,3,33,8,0,217,9.2,1329,985,36,55,18,21,46.2
Dougie Hamilton,28,D,62,9,21,30,-19,34,3.6,7,2,0,1,15,6,0,197,4.6,1316,1273,92,87,0,0,0.0
Travis Hamonic,31,D,43,4,6,10,6,14,2.7,4,0,0,0,6,0,0,82,4.9,810,1131,93,73,0,0,0.0
Noah Hanifin,25,D,81,10,38,48,27,19,8.7,9,1,0,1,25,12,1,189,5.3,1726,1278,84,63,0,0,0.0
Joel Hanley,30,D,44,2,4,6,-13,4,0.6,2,0,0,0,4,0,0,18,11.1,525,716,43,60,0,0,0.0
Mike Hardman,22,RW,21,0,2,2,-6,11,-0.3,0,0,0,0,2,0,0,12,0.0,195,558,12,60,1,1,50.0
Jansen Harkins,24,C,77,7,6,13,-8,15,0.4,7,0,0,0,6,0,0,67,10.4,730,569,18,51,28,16,63.6
Thomas Harley,20,D,34,1,3,4,-4,6,0.9,1,0,0,0,3,0,0,36,2.8,465,821,30,30,0,0,0.0
Ben Harpur,27,D,19,0,1,1,-10,27,-0.4,0,0,0,0,1,0,0,13,0.0,261,824,21,36,0,0,0.0
Ryan Hartman,27,RW,82,34,31,65,31,95,7.6,33,1,0,7,24,7,0,239,14.2,1491,1091,48,72,513,631,44.8
Garnet Hathaway,30,RW,76,14,12,26,19,57,2.9,14,0,0,4,11,0,1,124,11.3,1018,803,62,250,10,18,35.7
Erik Haula,30,LW,78,18,26,44,19,47,4.9,16,2,0,3,24,2,0,141,12.8,1177,906,36,129,434,372,53.8
John Hayden,26,C,55,2,2,4,-12,84,-0.7,2,0,0,0,2,0,0,65,3.1,597,651,24,104,2,7,22.2
Kevin Hayes,29,RW,48,10,21,31,-20,26,2.0,8,2,0,1,18,2,1,126,7.9,860,1075,12,36,260,347,42.8
Barrett Hayton,21,C,60,10,14,24,-8,20,1.4,8,2,0,1,11,3,0,82,12.2,967,967,33,84,415,447,48.1
Victor Hedman,31,D,82,20,65,85,26,36,13.6,14,6,0,6,33,32,0,219,9.1,2056,1505,129,93,0,0,0.0
Danton Heinen,26,C,76,18,15,33,6,16,3.5,15,3,0,1,14,1,0,138,13.0,966,763,33,66,0,4,0.0
Miro Heiskanen,22,D,70,5,31,36,3,24,6.6,2,3,0,1,23,8,0,156,3.2,1742,1493,92,52,0,0,0.0
Darren Helm,35,C,68,7,8,15,-5,14,0.6,6,0,1,1,7,0,1,93,7.5,717,633,27,114,103,130,44.2
Adam Henrique,31,C,58,19,23,42,-2,14,4.4,13,6,0,0,18,5,0,141,13.5,1010,1045,47,22,276,221,55.5
Tomáš Hertl,28,C,82,30,34,64,-9,30,6.6,24,6,0,6,23,10,1,205,14.6,1635,1196,57,105,769,697,52.5
Matthew Highmore,25,LW,46,5,7,12,1,14,0.8,4,1,0,0,7,0,0,61,8.2,584,762,38,41,3,5,37.5
Vinnie Hinostroza,27,C,62,13,12,25,-11,24,2.1,12,1,0,2,12,0,0,92,14.1,860,832,13,25,12,16,42.9
Roope Hintz,25,LW,80,37,35,72,15,28,8.9,25,9,3,7,19,15,1,213,17.4,1443,1082,53,82,357,317,53.0
Taro Hirose,25,LW,15,1,3,4,-5,4,0.0,0,1,0,0,2,1,0,10,10.0,160,640,2,9,1,1,50.0
Nico Hischier,23,C,70,21,39,60,-1,17,5.6,17,4,0,2,29,8,2,153,13.7,1354,1161,48,50,730,672,52.1
Mike Hoffman,32,C,67,15,20,35,-24,32,2.2,11,4,0,3,11,9,0,154,9.7,1142,1023,29,27,12,8,60.0
Gregory Hofmann,29,C,24,2,5,7,6,8,0.6,2,0,0,2,5,0,0,33,6.1,300,750,10,23,0,8,0.0
Nils Höglander,21,LW,60,10,8,18,-6,24,1.3,9,1,0,0,6,2,0,132,7.6,785,785,16,41,0,1,0.0
Nick Holden,34,D,76,5,14,19,0,12,4.2,5,0,0,1,14,0,0,75,6.7,1509,1191,112,115,0,1,0.0
Justin Holl,30,D,69,3,20,23,14,41,4.1,2,0,1,1,18,0,2,64,4.7,1394,1212,104,129,0,0,0.0
Patric Hörnqvist,35,RW,65,11,17,28,-5,19,1.8,8,3,0,0,13,4,0,165,6.7,824,760,23,112,8,13,38.1
Bo Horvat,26,C,70,31,21,52,3,40,6.0,17,13,1,4,15,6,0,194,16.0,1366,1171,45,96,841,634,57.0
Brett Howden,23,C,47,9,11,20,9,12,2.3,9,0,0,2,9,0,2,39,23.1,501,639,36,62,140,151,48.1
Filip Hronek,24,D,78,5,33,38,-29,36,3.7,3,2,0,0,28,5,0,133,3.8,1718,1322,81,70,0,0,0.0
Jonathan Huberdeau,28,LW,80,30,85,115,35,54,11.9,22,5,3,7,50,33,2,222,13.5,1554,1165,28,99,18,36,33.3
Jack Hughes,20,C,49,26,30,56,-16,0,5.8,20,6,0,2,22,8,0,165,15.8,959,1174,15,6,122,231,34.6
Quinn Hughes,22,D,76,8,60,68,10,28,10.1,8,0,0,1,27,31,2,150,5.3,1919,1515,56,19,0,0,0.0
Brad Hunt,33,D,50,3,14,17,-3,12,2.5,3,0,0,0,12,2,0,67,4.5,763,915,48,22,0,0,0.0
Dryden Hunt,26,LW,76,6,11,17,-10,52,0.4,6,0,0,2,11,0,0,94,6.4,934,737,17,153,5,15,25.0
Ben Hutton,28,D,58,3,10,13,7,32,2.7,3,0,0,0,10,0,0,78,3.8,897,928,72,49,0,0,0.0
Grant Hutton,26,D,16,1,0,1,-1,4,0.4,1,0,0,0,0,0,0,22,4.5,227,851,12,15,0,0,0.0
Zach Hyman,29,C,76,27,27,54,-9,36,4.8,21,5,1,4,19,5,3,213,12.7,1479,1168,31,74,41,44,48.2
Alex Iafallo,28,C,79,17,20,37,4,8,3.3,13,3,1,2,16,3,1,215,7.9,1462,1110,53,48,15,17,46.9
Matt Irwin,34,D,17,1,3,4,0,6,0.7,1,0,0,0,3,0,0,29,3.4,215,759,21,36,0,0,0.0
Mark Jankowski,27,C,19,2,3,5,2,4,0.4,2,0,0,1,3,0,0,14,14.3,259,819,8,5,86,93,48.0
Mattias Janmark,29,C,67,9,16,25,3,21,1.8,7,0,2,1,15,0,1,89,10.1,961,861,28,19,11,16,40.7
Calle Järnkrok,30,C,66,12,18,30,-14,6,1.9,10,2,0,1,14,4,0,101,11.9,1058,962,17,38,239,228,51.2
Seth Jarvis,19,C,68,17,23,40,11,18,4.3,15,2,0,4,19,4,0,110,15.5,944,833,21,69,11,14,44.0
Tanner Jeannot,24,F,81,24,17,41,2,130,4.1,21,2,1,5,16,1,0,124,19.4,1295,959,64,318,10,14,41.7
Boone Jenner,28,C,59,23,21,44,-11,22,3.9,15,8,0,3,19,2,0,160,14.4,1207,1228,56,80,642,556,53.6
Nick Jensen,31,D,76,5,16,21,32,21,6.0,5,0,0,1,16,0,0,88,5.7,1470,1161,92,135,0,0,0.0
Ryan Johansen,29,C,79,26,37,63,-2,53,6.2,15,11,0,6,24,13,0,118,22.0,1309,994,35,72,691,622,52.6
Marcus Johansson,31,C,69,9,20,29,-26,4,1.1,6,3,0,2,13,7,0,111,8.1,1113,968,26,31,41,57,41.8
Erik Johnson,33,D,77,8,17,25,22,24,5.3,7,0,1,1,15,1,1,139,5.8,1330,1037,136,165,0,0,0.0
Jack Johnson,35,D,74,1,8,9,5,42,1.9,1,0,0,0,7,0,1,57,1.8,1239,1005,68,91,0,0,0.0
Reese Johnson,23,F,37,1,5,6,-13,16,-0.4,1,0,0,0,5,0,0,24,4.2,393,638,14,141,107,105,50.5
Tyler Johnson,31,C,26,3,4,7,-8,12,0.2,3,0,0,0,2,2,0,30,10.0,337,779,7,37,31,20,60.8
Andreas Johnsson,27,LW,71,13,22,35,4,30,3.1,12,1,0,0,22,0,0,114,11.4,1020,862,22,64,4,10,28.6
Ross Johnston,27,LW,32,2,5,7,-3,44,0.3,2,0,0,0,5,0,0,9,22.2,329,616,16,90,0,1,0.0
Henri Jokiharju,22,D,60,3,16,19,-8,20,3.1,3,0,0,0,12,4,0,83,3.6,1313,1313,60,73,0,0,0.0
Caleb Jones,24,D,51,5,10,15,-3,18,2.9,5,0,0,1,9,1,0,57,8.8,853,1003,58,77,0,0,0.0
Seth Jones,27,D,78,5,46,51,-37,28,5.4,5,0,0,0,26,19,1,194,2.6,2045,1573,155,99,0,0,0.0
Axel Jonsson-Fjällby,23,LW,23,2,2,4,0,4,0.2,2,0,0,0,2,0,0,29,6.9,257,671,8,18,1,3,25.0
Mathieu Joseph,24,RW,69,12,18,30,12,29,2.8,10,0,2,3,16,0,2,86,14.0,980,852,27,106,20,28,41.7
Dakota Joshua,25,C,30,3,5,8,6,16,0.8,3,0,0,2,5,0,0,31,9.7,255,510,10,77,40,35,53.3
Roman Josi,31,D,80,23,73,96,13,46,13.9,12,11,0,2,47,26,0,281,8.2,2044,1533,133,66,0,0,0.0
Tyson Jost,23,C,80,8,12,20,2,34,0.7,8,0,0,2,11,0,1,97,8.2,1026,769,37,55,172,254,40.4
Olli Juolevi,23,D,18,0,0,0,-1,6,0.0,0,0,0,0,0,0,0,18,0.0,230,765,10,14,0,0,0.0
Nazem Kadri,31,C,71,28,59,87,13,71,8.9,20,8,0,6,38,21,0,247,11.3,1366,1154,19,52,585,592,49.7
Kaapo Kakko,20,RW,43,7,11,18,9,10,1.7,6,1,0,2,10,1,0,62,11.3,664,927,15,8,1,6,14.3
Arthur Kaliyev,20,RW,80,14,13,27,-3,37,2.4,8,6,0,2,10,3,0,194,7.2,1012,759,12,31,0,0,0.0
David Kämpf,27,C,82,11,15,26,12,20,1.6,9,0,2,1,13,0,2,102,10.8,1252,916,26,80,616,549,52.9
Evander Kane,30,LW,43,22,17,39,25,60,5.3,17,3,2,3,15,1,1,152,14.5,836,1167,11,135,9,11,45.0
Patrick Kane,33,RW,78,26,66,92,-19,18,8.1,17,9,0,2,44,22,0,287,9.1,1702,1309,26,11,4,4,50.0
Kasperi Kapanen,25,RW,79,11,21,32,2,16,2.3,11,0,0,2,16,5,0,129,8.5,1148,872,19,110,5,7,41.7
Kirill Kaprizov,24,LW,81,47,61,108,27,34,12.8,33,14,0,5,44,17,0,289,16.3,1548,1146,29,73,5,4,55.6
Erik Karlsson,31,D,50,10,25,35,-14,14,5.2,10,0,0,2,15,10,0,117,8.5,1174,1408,45,18,0,0,0.0
William Karlsson,29,C,67,12,23,35,3,10,2.6,9,1,2,0,21,2,0,135,8.9,1225,1097,42,42,508,475,51.7
Ondřej Kaše,26,RW,50,14,13,27,4,14,2.8,9,4,1,2,9,4,0,119,11.8,699,839,32,29,2,9,18.2
Zack Kassian,31,RW,58,6,13,19,2,63,1.3,4,2,0,1,13,0,0,58,10.3,684,707,6,154,3,4,42.9
Mark Kastelic,22,C,16,2,2,4,-1,14,0.3,2,0,0,1,2,0,0,11,18.2,147,551,10,51,70,50,58.3
Boris Katchouk,23,LW,59,3,4,7,-7,39,-0.3,3,0,0,1,4,0,0,58,5.2,585,595,20,138,7,12,36.8
Duncan Keith,38,D,64,1,20,21,15,22,4.0,1,0,0,1,18,2,0,79,1.3,1263,1184,114,22,0,0,0.0
Clayton Keller,23,C,67,28,35,63,3,28,6.7,22,5,1,2,28,6,1,177,15.8,1349,1208,31,17,29,39,42.6
Parker Kelly,22,F,41,7,5,12,-4,60,1.1,7,0,0,0,5,0,0,48,14.6,434,635,30,131,0,2,0.0
Adrian Kempe,25,LW,78,35,19,54,-2,46,6.5,26,6,3,7,9,10,0,247,14.2,1450,1115,28,111,25,25,50.0
Michal Kempný,31,D,15,1,1,2,-3,16,0.3,1,0,0,0,1,0,0,10,10.0,238,950,19,22,0,0,0.0
Alexander Kerfoot,27,C,82,13,38,51,19,20,4.5,13,0,0,1,34,1,3,117,11.1,1248,913,65,75,76,102,42.7
Tanner Kero,29,RW,23,0,3,3,-5,0,-0.2,0,0,0,0,3,0,0,14,0.0,220,574,9,12,9,5,64.3
Phil Kessel,34,RW,82,8,44,52,-24,40,2.7,6,2,0,0,32,12,0,175,4.6,1368,1001,21,6,4,8,33.3
Jujhar Khaira,27,LW,27,3,0,3,-4,13,-0.1,3,0,0,0,0,0,0,32,9.4,367,816,14,88,53,48,52.5
Alex Killorn,32,C,82,25,34,59,1,66,5.4,19,6,0,2,26,8,0,164,15.2,1533,1122,26,88,2,10,16.7
Joel Kiviranta,25,F,56,1,6,7,-6,10,-0.2,1,0,0,0,6,0,0,59,1.7,533,571,23,97,0,3,0.0
John Klingberg,29,D,74,6,41,47,-28,34,5.4,5,1,0,2,22,19,0,139,4.3,1643,1333,77,57,0,0,0.0
Slater Koekkoek,27,D,19,0,4,4,2,16,0.7,0,0,0,0,4,0,0,11,0.0,212,670,18,21,0,0,0.0
Keegan Kolesar,24,RW,77,7,17,24,-6,68,1.1,5,1,1,0,17,0,0,94,7.4,974,759,46,246,76,112,40.4
Vladislav Kolyachonok,20,D,32,1,2,3,0,6,0.9,1,0,0,0,2,0,0,24,4.2,507,951,36,39,0,0,0.0
Travis Konecny,24,C,79,16,36,52,-23,77,3.8,13,3,0,3,29,7,0,220,7.3,1391,1057,34,80,13,18,41.9
Anže Kopitar,34,C,81,19,48,67,-6,14,5.7,13,6,0,4,31,16,1,210,9.0,1682,1246,71,72,858,651,56.9
Klim Kostin,22,C,40,4,5,9,-3,23,0.5,4,0,0,1,5,0,0,31,12.9,361,541,9,90,2,2,50.0
Jesperi Kotkaniemi,21,C,66,12,17,29,3,37,2.7,12,0,0,3,13,4,0,81,14.8,794,721,15,74,176,168,51.2
Peyton Krebs,21,C,57,7,15,22,-26,22,0.6,7,0,0,2,5,10,0,56,12.5,831,875,8,25,61,112,35.3
Chris Kreider,30,LW,81,52,25,77,19,24,10.8,23,26,3,11,16,9,0,258,20.2,1517,1124,39,141,67,70,48.9
Torey Krug,30,D,64,9,34,43,23,48,7.2,5,3,1,1,18,16,0,119,7.6,1316,1234,70,53,0,0,0.0
Dominik Kubalík,26,LW,78,15,17,32,-16,16,2.3,12,3,0,0,11,6,0,161,9.3,1133,871,28,93,8,12,40.0
Nikita Kucherov,28,RW,47,25,44,69,1,22,7.4,16,9,0,1,23,21,0,156,16.0,939,1199,7,32,1,0,100.0
Karson Kuhlman,26,C,44,3,7,10,-2,6,0.4,3,0,0,0,7,0,0,68,4.4,524,714,20,71,0,2,0.0
Dean Kukan,28,D,41,3,8,11,-2,16,1.6,3,0,0,0,8,0,0,41,7.3,668,978,39,43,0,0,0.0
Brett Kulak,28,D,74,5,16,21,-4,45,3.2,5,0,0,0,15,0,1,92,5.4,1314,1065,63,103,0,0,0.0
Dmitry Kulikov,31,D,80,7,17,24,23,39,4.7,7,0,0,2,17,0,0,74,9.5,1456,1092,103,100,0,0,0.0
Luke Kunin,24,C,82,13,9,22,-11,99,1.0,13,0,0,0,7,2,0,125,10.4,1134,830,51,223,48,61,44.0
Janne Kuokkanen,23,C,57,6,11,17,-10,10,0.6,4,1,1,1,11,0,0,64,9.4,769,809,22,33,2,14,12.5
Rasmus Kupari,21,C,57,5,8,13,-5,18,0.6,3,1,1,1,6,2,0,51,9.8,673,708,17,68,129,174,42.6
Sean Kuraly,29,C,77,14,16,30,2,61,2.2,14,0,0,0,14,1,1,121,11.6,1221,952,51,240,628,642,49.4
Philipp Kurashev,22,C,67,6,15,21,-16,12,0.8,4,2,0,1,12,3,0,86,7.0,861,771,30,31,51,70,42.1
Evgeny Kuznetsov,29,C,79,24,54,78,7,44,7.6,13,8,3,4,33,19,2,208,11.5,1602,1217,25,42,507,659,43.5
Oliver Kylington,24,D,73,9,22,31,34,14,7.2,8,1,0,2,20,2,0,138,6.5,1326,1090,79,40,0,0,0.0
Jordan Kyrou,23,C,74,27,48,75,10,20,7.8,22,5,0,4,33,14,1,188,14.4,1227,995,23,6,6,9,40.0
Kevin Labanc,26,RW,21,3,3,6,-4,6,0.4,1,2,0,1,1,2,0,36,8.3,279,797,9,28,0,1,0.0
Andrew Ladd,36,LW,51,7,5,12,-20,47,-0.1,4,3,0,0,4,1,0,57,12.3,720,847,33,68,7,3,70.0
Sam Lafferty,26,C,56,5,8,13,-16,37,0.0,5,0,0,1,8,0,0,80,6.3,760,814,26,137,108,155,41.1
Alexis Lafrenière,20,LW,79,19,12,31,2,37,3.2,19,0,0,4,10,2,0,110,17.3,1105,839,26,108,14,34,29.2
William Lagesson,25,D,33,0,5,5,3,13,1.0,0,0,0,0,5,0,0,33,0.0,415,755,20,40,0,0,0.0
Patrik Laine,23,RW,56,26,30,56,-7,24,5.8,21,5,0,7,21,9,0,167,15.6,1054,1130,13,34,14,24,36.8
Juho Lammikko,26,RW,75,7,8,15,-6,14,0.4,7,0,0,2,8,0,0,67,10.4,921,737,46,93,354,340,51.0
Gabriel Landeskog,29,LW,51,30,29,59,27,78,7.5,23,7,0,5,21,8,0,150,20.0,1036,1219,34,94,241,198,54.9
Dylan Larkin,25,C,71,31,38,69,-18,47,6.8,25,6,0,4,30,7,1,212,14.6,1396,1179,28,76,630,574,52.3
Adam Larsson,29,D,82,8,17,25,-23,55,3.5,8,0,0,3,16,1,0,119,6.7,1827,1337,140,183,0,0,0.0
Johan Larsson,29,LW,43,7,14,21,-4,32,1.4,5,2,0,1,13,1,0,44,15.9,684,955,25,70,195,227,46.2
Scott Laughton,27,C,67,11,19,30,-9,35,2.1,9,0,2,1,18,1,0,110,10.0,1100,985,47,151,395,379,51.0
Jeremy Lauzon,24,D,66,2,5,7,-6,81,1.6,2,0,0,0,5,0,0,75,2.7,1166,1060,63,224,0,0,0.0
Curtis Lazar,26,C,70,8,8,16,-2,16,1.0,8,0,0,0,7,0,1,95,8.4,840,720,51,186,136,142,48.9
Brett Leason,22,RW,36,3,3,6,1,4,0.4,3,0,0,0,3,0,0,45,6.7,322,537,14,16,3,5,37.5
Nick Leddy,30,D,75,3,21,24,-30,22,1.7,3,0,0,0,15,6,0,71,4.2,1606,1285,67,37,0,0,0.0
Anders Lee,31,LW,76,28,18,46,-11,34,5.1,19,9,0,3,14,4,0,159,17.6,1264,998,30,94,65,69,48.5
Artturi Lehkonen,26,LW,74,19,19,38,1,22,3.7,15,2,2,2,18,1,0,155,12.3,1117,906,39,82,8,21,27.6
Brendan Lemieux,25,LW,50,8,5,13,1,97,1.3,8,0,0,2,5,0,0,65,12.3,537,645,17,122,11,13,45.8
Jake Leschyshyn,22,C,41,2,4,6,-2,8,-0.1,2,0,0,0,4,0,0,35,5.7,463,678,23,45,122,143,46.0
Kris Letang,34,D,78,10,58,68,20,49,10.6,8,2,0,3,38,20,0,214,4.7,2011,1547,122,171,0,0,0.0
Vinni Lettieri,26,C,31,5,5,10,-8,6,0.6,3,2,0,0,2,3,0,50,10.0,388,751,17,40,12,11,52.2
Trevor Lewis,35,C,80,6,10,16,-1,12,0.3,5,0,1,1,9,1,0,108,5.6,1027,770,40,176,77,105,42.3
Timothy Liljegren,22,D,61,5,18,23,15,14,4.2,4,1,0,0,17,1,0,79,6.3,1000,984,60,87,0,0,0.0
Kole Lind,23,RW,23,2,6,8,-1,12,0.5,2,0,0,0,6,0,0,31,6.5,272,710,10,18,6,11,35.3
