Player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
Nick Schmaltz,25,C,63,23,36,59,1,14,6.1,19,4,0,4,32,4,0,123,18.7,1150,1095,28,15,114,125,47.7
Nate Schmidt,30,D,77,4,28,32,-4,10,4.4,3,1,0,1,17,10,1,117,3.4,1556,1213,104,37,0,0,0.0
Braden Schneider,20,D,43,2,9,11,5,9,2.5,2,0,0,0,8,1,0,25,8.0,665,929,52,60,0,0,0.0
Corey Schueneman,26,D,24,2,4,6,-5,8,0.7,2,0,0,0,3,1,0,30,6.7,398,996,40,15,0,0,0.0
Justin Schultz,31,D,74,4,19,23,-15,16,2.5,2,2,0,1,16,3,0,92,4.3,1252,1015,87,40,0,0,0.0
Jaden Schwartz,29,C,37,8,15,23,-13,14,1.5,7,1,0,0,12,3,0,101,7.9,683,1107,13,42,17,18,48.6
Nick Seeler,28,D,43,1,2,3,-3,29,0.7,1,0,0,0,2,0,0,32,3.1,562,785,67,75,0,0,0.0
Tyler Seguin,30,C,81,24,25,49,-21,30,4.2,21,3,0,2,15,10,0,218,11.0,1443,1069,33,96,464,364,56.0
Moritz Seider,20,D,82,7,43,50,-9,34,6.7,5,2,0,4,22,19,2,187,3.7,1889,1382,161,151,0,0,0.0
Andrej Sekera,35,D,32,1,3,4,-3,16,0.9,1,0,0,0,3,0,0,26,3.8,439,823,25,15,0,0,0.0
Mikhail Sergachev,23,D,78,7,31,38,6,59,6.1,6,1,0,1,24,6,1,149,4.7,1753,1348,123,139,0,0,0.0
Damon Severson,27,D,80,11,35,46,-14,57,6.3,6,5,0,0,23,11,1,158,7.0,1888,1416,92,91,0,0,0.0
Yegor Sharangovich,23,C,76,24,22,46,-14,23,4.2,20,2,2,3,21,1,0,168,14.3,1255,990,26,30,89,131,40.5
Kevin Shattenkirk,33,D,82,8,27,35,-9,36,5.7,7,1,0,1,14,13,0,163,4.9,1756,1285,135,73,0,1,0.0
Logan Shaw,30,RW,17,1,2,3,-3,2,0.1,1,0,0,0,2,0,0,17,5.9,159,563,5,11,58,57,50.4
Riley Sheahan,30,C,69,4,13,17,6,2,1.1,4,0,0,0,11,0,2,69,5.8,831,723,28,16,263,296,47.0
Conor Sheary,29,LW,71,19,24,43,-2,14,4.2,17,2,0,5,20,4,0,129,14.7,1085,917,44,45,11,16,40.7
Devin Shore,27,C,49,5,6,11,-4,10,0.6,4,0,1,0,6,0,0,36,13.9,469,574,21,67,102,112,47.7
Jonas Siegenthaler,24,D,70,1,13,14,-5,42,2.4,1,0,0,0,12,0,1,92,1.1,1439,1234,106,98,0,0,0.0
Jakob Silfverberg,31,LW,53,5,16,21,-3,30,1.1,4,1,0,0,12,4,0,120,4.2,903,1022,40,16,8,16,33.3
Cole Sillinger,18,C,79,16,15,31,-22,37,1.8,16,0,0,3,13,2,0,148,10.8,1082,822,43,98,362,417,46.5
Radim Šimek,29,D,36,1,1,2,-13,8,0.1,1,0,0,0,1,0,0,25,4.0,478,797,39,96,0,0,0.0
Wayne Simmonds,33,RW,72,5,11,16,-7,96,0.5,5,0,0,2,10,1,0,79,6.3,672,560,11,148,3,3,50.0
Dominik Simon,27,C,72,3,10,13,0,34,0.3,3,0,0,1,9,1,0,88,3.4,741,617,38,72,9,12,42.9
Colton Sissons,28,C,79,7,21,28,2,30,1.3,6,1,0,0,18,3,0,87,8.0,1277,970,44,188,719,573,55.7
Jeff Skinner,29,LW,80,33,30,63,-14,42,6.9,28,5,0,4,24,6,0,262,12.6,1368,1026,20,29,91,133,40.6
Brady Skjei,27,D,82,9,30,39,22,48,8.0,9,0,0,0,30,0,0,184,4.9,1734,1269,73,95,0,0,0.0
Jaccob Slavin,27,D,79,4,38,42,35,10,8.9,3,1,0,0,30,6,2,165,2.4,1859,1412,121,50,0,0,0.0
Josiah Slavin,23,LW,15,0,1,1,0,4,-0.2,0,0,0,0,1,0,0,13,0.0,180,722,4,12,29,38,43.3
Brendan Smith,32,D,45,4,4,8,6,36,2.2,4,0,0,1,4,0,0,63,6.3,626,835,40,73,0,0,0.0
Craig Smith,32,C,74,16,20,36,2,28,3.4,16,0,0,1,16,4,0,187,8.6,1067,865,28,95,4,8,33.3
Givani Smith,23,RW,46,4,3,7,-6,108,0.2,4,0,0,0,3,0,0,50,8.0,390,508,20,86,1,1,50.0
Reilly Smith,30,RW,56,16,22,38,4,8,3.7,11,3,2,3,16,4,2,150,10.7,996,1067,23,55,4,4,50.0
Ty Smith,21,D,66,5,15,20,-26,22,1.6,5,0,0,0,11,4,0,77,6.5,1155,1050,73,45,0,0,0.0
Victor Söderström,20,D,16,0,0,0,-7,6,-0.2,0,0,0,0,0,0,0,14,0.0,261,979,23,14,0,0,0.0
Carson Soucy,27,D,64,10,11,21,7,47,4.7,9,0,1,1,8,2,1,97,10.3,1130,1060,73,118,0,0,0.0
Jordan Spence,20,D,24,2,6,8,0,2,1.5,2,0,0,1,4,2,0,41,4.9,474,1185,29,32,0,0,0.0
Jason Spezza,38,C,71,12,13,25,-3,26,2.0,9,3,0,1,6,7,0,97,12.4,763,645,24,31,305,272,52.9
Daniel Sprong,24,RW,63,14,6,20,0,8,2.0,12,2,0,0,6,0,0,153,9.2,818,779,12,43,0,4,0.0
Jared Spurgeon,32,D,65,10,30,40,32,10,7.2,10,0,0,2,16,14,0,116,8.6,1375,1269,83,44,0,0,0.0
Jordan Staal,33,C,78,17,19,36,11,18,3.3,16,1,0,2,18,1,0,146,11.6,1297,998,29,212,736,549,57.3
Marc Staal,35,D,71,3,13,16,-1,28,3.0,3,0,0,1,13,0,0,76,3.9,1237,1045,75,94,0,0,0.0
Steven Stamkos,31,C,81,42,64,106,24,36,12.5,26,16,0,11,44,20,0,241,17.4,1497,1109,31,93,545,523,51.0
Logan Stanley,23,D,58,1,12,13,1,44,2.1,1,0,0,1,11,0,1,80,1.3,907,939,100,131,0,0,0.0
Paul Stastny,36,C,71,21,24,45,14,14,4.8,17,4,0,2,20,4,0,141,14.9,1263,1067,27,27,267,205,56.6
Troy Stecher,27,D,29,1,2,3,-7,13,0.4,1,0,0,0,2,0,0,50,2.0,483,1000,38,33,0,0,0.0
Sam Steel,23,C,68,6,14,20,-17,16,0.7,6,0,0,1,11,3,0,66,9.1,837,739,27,37,203,209,49.3
Oskar Steen,23,C,20,2,4,6,-1,6,0.4,2,0,0,0,4,0,0,25,8.0,221,664,8,32,1,5,16.7
Derek Stepan,31,C,58,9,10,19,0,14,1.6,9,0,0,0,10,0,0,96,9.4,626,648,25,29,248,196,55.9
Mitchell Stephens,24,C,27,0,6,6,-8,8,-0.2,0,0,0,0,6,0,0,17,0.0,302,671,9,21,124,129,49.0
Chandler Stephenson,27,C,79,21,43,64,5,26,5.9,14,6,1,3,34,8,1,125,16.8,1526,1159,44,68,653,602,52.0
Riley Stillman,23,D,52,2,10,12,-8,36,1.8,2,0,0,1,10,0,0,49,4.1,783,904,67,122,0,0,0.0
Mark Stone,29,RW,37,9,21,30,7,8,2.9,6,3,0,2,17,3,1,71,12.7,679,1101,24,19,13,16,44.8
Anton Strålman,35,D,74,8,15,23,-16,12,3.6,8,0,0,1,15,0,0,95,8.4,1579,1280,100,99,0,0,0.0
Dylan Strome,24,C,69,22,26,48,-6,28,4.7,17,5,0,2,15,11,0,126,17.5,1203,1046,33,11,460,419,52.3
Ryan Strome,28,C,74,21,33,54,15,69,5.7,15,5,1,5,24,9,0,161,13.0,1356,1099,19,41,363,455,44.4
Marián Studenič,23,RW,33,2,2,4,-7,6,-0.2,2,0,0,0,2,0,0,42,4.8,368,669,15,25,1,3,25.0
Jack Studnicka,22,C,15,0,3,3,-5,4,-0.2,0,0,0,0,3,0,0,21,0.0,189,755,5,17,58,61,48.7
Nico Sturm,26,C,74,9,11,20,-7,14,0.7,7,1,1,0,11,0,0,101,8.9,881,714,29,99,312,277,53.0
Tim Stützle,20,LW,79,22,36,58,-27,37,4.8,14,7,1,4,17,19,0,176,12.5,1455,1105,52,125,180,293,38.1
P.K. Subban,32,D,77,5,17,22,-8,82,3.4,5,0,0,1,16,0,1,114,4.4,1409,1098,90,69,0,0,0.0
Oskar Sundqvist,27,C,59,8,15,23,5,29,1.7,8,0,0,1,15,0,0,70,11.4,826,840,29,70,75,107,41.2
Andrej Šustr,31,D,38,1,5,6,-4,16,1.0,1,0,0,0,5,0,0,28,3.6,559,883,36,27,0,0,0.0
Pius Suter,25,F,82,15,21,36,-11,22,2.3,14,0,1,3,18,3,0,166,9.0,1388,1015,37,24,495,509,49.3
Ryan Suter,37,D,82,7,25,32,1,40,6.6,3,4,0,0,16,9,0,118,5.9,1940,1419,88,46,0,0,0.0
Nick Suzuki,22,C,82,21,40,61,-29,30,4.2,12,8,1,4,26,12,2,186,11.3,1682,1231,62,89,699,711,49.6
Andrei Svechnikov,21,RW,78,30,39,69,19,79,7.9,21,9,0,5,26,13,0,249,12.0,1346,1036,15,189,0,6,0.0
Evgeny Svechnikov,25,LW,72,7,12,19,-4,38,1.1,7,0,0,1,12,0,0,78,9.0,774,645,22,104,3,4,42.9
Brandon Tanev,30,LW,30,9,6,15,4,13,1.8,6,2,1,3,6,0,0,51,17.6,437,874,22,98,1,1,50.0
Chris Tanev,32,D,82,6,22,28,35,22,6.9,6,0,0,3,22,0,0,88,6.8,1678,1228,158,52,0,0,0.0
Vladimir Tarasenko,30,RW,75,34,48,82,7,32,8.9,29,5,0,9,30,17,1,230,14.8,1268,1015,45,83,4,7,36.4
Tomáš Tatar,31,LW,76,15,15,30,-22,22,1.7,13,2,0,1,12,3,0,132,11.4,1127,890,28,75,19,31,38.0
John Tavares,31,C,79,27,49,76,-8,32,6.9,17,10,0,3,33,16,0,237,11.4,1428,1084,44,90,813,529,60.6
Teuvo Teräväinen,27,F,77,22,43,65,22,24,6.9,11,9,2,2,20,22,1,202,10.9,1363,1062,30,15,24,20,54.5
Troy Terry,24,C,75,37,30,67,-11,26,7.7,29,8,0,7,23,7,0,192,19.3,1368,1094,27,6,1,8,11.1
Alexandre Texier,22,C,36,11,9,20,0,12,2.1,10,0,1,0,8,0,1,59,18.6,526,876,12,13,20,37,35.1
Shea Theodore,26,D,78,14,38,52,6,24,8.2,13,1,0,5,27,11,0,205,6.8,1804,1388,97,37,0,0,0.0
Robert Thomas,22,C,72,20,57,77,17,16,7.3,15,3,2,6,45,11,1,115,17.4,1352,1126,25,13,562,565,49.9
Nate Thompson,37,C,33,1,2,3,-15,31,-0.7,1,0,0,0,2,0,0,23,4.3,395,718,20,49,160,127,55.7
Tage Thompson,24,C,78,38,30,68,-17,37,7.7,26,10,2,4,24,6,0,253,15.0,1395,1073,25,66,393,582,40.3
Lassi Thomson,21,D,16,0,5,5,-8,2,0.3,0,0,0,0,4,1,0,18,0.0,276,1035,9,23,0,0,0.0
Joe Thornton,42,C,34,5,5,10,-10,10,0.3,2,3,0,1,5,0,0,26,19.2,378,666,10,20,77,98,44.0
Chris Tierney,27,C,70,6,12,18,-12,14,0.7,3,3,0,2,10,2,0,72,8.3,869,745,30,42,264,267,49.7
Owen Tippett,22,RW,63,10,11,21,-2,12,1.3,9,1,0,1,9,2,0,126,7.9,846,805,16,98,21,34,38.2
Brady Tkachuk,22,LW,79,30,37,67,-7,117,7.1,21,9,0,3,29,8,0,288,10.4,1485,1128,25,270,218,217,50.1
Matthew Tkachuk,24,RW,82,42,62,104,57,68,13.7,30,12,0,6,45,17,0,253,16.6,1468,1074,20,93,20,23,46.5
Devon Toews,27,D,66,13,44,57,52,20,11.2,11,2,0,3,34,10,0,158,8.2,1674,1522,85,54,0,0,0.0
Jonathan Toews,33,C,71,12,25,37,-14,39,2.4,7,4,1,2,22,3,0,125,9.6,1241,1049,22,25,788,548,59.0
Tyler Toffoli,29,C,74,20,29,49,-5,14,4.5,10,8,2,1,20,8,1,195,10.3,1206,978,24,81,18,16,52.9
Eeli Tolvanen,22,RW,75,11,12,23,-7,16,1.3,10,1,0,1,7,5,0,151,7.3,1007,806,45,176,0,1,0.0
Philip Tomasino,20,C,76,11,21,32,2,10,2.7,8,3,0,3,15,6,0,111,9.9,877,692,28,49,21,33,38.9
Dominic Toninato,27,C,77,7,7,14,1,22,1.0,6,0,1,1,3,1,3,44,15.9,647,504,32,92,87,118,42.4
Alexey Toropchenko,22,RW,28,2,0,2,-9,15,-0.5,2,0,0,0,0,0,0,43,4.7,300,643,21,69,1,2,33.3
Yakov Trenin,25,C,80,17,7,24,7,46,2.2,17,0,0,2,7,0,0,136,12.5,1173,880,33,191,12,23,34.3
Vincent Trocheck,28,C,81,21,30,51,21,78,5.3,15,6,0,3,24,6,0,168,12.5,1448,1072,46,185,680,565,54.6
Jacob Trouba,27,D,81,11,28,39,25,88,8.9,10,1,0,1,23,3,2,204,5.4,1817,1346,177,207,0,0,0.0
Alex Tuch,25,RW,50,12,26,38,-3,14,3.4,9,2,1,0,20,6,0,139,8.6,920,1105,49,32,9,14,39.1
Kyle Turris,32,C,23,1,3,4,-5,4,-0.1,1,0,0,0,3,0,0,21,4.8,198,517,6,13,28,22,56.0
Urho Vaakanainen,23,D,29,0,6,6,-5,10,0.9,0,0,0,0,5,1,0,27,0.0,560,1159,28,27,0,0,0.0
James van Riemsdyk,32,LW,82,24,14,38,-33,25,2.9,15,9,0,4,14,0,0,186,12.9,1321,967,25,34,10,14,41.7
Trevor van Riemsdyk,30,D,72,1,16,17,-3,40,2.5,1,0,0,0,15,0,1,75,1.3,1258,1048,129,25,0,0,0.0
Frank Vatrano,27,LW,71,18,14,32,4,22,3.2,17,1,0,3,13,1,0,161,11.2,934,790,26,68,12,13,48.0
Joe Veleno,22,C,66,8,7,15,-14,22,0.3,8,0,0,0,7,0,0,73,11.0,872,793,25,123,222,238,48.3
Carter Verhaeghe,26,C,78,24,31,55,24,48,5.8,24,0,0,4,28,3,0,167,14.4,1252,963,16,50,19,10,65.5
Kristian Vesalainen,22,W,53,2,1,3,-8,6,-0.6,2,0,0,0,1,0,0,43,4.7,460,520,14,72,0,1,0.0
Jimmy Vesey,28,LW,68,8,7,15,-24,12,-0.3,6,0,2,2,7,0,0,110,7.3,981,865,29,85,18,43,29.5
Jeffrey Viel,25,F,34,3,2,5,-2,114,0.3,3,0,0,0,2,0,0,30,10.0,299,528,11,84,4,8,33.3
Gabriel Vilardi,22,C,25,5,2,7,-5,8,0.5,3,2,0,1,2,0,0,41,12.2,338,811,9,6,60,71,45.8
Alex Vlasic,20,D,15,1,1,2,-2,2,0.4,1,0,0,0,1,0,0,12,8.3,215,859,16,15,0,0,0.0
Marc-Édouard Vlasic,34,D,75,3,11,14,-22,18,1.9,3,0,0,0,11,0,0,63,4.8,1141,913,90,54,0,0,0.0
Jakub Voráček,32,RW,79,6,56,62,-13,44,3.7,4,2,0,2,33,23,0,147,4.1,1379,1048,28,27,5,28,15.2
Jakub Vrána,25,LW,26,13,6,19,-8,16,2.2,8,5,0,3,5,1,0,65,20.0,388,896,9,14,1,2,33.3
Oliver Wahlstrom,21,RW,73,13,11,24,-6,74,2.2,8,5,0,2,8,3,0,157,8.3,880,724,19,101,6,8,42.9
Nathan Walker,27,C,30,8,4,12,1,2,1.3,8,0,0,2,4,0,0,38,21.1,346,693,22,58,8,15,34.8
Jake Walman,25,D,51,3,7,10,-3,10,1.5,3,0,0,0,6,1,0,87,3.4,715,841,58,47,0,0,0.0
Austin Watson,30,LW,67,10,6,16,-3,91,1.3,9,0,1,1,6,0,0,88,11.4,803,719,63,213,7,13,35.0
Jasper Weatherby,24,C,50,5,6,11,-14,18,0.3,4,1,0,0,5,1,0,45,11.1,562,674,24,52,173,168,50.7
MacKenzie Weegar,28,D,80,8,36,44,40,81,7.7,6,1,1,2,33,2,1,203,3.9,1870,1402,156,179,0,0,0.0
Alexander Wennberg,27,C,80,11,26,37,-26,28,1.6,9,2,0,2,21,4,1,95,11.6,1428,1071,44,47,555,635,46.6
Zach Werenski,24,D,68,11,37,48,-15,22,5.7,7,4,0,2,26,10,1,216,5.1,1745,1540,95,33,0,0,0.0
Blake Wheeler,35,RW,65,17,43,60,-15,36,4.8,14,3,0,2,26,17,0,167,10.2,1270,1172,37,62,4,17,19.0
Colin White,25,C,24,3,7,10,-11,4,0.3,1,2,0,1,2,5,0,47,6.4,368,920,4,28,86,91,48.6
Colton White,24,D,27,0,4,4,2,8,0.9,0,0,0,0,4,0,0,18,0.0,358,795,14,24,0,0,0.0
Zach Whitecloud,25,D,59,8,11,19,21,20,5.0,7,0,1,1,11,0,0,94,8.5,1109,1128,115,98,0,0,0.0
Chris Wideman,32,D,64,4,23,27,-25,67,1.9,4,0,0,1,11,12,0,76,5.3,952,893,46,44,0,0,0.0
Maxwell Willman,26,C,41,4,2,6,-13,16,-0.2,4,0,0,0,2,0,0,65,6.2,483,706,10,53,2,5,28.6
Tom Wilson,27,RW,78,24,28,52,13,98,5.5,18,4,2,5,21,6,1,151,15.9,1449,1115,55,240,22,30,42.3
Kailer Yamamoto,23,RW,81,20,21,41,-1,40,3.4,16,3,1,4,17,3,1,114,17.5,1367,1012,36,114,2,4,33.3
Keith Yandle,35,D,77,1,18,19,-47,14,-0.4,0,1,0,0,8,10,0,105,1.0,1076,839,40,29,0,0,0.0
Cameron York,21,D,30,3,7,10,-14,6,0.8,2,1,0,0,4,3,0,33,9.1,572,1145,40,20,0,0,0.0
Pavel Zacha,24,C,70,15,21,36,-21,22,2.2,11,4,0,1,17,4,0,148,10.1,1179,1011,18,80,189,188,50.1
Filip Zadina,22,RW,74,10,14,24,-24,10,0.8,6,4,0,1,10,4,0,154,6.5,1049,851,34,57,5,5,50.0
Nikita Zadorov,26,D,74,4,18,22,11,77,4.1,4,0,0,0,18,0,0,106,3.8,1251,1015,49,181,0,0,0.0
Nikita Zaitsev,30,D,62,2,9,11,-7,28,2.2,2,0,0,0,7,0,2,65,3.1,1177,1139,103,128,0,0,0.0
Trevor Zegras,20,C,75,23,38,61,-21,50,5.4,14,9,0,5,30,8,0,181,12.7,1343,1074,27,56,217,327,39.9
Mika Zibanejad,28,C,81,29,52,81,30,12,9.2,13,15,1,3,35,13,4,219,13.2,1591,1178,47,67,700,638,52.3
Radim Zohorna,25,F,17,2,4,6,12,4,0.9,2,0,0,0,4,0,0,9,22.2,176,620,3,23,4,8,33.3
Artem Zub,26,D,81,6,16,22,1,60,4.9,6,0,0,0,16,0,0,92,6.5,1704,1262,124,155,0,0,0.0
Mats Zuccarello,34,LW,70,24,55,79,21,24,8.0,17,7,0,2,34,21,0,159,15.1,1301,1115,33,36,21,34,38.2
Jason Zucker,30,LW,41,8,9,17,-2,15,1.3,6,2,0,0,9,0,0,102,7.8,608,889,20,66,4,11,26.7
