Player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
Paul Stastny,37.0,C,73,9,13,22,4,16,1.9,7,2,0,3,11,2,0,80,11.3,867,712,18,21,280,206,57.6
Troy Stecher,28.0,D,81,3,11,14,-6,44,2.3,3,0,0,1,11,0,0,88,3.4,1326,982,92,70,0,0,0.0
Sam Steel,24.0,C,65,10,18,28,11,18,2.6,9,0,1,2,15,3,0,85,11.8,972,898,15,46,308,325,48.7
Kevin Stenlund,26.0,C,54,6,3,9,3,20,0.6,4,0,2,0,3,0,0,63,9.5,629,699,28,31,280,246,53.2
Derek Stepan,32.0,C,73,5,6,11,8,8,0.9,5,0,0,0,5,0,1,98,5.1,663,545,21,29,229,193,54.3
Chandler Stephenson,28.0,C,81,16,49,65,12,26,5.6,9,6,1,5,38,9,2,120,13.3,1540,1141,56,74,675,487,58.1
Riley Stillman,24.0,D,50,1,7,8,-13,36,0.3,1,0,0,0,7,0,0,37,2.7,732,879,44,81,0,0,0.0
Mark Stone,30.0,RW,43,17,21,38,11,10,4.3,12,3,2,1,15,6,0,113,15.0,833,1163,23,31,0,3,0.0
Michael Stone,32.0,D,48,6,5,11,2,35,2.4,6,0,0,1,3,2,0,92,6.5,639,799,59,54,0,0,0.0
Dylan Strome,25.0,C,81,23,42,65,-4,24,6.3,20,3,0,2,24,18,0,154,14.9,1352,1001,43,20,528,554,48.8
Ryan Strome,29.0,C,82,15,26,41,-30,79,1.9,14,1,0,2,23,3,0,130,11.5,1397,1022,24,29,402,516,43.8
Jack Studnicka,23.0,C,48,4,4,8,-12,16,-0.2,4,0,0,1,4,0,0,65,6.2,509,636,19,61,77,84,47.8
Nico Sturm,27.0,C,74,14,12,26,-13,23,1.7,13,0,1,1,12,0,0,119,11.8,1090,884,45,100,491,389,55.8
Tim Stützle,21.0,LW,78,39,51,90,-3,54,10.0,26,10,3,3,33,18,0,228,17.1,1659,1276,49,114,202,284,41.6
Oskar Sundqvist,28.0,C,67,10,18,28,-4,28,2.1,7,3,0,0,13,5,0,69,14.5,929,832,28,63,27,36,42.9
Pius Suter,26.0,F,79,14,10,24,-3,6,1.8,12,0,2,1,10,0,0,106,13.2,1111,844,37,39,214,243,46.8
Ryan Suter,38.0,D,82,3,22,25,0,26,4.4,3,0,0,1,17,4,1,92,3.3,1671,1223,115,81,0,0,0.0
Nick Suzuki,23.0,C,82,26,40,66,-13,33,5.4,16,7,3,2,30,10,0,162,16.0,1730,1266,56,50,663,738,47.3
Andrei Svechnikov,22.0,RW,64,23,32,55,6,71,6.1,18,5,0,4,21,11,0,205,11.2,1155,1083,17,140,4,5,44.4
Evgeny Svechnikov,26.0,LW,59,8,6,14,-6,26,0.9,8,0,0,0,6,0,0,64,12.5,634,645,21,100,6,6,50.0
Brandon Tanev,31.0,LW,82,16,19,35,21,44,3.5,15,0,1,3,19,0,0,115,13.9,1166,853,68,190,3,22,12.0
Chris Tanev,33.0,D,65,1,12,13,7,21,3.1,1,0,0,1,11,1,0,75,1.3,1308,1207,130,51,0,0,0.0
Vladimir Tarasenko,31.0,RW,69,18,32,50,-14,8,4.1,14,3,1,1,21,11,0,169,10.7,1159,1008,36,75,0,2,0.0
Tomáš Tatar,32.0,LW,82,20,28,48,41,30,5.9,19,1,0,1,25,3,0,153,13.1,1240,907,30,65,17,26,39.5
John Tavares,32.0,C,80,36,44,80,-7,34,8.5,18,18,0,9,23,21,0,277,13.0,1413,1059,36,112,726,519,58.3
Teuvo Teräväinen,28.0,F,68,12,25,37,11,16,3.5,5,5,2,2,18,6,1,144,8.3,1150,1015,18,15,33,20,62.3
Troy Terry,25.0,C,70,23,38,61,-8,22,5.5,18,5,0,3,31,7,0,188,12.2,1356,1162,23,12,2,0,100.0
Shea Theodore,27.0,D,55,8,33,41,16,18,6.8,6,2,0,2,26,7,0,136,5.9,1179,1286,86,16,0,0,0.0
Robert Thomas,23.0,C,73,18,47,65,-8,22,5.2,12,5,1,2,30,17,0,106,17.0,1412,1161,29,15,646,575,52.9
Tage Thompson,25.0,C,78,47,47,94,4,39,11.1,26,20,1,7,33,14,0,295,15.9,1450,1115,26,55,350,463,43.1
Chris Tierney,28.0,C,36,3,7,10,-8,6,0.3,3,0,0,0,6,0,1,19,15.8,391,652,21,15,111,125,47.0
Conor Timmins,24.0,D,27,2,12,14,-1,8,1.8,2,0,0,1,8,4,0,19,10.5,407,905,18,23,0,0,0.0
Jarred Tinordi,30.0,D,44,2,6,8,-17,40,0.7,2,0,0,1,6,0,0,32,6.3,724,987,68,139,0,0,0.0
Owen Tippett,23.0,RW,77,27,22,49,-17,16,4.7,19,8,0,4,18,4,0,231,11.7,1342,1046,69,125,19,11,63.3
Brady Tkachuk,23.0,LW,82,35,48,83,-10,126,8.9,24,11,0,6,30,18,0,347,10.1,1528,1118,9,242,370,395,48.4
Matthew Tkachuk,25.0,LW,79,40,69,109,29,123,12.3,26,14,0,6,46,22,1,322,12.4,1614,1226,31,68,13,16,44.8
Devon Toews,28.0,D,80,7,43,50,39,26,10.0,6,1,0,0,37,6,0,165,4.2,2009,1506,138,93,0,0,0.0
Jonathan Toews,34.0,C,53,15,16,31,-31,43,2.1,6,9,0,1,13,3,0,87,17.2,939,1063,23,9,594,347,63.1
Tyler Toffoli,30.0,C,82,34,39,73,16,28,8.6,24,10,0,4,24,15,0,268,12.7,1362,997,14,59,7,5,58.3
Eeli Tolvanen,23.0,RW,61,18,13,31,8,14,3.4,14,4,0,4,10,3,0,116,15.5,886,871,51,91,3,9,25.0
Philip Tomasino,21.0,C,31,5,13,18,5,6,1.7,1,4,0,0,11,2,0,54,9.3,483,936,16,28,10,8,55.6
Alexey Toropchenko,23.0,RW,69,10,9,19,6,12,1.6,9,0,1,0,9,0,0,86,11.6,833,725,46,122,2,6,25.0
Yakov Trenin,26.0,C,77,12,12,24,-7,47,1.5,10,0,2,2,10,2,0,140,8.6,1166,909,30,167,14,22,38.9
Vincent Trocheck,29.0,C,82,22,42,64,3,58,5.7,13,9,0,3,34,8,0,225,9.8,1584,1159,44,182,721,565,56.1
Jacob Trouba,28.0,D,82,8,22,30,7,63,5.8,5,2,1,2,18,3,1,199,4.0,1738,1272,196,218,0,1,0.0
Alex Tuch,26.0,RW,74,36,43,79,14,20,9.0,27,8,1,9,31,12,0,218,16.5,1417,1149,46,54,32,43,42.7
Tyler Tucker,22.0,D,26,1,3,4,-9,31,0.0,1,0,0,0,3,0,0,21,4.8,381,879,26,50,0,0,0.0
Urho Vaakanainen,24.0,D,23,0,2,2,-16,0,-0.6,0,0,0,0,2,0,0,27,0.0,379,987,28,18,0,0,0.0
Juuso Välimäki,24.0,D,78,4,30,34,-10,59,4.0,3,1,0,1,19,11,0,93,4.3,1418,1091,98,53,0,0,0.0
James van Riemsdyk,33.0,LW,61,12,17,29,-3,28,2.4,10,2,0,1,15,2,0,119,10.1,937,921,20,18,7,7,50.0
Trevor van Riemsdyk,31.0,D,75,7,16,23,10,15,5.1,7,0,0,0,15,1,0,97,7.2,1430,1144,160,21,0,0,0.0
Frank Vatrano,28.0,LW,81,22,19,41,-29,66,2.7,17,5,0,1,15,4,0,231,9.5,1351,1001,75,86,7,10,41.2
Joe Veleno,23.0,C,81,9,11,20,-12,30,0.8,8,1,0,1,8,3,0,85,10.6,1035,767,44,152,277,374,42.5
Carter Verhaeghe,27.0,C,81,42,31,73,10,46,8.7,35,7,0,2,25,6,0,275,15.3,1418,1050,31,29,20,21,48.8
Jimmy Vesey,29.0,LW,81,11,14,25,13,20,2.1,10,0,1,4,14,0,0,123,8.9,1102,817,40,98,4,14,22.2
Gabriel Vilardi,23.0,C,63,23,18,41,10,18,4.8,18,5,0,6,14,4,0,122,18.9,983,936,33,41,52,61,46.0
Marc-Édouard Vlasic,35.0,D,78,1,17,18,-14,16,2.3,1,0,0,0,17,0,0,67,1.5,1363,1048,116,45,0,0,0.0
Jakub Vrána,26.0,LW,25,11,5,16,3,10,2.1,7,4,0,2,5,0,0,63,17.5,364,873,6,14,2,5,28.6
Oliver Wahlstrom,22.0,RW,35,7,9,16,5,32,1.8,6,1,0,1,9,0,0,70,10.0,426,730,15,50,7,13,35.0
Nathan Walker,28.0,C,56,2,8,10,10,25,0.5,2,0,0,1,8,0,0,43,4.7,576,617,35,82,95,82,53.7
Sean Walker,28.0,D,70,3,10,13,-3,36,2.2,3,0,0,1,9,1,0,94,3.2,1038,890,104,77,0,0,0.0
Jake Walman,26.0,D,63,9,9,18,10,45,4.9,9,0,0,2,7,2,0,140,6.4,1242,1183,121,47,0,0,0.0
Austin Watson,31.0,LW,75,9,2,11,-7,123,0.5,6,0,3,2,2,0,0,79,11.4,767,614,61,165,7,8,46.7
MacKenzie Weegar,29.0,D,81,4,27,31,15,43,6.1,4,0,0,1,23,3,1,160,2.5,1709,1266,117,186,0,0,0.0
Alexander Wennberg,28.0,C,82,13,25,38,-7,20,1.8,9,4,0,3,20,5,0,101,12.9,1533,1122,63,43,627,748,45.6
Blake Wheeler,36.0,RW,72,16,39,55,-3,46,4.8,9,7,0,6,31,8,0,126,12.7,1227,1023,35,54,65,61,51.6
Colin White,26.0,C,68,8,7,15,0,12,1.0,8,0,0,0,7,0,0,64,12.5,655,578,29,61,84,111,43.1
Colton White,25.0,D,46,0,6,6,-17,8,0.0,0,0,0,0,6,0,0,30,0.0,668,872,37,34,0,0,0.0
Zach Whitecloud,26.0,D,59,5,7,12,10,41,3.2,5,0,0,1,7,0,0,64,7.8,1010,1027,97,90,0,0,0.0
Chris Wideman,33.0,D,46,0,6,6,-6,81,0.6,0,0,0,0,4,2,0,31,0.0,622,811,51,25,0,0,0.0
Tom Wilson,28.0,RW,33,13,9,22,-13,78,2.0,9,4,0,1,8,1,0,82,15.9,581,1057,30,97,5,10,33.3
Miles Wood,27.0,LW,76,13,14,27,1,76,2.3,11,2,0,2,13,1,0,167,7.8,920,726,19,100,1,5,16.7
Arber Xhekaj,22.0,D,51,5,8,13,-9,101,1.7,3,2,0,0,7,1,0,75,6.7,779,916,46,159,0,0,0.0
Kailer Yamamoto,24.0,RW,58,10,15,25,12,24,1.9,9,0,1,3,14,0,1,97,10.3,962,995,24,77,6,7,46.2
Jesse Ylönen,23.0,RW,37,6,10,16,-11,0,0.9,5,1,0,1,10,0,0,43,14.0,498,807,28,14,3,3,50.0
Cameron York,22.0,D,54,2,18,20,-1,18,3.2,2,0,0,0,14,3,1,42,4.8,1061,1179,69,44,0,0,0.0
Pavel Zacha,25.0,C,82,21,36,57,26,16,6.1,18,3,0,3,30,5,1,131,16.0,1317,963,21,67,134,162,45.3
Filip Zadina,23.0,RW,30,3,4,7,-5,10,0.2,3,0,0,2,4,0,0,51,5.9,393,786,15,22,2,4,33.3
Nikita Zadorov,27.0,D,82,14,7,21,10,80,5.6,14,0,0,2,6,1,0,130,10.8,1532,1121,75,174,0,0,0.0
Nikita Zaitsev,31.0,D,46,1,7,8,-9,20,1.1,1,0,0,0,7,0,0,20,5.0,757,988,72,95,0,0,0.0
Jakub Zbořil,25.0,D,22,1,3,4,-1,6,0.6,1,0,0,1,3,0,0,13,7.7,292,797,19,31,0,0,0.0
Trevor Zegras,21.0,C,81,23,42,65,-24,88,5.0,19,4,0,3,29,13,0,184,12.5,1525,1130,29,46,237,336,41.4
Fabian Zetterlund,23.0,W,67,6,17,23,-6,14,1.1,5,1,0,1,15,2,0,118,5.1,888,795,20,53,7,10,41.2
Mika Zibanejad,29.0,C,82,39,52,91,25,20,10.6,18,20,1,5,32,19,1,251,15.5,1637,1198,48,71,692,706,49.5
Artem Zub,27.0,D,53,3,7,10,2,39,2.5,3,0,0,0,7,0,0,41,7.3,1073,1215,67,131,0,0,0.0
Mats Zuccarello,35.0,LW,78,22,45,67,-3,26,6.2,13,9,0,3,25,20,0,198,11.1,1575,1212,51,51,24,36,40.0
Jason Zucker,31.0,LW,78,27,21,48,-4,47,5.0,25,2,0,5,14,7,0,197,13.7,1221,939,29,197,4,11,26.7
