Player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
Adam Fox,24.0,D,82,12,60,72,28,34,11.9,11,1,0,5,29,28,3,159,7.5,1999,1463,125,25,0,0,0.0
Trent Frederic,24.0,C,79,17,14,31,28,57,4.0,17,0,0,6,13,0,1,120,14.2,942,715,36,105,24,48,33.3
Mark Friedman,27.0,D,23,1,2,3,2,15,0.8,1,0,0,0,2,0,0,36,2.8,332,867,22,52,0,0,0.0
Morgan Frost,23.0,C,81,19,27,46,-12,24,3.8,18,1,0,3,23,4,0,155,12.3,1324,981,53,85,436,515,45.8
Jonah Gadjovich,24.0,LW,35,3,4,7,-3,57,0.4,3,0,0,0,4,0,0,32,9.4,315,539,5,92,1,3,25.0
Sam Gagner,33.0,C,48,8,6,14,-4,13,1.1,7,1,0,2,4,2,0,78,10.3,584,730,14,16,14,32,30.4
Brendan Gallagher,30.0,RW,37,8,6,14,-5,45,1.0,8,0,0,2,4,2,0,93,8.6,528,857,13,18,6,11,35.3
Dylan Gambrell,26.0,C,60,4,6,10,-4,25,0.2,4,0,0,0,4,0,2,46,8.7,683,683,45,60,138,168,45.1
Conor Garland,26.0,RW,81,17,29,46,-5,31,3.6,15,2,0,2,19,10,0,167,10.2,1224,907,20,47,3,11,21.4
Frédérick Gaudreau,29.0,C,82,19,19,38,10,10,3.9,12,3,4,3,17,1,1,138,13.8,1316,963,52,42,500,515,49.3
Johnny Gaudreau,29.0,LW,80,21,53,74,-33,22,5.7,18,3,0,4,32,21,0,220,9.5,1553,1165,18,5,0,0,0.0
Julien Gauthier,25.0,RW,57,9,5,14,-6,6,1.2,9,0,0,0,5,0,0,53,17.0,492,518,13,105,3,5,37.5
Vladislav Gavrikov,27.0,D,72,6,13,19,4,38,4.5,5,0,1,2,12,0,1,89,6.7,1582,1318,115,74,0,0,0.0
Morgan Geekie,24.0,C,69,9,19,28,14,24,2.7,8,1,0,3,19,0,0,81,11.1,721,627,33,53,297,307,49.2
Dennis Gilbert,26.0,D,23,1,3,4,0,27,0.7,1,0,0,1,3,0,0,13,7.7,270,704,26,55,0,0,0.0
Mark Giordano,39.0,D,78,4,20,24,27,53,5.9,3,0,1,1,20,0,0,107,3.7,1478,1137,147,60,0,0,0.0
Samuel Girard,24.0,D,76,6,31,37,-10,16,4.8,5,1,0,1,23,7,1,119,5.0,1634,1290,116,67,0,0,0.0
Zemgus Girgensons,29.0,C,80,10,8,18,-5,14,0.6,10,0,0,0,7,1,0,114,8.8,1038,779,49,96,94,113,45.4
Claude Giroux,35.0,C,82,35,44,79,4,34,9.0,28,7,0,6,26,17,1,214,16.4,1541,1128,30,75,712,509,58.3
Cody Glass,23.0,C,72,14,21,35,9,20,3.5,8,6,0,2,18,3,0,131,10.7,1063,886,31,62,362,365,49.8
Luke Glendening,33.0,C,70,3,3,6,-9,50,-0.9,1,0,2,0,3,0,0,65,4.6,844,724,60,114,359,249,59.0
Alex Goligoski,37.0,D,46,2,4,6,-9,16,1.2,2,0,0,2,3,1,0,63,3.2,813,1060,67,33,0,0,0.0
Barclay Goodrow,29.0,RW,82,11,20,31,3,58,2.2,10,1,0,2,18,1,1,89,12.4,1162,850,64,122,272,321,45.9
Shayne Gostisbehere,29.0,D,75,13,28,41,-5,32,6.2,6,5,2,2,18,10,0,155,8.4,1561,1249,89,46,0,0,0.0
Yanni Gourde,31.0,C,81,14,34,48,23,76,4.2,10,3,1,2,33,1,0,141,9.9,1388,1028,54,118,483,489,49.7
Mikael Granlund,30.0,C,79,10,31,41,-15,20,2.2,9,1,0,1,20,11,0,121,8.3,1408,1070,60,78,171,213,44.5
Derek Grant,32.0,C,46,5,13,18,-4,26,0.9,5,0,0,0,11,2,0,72,6.9,683,891,26,36,272,221,55.2
Kevin Gravel,30.0,D,23,0,1,1,-10,4,-0.2,0,0,0,0,1,0,0,20,0.0,328,856,36,23,0,0,0.0
Ryan Graves,27.0,D,78,8,18,26,34,28,6.8,8,0,0,2,16,0,2,141,5.7,1556,1197,152,83,0,0,0.0
Jordan Greenway,25.0,LW,62,6,5,11,-6,26,0.1,6,0,0,0,5,0,0,99,6.1,837,810,39,107,2,12,14.3
A.J. Greer,26.0,LW,61,5,7,12,9,114,1.0,5,0,0,1,7,0,0,66,7.6,556,547,25,101,2,1,66.7
Noah Gregor,24.0,C,57,10,7,17,-9,32,1.1,10,0,0,1,6,0,1,119,8.4,740,778,34,97,7,16,30.4
Carl Grundström,25.0,RW,57,12,7,19,-4,16,1.8,11,1,0,2,7,0,0,90,13.3,613,645,17,144,4,5,44.4
Matt Grzelcyk,29.0,D,75,4,22,26,46,28,7.1,4,0,0,2,22,0,0,102,3.9,1292,1034,78,51,0,0,0.0
Radko Gudas,32.0,D,72,2,15,17,14,79,3.3,2,0,0,0,15,0,0,110,1.8,1250,1042,124,312,0,0,0.0
Erik Gudbranson,31.0,D,70,1,12,13,-24,57,1.5,1,0,0,1,12,0,0,102,1.0,1491,1278,137,119,0,0,0.0
Dylan Guenther,19.0,RW,33,6,9,15,-7,10,1.0,2,4,0,1,7,2,0,53,11.3,433,787,11,18,2,2,50.0
Jake Guentzel,28.0,C,78,36,37,73,2,46,7.9,25,11,0,6,25,12,0,244,14.8,1569,1207,46,83,8,8,50.0
Kaiden Guhle,21.0,D,44,4,14,18,-19,27,1.4,4,0,0,0,14,0,0,48,8.3,903,1231,77,84,0,0,0.0
Denis Gurianov,25.0,RW,66,7,10,17,-9,10,0.5,6,1,0,0,8,2,0,116,6.0,871,792,27,43,0,1,0.0
David Gustafsson,22.0,C,46,0,6,6,2,6,0.0,0,0,0,0,5,0,1,45,0.0,464,606,18,25,103,106,49.3
Erik Gustafsson,30.0,D,70,7,35,42,9,23,6.8,7,0,0,2,21,14,0,122,5.7,1384,1186,63,52,0,0,0.0
Brandon Hagel,24.0,LW,81,30,34,64,23,54,7.2,22,7,1,3,26,6,2,178,16.9,1510,1119,58,68,23,58,28.4
Robert Hägg,27.0,D,38,2,5,7,-5,26,1.2,2,0,0,0,5,0,0,40,5.0,590,931,47,111,0,0,0.0
Nicolas Hague,24.0,D,81,3,14,17,7,51,3.6,3,0,0,1,14,0,0,103,2.9,1465,1085,133,117,0,0,0.0
Jani Hakanpää,30.0,D,82,6,10,16,18,60,5.0,6,0,0,1,10,0,0,86,7.0,1585,1160,128,224,0,0,0.0
Taylor Hall,31.0,LW,61,16,20,36,11,24,3.7,12,4,0,5,16,4,0,150,10.7,972,956,33,35,4,5,44.4
Dougie Hamilton,29.0,D,82,22,52,74,23,50,12.1,14,8,0,7,32,20,0,275,8.0,1786,1306,86,64,0,0,0.0
Travis Hamonic,32.0,D,75,6,15,21,-5,71,3.7,6,0,0,1,11,1,3,136,4.4,1392,1114,143,109,0,0,0.0
Noah Hanifin,26.0,D,81,7,31,38,2,33,6.3,6,1,0,0,23,7,1,176,4.0,1834,1359,129,76,0,0,0.0
Joel Hanley,31.0,D,26,0,2,2,5,15,0.9,0,0,0,0,2,0,0,14,0.0,303,698,28,24,0,0,0.0
Jansen Harkins,25.0,C,22,3,2,5,4,12,0.6,3,0,0,0,2,0,0,18,16.7,238,649,11,16,2,7,22.2
Ben Harpur,28.0,D,42,1,5,6,0,20,1.2,1,0,0,0,5,0,0,34,2.9,591,844,57,63,0,0,0.0
Scott Harrington,29.0,D,45,4,7,11,-6,10,1.8,4,0,0,1,7,0,0,33,12.1,740,986,78,51,0,0,0.0
Jordan Harris,22.0,D,65,4,13,17,-3,26,2.7,4,0,0,0,12,1,0,70,5.7,1212,1119,98,53,0,0,0.0
Ryan Hartman,28.0,RW,59,15,22,37,7,90,3.9,12,1,2,6,17,3,2,149,10.1,962,978,48,62,242,322,42.9
Rafaël Harvey-Pinard,24.0,LW,34,14,6,20,7,10,2.5,9,4,1,1,6,0,0,58,24.1,586,1034,56,57,0,1,0.0
Garnet Hathaway,31.0,RW,84,13,9,22,5,69,2.0,13,0,0,3,8,0,1,88,14.8,991,708,83,268,3,10,23.1
Erik Haula,31.0,LW,80,14,27,41,13,47,3.4,10,2,2,0,21,5,1,164,8.5,1330,998,54,92,573,484,54.2
Kevin Hayes,30.0,RW,81,18,36,54,-22,23,4.0,12,6,0,1,26,10,0,209,8.6,1423,1054,22,52,334,342,49.4
Barrett Hayton,22.0,C,82,19,24,43,-5,42,3.2,15,4,0,4,17,6,1,178,10.7,1435,1050,33,83,628,602,51.1
Victor Hedman,32.0,D,76,9,40,49,10,42,7.6,7,1,1,1,25,13,2,185,4.9,1803,1423,136,95,0,0,0.0
Danton Heinen,27.0,C,65,8,14,22,-5,12,1.5,7,1,0,0,13,1,0,96,8.3,699,645,26,76,2,3,40.0
Miro Heiskanen,23.0,D,79,11,62,73,12,32,11.1,9,2,0,2,29,32,1,206,5.3,2014,1529,96,49,0,0,0.0
Adam Henrique,32.0,C,62,22,16,38,-8,22,3.6,18,4,0,1,10,6,0,132,16.7,1127,1091,46,28,342,327,51.1
Tomáš Hertl,29.0,C,79,22,41,63,-36,42,4.5,16,6,0,1,25,16,0,183,12.0,1523,1157,57,91,792,653,54.8
Vinnie Hinostroza,28.0,C,26,2,9,11,-1,6,0.6,2,0,0,1,8,0,1,38,5.3,328,756,7,1,1,3,25.0
Roope Hintz,26.0,LW,73,37,38,75,31,30,9.9,25,9,3,5,26,12,0,184,20.1,1282,1053,45,47,249,230,52.0
Nico Hischier,24.0,C,81,31,49,80,33,10,9.2,21,7,3,9,36,12,1,256,12.1,1562,1157,61,34,891,763,53.9
Mike Hoffman,33.0,C,67,14,20,34,-10,28,2.5,13,1,0,3,11,9,0,148,9.5,1050,940,24,24,16,12,57.1
Nils Höglander,22.0,LW,25,3,6,9,-4,6,0.4,3,0,0,0,6,0,0,29,10.3,301,723,8,21,1,1,50.0
Nick Holden,35.0,D,65,2,14,16,0,10,2.9,2,0,0,0,13,0,1,73,2.7,1086,1002,69,79,0,0,0.0
Justin Holl,31.0,D,80,2,16,18,15,39,4.4,2,0,0,1,16,0,0,60,3.3,1619,1214,139,151,0,0,0.0
Dylan Holloway,21.0,C,51,3,6,9,0,27,0.2,3,0,0,1,6,0,0,44,6.8,489,575,16,83,22,40,35.5
Pontus Holmberg,23.0,RW,37,5,8,13,0,18,1.1,4,1,0,2,8,0,0,27,18.5,386,625,18,24,93,126,42.5
Simon Holmström,21.0,RW,50,6,3,9,-4,0,0.5,6,0,0,2,3,0,0,39,15.4,555,666,22,9,0,3,0.0
Patric Hörnqvist,36.0,RW,22,1,2,3,-4,13,-0.1,1,0,0,1,1,1,0,40,2.5,204,556,8,18,1,5,16.7
Bo Horvat,27.0,C,79,38,32,70,-1,18,7.5,22,12,4,5,21,10,1,229,16.6,1632,1239,55,57,958,727,56.9
Brett Howden,24.0,C,54,6,7,13,5,55,0.8,6,0,0,0,7,0,0,53,11.3,705,784,34,107,117,110,51.5
Filip Hronek,25.0,D,64,9,30,39,7,34,6.8,5,4,0,1,18,12,0,124,7.3,1389,1302,58,102,0,0,0.0
Jonathan Huberdeau,29.0,LW,79,15,40,55,2,36,4.6,11,4,0,1,29,11,0,126,11.9,1332,1012,27,65,5,10,33.3
Jack Hughes,21.0,C,78,43,56,99,10,6,11.3,34,9,0,6,34,22,0,336,12.8,1557,1198,30,12,164,300,35.3
Quinn Hughes,23.0,D,78,7,69,76,15,34,10.2,5,2,0,0,36,32,1,154,4.5,2002,1540,71,29,0,0,0.0
Brad Hunt,34.0,D,47,4,6,10,4,12,2.1,4,0,0,0,6,0,0,46,8.7,527,673,10,16,0,0,0.0
Dryden Hunt,27.0,LW,37,3,0,3,-10,24,-0.3,3,0,0,0,0,0,0,23,13.0,299,484,4,100,1,2,33.3
Ben Hutton,29.0,D,31,3,5,8,1,6,1.5,3,0,0,0,4,1,0,52,5.8,496,960,34,18,0,0,0.0
Zach Hyman,30.0,LW,79,36,47,83,13,39,8.9,21,15,0,3,36,11,0,276,13.0,1592,1209,19,77,6,6,50.0
Alex Iafallo,29.0,C,59,14,22,36,14,20,3.6,7,7,0,5,21,1,0,133,10.5,962,978,33,27,7,6,53.8
Matt Irwin,35.0,D,61,2,3,5,-8,36,0.9,2,0,0,0,3,0,0,79,2.5,795,782,75,117,0,0,0.0
Mark Jankowski,28.0,C,50,7,5,12,-1,18,0.9,4,0,3,3,5,0,0,57,12.3,622,746,31,45,191,152,55.7
Mattias Janmark,30.0,C,66,10,15,25,9,30,1.8,7,0,3,1,14,0,1,79,12.7,968,880,26,20,26,33,44.1
Calle Järnkrok,31.0,C,73,20,19,39,9,14,4.2,16,3,1,2,15,2,2,106,18.9,1050,863,19,50,42,52,44.7
Seth Jarvis,20.0,C,82,14,25,39,10,12,3.6,13,0,1,0,20,5,0,187,7.5,1329,972,48,73,9,17,34.6
Tanner Jeannot,25.0,F,76,6,12,18,-7,107,0.4,6,0,0,1,11,0,1,107,5.6,1083,855,62,290,10,13,43.5
Boone Jenner,29.0,C,68,26,19,45,-32,51,3.7,19,7,0,3,15,4,0,214,12.1,1374,1212,70,129,758,628,54.7
Nick Jensen,32.0,D,77,5,24,29,-1,18,4.9,5,0,0,0,23,0,1,109,4.6,1587,1237,128,107,0,0,0.0
Ryan Johansen,30.0,C,55,12,16,28,-13,32,2.1,7,5,0,1,11,5,0,86,14.0,867,946,19,49,502,346,59.2
Marcus Johansson,32.0,C,80,19,27,46,3,8,4.4,12,5,2,7,14,13,0,137,13.9,1319,989,23,26,23,29,44.2
Erik Johnson,34.0,D,63,0,8,8,8,12,2.3,0,0,0,0,7,0,1,98,0.0,1087,1035,102,121,0,0,0.0
Jack Johnson,36.0,D,83,2,6,8,-15,28,1.8,2,0,0,0,4,0,2,92,2.2,1589,1149,127,117,0,1,0.0
Kent Johnson,20.0,C,79,16,24,40,-19,14,3.1,11,5,0,3,17,7,0,126,12.7,1147,871,30,15,41,98,29.5
Reese Johnson,24.0,F,57,4,2,6,-15,38,-0.4,4,0,0,1,2,0,0,54,7.4,628,661,23,178,120,106,53.1
Tyler Johnson,32.0,C,56,12,20,32,-21,16,2.3,8,4,0,0,15,5,0,125,9.6,928,994,25,49,58,55,51.3
Wyatt Johnston,19.0,C,82,24,17,41,6,20,4.4,21,3,0,3,13,4,0,160,15.0,1270,929,31,22,145,190,43.3
Henri Jokiharju,23.0,D,60,3,10,13,-12,30,1.2,3,0,0,0,10,0,0,79,3.8,1261,1261,58,63,0,0,0.0
Caleb Jones,25.0,D,73,4,12,16,-19,40,2.5,3,1,0,1,9,3,0,86,4.7,1402,1153,118,116,0,0,0.0
Max Jones,24.0,LW,69,9,10,19,-21,77,0.4,9,0,0,2,10,0,0,107,8.4,877,763,18,110,10,12,45.5
Seth Jones,28.0,D,72,12,25,37,-38,30,4.4,10,2,0,1,14,10,1,178,6.7,1760,1467,125,106,0,0,0.0
Axel Jonsson-Fjällby,24.0,LW,50,6,8,14,-1,8,1.1,6,0,0,2,7,0,1,54,11.1,523,627,18,43,1,4,20.0
Mathieu Joseph,25.0,RW,56,3,15,18,5,36,1.0,0,1,2,0,12,2,1,66,4.5,785,841,28,80,3,6,33.3
Pierre-Olivier Joseph,23.0,D,75,5,16,21,8,44,4.1,4,1,0,1,14,2,0,108,4.6,1144,915,36,88,0,0,0.0
Dakota Joshua,26.0,C,79,11,12,23,-16,60,1.0,9,1,1,2,12,0,0,71,15.5,910,691,30,222,23,20,53.5
Roman Josi,32.0,D,67,18,41,59,5,36,9.9,10,8,0,5,25,16,0,269,6.7,1686,1510,146,51,0,0,0.0
Tyson Jost,24.0,C,71,7,18,25,-13,34,0.9,7,0,0,0,18,0,0,98,7.1,940,795,32,61,175,276,38.8
Nazem Kadri,32.0,C,82,24,32,56,-19,56,4.7,13,11,0,4,24,8,0,267,9.0,1411,1033,31,99,586,648,47.5
Kaapo Kakko,21.0,RW,82,18,22,40,12,8,3.9,18,0,0,2,19,3,0,125,14.4,1255,918,27,26,1,3,25.0
Arthur Kaliyev,21.0,RW,56,13,15,28,-5,12,2.6,5,8,0,1,11,4,0,122,10.7,654,701,10,40,0,0,0.0
David Kämpf,28.0,C,82,7,20,27,6,8,1.4,7,0,0,1,17,0,3,107,6.5,1255,918,29,74,591,556,51.5
Evander Kane,31.0,LW,41,16,12,28,-4,53,2.6,15,0,1,3,9,2,1,146,11.0,767,1122,15,124,12,22,35.3
Patrick Kane,34.0,RW,73,21,36,57,-22,16,4.8,17,4,0,1,18,18,0,227,9.3,1410,1159,19,13,1,1,50.0
Kasperi Kapanen,26.0,RW,66,15,19,34,-8,18,2.9,11,3,1,5,16,3,0,116,12.9,903,821,20,99,30,49,38.0
Kirill Kaprizov,25.0,LW,67,40,35,75,4,35,9.2,23,17,0,6,20,15,0,261,15.3,1415,1267,28,66,2,3,40.0
Erik Karlsson,32.0,D,82,25,76,101,-26,36,12.4,20,5,0,4,54,22,0,209,12.0,2100,1537,90,33,0,1,0.0
William Karlsson,30.0,C,82,14,39,53,14,10,4.5,10,2,2,2,29,7,3,161,8.7,1432,1048,50,50,632,510,55.3
Zack Kassian,32.0,RW,51,2,0,2,-18,50,-1.1,2,0,0,0,0,0,0,25,8.0,467,549,8,32,3,5,37.5
Mark Kastelic,23.0,C,65,7,4,11,-6,102,0.7,7,0,0,2,4,0,0,73,9.6,578,534,37,154,336,254,56.9
Boris Katchouk,24.0,LW,58,5,11,16,-10,27,0.8,5,0,0,2,10,0,1,68,7.4,701,725,15,85,3,12,20.0
Martin Kaut,23.0,RW,36,4,4,8,-4,4,0.4,3,1,0,1,4,0,0,44,9.1,374,624,5,23,2,4,33.3
Clayton Keller,24.0,C,82,37,49,86,-2,49,8.7,30,6,1,4,35,14,0,223,16.6,1702,1245,34,18,22,41,34.9
Parker Kelly,23.0,F,55,1,3,4,-9,37,-0.7,1,0,0,1,2,0,1,59,1.7,578,630,25,172,5,6,45.5
Adrian Kempe,26.0,LW,82,41,26,67,22,55,8.5,27,11,3,6,17,9,0,250,16.4,1538,1125,32,119,16,35,31.4
Alexander Kerfoot,28.0,C,82,10,22,32,8,30,2.3,7,2,1,1,20,1,1,133,7.5,1199,877,46,54,65,80,44.8
Phil Kessel,35.0,RW,82,14,22,36,-7,30,2.8,12,2,0,0,15,7,0,149,9.4,1050,769,28,10,5,7,41.7
Jujhar Khaira,28.0,LW,51,6,8,14,-11,31,0.6,4,1,1,0,7,1,0,59,10.2,708,833,40,108,154,164,48.4
Alex Killorn,33.0,C,82,27,37,64,18,45,6.9,23,3,1,5,27,9,1,143,18.9,1411,1033,31,61,1,1,50.0
Joel Kiviranta,26.0,F,70,8,1,9,-9,40,-0.1,7,0,1,0,1,0,0,85,9.4,851,729,20,117,3,7,30.0
John Klingberg,30.0,D,67,10,23,33,-25,34,3.8,8,2,0,3,15,8,0,112,8.9,1382,1237,84,55,0,0,0.0
Keegan Kolesar,25.0,RW,74,8,10,18,6,68,1.3,8,0,0,0,10,0,0,63,12.7,849,688,31,279,8,16,33.3
Travis Konecny,25.0,C,60,31,30,61,-12,77,6.6,23,5,3,5,17,10,3,191,16.2,1207,1207,38,55,28,32,46.7
Anže Kopitar,35.0,C,82,28,46,74,20,4,7.6,21,7,0,4,32,13,1,169,16.6,1665,1218,87,68,899,709,55.9
Klim Kostin,23.0,C,57,11,10,21,12,66,2.4,11,0,0,2,10,0,0,56,19.6,573,604,15,157,4,6,40.0
Jesperi Kotkaniemi,22.0,C,82,18,25,43,10,50,4.5,14,3,1,2,17,8,0,129,14.0,1208,884,21,105,360,340,51.4
Johnathan Kovacevic,25.0,D,77,3,12,15,3,39,3.0,3,0,0,0,12,0,0,92,3.3,1341,1045,86,93,0,0,0.0
Vitali Kravtsov,23.0,RW,44,4,4,8,3,10,0.4,3,1,0,0,2,2,0,43,9.3,493,672,15,28,0,3,0.0
Peyton Krebs,22.0,C,74,9,17,26,-8,50,1.2,7,1,1,0,15,2,0,78,11.5,1024,830,20,93,251,305,45.1
Chris Kreider,31.0,LW,79,36,18,54,21,26,7.0,24,8,4,3,9,9,0,229,15.7,1455,1105,24,128,38,46,45.2
David Krejčí,36.0,C,70,16,40,56,23,20,5.6,12,4,0,2,32,8,0,112,14.3,1204,1032,38,41,351,389,47.4
Torey Krug,31.0,D,63,7,25,32,-26,49,2.5,3,4,0,1,15,10,0,126,5.6,1171,1115,87,40,0,0,0.0
Dominik Kubalík,27.0,LW,81,20,25,45,-15,24,3.8,13,7,0,3,15,10,0,174,11.5,1208,895,26,89,17,18,48.6
Nikita Kucherov,29.0,RW,82,30,83,113,-2,36,10.7,22,8,0,4,41,42,0,271,11.1,1651,1208,28,61,2,0,100.0
Karson Kuhlman,27.0,C,47,3,4,7,-4,8,-0.1,3,0,0,2,4,0,0,48,6.3,557,711,18,41,0,5,0.0
Brett Kulak,29.0,D,82,3,17,20,11,41,3.4,3,0,0,0,14,0,3,114,2.6,1436,1051,106,105,0,0,0.0
Dmitry Kulikov,32.0,D,67,3,13,16,-13,34,2.2,3,0,0,0,13,0,0,84,3.6,1305,1168,108,96,0,0,0.0
Luke Kunin,25.0,C,31,5,8,13,-9,32,0.7,3,2,0,0,6,2,0,58,8.6,478,926,27,63,5,7,41.7
Rasmus Kupari,22.0,C,66,3,12,15,-5,12,0.4,3,0,0,0,11,0,1,53,5.7,666,606,34,80,220,183,54.6
Sean Kuraly,30.0,C,71,11,9,20,-28,68,0.4,9,1,1,0,8,0,1,100,11.0,1070,904,46,187,567,575,49.6
Philipp Kurashev,23.0,C,70,9,16,25,-32,14,0.5,9,0,0,2,12,4,0,116,7.8,1219,1045,34,38,85,105,44.7
Andrei Kuzmenko,26.0,F,81,39,35,74,9,8,8.6,25,14,0,4,30,5,0,143,27.3,1316,975,18,13,0,1,0.0
Evgeny Kuznetsov,30.0,C,81,12,43,55,-26,56,3.3,7,5,0,2,30,13,0,172,7.0,1463,1084,29,43,508,561,47.5
Jordan Kyrou,24.0,C,79,37,36,73,-38,22,6.7,26,11,0,5,23,12,1,272,13.6,1422,1080,35,14,5,9,35.7
Kevin Labanc,27.0,RW,72,15,18,33,-17,36,2.4,13,2,0,0,17,1,0,129,11.6,1031,860,28,70,5,3,62.5
Tanner Laczynski,25.0,C,32,2,2,4,-5,2,-0.1,2,0,0,0,2,0,0,23,8.7,305,571,10,30,50,47,51.5
Sam Lafferty,27.0,C,70,12,15,27,-11,37,2.0,8,0,4,1,14,0,1,102,11.8,1023,877,33,125,248,237,51.1
Alexis Lafrenière,21.0,LW,81,16,23,39,10,33,3.6,13,3,0,2,22,1,0,135,11.9,1233,913,28,141,28,48,36.8
Patrik Laine,24.0,RW,55,22,30,52,-12,16,5.2,14,8,0,1,22,8,0,184,12.0,1052,1147,27,27,28,52,35.0
Dylan Larkin,26.0,C,80,32,47,79,-7,45,8.0,15,16,1,5,32,15,0,244,13.1,1564,1173,27,47,737,618,54.4
Adam Larsson,30.0,D,82,8,25,33,27,47,6.7,7,0,1,2,25,0,0,143,5.6,1938,1418,173,222,0,0,0.0
Scott Laughton,28.0,C,78,18,25,43,-9,50,3.4,10,5,3,0,17,4,4,170,10.6,1426,1097,57,156,509,568,47.3
Jakub Lauko,22.0,C,23,4,3,7,2,11,0.8,4,0,0,1,3,0,0,17,23.5,204,532,6,44,0,4,0.0
Jeremy Lauzon,25.0,D,67,3,9,12,-11,66,2.1,3,0,0,0,8,0,1,77,3.9,1128,1011,75,250,0,0,0.0
Curtis Lazar,27.0,C,49,3,2,5,-6,21,-0.5,3,0,0,0,2,0,0,55,5.5,585,716,53,138,140,132,51.5
Brett Leason,23.0,RW,54,6,3,9,-21,14,-0.3,6,0,0,1,3,0,0,51,11.8,588,654,18,35,2,4,33.3
Nick Leddy,31.0,D,78,2,21,23,4,20,3.5,2,0,0,1,21,0,0,79,2.5,1648,1267,96,43,0,0,0.0
Anders Lee,32.0,LW,82,28,22,50,-3,50,5.4,22,6,0,4,14,8,0,214,13.1,1412,1033,57,125,27,23,54.0
Artturi Lehkonen,27.0,LW,64,21,30,51,8,28,5.0,12,8,1,3,18,12,0,150,14.0,1309,1227,43,93,4,19,17.4
Josh Leivo,29.0,LW,51,4,12,16,0,25,0.9,4,0,0,0,12,0,0,91,4.4,606,713,13,55,3,4,42.9
Brendan Lemieux,26.0,LW,45,2,7,9,-3,74,0.2,2,0,0,0,7,0,0,44,4.5,458,611,15,131,7,7,50.0
Jake Leschyshyn,23.0,C,35,0,0,0,-10,8,-0.9,0,0,0,0,0,0,0,31,0.0,320,548,11,55,118,115,50.6
Kris Letang,35.0,D,64,12,29,41,-13,30,5.5,5,6,1,3,14,15,0,161,7.5,1591,1491,108,162,0,0,0.0
Trevor Lewis,36.0,C,82,9,11,20,-7,18,0.9,7,1,1,1,11,0,0,144,6.3,994,727,33,158,131,178,42.4
Timothy Liljegren,23.0,D,67,6,12,18,24,30,5.1,5,0,1,0,10,1,1,84,7.1,1200,1075,93,107,0,0,0.0
Oskar Lindblom,26.0,LW,73,6,9,15,-16,18,0.3,6,0,0,0,8,1,0,75,8.0,772,634,24,64,9,10,47.4
Esa Lindell,28.0,D,82,8,16,24,29,10,6.8,8,0,0,2,14,0,2,116,6.9,1633,1195,147,87,0,0,0.0
Ryan Lindgren,24.0,D,63,1,17,18,29,45,5.1,0,0,1,0,16,0,1,75,1.3,1187,1130,92,68,0,0,0.0
Elias Lindholm,28.0,C,80,22,42,64,6,14,6.0,11,10,1,2,29,11,2,186,11.8,1492,1119,50,98,857,681,55.7
Hampus Lindholm,29.0,D,80,10,43,53,49,56,10.9,9,1,0,2,27,16,0,158,6.3,1855,1391,100,78,0,0,0.0
Gustav Lindström,24.0,D,36,1,7,8,-16,20,0.3,1,0,0,0,7,0,0,18,5.6,510,850,34,39,0,0,0.0
Blake Lizotte,25.0,C,81,11,23,34,11,60,2.9,11,0,0,1,21,0,2,108,10.2,1048,777,39,96,413,394,51.2
Ryan Lomberg,28.0,LW,82,12,8,20,-1,88,1.3,12,0,0,1,8,0,0,134,9.0,927,679,24,149,15,15,50.0
Steven Lorentz,26.0,C,80,10,9,19,-18,16,0.7,8,1,1,0,8,0,1,111,9.0,947,710,46,133,262,285,47.9
Adam Lowry,29.0,LW,82,13,23,36,4,48,2.9,10,0,3,2,19,2,2,126,10.3,1283,939,46,161,595,585,50.4
Milan Lucic,34.0,LW,77,7,12,19,-13,43,0.6,7,0,0,0,12,0,0,73,9.6,871,678,15,168,17,22,43.6
Anton Lundell,21.0,C,73,12,21,33,1,43,2.1,10,0,2,1,16,5,0,152,7.9,1195,982,32,29,269,310,46.5
Isac Lundeström,23.0,C,61,4,10,14,-13,2,-0.2,3,0,1,0,10,0,0,60,6.7,874,860,43,20,286,316,47.5
Nils Lundkvist,22.0,D,60,6,10,16,-5,26,2.7,5,1,0,2,8,2,0,94,6.4,979,979,67,49,0,0,0.0
Eetu Luostarinen,24.0,C,82,17,26,43,19,28,4.0,15,2,0,1,22,3,1,132,12.9,1311,959,51,64,175,243,41.9
Ilya Lyubushkin,28.0,D,68,2,12,14,-2,38,1.8,1,0,1,1,11,0,1,41,4.9,1021,901,104,99,0,0,0.0
Olli Määttä,28.0,D,78,6,17,23,-9,14,3.9,6,0,0,0,17,0,0,62,9.7,1459,1122,128,78,0,0,0.0
Matias Maccelli,22.0,LW,64,11,38,49,0,18,4.0,10,1,0,1,26,12,0,61,18.0,1004,941,20,24,0,7,0.0
Kurtis MacDermid,28.0,D,44,1,5,6,-1,55,0.9,1,0,0,1,5,0,0,20,5.0,367,500,31,86,0,1,0.0
Jacob MacDonald,29.0,D,58,1,7,8,-14,23,0.5,1,0,0,0,6,1,0,75,1.3,698,722,43,69,0,0,0.0
