PLAYER,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,GA60,xGA60,GSAx60,SIGNING AGE,CLAUSE,LENGTH,SIGNING,CAP HIT,CAP HIT %
112. Brock Nelson,191,Left,30 - Round 1 - 2010 (NYI),22.73,171,279,211,1.07,8.06,13.15,9.94,715,665,51.81,1269,1194,51.52,965,903,51.66,78.12,70.29,52.64,-,-,-,27,M-NTC,6,UFA,6000000,0.075
113. Jake Guentzel,180,Left,77 - Round 3 - 2013 (PIT),38.84,264,434,348,1.53,10.37,17.05,13.67,1071,797,57.33,1903,1311,59.21,1447,1030,58.42,121.27,78.58,60.68,-,-,-,24,,5,RFA,6000000,0.075
114. Matt Dumba,183,Right,7 - Round 1 - 2012 (MIN),7.70,116,251,154,0.35,5.28,11.44,7.02,659,693,48.74,1197,1264,48.64,884,953,48.12,60.18,60.51,49.86,-,-,-,23,M-NTC,5,RFA,6000000,0.075
115. Nikolaj Ehlers,183,Left,9 - Round 1 - 2014 (WPG),24.74,245,450,342,1.32,13.12,24.10,18.32,744,548,57.59,1326,952,58.21,1023,735,58.19,75.73,61.54,55.17,-,-,-,22,,7,RFA,6000000,0.08
116. Kyle Okposo,183,Right,7 - Round 1 - 2006 (NYI),13.86,174,304,241,0.67,8.40,14.68,11.64,589,670,46.78,1023,1104,48.10,788,894,46.85,52.04,63.09,45.20,-,-,-,28,M-NTC,7,UFA,6000000,0.082
117. Loui Eriksson,188,Left,33 - Round 2 - 2003 (DAL),7.28,81,122,104,0.46,5.15,7.76,6.62,380,553,40.72,707,1005,41.30,523,777,40.22,28.72,50.10,36.44,-,-,-,30,M-NTC,6,UFA,6000000,0.082
118. Milan Lucic,191,Left,50 - Round 2 - 2006 (BOS),11.42,95,171,139,0.68,5.67,10.21,8.30,548,460,54.37,1036,827,55.61,780,657,54.28,44.14,36.74,54.57,-,-,-,28,"M-NTC, NMC",7,UFA,6000000,0.082
119. Filip Forsberg,185,Right,11 - Round 1 - 2012 (WSH),26.68,226,424,333,1.28,10.86,20.37,16.00,780,554,58.47,1480,984,60.06,1129,745,60.25,85.49,55.44,60.66,-,-,-,21,,6,RFA,6000000,0.082
120. Erik Johnson,193,Right,1 - Round 1 - 2006 (STL),5.55,139,260,175,0.25,6.27,11.73,7.89,663,806,45.13,1183,1465,44.68,862,1087,44.23,57.18,76.17,42.88,-,-,-,28,"M-NTC, NMC",7,UFA,6000000,0.084
121. Johnny Boychuk,188,Right,61 - Round 2 - 2002 (COL),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,31,M-NTC,7,UFA,6000000,0.082
122. Jordan Staal,193,Left,2 - Round 1 - 2006 (PIT),20.68,146,234,207,0.96,6.75,10.82,9.57,669,590,53.14,1217,1047,53.75,952,824,53.60,70.03,68.12,50.69,-,-,-,23,NMC,10,UFA,6000000,0.1
123. Nate Schmidt,183,Left,-,5.64,117,257,172,0.22,4.51,9.91,6.63,849,835,50.42,1542,1440,51.71,1163,1120,50.94,83.21,74.31,52.82,-,-,-,27,M-NTC,6,UFA,5950000,0.075
124. Philipp Grubauer,185,Left,112 - Round 4 - 2010 (WSH),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.16,2.53,-0.63,29,NTC,6,UFA,5900000,0.072
125. William Karlsson,183,Left,53 - Round 2 - 2011 (ANA),17.67,135,237,192,0.87,6.61,11.61,9.41,794,528,60.06,1399,1062,56.85,1060,741,58.86,78.00,61.99,55.72,-,-,-,26,M-NTC,8,RFA,5900000,0.072
126. Jonathan Huberdeau,185,Left,3 - Round 1 - 2011 (FLA),28.36,222,344,280,1.09,8.57,13.28,10.81,1048,761,57.93,1788,1232,59.21,1363,980,58.17,120.67,80.51,59.98,-,-,-,24,NMC,6,RFA,5900000,0.081
127. Aleksander Barkov,191,Left,2 - Round 1 - 2013 (FLA),27.08,214,340,274,1.19,9.44,15.00,12.09,941,637,59.63,1611,1090,59.64,1236,854,59.14,103.48,66.90,60.73,-,-,-,20,NMC,6,RFA,5900000,0.083
128. Neal Pionk,183,Right,-,6.80,140,278,203,0.25,5.16,10.25,7.48,863,900,48.95,1530,1574,49.29,1196,1231,49.28,90.93,83.99,51.98,-,-,-,25,,4,RFA,5875000,0.072
129. Brock Boeser,185,Right,23 - Round 1 - 2015 (VAN),23.74,195,391,285,1.08,8.86,17.79,12.97,814,596,57.73,1565,1036,60.17,1138,796,58.84,80.17,59.38,57.45,-,-,-,22,,3,RFA,5875000,0.072
130. Cam Atkinson,173,Right,157 - Round 6 - 2008 (CBJ),24.62,215,331,273,1.11,9.68,14.91,12.30,730,763,48.89,1293,1336,49.18,982,1015,49.17,70.03,82.02,46.06,-,-,-,29,M-NTC,7,UFA,5875000,0.078
131. Dustin Brown,183,Right,13 - Round 1 - 2003 (LAK),15.24,146,238,196,0.97,9.28,15.14,12.47,582,425,57.80,994,746,57.13,774,572,57.50,53.94,40.46,57.14,-,-,-,29,M-NTC,8,UFA,5875000,0.091
132. Adam Henrique,183,Left,82 - Round 3 - 2008 (NJD),18.98,141,233,194,1.12,8.36,13.84,11.52,574,492,53.85,1062,880,54.69,793,687,53.58,60.66,48.50,55.57,-,-,-,29,M-NTC,5,UFA,5825000,0.073
133. Pavel Buchnevich,191,Left,75 - Round 3 - 2013 (NYR),21.71,199,304,252,0.98,8.94,13.65,11.32,764,667,53.39,1293,1144,53.06,1026,926,52.56,80.23,69.02,53.76,-,-,-,26,,4,RFA,5800000,0.071
134. Esa Lindell,191,Left,74 - Round 3 - 2012 (DAL),4.28,136,211,159,0.15,4.87,7.56,5.69,735,912,44.63,1289,1766,42.19,995,1279,43.76,70.22,79.36,46.94,-,-,-,25,NMC,6,RFA,5800000,0.073
135. Jonathan Quick,185,Left,72 - Round 3 - 2005 (LAK),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.59,2.87,0.28,27,,10,UFA,5800000,0.097
136. Adam Pelech,191,Left,65 - Round 3 - 2012 (NYI),5.42,104,225,137,0.20,3.76,8.13,4.95,787,905,46.51,1390,1646,45.78,1063,1220,46.56,72.22,84.52,46.08,-,-,-,26,,8,RFA,5750000,0.071
137. T.J. Oshie,183,Right,24 - Round 1 - 2005 (STL),11.77,77,138,113,0.92,6.02,10.78,8.83,435,340,56.13,786,623,55.78,604,464,56.55,45.65,31.26,59.36,-,-,-,30,M-NTC,8,UFA,5750000,0.077
138. Anthony Mantha,196,Left,20 - Round 1 - 2013 (DET),9.24,82,132,104,0.99,8.77,14.11,11.12,320,216,59.70,573,422,57.59,440,304,59.14,29.62,21.28,58.19,-,-,-,25,,4,RFA,5700000,0.07
139. Igor Shesterkin,188,Left,118 - Round 4 - 2014 (NYR),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.06,2.81,0.74,25,,4,RFA,5666667,0.07
140. Jake Muzzin,191,Left,141 - Round 5 - 2007 (PIT),2.60,75,166,104,0.16,4.62,10.22,6.41,479,554,46.37,904,967,48.32,676,732,48.01,46.05,48.76,48.57,-,-,-,31,NTC,4,UFA,5625000,0.069
141. Tomas Hertl,188,Left,17 - Round 1 - 2012 (SJS),28.08,205,364,281,1.03,7.52,13.36,10.31,913,862,51.44,1673,1578,51.46,1252,1188,51.31,89.72,96.72,48.12,-,-,-,24,M-NTC,4,RFA,5625000,0.071
142. Darnell Nurse,193,Left,7 - Round 1 - 2013 (EDM),10.26,203,410,286,0.35,6.85,13.83,9.65,1027,1020,50.17,1803,1753,50.70,1388,1372,50.29,106.51,100.60,51.43,-,-,-,25,,2,RFA,5600000,0.069
143. Duncan Keith,185,Left,54 - Round 2 - 2002 (CHI),3.23,79,175,112,0.15,3.75,8.32,5.32,640,685,48.30,1162,1206,49.07,853,916,48.22,57.66,63.93,47.42,-,-,-,26,NMC,13,RFA,5538462,0.098
144. Jaden Schwartz,178,Left,14 - Round 1 - 2010 (STL),10.47,101,168,140,0.92,8.86,14.76,12.30,399,304,56.76,715,548,56.61,555,427,56.52,34.60,35.15,49.60,-,-,-,29,NMC,5,UFA,5500000,0.067
145. Phillip Danault,185,Left,26 - Round 1 - 2011 (CHI),26.03,194,299,260,1.09,8.13,12.53,10.89,967,701,57.97,1665,1282,56.50,1316,962,57.77,97.06,79.41,55.00,-,-,-,28,NMC,6,UFA,5500000,0.067
146. Zach Hyman,185,Right,123 - Round 5 - 2010 (FLA),32.31,213,353,293,1.31,8.64,14.32,11.89,884,822,51.82,1551,1372,53.06,1191,1086,52.31,97.76,80.39,54.88,-,-,-,29,NMC,7,UFA,5500000,0.067
147. Josh Anderson,191,Right,95 - Round 4 - 2012 (CBJ),20.79,152,283,226,1.05,7.67,14.29,11.41,584,607,49.03,1123,1083,50.91,829,820,50.27,57.08,58.65,49.32,-,-,-,26,M-NTC,7,RFA,5500000,0.067
148. Travis Konecny,178,Right,24 - Round 1 - 2015 (PHI),22.91,220,382,297,0.99,9.49,16.47,12.81,863,691,55.53,1558,1241,55.66,1143,947,54.69,80.95,75.56,51.73,-,-,-,22,,6,RFA,5500000,0.067
149. Anton Strålman,180,Right,216 - Round 7 - 2005 (TOR),4.16,95,181,121,0.16,3.61,6.88,4.59,631,1015,38.34,1128,1785,38.72,868,1417,37.99,57.09,102.79,35.71,-,-,-,32,M-NTC,3,UFA,5500000,0.067
150. Gustav Nyquist,180,Left,121 - Round 4 - 2008 (DET),15.07,122,208,169,0.62,5.00,8.52,6.93,760,856,47.03,1344,1456,48.00,1035,1149,47.39,75.58,88.01,46.20,-,-,-,29,,4,UFA,5500000,0.067
151. Jordan Eberle,180,Right,22 - Round 1 - 2008 (EDM),18.75,164,310,239,0.79,6.94,13.11,10.11,791,627,55.78,1491,1132,56.84,1138,872,56.62,74.91,69.51,51.87,-,-,-,29,M-NTC,5,UFA,5500000,0.069
152. Jason Zucker,180,Left,59 - Round 2 - 2010 (MIN),10.28,102,146,127,1.02,10.07,14.42,12.54,369,285,56.42,610,502,54.86,475,371,56.15,33.27,22.43,59.73,-,-,-,26,M-NTC,5,RFA,5500000,0.069
153. Bo Horvat,183,Left,9 - Round 1 - 2013 (VAN),24.37,195,304,261,1.07,8.58,13.37,11.48,878,697,55.75,1536,1214,55.85,1166,942,55.31,84.66,66.70,55.93,-,-,-,22,,6,RFA,5500000,0.073
154. Colton Parayko,198,Right,86 - Round 3 - 2012 (STL),7.53,135,244,183,0.24,4.30,7.77,5.83,824,1055,43.85,1390,1904,42.20,1093,1463,42.76,81.52,96.04,45.91,-,-,-,24,,5,RFA,5500000,0.073
155. Jonathan Drouin,183,Left,3 - Round 1 - 2013 (TBL),5.95,62,104,87,0.61,6.40,10.74,8.98,276,329,45.62,527,550,48.93,384,444,46.38,26.47,34.11,43.69,-,-,-,22,M-NTC,6,RFA,5500000,0.075
156. Andrew Ladd,191,Left,4 - Round 1 - 2004 (CAR),8.00,57,107,80,0.67,4.75,8.92,6.67,306,384,44.35,582,672,46.41,435,521,45.50,28.44,32.32,46.81,-,-,-,30,M-NTC,7,UFA,5500000,0.075
157. Nick Leddy,183,Left,16 - Round 1 - 2009 (MIN),3.07,71,138,104,0.11,2.65,5.16,3.89,773,860,47.34,1378,1465,48.47,1048,1161,47.44,73.23,80.80,47.54,-,-,-,23,,7,RFA,5500000,0.08
158. Oliver Bjorkstrand,183,Right,89 - Round 3 - 2013 (CBJ),25.34,215,402,312,1.06,8.98,16.80,13.04,837,701,54.42,1594,1207,56.91,1201,952,55.78,81.99,69.22,54.22,-,-,-,26,,5,RFA,5400000,0.066
159. Teuvo Teräväinen,180,Left,18 - Round 1 - 2012 (CHI),20.69,202,326,264,0.91,8.89,14.35,11.62,850,603,58.50,1533,1081,58.65,1226,861,58.74,102.87,68.95,59.87,-,-,-,24,,5,RFA,5400000,0.068
160. Rasmus Ristolainen,193,Right,8 - Round 1 - 2013 (BUF),5.88,97,200,140,0.25,4.11,8.48,5.94,706,872,44.74,1216,1577,43.54,952,1182,44.61,62.51,82.03,43.25,-,-,-,21,,6,RFA,5400000,0.074
161. Seth Jones,193,Right,4 - Round 1 - 2013 (NSH),9.39,194,365,255,0.28,5.69,10.71,7.48,1072,1013,51.41,1921,1830,51.21,1419,1350,51.25,96.24,99.63,49.13,-,-,-,21,M-NTC,6,RFA,5400000,0.074
162. Mikael Backlund,183,Left,24 - Round 1 - 2007 (CGY),19.95,214,355,288,0.85,9.15,15.17,12.31,831,672,55.29,1475,1214,54.85,1130,926,54.96,73.16,62.50,53.93,-,-,-,29,M-NTC,6,UFA,5350000,0.071
163. Mika Zibanejad,188,Right,6 - Round 1 - 2011 (OTT),26.16,219,383,313,0.99,8.26,14.45,11.81,904,733,55.22,1589,1388,53.38,1245,1028,54.77,106.92,71.70,59.86,-,-,-,24,NMC,5,RFA,5350000,0.071
164. Max Domi,178,Left,12 - Round 1 - 2013 (ARI),11.17,104,206,145,0.71,6.65,13.17,9.27,519,518,50.05,968,851,53.22,744,662,52.92,48.33,45.21,51.67,-,-,-,25,,2,RFA,5300000,0.065
165. Patric Hörnqvist,180,Right,230 - Round 7 - 2005 (NSH),19.69,165,240,204,1.43,12.02,17.48,14.86,578,373,60.78,1057,654,61.78,781,491,61.40,58.78,31.34,65.22,-,-,-,31,M-NTC,5,UFA,5300000,0.071
166. Ondrej Palat,180,Left,208 - Round 7 - 2011 (TBL),17.64,143,248,197,0.83,6.75,11.71,9.31,705,593,54.31,1271,1084,53.97,980,819,54.47,75.09,55.96,57.30,-,-,-,26,M-NTC,5,RFA,5300000,0.071
167. Jaccob Slavin,191,Left,120 - Round 4 - 2012 (CAR),7.76,165,341,237,0.25,5.33,11.01,7.65,1015,868,53.90,1815,1570,53.62,1421,1218,53.85,113.03,87.86,56.26,-,-,-,24,M-NTC,7,RFA,5300000,0.071
168. Bryan Little,183,Right,12 - Round 1 - 2006 (ATL),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,30,M-NTC,6,UFA,5291667,0.071
169. Jeff Carter,191,Right,11 - Round 1 - 2003 (PHI),20.39,200,315,245,0.91,8.94,14.07,10.95,747,737,50.34,1265,1292,49.47,978,972,50.15,74.30,69.09,51.82,-,-,-,25,,11,RFA,5272727,0.089
170. Jakub Vrána,183,Left,13 - Round 1 - 2014 (WSH),6.48,65,107,90,1.00,10.03,16.53,13.91,214,195,52.32,375,336,52.74,292,271,51.87,21.30,20.68,50.74,-,-,-,25,,3,RFA,5250000,0.064
171. Alec Martinez,185,Left,95 - Round 4 - 2007 (LAK),1.14,32,69,45,0.14,3.78,8.15,5.31,282,278,50.36,510,518,49.61,382,362,51.34,28.98,26.79,51.96,-,-,-,33,M-NTC,3,UFA,5250000,0.064
172. Joel Eriksson Ek,185,Left,20 - Round 1 - 2015 (MIN),25.46,224,331,277,1.07,9.40,13.88,11.62,828,682,54.83,1439,1239,53.73,1100,931,54.16,86.72,67.83,56.11,-,-,-,24,,8,RFA,5250000,0.064
173. Charlie Coyle,191,Right,28 - Round 1 - 2010 (SJS),17.07,131,214,185,0.72,5.51,9.00,7.78,841,729,53.57,1385,1303,51.53,1110,992,52.81,75.34,70.18,51.78,-,-,-,28,"M-NTC, NMC",6,UFA,5250000,0.064
174. Jakob Silfverberg,185,Right,39 - Round 2 - 2009 (OTT),10.05,120,183,154,0.67,7.97,12.16,10.23,412,508,44.78,734,908,44.70,557,702,44.24,38.43,50.40,43.26,-,-,-,28,M-NTC,5,UFA,5250000,0.066
175. Brady Skjei,191,Left,28 - Round 1 - 2012 (NYR),8.60,184,330,253,0.30,6.37,11.42,8.76,914,907,50.19,1655,1558,51.51,1270,1250,50.40,90.01,89.59,50.12,-,-,-,24,M-NTC,6,RFA,5250000,0.066
176. J.T. Miller,185,Left,15 - Round 1 - 2011 (NYR),27.17,206,350,293,0.97,7.34,12.47,10.44,979,872,52.89,1840,1529,54.62,1367,1172,53.84,107.78,96.37,52.79,-,-,-,25,,5,RFA,5250000,0.066
177. Nino Niederreiter,188,Left,5 - Round 1 - 2010 (NYI),24.38,144,243,206,1.31,7.76,13.10,11.11,687,481,58.82,1225,818,59.96,963,636,60.23,74.81,43.58,63.19,-,-,-,24,,5,RFA,5250000,0.07
178. Frans Nielsen,185,Left,87 - Round 3 - 2002 (NYI),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,32,M-NTC,6,UFA,5250000,0.072
179. Hampus Lindholm,191,Left,6 - Round 1 - 2012 (ANA),6.72,142,275,201,0.25,5.33,10.33,7.55,809,881,47.87,1419,1541,47.94,1108,1192,48.17,72.62,81.09,47.24,-,-,-,22,,6,RFA,5205556,0.071
180. Shea Theodore,188,Left,26 - Round 1 - 2013 (ANA),11.13,205,417,273,0.37,6.82,13.87,9.08,1137,832,57.75,2029,1555,56.61,1511,1143,56.93,113.01,90.77,55.46,-,-,-,22,,7,RFA,5200000,0.065
181. Tom Wilson,193,Right,16 - Round 1 - 2012 (WSH),21.59,151,279,226,0.89,6.25,11.55,9.36,751,646,53.76,1419,1236,53.45,1081,925,53.89,82.59,67.02,55.20,-,-,-,24,M-NTC,6,RFA,5166667,0.065
182. Yanni Gourde,175,Left,-,16.62,128,246,186,0.73,5.62,10.79,8.16,668,653,50.57,1290,1183,52.16,961,891,51.89,68.54,70.06,49.45,-,-,-,27,NTC,6,UFA,5166666,0.065
183. Ryan Nugent-Hopkins,183,Left,1 - Round 1 - 2011 (EDM),15.98,154,231,184,0.79,7.59,11.39,9.07,707,634,52.72,1248,1084,53.52,954,856,52.71,79.28,61.03,56.50,-,-,-,28,NMC,8,UFA,5125000,0.063
184. Kevin Fiala,178,Left,11 - Round 1 - 2014 (NSH),27.25,262,453,358,1.12,10.86,18.78,14.84,893,722,55.29,1587,1228,56.38,1183,960,55.20,84.01,67.13,55.58,-,-,-,24,,1,RFA,5100000,0.063
185. Dmitry Orlov,180,Left,55 - Round 2 - 2009 (WSH),6.65,127,238,174,0.25,4.78,8.96,6.55,822,727,53.07,1481,1359,52.15,1132,1007,52.92,78.50,64.81,54.77,-,-,-,25,M-NTC,6,RFA,5100000,0.068
186. Kyle Palmieri,180,Right,26 - Round 1 - 2009 (ANA),19.39,156,267,215,1.08,8.68,14.86,11.97,565,517,52.22,988,968,50.51,761,719,51.42,58.04,49.41,54.02,-,-,-,30,NTC,4,UFA,5000000,0.061
187. Juuse Saros,180,Left,99 - Round 4 - 2013 (NSH),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.64,2.84,0.20,26,,4,RFA,5000000,0.061
188. Linus Ullmark,193,Left,163 - Round 6 - 2012 (BUF),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.45,2.39,-0.05,27,NMC,4,UFA,5000000,0.061
189. Mikael Granlund,178,Left,9 - Round 1 - 2010 (MIN),14.46,117,219,165,0.53,4.30,8.05,6.06,887,873,50.40,1648,1580,51.05,1258,1202,51.14,93.23,93.99,49.80,-,-,-,29,,4,UFA,5000000,0.061
190. Thatcher Demko,193,Left,36 - Round 2 - 2014 (VAN),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.72,2.83,0.11,25,,5,RFA,5000000,0.061
191. Pierre-Luc Dubois,191,Left,3 - Round 1 - 2016 (CBJ),35.77,233,393,329,1.40,9.11,15.39,12.88,991,764,56.47,1784,1328,57.33,1372,1028,57.17,109.78,78.55,58.29,-,-,-,22,,2,RFA,5000000,0.061
192. Ryan Pulock,188,Right,15 - Round 1 - 2013 (NYI),4.92,122,226,159,0.25,6.18,11.46,8.06,586,658,47.11,1034,1203,46.22,791,893,46.97,55.45,60.41,47.86,-,-,-,25,,2,RFA,5000000,0.061
193. Evgeni Dadonov,180,Left,71 - Round 3 - 2007 (FLA),20.47,177,300,232,1.00,8.61,14.59,11.28,772,560,57.96,1399,1017,57.91,1025,739,58.11,78.42,52.00,60.13,-,-,-,31,M-NTC,3,UFA,5000000,0.061
194. TJ Brodie,185,Left,114 - Round 4 - 2008 (CGY),3.09,68,158,97,0.11,2.33,5.42,3.33,899,909,49.72,1569,1591,49.65,1208,1253,49.09,82.60,77.95,51.45,-,-,-,30,NTC,4,UFA,5000000,0.061
195. Robin Lehner,193,Left,46 - Round 2 - 2009 (OTT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.83,3.06,0.23,28,M-NTC,5,UFA,5000000,0.061
196. Jean-Gabriel Pageau,178,Right,96 - Round 4 - 2011 (OTT),16.07,126,199,169,0.71,5.56,8.77,7.45,686,732,48.38,1207,1351,47.19,939,989,48.70,73.01,75.20,49.26,-,-,-,27,NTC,6,UFA,5000000,0.061
197. Zachary Werenski,188,Left,8 - Round 1 - 2015 (CBJ),12.22,216,428,313,0.42,7.43,14.72,10.76,999,982,50.43,1902,1654,53.49,1423,1305,52.16,98.04,96.15,50.49,-,-,-,21,,3,RFA,5000000,0.061
198. Samuel Girard,178,Left,47 - Round 2 - 2016 (NSH),3.11,79,188,116,0.13,3.27,7.78,4.80,787,762,50.81,1490,1331,52.82,1073,1021,51.24,62.27,62.77,49.80,-,-,-,22,,7,RFA,5000000,0.061
199. Semyon Varlamov,188,Left,23 - Round 1 - 2006 (WSH),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.91,3.02,0.11,31,M-NTC,4,UFA,5000000,0.061
200. Josh Bailey,185,Left,9 - Round 1 - 2008 (NYI),10.34,87,156,115,0.50,4.18,7.49,5.52,579,644,47.34,1037,1224,45.86,779,897,46.48,58.83,67.47,46.58,-,-,-,28,,6,UFA,5000000,0.067
201. Jonathan Marchessault,175,Right,-,28.07,251,413,331,1.26,11.28,18.55,14.88,950,550,63.33,1651,1055,61.01,1257,758,62.38,95.64,61.19,60.98,-,-,-,27,M-NTC,6,UFA,5000000,0.067
202. Tyler Johnson,173,Right,-,3.23,30,52,41,0.56,5.34,9.26,7.30,172,202,45.99,307,324,48.65,230,257,47.23,16.93,13.05,56.47,-,-,-,26,M-NTC,7,RFA,5000000,0.067
203. Danny DeKeyser,191,Left,-,2.39,57,119,73,0.13,3.13,6.54,4.01,482,669,41.88,808,1202,40.20,615,913,40.25,46.11,64.26,41.78,-,-,-,26,M-NTC,6,RFA,5000000,0.068
204. Reilly Smith,185,Left,69 - Round 3 - 2009 (DAL),19.29,150,250,199,1.15,9.03,15.06,11.99,652,454,58.95,1118,918,54.91,864,651,57.03,66.52,52.92,55.69,-,-,-,25,,5,RFA,5000000,0.068
205. Morgan Rielly,185,Left,5 - Round 1 - 2012 (TOR),9.08,221,384,290,0.28,6.81,11.84,8.94,1247,1016,55.10,2198,1692,56.50,1706,1377,55.34,128.49,97.27,56.91,-,-,-,22,NMC,6,RFA,5000000,0.07
206. Drake Batherson,191,Right,121 - Round 4 - 2017 (OTT),12.52,111,189,149,0.86,7.65,13.02,10.27,518,421,55.17,936,766,54.99,721,587,55.12,58.15,45.18,56.28,-,-,-,23,,6,RFA,4975000,0.061
207. Conor Garland,178,Right,123 - Round 5 - 2015 (ARI),18.98,203,331,266,0.90,9.65,15.74,12.65,768,570,57.40,1345,1041,56.37,1021,787,56.47,66.04,51.90,55.99,-,-,-,25,,5,RFA,4950000,0.061
208. Noah Hanifin,191,Left,5 - Round 1 - 2015 (CAR),8.82,189,397,281,0.31,6.57,13.80,9.77,1053,823,56.13,1828,1449,55.78,1425,1123,55.93,103.65,73.23,58.60,-,-,-,21,,6,RFA,4950000,0.062
209. Ben Bishop,201,Left,85 - Round 3 - 2005 (STL),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,30,"M-NTC, NMC",6,UFA,4916667,0.067
210. Blake Coleman,180,Left,75 - Round 3 - 2011 (NJD),21.30,212,329,268,1.06,10.60,16.44,13.39,668,541,55.25,1194,989,54.70,922,745,55.31,61.85,50.02,55.29,-,-,-,29,NTC,6,UFA,4900000,0.06
211. André Burakovsky,191,Left,23 - Round 1 - 2013 (WSH),13.75,149,313,215,0.63,6.87,14.44,9.92,865,653,56.98,1597,1114,58.91,1177,865,57.64,72.98,55.95,56.60,-,-,-,25,,2,RFA,4900000,0.06
212. Charlie McAvoy,183,Right,14 - Round 1 - 2016 (BOS),8.82,166,295,227,0.28,5.18,9.21,7.09,1312,897,59.39,2136,1628,56.75,1718,1212,58.63,121.49,82.31,59.61,-,-,-,21,,3,RFA,4900000,0.06
213. Michael Matheson,188,Left,23 - Round 1 - 2012 (FLA),7.24,140,295,210,0.31,6.04,12.72,9.06,805,724,52.65,1416,1228,53.56,1101,931,54.18,74.34,59.02,55.75,-,-,-,24,M-NTC,8,RFA,4875000,0.065
214. Elias Lindholm,185,Right,5 - Round 1 - 2013 (CAR),29.30,236,381,310,1.07,8.66,13.98,11.37,1054,775,57.63,1880,1380,57.67,1445,1072,57.41,120.72,76.88,61.09,-,-,-,23,,6,RFA,4850000,0.061
215. Anthony Cirelli,183,Left,72 - Round 3 - 2015 (TBL),19.13,146,260,202,0.82,6.29,11.21,8.71,696,659,51.37,1288,1238,50.99,989,912,52.03,70.45,70.65,49.93,-,-,-,22,,3,RFA,4800000,0.059
216. Mikhail Sergachev,188,Left,9 - Round 1 - 2016 (MTL),6.60,149,283,206,0.23,5.09,9.69,7.05,821,871,48.52,1483,1595,48.18,1155,1194,49.17,83.20,83.21,50.00,-,-,-,22,,3,RFA,4800000,0.059
217. Tyler Bertuzzi,185,Left,58 - Round 2 - 2013 (DET),28.52,180,306,246,1.27,8.00,13.59,10.93,767,701,52.25,1362,1167,53.86,1037,930,52.72,86.12,77.51,52.63,-,-,-,26,,2,RFA,4750000,0.058
218. Colin White,180,Right,21 - Round 1 - 2015 (OTT),6.08,47,72,60,0.99,7.66,11.74,9.77,220,142,60.77,420,258,61.95,291,188,60.75,22.53,14.32,61.14,-,-,-,22,,6,RFA,4750000,0.058
219. Alex Tuch,193,Right,18 - Round 1 - 2014 (MIN),16.39,139,228,191,1.07,9.09,14.90,12.48,568,461,55.20,952,788,54.71,759,629,54.68,59.18,49.41,54.50,-,-,-,23,,7,RFA,4750000,0.06
220. Vincent Trocheck,178,Right,64 - Round 3 - 2011 (FLA),24.43,168,300,254,1.01,6.96,12.43,10.53,911,674,57.48,1664,1163,58.86,1295,920,58.47,99.69,73.89,57.43,-,-,-,22,,6,RFA,4750000,0.065
221. Kevin Labanc,180,Right,171 - Round 6 - 2014 (SJS),2.63,36,62,47,0.56,7.74,13.33,10.10,135,112,54.66,239,225,51.51,178,162,52.35,11.52,9.84,53.93,-,-,-,24,,4,RFA,4725000,0.058
222. Travis Sanheim,191,Left,17 - Round 1 - 2014 (PHI),6.64,123,249,174,0.22,4.01,8.13,5.68,927,1102,45.69,1604,1986,44.68,1225,1511,44.77,81.09,106.49,43.23,-,-,-,25,,2,RFA,4675000,0.057
223. Jamie Oleksiak,201,Left,14 - Round 1 - 2011 (DAL),6.42,95,176,128,0.28,4.09,7.59,5.52,628,712,46.87,1135,1276,47.08,873,975,47.24,56.39,66.86,45.75,-,-,-,28,NTC,5,UFA,4600000,0.056
224. Jakob Chychrun,188,Left,16 - Round 1 - 2016 (ARI),7.10,141,293,223,0.39,7.83,16.27,12.38,476,578,45.16,905,1028,46.82,692,788,46.76,45.03,53.48,45.71,-,-,-,21,,6,RFA,4600000,0.058
