Player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
James van Riemsdyk,30,LW,66,19,21,40,5,8,4.5,15,4,0,2,16,5,0,151,12.6,983,894,18,25,8,15,34.8
Trevor van Riemsdyk,28,D,49,1,7,8,-7,10,1.0,1,0,0,0,7,0,0,58,1.7,728,892,37,21,0,0,0.0
Sami Vatanen,28,D,47,5,18,23,-12,22,3.2,4,1,0,0,8,9,1,95,5.3,1022,1305,80,50,0,0,0.0
Frank Vatrano,25,LW,69,16,18,34,-8,30,2.8,12,2,2,4,18,0,0,162,9.9,1036,901,43,102,12,28,30.0
Carter Verhaeghe,24,C,52,9,4,13,-9,8,0.9,8,1,0,1,4,0,0,57,15.8,487,562,8,29,14,17,45.2
Jimmy Vesey,26,LW,64,9,11,20,12,15,2.0,8,0,1,2,10,1,0,93,9.7,883,828,20,43,0,5,0.0
Jake Virtanen,23,RW,69,18,18,36,-4,41,3.7,12,6,0,6,15,3,0,150,12.0,903,785,28,102,5,13,27.8
Marc-Édouard Vlasic,32,D,70,5,10,15,-10,10,3.4,4,0,1,1,10,0,0,74,6.8,1421,1218,97,37,0,0,0.0
Jakub Voráček,30,RW,69,12,44,56,14,31,5.4,8,4,0,3,31,13,0,132,9.1,1176,1023,21,17,7,13,35.0
Jakub Vrána,23,LW,69,25,27,52,3,18,6.1,24,1,0,6,16,11,0,187,13.4,1027,893,16,29,6,5,54.5
Austin Wagner,22,LW,65,6,5,11,-5,39,0.4,6,0,0,0,5,0,0,124,4.8,763,705,19,145,3,6,33.3
Chris Wagner,28,C,67,6,4,10,-8,47,0.0,5,0,1,0,4,0,0,78,7.7,834,746,31,192,115,134,46.2
Sean Walker,25,D,70,5,19,24,-12,26,3.8,5,0,0,0,14,5,0,127,3.9,1319,1130,84,81,0,0,0.0
Lucas Wallmark,24,C,67,12,13,25,0,18,2.3,9,3,0,0,9,3,1,84,14.3,856,767,26,57,379,374,50.3
Austin Watson,28,LW,53,6,8,14,-9,65,0.6,6,0,0,1,6,0,2,50,12.0,616,697,48,131,6,6,50.0
Jordan Weal,27,C,49,8,7,15,-8,14,1.0,6,2,0,2,4,3,0,86,9.3,667,817,21,32,96,97,49.7
Shea Weber,34,D,65,15,21,36,8,33,7.3,12,3,0,2,16,5,0,185,8.1,1561,1440,114,112,0,0,0.0
Yannick Weber,31,D,41,1,2,3,-1,14,0.6,1,0,0,1,2,0,0,45,2.2,574,841,38,37,0,0,0.0
MacKenzie Weegar,26,D,45,7,11,18,6,33,3.4,7,0,0,1,11,0,0,77,9.1,905,1207,71,76,0,0,0.0
Dale Weise,31,RW,23,1,4,5,1,16,0.3,1,0,0,0,4,0,0,15,6.7,213,556,10,70,0,0,0.0
Alexander Wennberg,25,C,57,5,17,22,-5,16,1.2,4,1,0,1,13,4,0,72,6.9,951,1001,31,21,309,364,45.9
Zach Werenski,22,D,63,20,21,41,9,10,9.1,14,5,1,4,13,8,0,187,10.7,1511,1439,58,36,0,0,0.0
Blake Wheeler,33,RW,71,22,43,65,1,37,6.4,17,4,1,2,24,18,1,180,12.2,1372,1159,51,102,325,327,49.8
Colin White,23,C,61,7,16,23,-12,39,1.0,6,1,0,0,13,3,0,83,8.4,958,942,30,47,275,305,47.4
Tom Wilson,25,RW,68,21,23,44,-3,93,4.2,15,5,1,5,20,2,1,154,13.6,1242,1096,58,253,18,39,31.6
Miles Wood,24,LW,68,11,12,23,-19,57,1.4,11,0,0,1,12,0,0,141,7.8,900,794,26,102,0,1,0.0
Kailer Yamamoto,21,RW,27,11,15,26,17,12,3.7,9,2,0,0,15,0,0,44,25.0,469,1043,13,45,1,0,100.0
Keith Yandle,33,D,69,5,40,45,0,20,5.6,3,2,0,0,21,19,0,129,3.9,1359,1182,51,18,0,1,0.0
Pavel Zacha,22,C,65,8,24,32,-12,14,2.0,3,3,2,1,17,5,2,97,8.2,1057,976,19,62,283,371,43.3
Filip Zadina,20,RW,28,8,7,15,-13,2,1.3,4,4,0,1,4,3,0,60,13.3,425,910,10,11,1,0,100.0
Nikita Zadorov,24,D,64,4,9,13,6,65,2.7,4,0,0,0,9,0,0,65,6.2,1137,1066,66,175,0,0,0.0
Nikita Zaitsev,28,D,58,1,11,12,-8,22,1.7,1,0,0,0,11,0,0,64,1.6,1285,1329,121,108,0,0,0.0
Travis Zajac,34,C,69,9,16,25,-12,28,1.2,7,1,1,1,14,0,2,72,12.5,1180,1026,39,58,576,514,52.8
Mika Zibanejad,26,C,57,41,34,75,9,14,9.7,23,15,3,6,20,12,2,208,19.7,1233,1298,49,51,592,612,49.2
Mats Zuccarello,32,LW,65,15,22,37,-9,18,3.1,12,3,0,2,18,4,0,96,15.6,1036,956,36,13,9,5,64.3
Jason Zucker,28,LW,60,20,21,41,-4,21,4.3,13,7,0,4,16,5,0,111,18.0,980,980,23,53,12,29,29.3
