Player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
Samuel Girard,21,D,70,4,30,34,1,17,4.6,3,1,0,1,18,12,0,96,4.2,1492,1279,92,46,0,0,0.0
Zemgus Girgensons,26,C,69,12,7,19,-1,10,1.6,11,0,1,1,7,0,0,85,14.1,952,828,20,110,30,43,41.1
Claude Giroux,32,C,69,21,32,53,7,28,5.5,13,7,1,6,18,13,1,197,10.7,1310,1139,16,45,663,460,59.0
Cody Glass,20,C,39,5,7,12,-7,6,0.6,4,1,0,1,2,5,0,51,9.8,521,802,6,15,60,83,42.0
Luke Glendening,30,C,60,6,3,9,-29,14,-0.8,5,0,1,1,3,0,0,76,7.9,921,921,68,147,393,307,56.1
Alex Goligoski,34,D,70,4,28,32,8,24,6.4,2,2,0,0,19,9,0,101,4.0,1614,1383,134,91,0,0,0.0
Cody Goloubef,30,D,26,1,1,2,-3,8,0.4,1,0,0,0,1,0,0,18,5.6,395,911,24,45,0,0,0.0
Barclay Goodrow,26,RW,70,8,18,26,-8,97,1.5,8,0,0,2,15,2,1,102,7.8,1115,956,66,162,393,406,49.2
Shayne Gostisbehere,26,D,42,5,7,12,-4,20,2.0,4,1,0,1,3,4,0,73,6.8,768,1098,37,14,0,0,0.0
Yanni Gourde,28,C,70,10,20,30,-5,49,2.0,7,1,2,5,14,5,1,110,9.1,985,844,20,78,93,79,54.1
Michael Grabner,32,RW,46,8,3,11,-4,6,1.0,7,0,1,0,3,0,0,61,13.1,569,742,12,21,0,4,0.0
Markus Granlund,26,C,34,3,1,4,-1,14,0.1,3,0,0,1,1,0,0,26,11.5,368,650,18,15,25,32,43.9
Mikael Granlund,27,C,63,17,13,30,-4,28,2.6,12,4,1,4,11,2,0,130,13.1,1122,1068,55,42,73,77,48.7
Derek Grant,29,C,56,15,10,25,1,30,2.9,10,2,3,5,8,0,2,94,16.0,779,835,25,54,358,336,51.6
Ryan Graves,24,D,69,9,17,26,40,45,7.2,9,0,0,0,15,0,2,134,6.7,1307,1137,150,112,0,0,0.0
Mike Green,34,D,50,3,8,11,-34,32,0.5,2,1,0,1,5,3,0,76,3.9,1044,1253,66,61,0,0,0.0
Andy Greene,37,D,63,2,12,14,1,16,3.2,2,0,0,0,9,1,2,60,3.3,1231,1173,155,30,0,0,0.0
Jordan Greenway,22,LW,67,8,20,28,2,54,2.0,8,0,0,1,17,3,0,93,8.6,949,850,44,95,15,12,55.6
Noah Gregor,21,C,28,3,2,5,-5,8,0.2,2,1,0,0,1,1,0,33,9.1,282,604,6,50,6,13,31.6
Rocco Grimaldi,26,C,66,10,21,31,10,10,3.1,10,0,0,1,21,0,0,122,8.2,835,759,14,23,1,5,16.7
Matt Grzelcyk,26,D,68,4,17,21,15,34,4.7,3,1,0,1,10,6,1,112,3.6,1228,1084,67,56,0,0,0.0
Radko Gudas,29,D,63,2,13,15,15,40,3.2,2,0,0,1,13,0,0,90,2.2,1054,1004,75,164,0,0,0.0
Erik Gudbranson,28,D,51,4,5,9,0,95,2.4,4,0,0,0,4,0,1,78,5.1,988,1162,58,89,0,0,0.0
Jake Guentzel,25,C,39,20,23,43,11,14,5.5,14,6,0,4,19,4,0,127,15.7,805,1238,19,46,22,24,47.8
Brendan Guhle,22,D,30,4,4,8,-2,10,1.6,4,0,0,1,4,0,0,39,10.3,512,1024,43,21,0,0,0.0
Carl Gunnarsson,33,D,36,2,5,7,8,16,2.0,2,0,0,0,4,0,1,31,6.5,568,947,51,27,0,0,0.0
Denis Gurianov,22,RW,64,20,9,29,5,13,4.0,13,7,0,4,4,5,0,132,15.2,831,779,18,63,0,0,0.0
Nikita Gusev,27,LW,66,13,31,44,-15,12,3.8,8,5,0,2,21,10,0,158,8.2,970,882,7,12,1,2,33.3
David Gustafsson,19,C,22,1,0,1,-2,0,-0.1,1,0,0,1,0,0,0,4,25.0,135,369,6,5,34,29,54.0
Erik Gustafsson,27,D,66,6,23,29,-9,27,3.9,4,2,0,0,16,7,0,103,5.8,1345,1223,58,86,0,0,0.0
Gaetan Haas,28,F,58,5,5,10,-1,6,0.6,5,0,0,0,4,1,0,54,9.3,562,582,28,58,172,236,42.2
Carl Hagelin,31,LW,58,8,17,25,12,16,2.3,7,0,1,2,15,0,2,107,7.5,831,859,19,24,13,15,46.4
Robert Hägg,24,D,49,3,10,13,14,30,3.3,2,1,0,0,10,0,0,38,7.9,764,936,79,136,0,0,0.0
Nicolas Hague,21,D,38,1,10,11,0,32,1.7,0,1,0,0,7,3,0,54,1.9,611,965,26,69,0,0,0.0
Ron Hainsey,38,D,64,1,11,12,10,12,3.1,1,0,0,1,8,0,3,43,2.3,1324,1241,102,51,0,0,0.0
Libor Hájek,21,D,28,0,5,5,-4,12,0.4,0,0,0,0,5,0,0,23,0.0,448,959,44,24,0,0,0.0
Micheal Haley,33,C,22,1,0,1,-7,50,-0.3,1,0,0,0,0,0,0,9,11.1,122,332,6,36,7,5,58.3
Taylor Hall,28,LW,65,16,36,52,-14,34,4.6,12,4,0,1,22,14,0,232,6.9,1246,1150,29,47,20,31,39.2
Dan Hamhuis,37,D,60,0,8,8,6,35,1.7,0,0,0,0,8,0,0,44,0.0,871,871,53,64,0,0,0.0
Dougie Hamilton,26,D,47,14,26,40,30,32,8.6,12,2,0,3,15,10,1,170,8.2,1094,1397,63,52,0,0,0.0
Travis Hamonic,29,D,50,3,9,12,-3,27,2.5,3,0,0,0,9,0,0,83,3.6,1060,1272,110,39,0,0,0.0
Noah Hanifin,23,D,70,5,17,22,-12,12,3.5,4,1,0,0,13,4,0,132,3.8,1482,1270,89,82,0,0,0.0
Jansen Harkins,22,C,29,2,5,7,-2,5,0.3,2,0,0,0,5,0,0,29,6.9,308,637,10,8,0,5,0.0
Scott Harrington,26,D,39,1,7,8,-3,16,1.5,1,0,0,0,7,0,0,37,2.7,544,837,48,46,0,0,0.0
Ryan Hartman,25,RW,69,9,11,20,4,69,1.6,8,1,0,1,11,0,0,114,7.9,846,735,54,44,83,69,54.6
Garnet Hathaway,28,RW,66,9,7,16,6,79,1.5,9,0,0,1,6,0,1,80,11.3,711,647,46,189,9,20,31.0
Erik Haula,28,LW,48,12,12,24,1,22,2.4,8,4,0,2,8,4,0,92,13.0,760,950,15,27,381,323,54.1
Jayce Hawryluk,24,C,26,3,7,10,1,16,0.9,3,0,0,0,7,0,0,26,11.5,288,666,9,65,4,8,33.3
John Hayden,24,C,43,3,1,4,-2,77,0.0,3,0,0,1,1,0,0,39,7.7,418,583,27,87,4,15,21.1
Kevin Hayes,27,RW,69,23,18,41,-6,34,4.1,15,4,4,5,15,3,0,175,13.1,1223,1064,22,88,415,411,50.2
Victor Hedman,29,D,66,11,44,55,27,31,9.5,7,4,0,3,26,18,0,155,7.1,1588,1444,98,73,0,0,0.0
Tim Heed,29,D,38,1,4,5,-10,2,0.6,1,0,0,0,3,1,0,44,2.3,494,780,30,16,0,1,0.0
Danton Heinen,24,C,67,10,16,26,-2,10,2.1,7,3,0,2,13,3,0,109,9.2,969,868,34,35,5,8,38.5
Miro Heiskanen,20,D,68,8,27,35,14,12,7.8,8,0,0,0,20,7,0,163,4.9,1616,1426,84,40,0,0,0.0
Darren Helm,33,C,68,9,7,16,-6,37,1.1,8,0,1,0,6,0,1,102,8.8,934,824,26,88,15,13,53.6
Adam Henrique,29,C,71,26,17,43,-3,22,5.2,21,5,0,1,13,4,0,169,15.4,1198,1012,32,75,512,419,55.0
Tomáš Hertl,26,C,48,16,20,36,-18,16,3.3,12,2,2,1,15,5,0,117,13.7,885,1107,25,29,433,357,54.8
Matthew Highmore,23,LW,36,2,4,6,-1,6,0.2,2,0,0,0,4,0,0,35,5.7,353,589,9,38,1,3,25.0
Vinnie Hinostroza,25,C,68,5,17,22,1,14,1.5,5,0,0,0,15,1,1,132,3.8,891,786,26,51,26,35,42.6
Roope Hintz,23,LW,60,19,14,33,3,16,4.2,14,3,2,5,3,11,0,120,15.8,885,885,28,73,172,173,49.9
Taro Hirose,23,LW,26,2,5,7,-12,6,0.0,2,0,0,0,0,5,0,21,9.5,326,753,16,13,0,5,0.0
Nico Hischier,21,C,58,14,22,36,-16,12,2.9,11,2,1,1,13,8,1,123,11.4,1048,1084,37,48,507,473,51.7
Niklas Hjalmarsson,32,D,27,1,4,5,-2,14,1.1,1,0,0,0,3,0,1,18,5.6,507,1126,45,20,0,0,0.0
Mike Hoffman,30,C,69,29,30,59,-5,28,6.6,18,11,0,3,20,10,0,214,13.6,1162,1010,22,33,7,8,46.7
Nick Holden,32,D,61,6,8,14,-1,13,2.8,5,1,0,0,7,0,1,101,5.9,1150,1131,74,129,0,0,0.0
Justin Holl,28,D,68,2,16,18,13,43,3.5,2,0,0,0,16,0,0,89,2.2,1259,1111,83,89,0,0,0.0
Korbinian Holzer,31,D,49,1,3,4,-2,37,1.2,1,0,0,0,2,0,1,39,2.6,786,962,96,97,0,0,0.0
Patric Hörnqvist,33,RW,52,17,15,32,9,36,3.9,14,3,0,2,11,4,0,168,10.1,828,956,41,107,2,4,33.3
Bo Horvat,24,C,69,22,31,53,-15,21,4.6,10,12,0,2,27,4,0,178,12.4,1362,1184,66,55,850,633,57.3
Brett Howden,21,C,70,9,10,19,-11,28,0.6,8,1,0,2,7,1,2,64,14.1,920,789,67,69,251,270,48.2
Filip Hronek,22,D,65,9,22,31,-38,46,3.6,8,1,0,0,13,9,0,125,7.2,1553,1434,74,105,0,0,0.0
Jonathan Huberdeau,26,LW,69,23,55,78,5,30,8.0,18,5,0,3,31,24,0,152,15.1,1295,1126,26,51,24,37,39.3
Jack Hughes,18,C,61,7,14,21,-26,10,0.4,3,4,0,2,9,5,0,123,5.7,968,952,21,12,167,295,36.1
Quinn Hughes,20,D,68,8,45,53,-10,22,6.5,5,3,0,2,23,22,0,126,6.3,1488,1313,46,7,0,0,0.0
Brad Hunt,31,D,59,8,11,19,-7,6,2.8,5,3,0,0,4,7,0,106,7.5,893,908,39,12,0,0,0.0
Dryden Hunt,24,LW,21,0,4,4,0,24,0.0,0,0,0,0,4,0,0,33,0.0,220,630,7,37,0,0,0.0
Ben Hutton,26,D,65,4,12,16,5,14,4.0,4,0,0,1,12,0,0,114,3.5,1187,1096,76,51,0,0,0.0
Zach Hyman,27,C,51,21,16,37,13,23,4.5,17,3,1,1,13,3,0,106,19.8,974,1146,23,52,70,90,43.8
Alex Iafallo,26,C,70,17,26,43,1,14,4.2,11,6,0,3,23,3,0,142,12.0,1325,1136,47,49,11,12,47.8
Matt Irwin,32,D,36,0,3,3,-15,15,-0.5,0,0,0,0,3,0,0,58,0.0,521,868,54,80,0,0,0.0
Mark Jankowski,25,C,56,5,2,7,-12,14,-0.2,5,0,0,0,2,0,0,38,13.2,621,666,33,14,191,235,44.8
Mattias Janmark,27,C,62,6,15,21,-5,12,1.3,4,1,1,0,10,4,1,86,7.0,906,877,37,22,30,39,43.5
Calle Järnkrok,28,C,64,15,19,34,4,14,3.3,11,2,2,1,12,7,0,136,11.0,1020,956,27,28,33,37,47.1
Boone Jenner,26,C,70,11,13,24,-14,36,1.2,9,2,0,1,10,2,1,179,6.1,1268,1087,80,109,644,523,55.2
Nick Jensen,29,D,68,0,8,8,1,13,1.3,0,0,0,0,7,1,0,61,0.0,1212,1069,71,59,0,0,0.0
Ryan Johansen,27,C,68,14,22,36,-5,45,2.8,10,3,1,2,16,6,0,101,13.9,1160,1023,34,39,549,483,53.2
Marcus Johansson,29,C,60,9,21,30,-12,20,1.9,8,1,0,1,16,5,0,87,10.3,1029,1029,22,39,197,294,40.1
Erik Johnson,31,D,59,3,13,16,9,20,3.1,3,0,0,1,13,0,0,99,3.0,1242,1263,115,97,0,0,0.0
Jack Johnson,33,D,67,3,8,11,-1,26,2.5,2,0,1,0,8,0,0,63,4.8,1304,1168,97,183,0,0,0.0
Tyler Johnson,29,C,65,14,17,31,9,16,3.1,13,1,0,2,11,6,0,113,12.4,945,873,22,62,173,180,49.0
Andreas Johnsson,25,LW,43,8,13,21,0,14,1.6,4,4,0,1,12,1,0,78,10.3,677,945,21,43,0,2,0.0
Ross Johnston,25,LW,32,3,1,4,1,78,0.3,3,0,0,0,1,0,0,16,18.8,256,479,14,93,1,0,100.0
Henri Jokiharju,20,D,69,4,11,15,-6,32,2.6,3,1,0,0,10,1,0,78,5.1,1188,1033,63,74,0,0,0.0
Caleb Jones,22,D,43,4,5,9,-1,10,1.9,4,0,0,1,4,1,0,38,10.5,608,848,46,33,0,0,0.0
Max Jones,21,LW,59,8,4,12,-6,36,0.5,7,0,1,0,3,1,0,102,7.8,842,856,18,82,11,16,40.7
Seth Jones,25,D,56,6,24,30,10,20,6.5,4,2,0,0,16,7,1,126,4.8,1416,1517,123,62,0,0,0.0
Mathieu Joseph,22,RW,37,4,3,7,-2,16,0.2,4,0,0,0,2,0,1,35,11.4,426,691,10,47,4,10,28.6
Roman Josi,29,D,69,16,49,65,22,41,10.9,12,4,0,1,30,19,0,260,6.2,1779,1547,108,52,0,0,0.0
Tyson Jost,21,C,67,8,15,23,11,22,2.0,7,1,0,0,11,4,0,115,7.0,855,766,18,58,85,170,33.3
Nazem Kadri,29,C,51,19,17,36,7,97,4.2,15,4,0,1,10,7,0,133,14.3,889,1046,9,61,407,310,56.8
Dominik Kahun,24,C,56,12,19,31,8,8,3.4,11,1,0,2,18,1,0,87,13.8,744,797,22,5,29,31,48.3
Kaapo Kakko,18,RW,66,10,13,23,-26,14,0.5,8,2,0,3,2,11,0,109,9.2,942,857,11,20,2,4,33.3
Vladislav Kamenev,23,LW,38,1,7,8,-2,8,0.2,1,0,0,1,5,2,0,32,3.1,341,539,16,34,57,50,53.3
David Kämpf,25,C,70,8,8,16,-11,8,0.3,7,0,1,2,8,0,0,90,8.9,957,820,26,52,313,285,52.3
Evander Kane,28,LW,64,26,21,47,-12,122,5.1,10,14,2,6,17,4,0,216,12.0,1250,1172,25,135,106,95,52.7
Patrick Kane,31,RW,70,33,51,84,8,40,9.6,25,8,0,2,36,15,0,275,12.0,1494,1280,19,24,1,3,25.0
Kasperi Kapanen,23,RW,69,13,23,36,0,22,2.9,11,0,2,2,20,3,0,121,10.7,1090,947,17,73,2,13,13.3
Erik Karlsson,29,D,56,6,34,40,-15,16,5.5,4,1,1,0,22,12,0,120,5.0,1373,1471,74,26,0,0,0.0
Melker Karlsson,29,C,61,6,6,12,-7,20,0.5,6,0,0,0,6,0,0,56,10.7,748,736,39,38,14,17,45.2
William Karlsson,27,C,63,15,31,46,11,16,4.6,11,2,2,1,22,6,3,138,10.9,1189,1132,38,40,491,455,51.9
Ondřej Kaše,24,RW,55,7,17,24,-7,14,1.5,6,0,1,0,15,2,0,144,4.9,910,993,17,13,6,23,20.7
Zack Kassian,29,RW,59,15,19,34,0,69,3.6,15,0,0,1,19,0,0,99,15.2,924,940,8,157,1,2,33.3
Duncan Keith,36,D,61,3,24,27,1,18,4.2,1,2,0,0,15,9,0,111,2.7,1488,1463,117,26,0,0,0.0
Clayton Keller,21,C,70,17,27,44,-6,28,4.4,15,2,0,2,14,13,0,184,9.2,1141,978,13,20,8,13,38.1
Joel Kellman,25,F,31,3,4,7,-1,4,0.5,3,0,0,1,3,0,1,31,9.7,359,695,18,28,112,126,47.1
Adrian Kempe,23,LW,69,11,21,32,-10,29,2.4,7,2,2,2,11,8,2,148,7.4,1105,961,17,71,92,131,41.3
Michal Kempný,29,D,58,3,15,18,19,22,3.9,3,0,0,0,15,0,0,73,4.1,1081,1118,72,42,0,0,0.0
Alexander Kerfoot,25,C,65,9,19,28,-2,32,1.8,8,1,0,1,17,2,0,88,10.2,960,886,41,48,191,216,46.9
Phil Kessel,32,RW,70,14,24,38,-21,22,2.8,5,9,0,2,16,8,0,153,9.2,1200,1029,20,11,2,7,22.2
Jujhar Khaira,25,LW,64,6,4,10,-19,38,-0.3,6,0,0,1,4,0,0,69,8.7,802,752,30,136,34,32,51.5
Alex Killorn,30,C,68,26,23,49,19,20,6.0,18,8,0,7,18,5,0,130,20.0,1219,1076,15,59,5,14,26.3
Oscar Klefbom,26,D,62,5,29,34,-17,24,4.4,3,2,0,0,13,16,0,159,3.1,1576,1525,180,45,0,0,0.0
John Klingberg,27,D,58,6,26,32,-10,22,5.0,4,2,0,0,11,15,0,120,5.0,1286,1330,72,29,0,0,0.0
Slater Koekkoek,25,D,42,1,9,10,3,42,1.9,1,0,0,1,9,0,0,47,2.1,704,1005,58,64,0,0,0.0
Mikko Koivu,36,C,55,4,17,21,2,28,1.1,3,1,0,0,10,6,1,74,5.4,856,934,33,25,431,380,53.1
Leo Komarov,33,C,48,4,10,14,2,10,0.9,4,0,0,1,9,0,1,46,8.7,605,756,29,123,34,52,39.5
Travis Konecny,22,C,66,24,37,61,-1,28,6.7,19,5,0,3,19,18,0,141,17.0,1109,1008,30,63,24,25,49.0
Anže Kopitar,32,C,70,21,41,62,6,16,6.5,13,7,1,5,27,14,0,135,15.6,1473,1262,56,49,777,631,55.2
Jesperi Kotkaniemi,19,C,36,6,2,8,-11,23,0.2,5,1,0,0,1,1,0,55,10.9,468,780,16,51,125,167,42.8
Ilya Kovalchuk,36,LW,46,10,16,26,-4,18,2.3,8,2,0,3,13,3,0,115,8.7,780,1018,23,52,8,16,33.3
Chris Kreider,28,LW,63,24,21,45,13,58,5.4,15,9,0,5,17,4,0,156,15.4,1087,1035,42,116,53,70,43.1
David Krejčí,33,C,61,13,30,43,14,23,4.5,10,3,0,3,19,11,0,83,15.7,1048,1030,32,37,370,367,50.2
Torey Krug,28,D,61,9,40,49,-4,33,6.7,7,2,0,4,14,26,0,144,6.3,1250,1229,48,36,0,0,0.0
Dominik Kubalík,24,LW,68,30,16,46,2,16,6.1,26,4,0,3,12,4,0,157,19.1,977,862,17,79,6,13,31.6
Nikita Kucherov,26,RW,68,33,52,85,26,38,10.5,29,4,0,6,31,21,0,210,15.7,1283,1132,19,37,0,1,0.0
Karson Kuhlman,24,C,25,1,5,6,3,13,0.3,0,1,0,0,5,0,0,45,2.2,313,752,8,36,1,3,25.0
Tom Kühnhackl,28,RW,28,3,3,6,-4,2,0.3,3,0,0,1,2,0,1,28,10.7,316,678,22,31,0,0,0.0
Dean Kukan,26,D,33,1,4,5,-9,12,0.7,0,1,0,0,4,0,0,51,2.0,527,958,28,24,0,0,0.0
Brett Kulak,26,D,56,0,7,7,-1,12,1.4,0,0,0,0,7,0,0,101,0.0,960,1028,50,59,0,0,0.0
Dmitry Kulikov,29,D,51,2,8,10,-4,32,1.8,2,0,0,1,8,0,0,54,3.7,1021,1201,77,104,0,0,0.0
Luke Kunin,22,C,63,15,16,31,-10,55,2.6,14,0,1,1,14,2,0,128,11.7,974,928,54,64,210,262,44.5
Sean Kuraly,27,C,69,6,17,23,-2,34,1.4,6,0,0,0,15,1,1,95,6.3,917,797,31,145,254,267,48.8
Evgeny Kuznetsov,27,C,63,19,33,52,-2,40,5.1,13,6,0,0,27,6,0,129,14.7,1124,1071,16,35,348,455,43.3
Oliver Kylington,22,D,48,2,5,7,-6,16,1.2,2,0,0,0,5,0,0,37,5.4,658,822,34,36,0,0,0.0
Jordan Kyrou,21,C,28,4,5,9,1,8,0.9,4,0,0,0,4,1,0,39,10.3,305,654,8,8,2,3,40.0
Kevin Labanc,24,RW,70,14,19,33,-33,38,1.9,11,3,0,3,13,6,0,176,8.0,1125,964,24,46,2,10,16.7
Sam Lafferty,24,C,50,6,7,13,5,23,1.3,6,0,0,1,7,0,0,56,10.7,481,577,17,95,117,119,49.6
Patrik Laine,21,RW,68,28,35,63,8,22,7.1,20,8,0,1,27,8,0,226,12.4,1320,1165,35,97,10,17,37.0
Gabriel Landeskog,27,LW,54,21,23,44,-2,47,4.6,15,6,0,4,14,9,0,145,14.5,1082,1202,35,86,274,212,56.4
Dylan Larkin,23,C,71,19,34,53,-21,39,4.5,14,5,0,0,25,9,0,223,8.5,1509,1275,45,52,715,647,52.5
Adam Larsson,27,D,49,1,5,6,0,35,1.8,1,0,0,0,5,0,0,61,1.6,972,1190,82,112,0,0,0.0
Jacob Larsson,22,D,60,2,9,11,-9,12,1.7,2,0,0,0,9,0,0,58,3.4,969,969,57,34,0,0,0.0
Johan Larsson,27,LW,62,6,12,18,8,26,1.3,6,0,0,0,12,0,0,60,10.0,924,894,31,85,322,347,48.1
Scott Laughton,25,C,49,13,14,27,13,26,3.3,13,0,0,2,14,0,0,74,17.6,716,876,26,109,146,125,53.9
Curtis Lazar,24,C,38,5,5,10,-3,9,0.7,5,0,0,0,4,0,1,33,15.2,450,710,24,70,185,176,51.2
Nick Leddy,28,D,60,3,18,21,-1,14,3.7,2,1,0,0,15,3,0,72,4.2,1267,1267,72,62,0,0,0.0
Anders Lee,29,LW,68,20,23,43,8,47,4.7,18,2,0,6,18,5,0,195,10.3,1244,1098,50,102,90,109,45.2
Artturi Lehkonen,24,LW,70,13,14,27,2,24,2.4,12,0,1,1,14,0,0,140,9.3,1080,926,38,120,12,14,46.2
Brendan Leipsic,25,LW,61,3,8,11,3,13,0.5,3,0,0,1,7,1,0,49,6.1,559,550,20,57,9,12,42.9
Josh Leivo,26,LW,36,7,12,19,0,4,1.7,7,0,0,0,7,5,0,69,10.1,540,901,8,17,10,7,58.8
Brendan Lemieux,23,LW,59,6,12,18,-14,111,0.4,3,2,1,0,8,3,1,86,7.0,759,772,52,164,18,31,36.7
Kris Letang,32,D,61,15,29,44,0,38,7.4,9,6,0,2,20,9,0,177,8.5,1569,1544,91,101,0,0,0.0
Trevor Lewis,33,C,56,6,6,12,-7,16,0.6,6,0,0,1,6,0,0,92,6.5,666,714,22,68,45,71,38.8
Jakob Lilja,26,F,37,2,3,5,5,2,0.4,2,0,0,0,3,0,0,23,8.7,366,594,25,18,2,2,50.0
Oskar Lindblom,23,LW,30,11,7,18,4,4,2.2,8,3,0,0,6,1,0,72,15.3,528,1057,16,31,13,19,40.6
Esa Lindell,25,D,69,3,20,23,5,12,5.4,2,1,0,2,11,6,3,98,3.1,1615,1405,127,89,0,0,0.0
Ryan Lindgren,21,D,60,1,13,14,16,47,3.2,1,0,0,0,13,0,0,47,2.1,994,994,70,94,0,0,0.0
Elias Lindholm,25,C,70,29,25,54,-8,22,6.1,21,8,0,7,14,11,0,169,17.2,1381,1183,41,93,395,406,49.3
Hampus Lindholm,26,D,55,2,20,22,-10,34,3.0,1,1,0,1,11,7,2,109,1.8,1269,1384,71,34,0,0,0.0
Pär Lindholm,28,C,40,3,3,6,6,4,0.4,3,0,0,1,3,0,0,35,8.6,450,675,26,23,132,156,45.8
Blake Lizotte,22,C,65,6,17,23,-4,20,1.5,2,2,2,0,15,1,1,87,6.9,907,838,22,42,312,310,50.2
Adam Lowry,26,LW,49,4,6,10,-4,23,0.0,3,0,1,1,5,0,1,68,5.9,733,898,22,137,349,300,53.8
Milan Lucic,31,LW,68,8,12,20,-6,54,1.2,3,5,0,1,9,3,0,83,9.6,907,800,20,198,20,26,43.5
Ilya Lyubushkin,25,D,51,0,4,4,4,18,1.6,0,0,0,0,4,0,0,41,0.0,724,851,53,151,0,0,0.0
Olli Määttä,25,D,65,4,13,17,0,20,3.0,4,0,0,0,11,0,2,80,5.0,1197,1105,110,119,0,0,0.0
Kurtis MacDermid,25,D,45,3,5,8,-9,47,1.3,3,0,0,0,4,0,1,51,5.9,617,823,43,95,0,0,0.0
Mackenzie MacEachern,25,LW,51,7,3,10,2,33,1.1,7,0,0,2,3,0,0,63,11.1,457,537,13,82,1,3,25.0
Nathan MacKinnon,24,C,69,35,58,93,13,12,10.8,23,12,0,4,39,19,0,318,11.0,1464,1273,31,51,363,478,43.2
Cale Makar,21,D,57,12,38,50,12,12,7.7,8,4,0,4,23,15,0,121,9.9,1198,1261,47,45,0,0,0.0
Denis Malgin,23,C,44,4,8,12,-9,14,0.3,3,1,0,0,7,0,1,50,8.0,528,719,16,35,65,98,39.9
Evgeni Malkin,33,C,55,25,49,74,7,58,8.5,18,7,0,5,32,17,0,171,14.6,1074,1171,22,38,441,435,50.3
Andrew Mangiapane,23,LW,68,17,15,32,4,18,3.8,17,0,0,2,14,1,0,109,15.6,932,822,25,73,12,31,27.9
Josh Manson,28,D,50,1,8,9,-10,37,1.3,1,0,0,0,7,0,1,64,1.6,1032,1238,65,113,0,0,0.0
Anthony Mantha,25,RW,43,16,22,38,-7,34,4.1,10,6,0,3,19,3,0,137,11.7,812,1134,25,49,16,22,42.1
Brad Marchand,31,LW,70,28,59,87,25,82,10.4,22,5,1,5,34,23,2,185,15.1,1362,1167,19,55,22,29,43.1
Jonathan Marchessault,29,C,66,22,25,47,6,28,5.4,16,6,0,3,19,6,0,235,9.4,1141,1037,12,99,58,78,42.6
Martin Marinčin,27,D,26,1,3,4,-1,14,0.6,1,0,0,1,3,0,0,28,3.6,395,912,43,22,0,0,0.0
John Marino,22,D,56,6,20,26,17,20,5.6,5,1,0,0,17,3,0,61,9.8,1134,1215,77,72,0,0,0.0
Patrick Marleau,40,C,66,11,11,22,-5,14,1.7,10,1,0,3,11,0,0,117,9.4,1028,935,24,57,36,40,47.4
Mitch Marner,22,RW,59,16,51,67,6,16,6.2,10,6,0,2,32,18,1,154,10.4,1272,1293,37,24,7,19,26.9
Pat Maroon,31,LW,64,9,14,23,4,71,1.9,8,1,0,1,12,2,0,80,11.3,794,745,13,104,6,3,66.7
Matt Martin,30,LW,55,5,3,8,-1,40,0.4,5,0,0,2,3,0,0,49,10.2,573,625,24,242,3,4,42.9
Alec Martinez,32,D,51,3,13,16,-4,23,3.0,3,0,0,0,9,4,0,75,4.0,1097,1290,117,43,0,0,0.0
Jordan Martinook,27,LW,45,2,11,13,-2,22,0.6,2,0,0,1,9,0,2,44,4.5,507,676,23,72,66,62,51.6
Mike Matheson,25,D,59,8,12,20,-1,14,3.2,7,1,0,1,11,1,0,104,7.7,1064,1082,53,44,0,0,0.0
Auston Matthews,22,C,70,47,33,80,19,8,10.8,35,12,0,5,20,13,0,290,16.2,1468,1258,60,40,506,415,54.9
Scott Mayfield,27,D,67,5,8,13,8,53,3.9,5,0,0,1,6,0,2,98,5.1,1336,1197,117,93,0,0,0.0
Charlie McAvoy,22,D,67,5,27,32,24,41,6.9,4,1,0,1,25,1,1,101,5.0,1552,1390,131,131,0,0,0.0
Jake McCabe,26,D,66,3,10,13,-11,41,2.0,2,0,1,1,10,0,0,75,4.0,1223,1112,90,91,0,0,0.0
Jared McCann,23,C,66,14,21,35,6,17,3.5,12,2,0,4,17,4,0,150,9.3,1006,915,27,89,265,306,46.4
Connor McDavid,23,C,64,34,63,97,-6,28,10.9,23,11,0,6,31,32,0,212,16.0,1399,1312,18,37,320,350,47.8
Ryan McDonagh,30,D,50,1,11,12,7,19,2.4,1,0,0,0,10,0,1,50,2.0,1035,1242,101,36,0,0,0.0
Brock McGinn,25,LW,68,7,10,17,-4,17,0.8,5,0,2,1,10,0,0,93,7.5,898,792,28,80,15,24,38.5
Greg McKegg,27,C,53,5,4,9,-2,17,0.4,4,0,1,0,3,0,1,40,12.5,507,574,24,69,104,107,49.3
Brayden McNabb,29,D,71,2,7,9,1,40,2.2,1,0,1,0,7,0,0,73,2.7,1421,1201,133,201,0,0,0.0
Timo Meier,23,RW,70,22,27,49,-22,42,4.6,20,2,0,2,20,7,0,199,11.1,1210,1037,38,155,12,25,32.4
Jonathon Merrill,27,D,49,2,5,7,9,32,2.2,2,0,0,0,4,0,1,37,5.4,890,1089,71,51,0,0,0.0
Victor Mete,21,D,51,4,7,11,5,20,2.6,4,0,0,1,6,1,0,57,7.0,816,960,60,20,0,0,0.0
