player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,SIGNING AGE,LENGTH,SIGNING,CAP HIT,CAP_HIT_%
Travis Hamonic,29,D,50,3,9,12,-3,27,2.5,3,0,0,0,9,0,0,83,3.6,1060,1272,110,39,0,0,0.0,188,1,53,3.17,83,168,119,0.18,4.7,9.52,6.74,484.0,674.0,41.8,928.0,1206.0,43.49,697.0,924.0,43.0,45.64,60.55,42.98,22,7,0,3857143,0.0473269079754601
Noah Hanifin,23,D,70,5,17,22,-12,12,3.5,4,1,0,0,13,4,0,132,3.8,1482,1270,89,82,0,0,0.0,191,0,5,6.43,132,269,206,0.26,5.34,10.89,8.34,775.0,829.0,48.32,1443.0,1431.0,50.21,1100.0,1156.0,48.76,72.54,73.73,49.59,21,6,0,4950000,0.0607361963190184
Scott Harrington,26,D,39,1,7,8,-3,16,1.5,1,0,0,0,7,0,0,37,2.7,544,837,48,46,0,0,0.0,188,0,54,1.46,37,73,57,0.16,4.08,8.05,6.29,271.0,287.0,48.57,440.0,534.0,45.17,354.0,388.0,47.71,20.73,22.25,48.23,26,3,0,1633333,0.0200408957055214
Ryan Hartman,25,RW,69,9,11,20,4,69,1.6,8,1,0,1,11,0,0,114,7.9,846,735,54,44,83,69,54.6,183,1,30,9.38,114,189,148,0.67,8.09,13.41,10.5,417.0,396.0,51.29,765.0,768.0,49.9,580.0,564.0,50.7,33.78,30.95,52.19,24,2,0,1900000,0.0233128834355828
Garnet Hathaway,28,RW,66,9,7,16,6,79,1.5,9,0,0,1,6,0,1,80,11.3,711,647,46,189,9,20,31.0,191,1,300,10.9,80,139,108,0.92,6.75,11.72,9.11,338.0,308.0,52.32,625.0,619.0,50.24,465.0,429.0,52.01,28.07,24.88,53.01,27,4,1,1500000,0.0184049079754601
Erik Haula,28,LW,48,12,12,24,1,22,2.4,8,4,0,2,8,4,0,92,13.0,760,950,15,27,381,323,54.1,183,0,182,13.91,92,154,134,1.1,7.26,12.16,10.58,422.0,370.0,53.28,767.0,646.0,54.28,593.0,503.0,54.11,46.28,39.95,53.67,26,3,0,2750000,0.0337423312883435
John Hayden,24,C,43,3,1,4,-2,77,0.0,3,0,0,1,1,0,0,39,7.7,418,583,27,87,4,15,21.1,191,1,74,2.65,39,68,52,0.38,5.6,9.77,7.47,147.0,234.0,38.58,276.0,442.0,38.44,203.0,322.0,38.67,10.19,16.77,37.82,23,2,0,750000,0.00920245398773
Kevin Hayes,27,RW,69,23,18,41,-6,34,4.1,15,4,4,5,15,3,0,175,13.1,1223,1064,22,88,415,411,50.2,196,0,24,20.63,175,281,235,1.01,8.58,13.78,11.53,600.0,597.0,50.13,1055.0,1076.0,49.51,814.0,833.0,49.42,61.55,58.86,51.12,27,7,1,7142857,0.0876424171779141
Victor Hedman,29,D,66,11,44,55,27,31,9.5,7,4,0,3,26,18,0,155,7.1,1588,1444,98,73,0,0,0.0,198,0,2,9.44,155,306,222,0.36,5.86,11.57,8.39,862.0,795.0,52.02,1583.0,1377.0,53.48,1236.0,1056.0,53.93,89.98,69.0,56.6,25,8,1,7875000,0.0966257668711656
Tim Heed,29,D,38,1,4,5,-10,2,0.6,1,0,0,0,3,1,0,44,2.3,494,780,30,16,0,1,0.0,180,1,132,1.34,44,94,64,0.16,5.34,11.41,7.77,256.0,201.0,56.02,479.0,388.0,55.25,351.0,290.0,54.76,20.51,19.63,51.1,28,1,1,960000,0.0117791411042944
Danton Heinen,24,C,67,10,16,26,-2,10,2.1,7,3,0,2,13,3,0,109,9.2,969,868,34,35,5,8,38.5,185,0,116,11.48,109,184,139,0.71,6.75,11.39,8.6,554.0,476.0,53.79,971.0,861.0,53.0,724.0,652.0,52.62,46.48,38.35,54.79,23,2,0,2800000,0.0343558282208589
Darren Helm,33,C,68,9,7,16,-6,37,1.1,8,0,1,0,6,0,1,102,8.8,934,824,26,88,15,13,53.6,183,0,132,8.53,102,154,124,0.55,6.55,9.89,7.97,416.0,462.0,47.38,715.0,883.0,44.74,549.0,666.0,45.19,30.22,45.07,40.14,29,5,1,3850000,0.0472392638036809
Adam Henrique,29,C,71,26,17,43,-3,22,5.2,21,5,0,1,13,4,0,169,15.4,1198,1012,32,75,512,419,55.0,183,0,82,21.73,170,281,241,1.09,8.52,14.08,12.07,669.0,549.0,54.93,1244.0,997.0,55.51,942.0,774.0,54.9,64.33,53.74,54.48,29,5,1,5825000,0.0714723926380368
Vinnie Hinostroza,25,C,68,5,17,22,1,14,1.5,5,0,0,0,15,1,1,132,3.8,891,786,26,51,26,35,42.6,175,1,169,8.98,132,209,162,0.6,8.89,14.07,10.91,457.0,474.0,49.09,833.0,902.0,48.01,619.0,684.0,47.51,34.54,39.67,46.55,24,2,0,1500000,0.0184049079754601
Niklas Hjalmarsson,32,D,27,1,4,5,-2,14,1.1,1,0,0,0,3,0,1,18,5.6,507,1126,45,20,0,0,0.0,191,0,108,0.53,18,39,26,0.06,2.13,4.62,3.08,232.0,308.0,42.96,418.0,586.0,41.63,313.0,434.0,41.9,16.97,29.23,36.72,32,2,1,5000000,0.0613496932515337
Mike Hoffman,30,C,69,29,30,59,-5,28,6.6,18,11,0,3,20,10,0,214,13.6,1162,1010,22,33,7,8,46.7,183,0,130,20.23,214,414,287,1.04,11.05,21.38,14.82,706.0,540.0,56.66,1332.0,885.0,60.08,974.0,696.0,58.32,74.0,52.98,58.28,26,4,0,5187500,0.0636503067484662
Nick Holden,32,D,61,6,8,14,-1,13,2.8,5,1,0,0,7,0,1,101,5.9,1150,1131,74,129,0,0,0.0,193,0,300,4.13,101,204,140,0.22,5.27,10.64,7.3,625.0,549.0,53.24,1090.0,997.0,52.23,844.0,768.0,52.36,57.29,48.58,54.11,31,2,1,2200000,0.0269938650306748
Justin Holl,28,D,68,2,16,18,13,43,3.5,2,0,0,0,16,0,0,89,2.2,1259,1111,83,89,0,0,0.0,193,1,54,4.93,89,185,125,0.24,4.24,8.82,5.96,639.0,676.0,48.59,1138.0,1231.0,48.04,879.0,928.0,48.64,57.55,58.69,49.51,26,2,0,675000,0.008282208588957
Korbinian Holzer,31,D,49,1,3,4,-2,37,1.2,1,0,0,0,2,0,1,39,2.6,786,962,96,97,0,0,0.0,191,1,111,1.81,39,75,58,0.14,2.98,5.73,4.43,290.0,456.0,38.86,557.0,884.0,38.65,421.0,655.0,39.13,24.96,43.31,36.56,31,1,1,850000,0.0104294478527607
Patric Hörnqvist,33,RW,52,17,15,32,9,36,3.9,14,3,0,2,11,4,0,168,10.1,828,956,41,107,2,4,33.3,180,1,230,20.91,168,234,208,1.51,12.17,16.95,15.06,509.0,362.0,58.44,886.0,629.0,58.48,689.0,477.0,59.09,54.0,32.0,62.79,31,5,1,5300000,0.0650306748466257
Bo Horvat,24,C,69,22,31,53,-15,21,4.6,10,12,0,2,27,4,0,178,12.4,1362,1184,66,55,850,633,57.3,183,0,9,23.91,178,274,224,1.05,7.84,12.07,9.86,828.0,668.0,55.35,1531.0,1203.0,56.0,1133.0,888.0,56.06,86.71,69.92,55.36,22,6,0,5500000,0.0674846625766871
Jonathan Huberdeau,26,LW,69,23,55,78,5,30,8.0,18,5,0,3,31,24,0,152,15.1,1295,1126,26,51,24,37,39.3,185,0,3,17.01,152,276,216,0.79,7.04,12.79,10.01,844.0,614.0,57.89,1485.0,1021.0,59.26,1127.0,807.0,58.27,82.36,58.8,58.35,24,6,0,5900000,0.0723926380368098
Brad Hunt,31,D,59,8,11,19,-7,6,2.8,5,3,0,0,4,7,0,106,7.5,893,908,39,12,0,0,0.0,175,0,300,4.34,106,183,138,0.28,7.12,12.29,9.27,503.0,390.0,56.33,909.0,747.0,54.89,691.0,553.0,55.55,39.26,29.95,56.73,30,2,1,700000,0.0085889570552147
Ben Hutton,26,D,65,4,12,16,5,14,4.0,4,0,0,1,12,0,0,114,3.5,1187,1096,76,51,0,0,0.0,188,0,147,3.47,114,224,153,0.18,5.76,11.32,7.73,657.0,585.0,52.9,1212.0,1064.0,53.25,914.0,820.0,52.71,50.81,50.58,50.11,26,1,1,1500000,0.0184049079754601
Zach Hyman,27,C,51,21,16,37,13,23,4.5,17,3,1,1,13,3,0,106,19.8,974,1146,23,52,70,90,43.8,185,1,123,20.27,106,189,147,1.25,6.53,11.65,9.06,545.0,531.0,50.65,995.0,977.0,50.46,752.0,746.0,50.2,57.17,50.87,52.92,25,4,0,2250000,0.0276073619631901
Alex Iafallo,26,C,70,17,26,43,1,14,4.2,11,6,0,3,23,3,0,142,12.0,1325,1136,47,49,11,12,47.8,183,0,300,15.73,142,231,187,0.71,6.43,10.46,8.47,731.0,607.0,54.63,1352.0,1143.0,54.19,1028.0,869.0,54.19,67.56,63.42,51.58,25,2,0,2425000,0.0297546012269938
Matt Irwin,32,D,36,0,3,3,-15,15,-0.5,0,0,0,0,3,0,0,58,0.0,521,868,54,80,0,0,0.0,185,0,300,2.23,58,125,86,0.26,6.68,14.4,9.9,254.0,292.0,46.52,469.0,536.0,46.67,365.0,398.0,47.84,18.23,25.88,41.33,30,2,1,675000,0.008282208588957
Mark Jankowski,25,C,56,5,2,7,-12,14,-0.2,5,0,0,0,2,0,0,38,13.2,621,666,33,14,191,235,44.8,193,0,21,5.4,38,81,64,0.52,3.67,7.82,6.18,254.0,377.0,40.25,490.0,692.0,41.46,372.0,539.0,40.83,20.88,31.95,39.52,23,2,0,1675000,0.0205521472392638
Mattias Janmark,27,C,62,6,15,21,-5,12,1.3,4,1,1,0,10,4,1,86,7.0,906,877,37,22,30,39,43.5,185,0,79,9.28,87,152,119,0.61,5.76,10.06,7.88,437.0,471.0,48.13,793.0,865.0,47.83,595.0,643.0,48.06,39.04,40.67,48.98,26,1,0,2300000,0.0282208588957055
Calle Järnkrok,28,C,64,15,19,34,4,14,3.3,11,2,2,1,12,7,0,136,11.0,1020,956,27,28,33,37,47.1,180,1,51,12.36,136,231,180,0.73,8.0,13.59,10.59,559.0,514.0,52.1,1016.0,925.0,52.34,774.0,701.0,52.47,47.24,48.39,49.4,24,6,0,2000000,0.0245398773006134
Boone Jenner,26,C,70,11,13,24,-14,36,1.2,9,2,0,1,10,2,1,179,6.1,1268,1087,80,109,644,523,55.2,188,0,37,16.42,179,271,229,0.78,8.47,12.82,10.83,720.0,697.0,50.81,1181.0,1324.0,47.15,927.0,968.0,48.92,56.67,59.62,48.73,25,4,0,3750000,0.0460122699386503
Nick Jensen,29,D,68,0,8,8,1,13,1.3,0,0,0,0,7,1,0,61,0.0,1212,1069,71,59,0,0,0.0,185,1,150,2.35,61,148,88,0.12,3.02,7.33,4.36,533.0,594.0,47.29,1009.0,1121.0,47.37,761.0,830.0,47.83,44.5,53.31,45.5,28,4,1,2500000,0.0306748466257668
Ryan Johansen,27,C,68,14,22,36,-5,45,2.8,10,3,1,2,16,6,0,101,13.9,1160,1023,34,39,549,483,53.2,191,1,4,13.11,101,158,137,0.68,5.23,8.18,7.09,673.0,554.0,54.85,1271.0,1005.0,55.84,953.0,762.0,55.57,66.01,55.62,54.27,24,8,0,8000000,0.0981595092024539
Marcus Johansson,29,C,60,9,21,30,-12,20,1.9,8,1,0,1,16,5,0,87,10.3,1029,1029,22,39,197,294,40.1,185,0,24,7.74,87,153,122,0.45,5.07,8.92,7.11,521.0,484.0,51.84,938.0,842.0,52.7,715.0,672.0,51.55,44.88,49.36,47.62,28,2,1,4500000,0.0552147239263803
Erik Johnson,31,D,59,3,13,16,9,20,3.1,3,0,0,1,13,0,0,99,3.0,1242,1263,115,97,0,0,0.0,193,1,1,5.24,99,203,139,0.25,4.78,9.81,6.72,576.0,762.0,43.05,1086.0,1354.0,44.51,799.0,1025.0,43.8,47.62,64.66,42.41,28,7,1,6000000,0.0736196319018405
Jack Johnson,33,D,67,3,8,11,-1,26,2.5,2,0,1,0,8,0,0,63,4.8,1304,1168,97,183,0,0,0.0,185,0,3,2.18,63,144,91,0.1,2.9,6.63,4.19,567.0,767.0,42.5,1002.0,1335.0,42.88,756.0,1029.0,42.35,49.43,66.27,42.72,31,5,1,3250000,0.0398773006134969
Tyler Johnson,29,C,65,14,17,31,9,16,3.1,13,1,0,2,11,6,0,113,12.4,945,873,22,62,173,180,49.0,173,1,300,12.21,113,190,152,0.78,7.18,12.07,9.65,525.0,446.0,54.07,945.0,782.0,54.72,731.0,597.0,55.05,47.93,38.86,55.23,26,7,0,5000000,0.0613496932515337
Andreas Johnsson,25,LW,43,8,13,21,0,14,1.6,4,4,0,1,12,1,0,78,10.3,677,945,21,43,0,2,0.0,178,0,202,9.72,78,127,99,0.86,6.91,11.25,8.77,431.0,327.0,56.86,792.0,588.0,57.39,582.0,458.0,55.96,40.4,30.6,56.91,24,4,0,3400000,0.0417177914110429
Ross Johnston,25,LW,32,3,1,4,1,78,0.3,3,0,0,0,1,0,0,16,18.8,256,479,14,93,1,0,100.0,196,0,300,3.04,16,25,22,0.72,3.77,5.89,5.18,93.0,132.0,41.33,190.0,274.0,40.95,141.0,200.0,41.35,9.35,9.81,48.8,24,4,0,1000000,0.0122699386503067
Seth Jones,25,D,56,6,24,30,10,20,6.5,4,2,0,0,16,7,1,126,4.8,1416,1517,123,62,0,0,0.0,193,1,4,5.48,126,244,169,0.23,5.34,10.34,7.16,758.0,691.0,52.31,1275.0,1294.0,49.63,982.0,967.0,50.38,61.64,61.75,49.96,21,6,0,5400000,0.0662576687116564
Roman Josi,29,D,69,16,49,65,22,41,10.9,12,4,0,1,30,19,0,260,6.2,1779,1547,108,52,0,0,0.0,185,0,38,13.71,260,525,355,0.46,8.77,17.72,11.98,1107.0,877.0,55.8,2042.0,1646.0,55.37,1519.0,1209.0,55.68,102.73,82.15,55.57,23,7,0,4000000,0.0490797546012269
Nazem Kadri,29,C,51,19,17,36,7,97,4.2,15,4,0,1,10,7,0,133,14.3,889,1046,9,61,407,310,56.8,183,0,7,14.32,133,226,182,0.97,8.98,15.26,12.29,558.0,436.0,56.14,1021.0,713.0,58.88,759.0,560.0,57.54,53.26,34.21,60.89,25,6,0,4500000,0.0552147239263803
Vladislav Kamenev,23,LW,38,1,7,8,-2,8,0.2,1,0,0,1,5,2,0,32,3.1,341,539,16,34,57,50,53.3,188,0,42,2.54,32,64,42,0.45,5.65,11.29,7.41,181.0,146.0,55.35,314.0,280.0,52.86,229.0,202.0,53.13,12.29,12.58,49.42,22,1,0,750000,0.00920245398773
David Kämpf,25,C,70,8,8,16,-11,8,0.3,7,0,1,2,8,0,0,90,8.9,957,820,26,52,313,285,52.3,188,0,300,12.48,90,140,118,0.78,5.64,8.77,7.4,423.0,597.0,41.47,724.0,1039.0,41.07,550.0,772.0,41.6,37.6,55.94,40.2,24,2,1,1000000,0.0122699386503067
Evander Kane,28,LW,64,26,21,47,-12,122,5.1,10,14,2,6,17,4,0,216,12.0,1250,1172,25,135,106,95,52.7,188,0,4,26.14,216,347,281,1.25,10.36,16.64,13.48,719.0,569.0,55.82,1306.0,1058.0,55.25,981.0,789.0,55.42,73.18,65.59,52.73,26,7,1,7000000,0.0858895705521472
Patrick Kane,31,RW,70,33,51,84,8,40,9.6,25,8,0,2,36,15,0,275,12.0,1494,1280,19,24,1,3,25.0,178,0,1,25.28,275,464,340,1.02,11.05,18.64,13.66,915.0,791.0,53.63,1633.0,1327.0,55.17,1206.0,1015.0,54.3,91.53,82.24,52.67,26,8,1,10500000,0.1288343558282208
Kasperi Kapanen,23,RW,69,13,23,36,0,22,2.9,11,0,2,2,20,3,0,121,10.7,1090,947,17,73,2,13,13.3,185,1,22,11.86,121,214,162,0.65,6.66,11.79,8.92,530.0,597.0,47.03,1036.0,1010.0,50.64,772.0,796.0,49.23,50.73,56.01,47.53,22,3,0,3200000,0.0392638036809816
Erik Karlsson,29,D,56,6,34,40,-15,16,5.5,4,1,1,0,22,12,0,120,5.0,1373,1471,74,26,0,0,0.0,183,1,15,4.9,121,245,164,0.21,5.29,10.7,7.17,759.0,681.0,52.71,1365.0,1193.0,53.36,1022.0,919.0,52.65,75.15,78.22,49.0,29,8,1,11500000,0.1411042944785276
Melker Karlsson,29,C,61,6,6,12,-7,20,0.5,6,0,0,0,6,0,0,56,10.7,748,736,39,38,14,17,45.2,183,1,300,6.46,56,94,73,0.52,4.49,7.54,5.85,261.0,422.0,38.21,488.0,769.0,38.82,364.0,588.0,38.24,21.47,41.32,34.19,26,3,0,2000000,0.0245398773006134
William Karlsson,27,C,63,15,31,46,11,16,4.6,11,2,2,1,22,6,3,138,10.9,1189,1132,38,40,491,455,51.9,183,0,53,19.59,138,251,193,0.99,6.97,12.68,9.75,699.0,574.0,54.91,1302.0,1064.0,55.03,982.0,785.0,55.57,72.2,56.93,55.92,26,8,0,5900000,0.0723926380368098
Zack Kassian,29,RW,59,15,19,34,0,69,3.6,15,0,0,1,19,0,0,99,15.2,924,940,8,157,1,2,33.3,191,1,13,12.36,99,164,131,0.8,6.43,10.65,8.51,492.0,504.0,49.4,841.0,873.0,49.07,650.0,664.0,49.47,44.73,49.11,47.67,26,3,0,1950000,0.0239263803680981
Duncan Keith,36,D,61,3,24,27,1,18,4.2,1,2,0,0,15,9,0,111,2.7,1488,1463,117,26,0,0,0.0,185,0,54,4.53,111,256,154,0.18,4.48,10.33,6.21,780.0,903.0,46.35,1388.0,1518.0,47.76,1020.0,1155.0,46.9,74.04,87.0,45.98,26,13,0,5538462,0.0679565889570552
Adrian Kempe,23,LW,69,11,21,32,-10,29,2.4,7,2,2,2,11,8,2,148,7.4,1105,961,17,71,92,131,41.3,188,0,29,15.46,148,262,208,0.84,8.03,14.23,11.3,684.0,459.0,59.84,1235.0,837.0,59.6,943.0,646.0,59.35,62.55,48.0,56.58,22,3,0,2000000,0.0245398773006134
Michal Kempný,29,D,58,3,15,18,19,22,3.9,3,0,0,0,15,0,0,73,4.1,1081,1118,72,42,0,0,0.0,185,0,300,2.88,73,170,109,0.16,4.05,9.44,6.05,519.0,563.0,47.97,977.0,1052.0,48.15,720.0,778.0,48.06,43.63,50.79,46.21,27,4,1,2500000,0.0306748466257668
Alexander Kerfoot,25,C,65,9,19,28,-2,32,1.8,8,1,0,1,17,2,0,88,10.2,960,886,41,48,191,216,46.9,178,0,150,11.8,88,152,128,0.74,5.5,9.5,8.0,501.0,455.0,52.41,960.0,809.0,54.27,731.0,622.0,54.03,46.83,40.86,53.4,24,4,0,3500000,0.0429447852760736
Phil Kessel,32,RW,70,14,24,38,-21,22,2.8,5,9,0,2,16,8,0,153,9.2,1200,1029,20,11,2,7,22.2,183,1,5,13.98,153,270,207,0.7,7.65,13.5,10.35,670.0,582.0,53.51,1239.0,1007.0,55.16,928.0,799.0,53.73,61.72,50.3,55.1,25,8,1,8000000,0.0981595092024539
Jujhar Khaira,25,LW,64,6,4,10,-19,38,-0.3,6,0,0,1,4,0,0,69,8.7,802,752,30,136,34,32,51.5,193,0,63,6.26,69,119,90,0.47,5.16,8.9,6.73,305.0,430.0,41.5,558.0,807.0,40.88,415.0,579.0,41.75,22.71,38.06,37.36,24,2,0,1200000,0.014723926380368
Alex Killorn,30,C,68,26,23,49,19,20,6.0,18,8,0,7,18,5,0,130,20.0,1219,1076,15,59,5,14,26.3,185,0,77,15.75,130,209,174,0.78,6.4,10.29,8.56,616.0,619.0,49.88,1163.0,1071.0,52.06,875.0,834.0,51.2,64.44,56.24,53.4,26,7,0,4450000,0.054601226993865
Oscar Klefbom,26,D,62,5,29,34,-17,24,4.4,3,2,0,0,13,16,0,159,3.1,1576,1525,180,45,0,0,0.0,191,0,19,6.0,159,314,221,0.23,6.06,11.96,8.42,797.0,839.0,48.72,1463.0,1548.0,48.59,1111.0,1129.0,49.6,88.47,82.7,51.69,22,7,0,4167000,0.0511288343558282
John Klingberg,27,D,58,6,26,32,-10,22,5.0,4,2,0,0,11,15,0,120,5.0,1286,1330,72,29,0,0,0.0,191,1,131,5.43,120,288,173,0.25,5.6,13.44,8.07,734.0,647.0,53.15,1414.0,1152.0,55.11,1036.0,878.0,54.13,71.53,58.26,55.11,22,7,0,4250000,0.0521472392638036
Slater Koekkoek,25,D,42,1,9,10,3,42,1.9,1,0,0,1,9,0,0,47,2.1,704,1005,58,64,0,0,0.0,188,0,10,2.06,47,117,74,0.18,4.01,9.97,6.31,340.0,380.0,47.22,633.0,643.0,49.61,465.0,478.0,49.31,29.81,30.17,49.7,25,1,0,925000,0.0113496932515337
Leo Komarov,33,C,48,4,10,14,2,10,0.9,4,0,0,1,9,0,1,46,8.7,605,756,29,123,34,52,39.5,180,0,180,5.78,46,65,55,0.56,4.55,6.45,5.46,238.0,326.0,42.2,438.0,657.0,40.0,307.0,467.0,39.65,21.96,26.89,44.95,31,4,1,3000000,0.0368098159509202
Travis Konecny,22,C,66,24,37,61,-1,28,6.7,19,5,0,3,19,18,0,141,17.0,1109,1008,30,63,24,25,49.0,178,1,24,15.92,141,240,195,0.86,7.63,12.98,10.55,712.0,503.0,58.6,1287.0,833.0,60.71,973.0,657.0,59.69,69.68,46.1,60.18,22,6,0,5500000,0.0674846625766871
Chris Kreider,28,LW,63,24,21,45,13,58,5.4,15,9,0,5,17,4,0,156,15.4,1087,1035,42,116,53,70,43.1,191,0,19,21.0,156,258,217,1.15,8.61,14.24,11.98,676.0,514.0,56.81,1241.0,935.0,57.03,933.0,729.0,56.14,68.95,55.6,55.36,25,4,0,4625000,0.0567484662576687
Torey Krug,28,D,61,9,40,49,-4,33,6.7,7,2,0,4,14,26,0,144,6.3,1250,1229,48,36,0,0,0.0,175,0,300,7.35,144,273,187,0.35,6.91,13.11,8.98,836.0,499.0,62.62,1497.0,920.0,61.94,1118.0,726.0,60.63,72.03,47.77,60.13,25,4,0,5250000,0.0644171779141104
Nikita Kucherov,26,RW,68,33,52,85,26,38,10.5,29,4,0,6,31,21,0,210,15.7,1283,1132,19,37,0,1,0.0,180,0,58,22.46,210,386,301,1.05,9.82,18.05,14.08,848.0,572.0,59.72,1568.0,971.0,61.76,1201.0,757.0,61.34,86.46,47.74,64.43,26,8,0,9500000,0.1165644171779141
Tom Kühnhackl,28,RW,28,3,3,6,-4,2,0.3,3,0,0,1,2,0,1,28,10.7,316,678,22,31,0,0,0.0,188,0,110,2.31,28,46,36,0.44,5.31,8.72,6.83,136.0,181.0,42.9,236.0,395.0,37.4,176.0,273.0,39.2,9.14,19.35,32.08,27,1,1,850000,0.0104294478527607
Dean Kukan,26,D,33,1,4,5,-9,12,0.7,0,1,0,0,4,0,0,51,2.0,527,958,28,24,0,0,0.0,188,0,300,1.82,51,90,67,0.21,5.81,10.24,7.63,273.0,230.0,54.27,470.0,421.0,52.75,367.0,310.0,54.21,21.62,17.3,55.54,24,2,0,725000,0.0088957055214723
Brett Kulak,26,D,56,0,7,7,-1,12,1.4,0,0,0,0,7,0,0,101,0.0,960,1028,50,59,0,0,0.0,188,0,105,3.35,101,189,127,0.21,6.31,11.81,7.94,568.0,450.0,55.8,1012.0,784.0,56.35,752.0,601.0,55.58,44.53,35.25,55.82,25,3,0,1850000,0.0226993865030674
Dmitry Kulikov,29,D,51,2,8,10,-4,32,1.8,2,0,0,1,8,0,0,54,3.7,1021,1201,77,104,0,0,0.0,185,0,14,2.31,54,141,86,0.14,3.17,8.28,5.05,471.0,548.0,46.22,907.0,984.0,47.96,668.0,761.0,46.75,36.71,49.62,42.52,26,3,1,4333333,0.0531697300613496
Sean Kuraly,27,C,69,6,17,23,-2,34,1.4,6,0,0,0,15,1,1,95,6.3,917,797,31,145,254,267,48.8,188,0,133,7.18,95,166,135,0.47,6.22,10.86,8.83,385.0,532.0,41.98,695.0,977.0,41.57,549.0,750.0,42.26,31.61,45.19,41.16,25,3,0,1275000,0.0156441717791411
Evgeny Kuznetsov,27,C,63,19,33,52,-2,40,5.1,13,6,0,0,27,6,0,129,14.7,1124,1071,16,35,348,455,43.3,188,0,26,14.41,129,187,165,0.77,6.89,9.98,8.81,619.0,578.0,51.71,1108.0,962.0,53.53,858.0,767.0,52.8,67.26,56.45,54.37,25,8,0,7800000,0.0957055214723926
Kevin Labanc,24,RW,70,14,19,33,-33,38,1.9,11,3,0,3,13,6,0,176,8.0,1125,964,24,46,2,10,16.7,180,1,171,17.25,176,304,243,0.92,9.39,16.21,12.96,705.0,510.0,58.02,1339.0,877.0,60.42,987.0,679.0,59.24,70.75,57.62,55.11,23,1,0,1000000,0.0122699386503067
Patrik Laine,21,RW,68,28,35,63,8,22,7.1,20,8,0,1,27,8,0,226,12.4,1320,1165,35,97,10,17,37.0,196,1,2,22.99,226,416,317,1.05,10.27,18.91,14.41,827.0,684.0,54.73,1459.0,1163.0,55.64,1137.0,947.0,54.56,83.13,69.12,54.6,21,2,0,6750000,0.0828220858895705
Gabriel Landeskog,27,LW,54,21,23,44,-2,47,4.6,15,6,0,4,14,9,0,145,14.5,1082,1202,35,86,274,212,56.4,185,0,2,22.43,145,254,213,1.24,8.03,14.09,11.82,640.0,487.0,56.79,1229.0,859.0,58.86,924.0,635.0,59.27,70.45,38.61,64.59,20,7,0,5571429,0.0683610920245398
Dylan Larkin,23,C,71,19,34,53,-21,39,4.5,14,5,0,0,25,9,0,223,8.5,1509,1275,45,52,715,647,52.5,185,0,15,21.07,223,385,290,0.84,8.86,15.32,11.54,844.0,779.0,52.0,1526.0,1310.0,53.81,1163.0,1024.0,53.18,84.42,78.61,51.78,21,5,0,6100000,0.0748466257668711
Adam Larsson,27,D,49,1,5,6,0,35,1.8,1,0,0,0,5,0,0,61,1.6,972,1190,82,112,0,0,0.0,191,1,4,2.25,61,127,94,0.14,3.77,7.84,5.8,417.0,520.0,44.5,778.0,997.0,43.83,598.0,723.0,45.27,40.08,46.33,46.38,22,6,0,4166666,0.051124736196319
Johan Larsson,27,LW,62,6,12,18,8,26,1.3,6,0,0,0,12,0,0,60,10.0,924,894,31,85,322,347,48.1,180,0,56,6.97,60,99,83,0.45,3.9,6.43,5.39,397.0,523.0,43.15,682.0,848.0,44.58,535.0,663.0,44.66,31.7,41.09,43.55,26,1,0,1550000,0.0190184049079754
Scott Laughton,25,C,49,13,14,27,13,26,3.3,13,0,0,2,14,0,0,74,17.6,716,876,26,109,146,125,53.9,185,0,20,7.87,74,122,90,0.66,6.2,10.23,7.54,329.0,355.0,48.1,566.0,701.0,44.67,426.0,523.0,44.89,27.12,33.92,44.43,25,2,0,2300000,0.0282208588957055
Curtis Lazar,24,C,38,5,5,10,-3,9,0.7,5,0,0,0,4,0,1,33,15.2,450,710,24,70,185,176,51.2,183,1,17,5.27,33,60,52,0.7,4.4,8.01,6.94,164.0,239.0,40.69,290.0,451.0,39.14,230.0,342.0,40.21,15.07,23.74,38.83,24,1,1,700000,0.0085889570552147
Nick Leddy,28,D,60,3,18,21,-1,14,3.7,2,1,0,0,15,3,0,72,4.2,1267,1267,72,62,0,0,0.0,183,0,16,3.76,72,180,118,0.18,3.41,8.52,5.59,609.0,654.0,48.22,1105.0,1303.0,45.89,818.0,958.0,46.06,53.66,57.08,48.46,23,7,0,5500000,0.0674846625766871
Anders Lee,29,LW,68,20,23,43,8,47,4.7,18,2,0,6,18,5,0,195,10.3,1244,1098,50,102,90,109,45.2,191,0,152,25.18,195,303,260,1.21,9.4,14.61,12.54,766.0,569.0,57.38,1420.0,1124.0,55.82,1039.0,812.0,56.13,77.84,55.48,58.39,28,7,1,7000000,0.0858895705521472
