player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,SIGNING AGE,LENGTH,SIGNING,CAP HIT,CAP_HIT_%
Robert Hägg,23,D,82,5,15,20,-3,63,3.3,5,0,0,1,15,0,0,86,5.8,1390,1017,158,258,0,0,0.0,188,0,41,4.78,86,198,135,0.21,3.71,8.55,5.83,627.0,881.0,41.58,1140.0,1636.0,41.07,872.0,1179.0,42.52,56.22,81.23,40.9,23,2,0,1150000,0.0144654088050314
Micheal Haley,32,C,43,2,4,6,-2,75,0.1,2,0,0,0,4,0,0,34,5.9,348,485,16,76,13,17,43.3,180,0,300,5.13,34,71,55,0.88,5.86,12.24,9.48,148.0,150.0,49.66,295.0,308.0,48.92,226.0,221.0,50.56,14.44,11.15,56.43,31,2,1,825000,0.010377358490566
Taylor Hall,27,LW,33,11,26,37,-6,16,3.8,10,1,0,3,15,11,0,113,9.7,650,1181,29,22,26,32,44.8,185,0,1,12.08,113,207,153,1.12,10.44,19.12,14.13,428.0,273.0,61.06,742.0,514.0,59.08,584.0,389.0,60.02,43.74,30.44,58.96,20,7,0,6000000,0.0754716981132075
Dougie Hamilton,25,D,82,18,21,39,0,54,7.6,16,2,0,2,16,5,0,259,6.9,1613,1180,91,160,0,1,0.0,198,1,9,14.4,259,542,367,0.54,9.63,20.16,13.65,1058.0,729.0,59.21,2016.0,1343.0,60.02,1498.0,1032.0,59.21,104.74,70.52,59.76,22,6,0,5750000,0.0723270440251572
Travis Hamonic,28,D,69,7,12,19,21,33,4.7,6,0,1,1,10,0,2,128,5.5,1440,1252,167,44,0,1,0.0,188,1,53,4.8,128,286,194,0.2,5.33,11.92,8.08,732.0,745.0,49.56,1384.0,1461.0,48.65,1044.0,1085.0,49.04,76.17,74.89,50.42,22,7,0,3857143,0.0485175220125786
Noah Hanifin,22,D,80,5,28,33,18,12,5.7,3,1,1,2,23,4,1,116,4.3,1662,1246,83,87,0,0,0.0,191,0,5,6.67,116,243,168,0.24,4.19,8.77,6.07,896.0,824.0,52.09,1649.0,1526.0,51.94,1255.0,1165.0,51.86,91.18,79.23,53.5,21,6,0,4950000,0.0622641509433962
Markus Hännikäinen,25,LW,44,4,3,7,-5,2,0.2,4,0,0,1,3,0,0,52,7.7,417,569,8,63,0,3,0.0,185,0,300,5.08,52,88,70,0.73,7.48,12.66,10.07,201.0,185.0,52.07,346.0,341.0,50.36,274.0,257.0,51.6,16.64,16.14,50.75,23,2,0,675000,0.0084905660377358
Ben Harpur,24,D,51,1,4,5,-13,56,0.4,1,0,0,0,4,0,0,50,2.0,899,1057,69,89,0,0,0.0,198,0,108,2.09,50,99,70,0.14,3.34,6.61,4.67,359.0,592.0,37.75,636.0,1071.0,37.26,483.0,804.0,37.53,29.95,51.38,36.83,23,2,0,725000,0.0091194968553459
Scott Harrington,25,D,73,2,15,17,6,23,3.3,2,0,0,0,15,0,0,54,3.7,952,783,81,73,0,0,0.0,188,0,54,2.78,54,112,85,0.18,3.4,7.06,5.35,464.0,507.0,47.79,805.0,948.0,45.92,627.0,705.0,47.07,36.75,42.35,46.46,24,2,0,675000,0.0084905660377358
Ryan Hartman,24,RW,83,12,14,26,1,74,2.1,12,0,0,2,14,0,0,145,8.3,1089,787,39,107,4,12,25.0,183,1,30,14.31,145,245,190,0.79,7.99,13.5,10.47,556.0,581.0,48.9,1003.0,1000.0,50.07,733.0,778.0,48.51,44.77,50.18,47.15,23,1,0,875000,0.0110062893081761
Garnet Hathaway,27,RW,76,11,8,19,14,56,2.0,9,0,2,5,8,0,0,77,14.3,800,632,36,200,7,8,46.7,191,1,300,9.11,77,136,108,0.68,5.77,10.19,8.1,326.0,375.0,46.5,613.0,755.0,44.81,455.0,547.0,45.41,28.72,35.86,44.47,26,1,0,850000,0.010691823899371
John Hayden,23,C,54,3,2,5,-12,27,-0.6,3,0,0,0,2,0,0,42,7.1,495,550,23,97,7,22,24.1,191,1,74,4.9,42,90,67,0.59,5.09,10.92,8.13,207.0,275.0,42.95,421.0,469.0,47.3,287.0,359.0,44.43,18.91,22.14,46.07,23,2,0,750000,0.0094339622641509
Kevin Hayes,26,RW,71,19,36,55,-2,12,5.3,14,3,2,2,27,8,1,156,12.2,1298,1097,15,58,483,498,49.2,196,0,24,20.52,156,298,216,0.95,7.21,13.78,9.99,689.0,656.0,51.23,1243.0,1171.0,51.49,934.0,901.0,50.9,72.15,65.72,52.33,26,1,0,5175000,0.0650943396226415
Victor Hedman,28,D,70,12,42,54,24,44,8.9,10,2,0,4,18,23,1,182,6.6,1594,1366,97,59,0,1,0.0,198,0,2,11.01,182,328,254,0.41,6.85,12.35,9.56,896.0,809.0,52.55,1618.0,1397.0,53.67,1240.0,1063.0,53.84,89.73,68.01,56.88,25,8,1,7875000,0.0990566037735849
Tim Heed,28,D,37,2,11,13,9,10,2.5,1,1,0,0,9,2,0,41,4.9,532,862,31,16,0,0,0.0,180,1,132,1.63,41,92,57,0.18,4.63,10.38,6.43,262.0,232.0,53.04,539.0,439.0,55.11,388.0,320.0,54.8,26.76,21.99,54.89,26,2,0,650000,0.0081761006289308
Darren Helm,32,C,61,7,10,17,-11,20,0.5,6,0,1,0,7,0,3,107,6.5,889,875,26,50,16,20,44.4,183,0,132,9.94,107,191,145,0.67,7.22,12.89,9.77,404.0,562.0,41.82,736.0,984.0,42.79,554.0,748.0,42.55,32.81,52.18,38.6,29,5,1,3850000,0.0484276729559748
Adam Henrique,28,C,82,18,24,42,-5,24,4.0,10,8,0,3,18,5,1,122,14.8,1349,987,71,78,571,511,52.8,183,0,82,17.02,122,224,190,0.76,5.43,9.96,8.44,642.0,658.0,49.38,1248.0,1268.0,49.6,940.0,953.0,49.66,66.79,64.52,50.86,23,6,0,4000000,0.050314465408805
Thomas Hickey,29,D,40,0,4,4,5,33,1.6,0,0,0,0,3,0,1,47,0.0,740,1110,71,40,0,0,0.0,183,0,4,1.5,47,110,70,0.12,3.81,8.92,5.67,305.0,412.0,42.54,578.0,778.0,42.63,426.0,556.0,43.38,30.38,38.59,44.05,29,4,1,2500000,0.0314465408805031
Vinnie Hinostroza,24,C,72,16,23,39,-4,14,4.2,13,3,0,3,21,2,0,152,10.5,1099,916,41,69,39,64,37.9,175,1,169,16.68,152,264,196,0.91,8.3,14.41,10.7,575.0,533.0,51.9,1121.0,978.0,53.41,809.0,722.0,52.84,55.95,45.44,55.18,24,2,0,1500000,0.0188679245283018
Niklas Hjalmarsson,31,D,82,0,10,10,8,44,4.2,0,0,0,0,8,0,2,57,0.0,1615,1182,187,45,0,0,0.0,191,0,108,1.82,57,109,75,0.07,2.12,4.05,2.79,716.0,836.0,46.13,1276.0,1658.0,43.49,982.0,1169.0,45.65,63.91,76.54,45.5,27,5,1,4100000,0.0515723270440251
Mike Hoffman,29,C,82,36,34,70,-24,30,7.3,19,17,0,6,16,18,0,253,14.2,1463,1070,26,42,13,25,34.2,183,0,130,22.06,253,441,333,0.9,10.38,18.09,13.66,920.0,672.0,57.79,1642.0,1212.0,57.53,1255.0,919.0,57.73,85.83,74.61,53.5,26,4,0,5187500,0.065251572327044
Nick Holden,31,D,61,3,12,15,5,14,3.2,3,0,0,0,10,0,2,77,3.9,1116,1098,76,104,0,0,0.0,193,0,300,3.44,78,189,124,0.18,4.19,10.16,6.67,585.0,535.0,52.23,1119.0,976.0,53.41,818.0,720.0,53.19,52.18,49.46,51.34,31,2,1,2200000,0.0276729559748427
Korbinian Holzer,30,D,22,1,3,4,5,8,1.4,1,0,0,0,3,0,0,15,6.7,353,964,38,61,0,0,0.0,191,1,111,0.69,15,33,22,0.12,2.54,5.6,3.73,138.0,203.0,40.47,263.0,380.0,40.9,205.0,287.0,41.67,12.53,20.25,38.22,29,2,1,900000,0.0113207547169811
Patric Hörnqvist,32,RW,69,18,19,37,-3,26,3.6,12,6,0,2,13,6,0,197,9.1,1068,929,34,150,9,9,50.0,180,1,230,23.55,197,302,250,1.32,11.07,16.97,14.05,673.0,517.0,56.55,1209.0,929.0,56.55,887.0,680.0,56.6,70.0,43.13,61.88,31,5,1,5300000,0.0666666666666666
Bo Horvat,23,C,82,27,34,61,-4,33,6.2,18,7,2,3,22,11,1,227,11.9,1709,1250,63,62,1083,935,53.7,183,0,9,26.38,227,355,292,0.93,7.98,12.47,10.26,956.0,821.0,53.8,1829.0,1503.0,54.89,1354.0,1111.0,54.93,92.38,75.64,54.98,22,6,0,5500000,0.0691823899371069
Jonathan Huberdeau,25,C,82,30,62,92,-14,40,9.1,19,11,0,5,39,23,0,226,13.3,1546,1131,45,57,12,7,63.2,185,0,3,25.74,226,358,299,1.0,8.77,13.89,11.6,1025.0,725.0,58.57,1786.0,1276.0,58.33,1385.0,997.0,58.14,96.47,78.17,55.24,24,6,0,5900000,0.0742138364779874
Charles Hudon,24,LW,32,3,2,5,-9,16,-0.2,3,0,0,0,1,1,0,50,6.0,374,700,9,73,4,5,44.4,178,0,122,5.19,50,87,68,0.83,8.02,13.97,10.92,203.0,179.0,53.14,400.0,350.0,53.33,288.0,249.0,53.63,16.54,15.8,51.14,22,2,0,650000,0.0081761006289308
Brad Hunt,30,D,42,5,7,12,-2,8,2.4,1,4,0,1,3,4,0,75,6.7,625,893,28,18,0,0,0.0,175,0,300,3.72,75,140,103,0.36,7.2,13.43,9.88,399.0,254.0,61.1,714.0,461.0,60.77,536.0,351.0,60.43,33.29,20.32,62.09,28,2,1,650000,0.0081761006289308
Ben Hutton,25,D,69,5,15,20,-23,43,2.7,4,1,0,1,7,7,1,114,4.4,1543,1341,102,55,0,0,0.0,188,0,147,4.37,114,255,156,0.17,4.43,9.92,6.07,753.0,888.0,45.89,1387.0,1591.0,46.57,1032.0,1218.0,45.87,62.7,79.88,43.98,24,2,0,2800000,0.0352201257861635
Zach Hyman,26,C,71,21,20,41,16,65,4.5,20,0,1,4,20,0,0,144,14.6,1227,1037,39,102,112,126,47.1,185,1,123,23.71,145,242,196,1.15,7.09,11.84,9.59,670.0,773.0,46.43,1297.0,1403.0,48.04,941.0,1076.0,46.65,71.47,71.7,49.92,25,4,0,2250000,0.0283018867924528
Matt Irwin,31,D,44,1,6,7,5,38,1.7,1,0,0,0,6,0,0,50,2.0,497,678,37,80,0,0,0.0,185,0,300,1.27,50,112,72,0.15,6.04,13.52,8.69,262.0,245.0,51.68,484.0,449.0,51.88,359.0,321.0,52.79,17.97,19.17,48.38,30,2,1,675000,0.0084905660377358
Mark Jankowski,24,C,79,14,18,32,6,12,2.9,9,0,5,1,15,0,3,99,14.1,1004,762,56,30,426,394,52.0,193,0,21,10.87,99,194,153,0.65,5.92,11.59,9.14,436.0,487.0,47.24,856.0,965.0,47.01,626.0,694.0,47.42,38.75,42.74,47.55,23,2,0,1675000,0.0210691823899371
Mattias Janmark,26,C,81,6,19,25,-4,24,1.3,6,0,0,0,17,1,1,105,5.7,1233,913,44,28,10,16,38.5,185,0,79,11.75,105,176,141,0.56,5.11,8.57,6.86,545.0,632.0,46.3,1004.0,1191.0,45.74,746.0,883.0,45.79,48.87,55.28,46.92,25,1,0,2300000,0.0289308176100628
Calle Järnkrok,27,C,79,10,16,26,13,12,2.1,8,1,1,1,15,1,0,106,9.4,1219,926,22,56,166,165,50.2,180,1,51,10.9,106,196,145,0.54,5.22,9.65,7.14,575.0,629.0,47.76,1080.0,1148.0,48.47,799.0,872.0,47.82,46.6,58.24,44.45,24,6,0,2000000,0.0251572327044025
Boone Jenner,25,C,77,16,22,38,6,42,3.6,14,1,1,3,20,2,0,170,9.4,1314,1024,70,158,626,531,54.1,188,0,37,17.28,170,283,236,0.79,7.76,12.92,10.78,673.0,694.0,49.23,1205.0,1280.0,48.49,942.0,945.0,49.92,65.77,60.52,52.08,25,4,0,3750000,0.0471698113207547
Nick Jensen,28,D,80,2,18,20,4,21,3.8,2,0,0,0,17,0,1,94,2.1,1588,1191,105,82,0,0,0.0,185,1,150,3.1,94,192,130,0.12,3.55,7.25,4.91,699.0,808.0,46.38,1270.0,1558.0,44.91,962.0,1159.0,45.36,57.66,76.7,42.91,26,2,1,812500,0.0102201257861635
Ryan Johansen,26,C,80,14,50,64,7,42,5.6,13,0,1,6,33,16,1,136,10.3,1564,1173,23,95,782,679,53.5,191,1,4,15.74,136,225,174,0.6,5.22,8.63,6.67,977.0,792.0,55.23,1826.0,1346.0,57.57,1366.0,1081.0,55.82,103.58,83.29,55.43,24,8,0,8000000,0.10062893081761
Marcus Johansson,28,C,58,13,17,30,-16,8,2.5,11,2,0,1,10,7,0,115,11.3,924,955,24,28,16,34,32.0,185,0,24,11.7,115,187,149,0.76,7.47,12.15,9.68,554.0,456.0,54.85,941.0,819.0,53.47,721.0,630.0,53.37,48.54,43.03,53.01,25,3,0,4583333,0.0576519874213836
Erik Johnson,30,D,80,7,18,25,8,38,5.1,7,0,0,1,18,0,0,144,4.9,1745,1309,143,124,0,0,0.0,193,1,1,6.31,144,283,190,0.22,4.95,9.73,6.53,830.0,1042.0,44.34,1479.0,1958.0,43.03,1091.0,1435.0,43.19,72.75,91.41,44.32,28,7,1,6000000,0.0754716981132075
Jack Johnson,32,D,82,1,12,13,-4,41,1.8,0,1,0,0,9,1,2,86,1.2,1581,1157,147,233,0,0,0.0,185,0,3,3.43,86,212,126,0.13,3.26,8.05,4.78,715.0,994.0,41.84,1328.0,1806.0,42.37,989.0,1348.0,42.32,62.91,84.44,42.69,31,5,1,3250000,0.040880503144654
Tyler Johnson,28,C,80,29,18,47,15,28,5.7,27,1,1,4,11,7,0,163,17.8,1276,957,32,50,230,243,48.6,173,1,300,19.66,163,268,220,0.92,7.67,12.6,10.35,758.0,707.0,51.74,1328.0,1221.0,52.1,1033.0,946.0,52.2,72.58,61.08,54.3,26,7,0,5000000,0.0628930817610062
Seth Jones,24,D,75,9,37,46,1,28,7.5,9,0,0,4,24,10,3,184,4.9,1937,1549,133,106,0,0,0.0,193,1,4,10.25,184,377,277,0.32,5.7,11.68,8.58,1034.0,970.0,51.6,1843.0,1731.0,51.57,1433.0,1315.0,52.15,97.15,101.05,49.02,21,6,0,5400000,0.0679245283018867
Roman Josi,28,D,82,15,41,56,9,42,9.9,13,2,0,4,30,10,1,274,5.5,2064,1510,144,53,0,1,0.0,185,0,38,17.57,274,508,364,0.51,7.97,14.77,10.58,1161.0,1066.0,52.13,2125.0,1966.0,51.94,1603.0,1493.0,51.78,107.41,107.26,50.03,23,7,0,4000000,0.050314465408805
Nazem Kadri,28,C,73,16,28,44,-2,43,3.7,12,4,0,5,19,9,0,184,8.7,1182,971,13,85,403,327,55.2,183,0,7,22.93,184,366,287,1.15,9.34,18.57,14.57,771.0,588.0,56.73,1544.0,1018.0,60.27,1147.0,822.0,58.25,85.36,56.0,60.38,25,6,0,4500000,0.0566037735849056
Evander Kane,27,LW,75,30,26,56,-4,153,5.8,24,5,1,1,19,6,1,268,11.2,1381,1105,25,173,92,120,43.4,188,0,4,27.17,268,446,351,1.18,11.65,19.38,15.25,823.0,615.0,57.23,1508.0,1115.0,57.49,1131.0,842.0,57.32,82.36,64.91,55.92,26,7,1,7000000,0.0880503144654088
Patrick Kane,30,RW,81,44,66,110,2,22,11.8,35,9,0,7,45,21,0,341,12.9,1822,1349,18,21,1,4,20.0,178,0,1,34.21,341,598,454,1.12,11.23,19.7,14.96,1104.0,964.0,53.38,2049.0,1613.0,55.95,1499.0,1251.0,54.51,108.56,97.87,52.59,26,8,1,10500000,0.1320754716981132
Erik Karlsson,28,D,53,3,42,45,6,22,6.0,1,2,0,1,24,18,0,169,1.8,1298,1469,69,44,1,1,50.0,183,1,15,7.56,169,389,250,0.35,7.81,17.98,11.56,838.0,583.0,58.97,1555.0,1027.0,60.22,1166.0,786.0,59.73,83.7,60.82,57.92,22,7,0,6500000,0.0817610062893081
Melker Karlsson,28,C,79,12,4,16,-1,26,1.0,12,0,0,2,4,0,0,79,15.2,908,690,39,67,14,12,53.8,183,1,300,8.24,79,128,107,0.54,5.22,8.44,7.07,364.0,429.0,45.9,730.0,848.0,46.26,532.0,598.0,47.08,29.39,42.77,40.72,26,3,0,2000000,0.0251572327044025
William Karlsson,26,C,82,24,32,56,1,16,5.7,16,7,1,5,23,7,2,169,14.2,1545,1131,55,51,588,646,47.6,183,0,53,20.88,169,316,244,0.81,6.56,12.27,9.47,944.0,708.0,57.14,1728.0,1323.0,56.64,1305.0,966.0,57.46,93.48,67.56,58.04,25,1,0,5250000,0.0660377358490566
Zack Kassian,28,RW,79,15,11,26,-6,102,2.0,14,0,1,3,11,0,0,111,13.5,1169,888,15,191,0,6,0.0,191,1,13,13.54,111,170,138,0.69,5.7,8.72,7.08,541.0,656.0,45.2,985.0,1150.0,46.14,734.0,892.0,45.14,47.18,62.17,43.15,26,3,0,1950000,0.0245283018867924
Duncan Keith,35,D,82,6,34,40,13,70,6.0,6,0,0,1,30,3,1,141,4.3,1887,1381,144,42,0,0,0.0,185,0,54,6.05,141,282,187,0.19,4.48,8.96,5.94,1036.0,1113.0,48.21,1778.0,1915.0,48.15,1328.0,1498.0,46.99,84.85,111.59,43.19,26,13,0,5538462,0.0696661886792452
Michal Kempný,28,D,71,6,19,25,24,60,5.3,6,0,0,3,19,0,0,111,5.4,1362,1151,135,84,0,0,0.0,185,0,300,3.58,111,232,158,0.16,4.88,10.22,6.96,686.0,769.0,47.15,1326.0,1441.0,47.92,992.0,1080.0,47.88,66.62,72.02,48.05,27,4,1,2500000,0.0314465408805031
Ryan Kesler,34,C,60,5,3,8,-19,44,-0.8,4,1,0,1,1,2,0,86,5.8,990,990,56,93,582,463,55.7,188,1,23,9.19,86,149,123,0.56,5.21,9.02,7.46,465.0,638.0,42.16,851.0,1147.0,42.59,649.0,877.0,42.53,38.54,67.14,36.47,31,6,1,6875000,0.0864779874213836
Phil Kessel,31,RW,82,27,55,82,-19,28,7.7,15,12,0,10,31,24,0,215,12.6,1474,1079,18,12,4,5,44.4,183,1,5,24.47,215,370,281,1.0,8.75,15.06,11.44,899.0,771.0,53.83,1570.0,1342.0,53.91,1185.0,1027.0,53.57,91.55,70.45,56.51,25,8,1,8000000,0.10062893081761
Jujhar Khaira,24,LW,60,3,15,18,-12,43,0.4,2,0,1,0,14,0,1,64,4.7,754,754,33,123,55,71,43.7,193,0,63,6.21,64,106,84,0.49,5.09,8.43,6.68,304.0,391.0,43.74,575.0,724.0,44.26,411.0,532.0,43.58,24.97,35.52,41.28,22,2,0,675000,0.0084905660377358
Alex Killorn,29,C,82,18,22,40,22,45,4.3,15,2,1,2,18,3,1,153,11.8,1220,892,23,88,2,8,20.0,185,0,77,16.3,153,287,213,0.8,7.53,14.12,10.48,623.0,603.0,50.82,1159.0,1065.0,52.11,856.0,808.0,51.44,59.32,49.43,54.55,26,7,0,4450000,0.0559748427672956
Bogdan Kiselevich,28,D,32,0,8,8,-3,12,1.0,0,0,0,0,8,0,0,14,0.0,475,891,21,49,0,0,0.0,183,0,300,0.5,14,42,23,0.06,1.77,5.3,2.9,236.0,225.0,51.19,436.0,419.0,50.99,321.0,310.0,50.87,16.87,16.45,50.63,28,1,1,925000,0.0116352201257861
Oscar Klefbom,25,D,61,5,23,28,-11,16,3.9,4,1,0,2,13,10,0,167,3.0,1463,1439,102,44,0,0,0.0,191,0,19,7.79,167,331,227,0.32,6.85,13.58,9.31,803.0,741.0,52.01,1439.0,1322.0,52.12,1099.0,998.0,52.41,74.44,72.18,50.77,22,7,0,4167000,0.0524150943396226
John Klingberg,26,D,64,10,35,45,6,12,8.5,5,5,0,5,20,15,0,153,6.5,1570,1472,77,42,0,0,0.0,191,1,131,7.84,153,345,218,0.3,5.85,13.19,8.33,968.0,775.0,55.54,1756.0,1413.0,55.41,1284.0,1067.0,54.62,89.19,73.37,54.87,22,7,0,4250000,0.0534591194968553
Slater Koekkoek,24,D,31,2,4,6,4,14,1.2,2,0,0,0,4,0,0,36,5.6,491,950,48,54,0,0,0.0,188,0,10,1.21,36,69,46,0.15,4.4,8.44,5.62,245.0,289.0,45.88,443.0,513.0,46.34,328.0,376.0,46.59,19.39,26.21,42.53,24,1,0,865000,0.010880503144654
Leo Komarov,32,C,82,6,20,26,18,42,2.1,6,0,0,1,20,0,0,78,7.7,1139,833,38,203,84,100,45.7,180,0,180,9.28,78,142,117,0.49,4.11,7.48,6.16,454.0,653.0,41.01,834.0,1264.0,39.75,614.0,910.0,40.29,41.09,57.46,41.69,31,4,1,3000000,0.0377358490566037
Chris Kreider,27,C,79,28,24,52,4,57,6.0,21,7,0,2,19,5,0,201,13.9,1375,1044,49,159,27,45,37.5,191,0,19,26.4,201,323,279,1.14,8.77,14.09,12.17,804.0,641.0,55.64,1444.0,1167.0,55.3,1110.0,872.0,56.0,83.24,61.05,57.69,25,4,0,4625000,0.0581761006289308
Niklas Kronwall,38,D,79,3,24,27,-5,40,4.2,2,1,0,0,17,7,0,71,4.2,1576,1197,96,84,0,0,0.0,183,0,29,2.98,71,124,86,0.11,2.7,4.72,3.27,795.0,804.0,49.72,1405.0,1439.0,49.4,1083.0,1111.0,49.36,68.98,77.12,47.22,31,7,1,4750000,0.0597484276729559
Torey Krug,27,D,64,6,47,53,-2,33,7.1,4,2,0,2,19,28,0,151,4.0,1363,1278,60,53,0,0,0.0,175,0,300,7.64,151,318,225,0.34,6.65,14.0,9.91,862.0,648.0,57.09,1599.0,1067.0,59.98,1217.0,835.0,59.31,79.94,61.6,56.48,25,4,0,5250000,0.0660377358490566
Marcus Krüger,28,C,74,4,8,12,-2,30,0.0,4,0,0,2,7,0,1,74,5.4,771,625,34,51,188,203,48.1,183,0,149,6.15,74,98,89,0.48,5.76,7.63,6.93,324.0,447.0,42.02,542.0,814.0,39.97,413.0,598.0,40.85,23.53,41.68,36.08,26,3,0,3083333,0.0387840628930817
Nikita Kucherov,25,RW,82,41,87,128,24,62,14.6,26,15,0,8,54,33,0,246,16.7,1637,1198,31,44,0,3,0.0,180,0,58,24.88,246,499,363,0.91,9.02,18.29,13.3,1078.0,798.0,57.46,1926.0,1381.0,58.24,1479.0,1066.0,58.11,109.75,72.44,60.24,23,3,0,4766667,0.0599580754716981
Tom Kühnhackl,27,RW,36,4,5,9,1,10,0.6,4,0,0,0,4,0,1,30,13.3,457,761,41,48,0,2,0.0,188,0,110,3.23,30,57,43,0.42,3.94,7.49,5.65,183.0,260.0,41.31,369.0,515.0,41.74,247.0,350.0,41.37,14.6,23.09,38.74,26,1,1,700000,0.0088050314465408
Dean Kukan,25,D,25,0,5,5,6,6,1.3,0,0,0,0,5,0,0,16,0.0,337,808,21,16,0,0,0.0,188,0,300,0.64,16,36,21,0.11,2.85,6.42,3.74,171.0,143.0,54.46,299.0,261.0,53.39,234.0,196.0,54.42,14.76,11.0,57.3,24,2,0,725000,0.0091194968553459
Brett Kulak,25,D,57,6,11,17,12,31,3.9,5,0,1,3,11,0,0,102,5.9,1017,1071,64,107,0,0,0.0,188,0,105,3.94,102,203,137,0.23,6.02,11.98,8.08,624.0,487.0,56.17,1131.0,916.0,55.25,827.0,670.0,55.24,44.27,39.54,52.82,24,1,0,900000,0.0113207547169811
Dmitry Kulikov,28,D,57,0,6,6,4,47,1.4,0,0,0,0,6,0,0,40,0.0,893,940,71,88,0,0,0.0,185,0,14,1.5,40,96,63,0.1,2.69,6.45,4.23,414.0,528.0,43.95,754.0,945.0,44.38,571.0,725.0,44.06,34.15,43.19,44.16,26,3,1,4333333,0.0545073333333333
Sean Kuraly,26,C,71,8,13,21,6,38,1.6,8,0,0,3,13,0,0,134,6.0,978,826,35,129,285,245,53.8,188,0,133,10.13,134,209,163,0.62,8.22,12.82,10.0,481.0,497.0,49.18,803.0,956.0,45.65,630.0,714.0,46.88,38.46,44.36,46.44,25,3,0,1275000,0.0160377358490566
Evgeny Kuznetsov,26,C,76,21,51,72,7,50,6.8,13,8,0,3,36,15,0,193,10.9,1428,1127,20,46,396,627,38.7,188,0,26,23.26,193,335,280,0.98,8.11,14.07,11.76,852.0,713.0,54.44,1593.0,1276.0,55.52,1245.0,991.0,55.68,92.96,74.28,55.58,25,8,0,7800000,0.0981132075471698
Andrew Ladd,33,LW,26,3,8,11,3,16,1.0,3,0,0,0,7,0,1,34,8.8,360,831,8,37,2,3,40.0,191,0,4,3.01,34,55,42,0.5,5.67,9.17,7.0,153.0,179.0,46.08,301.0,348.0,46.38,214.0,255.0,45.63,14.17,16.11,46.8,30,7,1,5500000,0.0691823899371069
Gabriel Landeskog,26,LW,73,34,41,75,17,51,9.0,24,10,0,9,24,17,0,243,14.0,1544,1269,64,120,360,333,51.9,185,0,2,27.0,243,363,320,1.05,9.44,14.11,12.44,996.0,713.0,58.28,1765.0,1277.0,58.02,1303.0,955.0,57.71,92.19,68.04,57.54,20,7,0,5571429,0.0700808679245283
Dylan Larkin,22,C,76,32,41,73,-6,75,7.5,23,7,2,4,32,8,1,287,11.1,1660,1311,38,80,865,722,54.5,185,0,15,28.42,287,494,382,1.03,10.37,17.86,13.81,987.0,841.0,53.99,1799.0,1476.0,54.93,1368.0,1154.0,54.24,93.45,90.53,50.79,21,5,0,6100000,0.0767295597484276
Adam Larsson,26,D,82,3,17,20,-28,44,1.8,3,0,0,0,16,0,1,117,2.6,1773,1297,128,256,0,0,0.0,191,1,4,3.93,117,244,170,0.13,3.96,8.26,5.75,819.0,978.0,45.58,1508.0,1729.0,46.59,1130.0,1322.0,46.08,69.54,90.16,43.54,22,6,0,4166666,0.052410893081761
Johan Larsson,26,LW,73,6,8,14,-8,37,0.1,5,0,1,0,8,0,0,79,7.6,1043,858,44,112,503,490,50.7,180,0,56,8.16,79,160,124,0.47,4.54,9.19,7.13,422.0,581.0,42.07,787.0,1039.0,43.1,590.0,801.0,42.42,31.74,50.59,38.54,24,2,0,1475000,0.0185534591194968
Scott Laughton,24,C,82,12,20,32,-11,53,1.9,12,0,0,1,18,0,2,130,9.2,1218,891,46,146,344,291,54.2,185,0,20,15.54,130,211,173,0.77,6.4,10.4,8.52,521.0,731.0,41.61,916.0,1385.0,39.81,700.0,1010.0,40.94,49.66,68.58,42.0,23,2,0,962500,0.0121069182389937
Nick Leddy,27,D,82,4,22,26,0,18,5.0,4,0,0,0,12,10,0,116,3.4,1767,1293,89,77,0,0,0.0,183,0,16,6.51,116,260,170,0.22,3.94,8.83,5.77,898.0,921.0,49.37,1613.0,1662.0,49.25,1227.0,1261.0,49.32,88.26,78.52,52.92,23,7,0,5500000,0.0691823899371069
Anders Lee,28,LW,82,28,23,51,20,58,6.5,18,10,0,5,17,6,0,204,13.7,1401,1025,51,103,75,80,48.4,191,0,152,29.87,204,332,283,1.28,8.74,14.22,12.12,822.0,654.0,55.69,1492.0,1196.0,55.51,1126.0,909.0,55.33,89.88,59.25,60.27,24,4,0,3750000,0.0471698113207547
Jori Lehterä,31,C,27,1,2,3,-7,33,-0.3,1,0,0,0,2,0,0,17,5.9,246,547,7,29,79,67,54.1,188,0,65,1.18,17,23,18,0.28,4.15,5.61,4.38,93.0,133.0,41.15,171.0,252.0,40.43,130.0,186.0,41.14,8.52,12.62,40.29,27,3,0,4700000,0.0591194968553459
Brendan Leipsic,24,LW,62,7,16,23,-14,24,1.3,6,1,0,1,13,3,0,92,7.6,855,827,28,56,7,6,53.8,180,0,89,8.11,92,158,127,0.56,6.46,11.09,8.92,424.0,374.0,53.13,779.0,768.0,50.36,598.0,586.0,50.51,35.22,34.26,50.7,23,2,0,650000,0.0081761006289308
