player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,SIGNING AGE,LENGTH,SIGNING,CAP HIT,CAP_HIT_%
Barclay Goodrow,27,RW,55,6,14,20,16,52,2.0,6,0,0,1,14,0,0,72,8.3,832,907,27,111,162,162,50.0,188,0,300,8.27,72,104,90,0.6,5.19,7.5,6.49,416.0,414.0,50.12,687.0,731.0,48.45,547.0,555.0,49.64,35.68,37.28,48.9,26,2,0,925000,0.0113496932515337
Shayne Gostisbehere,27,D,41,9,11,20,-2,6,3.4,4,5,0,0,7,4,0,85,10.6,818,1196,47,18,0,0,0.0,180,0,78,4.8,85,189,127,0.35,6.24,13.87,9.32,468.0,355.0,56.87,848.0,633.0,57.26,637.0,484.0,56.82,42.13,31.3,57.37,24,6,0,4500000,0.0552147239263803
Yanni Gourde,29,C,56,17,19,36,10,44,4.3,15,2,0,4,15,4,0,118,14.4,956,1024,21,51,316,333,48.7,175,0,300,15.33,118,182,151,0.96,7.41,11.43,9.48,537.0,423.0,55.94,919.0,720.0,56.07,718.0,553.0,56.49,50.2,35.56,58.54,27,6,1,5166666,0.0633946748466257
Mikael Granlund,28,C,51,13,14,27,-1,14,2.6,8,5,0,1,12,2,0,74,17.6,992,1168,42,46,243,226,51.8,178,0,9,10.3,74,134,107,0.62,4.48,8.11,6.47,494.0,556.0,47.05,891.0,933.0,48.85,682.0,717.0,48.75,44.8,54.22,45.24,28,1,1,3750000,0.0460122699386503
Derek Grant,30,C,46,6,9,15,-4,25,1.1,5,0,1,1,9,0,0,66,9.1,670,874,40,65,289,277,51.1,191,0,119,5.75,66,122,97,0.51,5.91,10.93,8.69,239.0,423.0,36.1,458.0,789.0,36.72,342.0,579.0,37.13,19.21,38.19,33.47,30,3,1,1500000,0.0184049079754601
Ryan Graves,25,D,54,2,13,15,15,55,3.6,2,0,0,0,13,0,0,101,2.0,1029,1143,91,77,0,0,0.0,196,0,110,3.43,99,220,140,0.21,5.97,13.28,8.44,479.0,519.0,48.0,894.0,968.0,48.01,654.0,715.0,47.77,38.42,46.27,45.37,25,3,0,3166667,0.0388548098159509
Jordan Greenway,23,LW,56,6,26,32,5,49,2.5,6,0,0,0,25,1,0,80,7.5,885,948,28,87,16,17,48.5,198,0,50,7.39,78,138,108,0.52,5.48,9.69,7.59,368.0,440.0,45.54,625.0,858.0,42.14,492.0,636.0,43.62,32.94,34.83,48.61,23,2,0,2100000,0.0257668711656441
Mikhail Grigorenko,26,C,32,4,8,12,-2,6,0.9,4,0,0,1,8,0,0,36,11.1,440,825,17,14,9,15,37.5,191,0,12,4.01,36,68,53,0.55,4.91,9.27,7.23,214.0,252.0,45.92,369.0,422.0,46.65,292.0,331.0,46.87,15.91,17.84,47.14,26,1,1,1200000,0.014723926380368
Rocco Grimaldi,27,C,40,10,3,13,-3,4,1.5,9,0,1,2,3,0,0,62,16.1,513,769,9,20,0,2,0.0,168,1,33,5.69,62,112,94,0.67,7.26,13.11,11.0,241.0,285.0,45.82,450.0,458.0,49.56,346.0,362.0,48.87,17.89,22.56,44.23,27,2,1,2000000,0.0245398773006134
Matt Grzelcyk,27,D,37,5,15,20,11,22,4.3,4,1,0,1,9,6,0,80,6.3,731,1185,34,19,0,0,0.0,175,0,85,2.63,80,126,97,0.22,6.57,10.35,7.97,492.0,275.0,64.15,833.0,502.0,62.4,662.0,386.0,63.17,38.42,22.28,63.29,26,4,0,3687500,0.0452453987730061
Radko Gudas,30,D,54,2,9,11,6,40,2.4,2,0,0,1,9,0,0,84,2.4,949,1054,72,250,0,0,0.0,183,1,66,2.48,84,167,114,0.16,5.31,10.56,7.21,512.0,527.0,49.28,837.0,893.0,48.38,658.0,685.0,48.99,41.75,42.44,49.59,30,3,1,2500000,0.0306748466257668
Erik Gudbranson,29,D,45,1,3,4,-12,59,0.3,1,0,0,1,3,0,0,58,1.7,806,1075,64,111,0,0,0.0,196,1,3,1.79,58,121,77,0.13,4.32,9.01,5.73,373.0,506.0,42.43,671.0,871.0,43.51,512.0,680.0,42.95,29.8,46.47,39.07,26,3,1,4000000,0.0490797546012269
Jake Guentzel,26,C,56,23,34,57,7,28,6.3,17,6,0,7,21,12,1,141,16.3,1135,1216,32,43,3,9,25.0,180,0,77,20.46,141,238,184,1.08,7.45,12.58,9.73,669.0,534.0,55.61,1184.0,898.0,56.87,901.0,709.0,55.96,67.84,50.71,57.23,24,5,0,6000000,0.0736196319018405
Denis Gurianov,23,RW,55,12,18,30,0,21,3.0,8,4,0,2,14,4,0,130,9.2,872,951,12,63,0,1,0.0,191,0,12,12.8,130,251,181,0.88,8.94,17.27,12.46,475.0,370.0,56.21,884.0,675.0,56.7,659.0,522.0,55.8,41.74,31.01,57.37,23,2,0,2550000,0.0312883435582822
Nikita Gusev,28,LW,31,4,6,10,-12,2,0.2,4,0,0,0,4,2,0,72,5.6,445,861,1,4,0,0,0.0,175,1,202,5.98,72,117,91,0.81,9.71,15.78,12.27,288.0,180.0,61.54,502.0,293.0,63.14,388.0,228.0,62.99,25.48,16.13,61.24,26,2,0,4500000,0.0552147239263803
Nikita Gusev,28,LW,31,4,6,10,-12,2,0.2,4,0,0,0,4,2,0,72,5.6,445,861,1,4,0,0,0.0,175,1,202,5.98,72,117,91,0.81,9.71,15.78,12.27,288.0,180.0,61.54,502.0,293.0,63.14,388.0,228.0,62.99,25.48,16.13,61.24,27,1,1,1000000,0.0122699386503067
Erik Gustafsson,28,D,29,1,11,12,-1,0,1.6,1,0,0,0,6,5,0,33,3.0,485,1003,21,21,0,0,0.0,183,0,93,1.35,31,86,51,0.17,3.99,11.07,6.56,208.0,186.0,52.79,420.0,323.0,56.53,298.0,255.0,53.89,20.26,17.75,53.3,28,1,1,3000000,0.0368098159509202
Carl Hagelin,32,LW,56,6,10,16,7,19,1.2,5,0,1,0,10,0,0,85,7.1,790,846,19,22,3,10,23.1,183,0,168,7.98,82,124,98,0.62,6.34,9.59,7.58,308.0,392.0,44.0,542.0,748.0,42.02,421.0,550.0,43.36,28.91,36.75,44.03,30,4,1,2750000,0.0337423312883435
Robert Hägg,25,D,34,2,3,5,-3,18,0.9,2,0,0,0,3,0,0,29,6.9,533,940,31,100,0,0,0.0,188,0,41,1.85,29,77,52,0.21,3.27,8.69,5.87,230.0,282.0,44.92,439.0,476.0,47.98,329.0,365.0,47.41,19.82,25.92,43.34,25,2,0,1600000,0.0196319018404908
Jani Hakanpää,28,D,57,2,2,4,4,35,2.2,2,0,0,1,1,0,1,54,3.7,1027,1081,83,215,0,0,0.0,196,1,104,2.31,54,122,80,0.14,3.15,7.13,4.67,389.0,497.0,43.91,757.0,963.0,44.01,546.0,700.0,43.82,33.99,48.36,41.28,28,1,1,750000,0.00920245398773
Taylor Hall,29,LW,53,10,23,33,-6,26,2.9,8,2,0,1,17,6,0,136,7.4,947,1072,15,34,7,10,41.2,185,0,1,13.18,136,236,185,0.84,8.61,14.96,11.73,567.0,397.0,58.82,1034.0,654.0,61.26,806.0,509.0,61.29,52.82,39.6,57.15,28,1,1,8000000,0.0981595092024539
Dougie Hamilton,27,D,55,10,32,42,20,35,8.2,7,2,1,2,16,16,0,180,5.6,1250,1363,64,52,0,0,0.0,198,1,9,9.36,180,362,253,0.45,8.64,17.38,12.15,787.0,568.0,58.08,1466.0,1012.0,59.16,1112.0,783.0,58.68,86.71,55.15,61.12,22,6,0,5750000,0.0705521472392638
Travis Hamonic,30,D,38,3,7,10,-3,39,1.9,3,0,0,0,7,0,0,79,3.8,736,1162,81,48,0,1,0.0,188,1,53,1.77,66,126,84,0.17,6.52,12.45,8.3,238.0,359.0,39.86,472.0,692.0,40.54,336.0,488.0,40.78,20.13,33.51,37.53,29,1,1,1250000,0.0153374233128834
Noah Hanifin,24,D,47,4,11,15,-2,18,2.8,4,0,0,1,8,3,0,89,4.5,941,1201,40,28,0,0,0.0,191,0,5,4.2,89,206,139,0.27,5.68,13.14,8.86,474.0,417.0,53.2,869.0,769.0,53.05,663.0,598.0,52.58,40.93,36.51,52.85,21,6,0,4950000,0.0607361963190184
Jansen Harkins,23,C,26,1,1,2,-2,4,-0.1,1,0,0,0,1,0,0,16,6.3,218,504,3,11,11,7,61.1,185,0,47,1.53,15,28,20,0.45,4.4,8.22,5.87,77.0,107.0,41.85,146.0,186.0,43.98,112.0,138.0,44.8,5.28,6.83,43.6,23,2,0,725000,0.0088957055214723
Ryan Hartman,26,RW,51,7,15,22,0,33,1.6,6,0,1,2,11,3,1,74,9.5,769,904,33,55,198,279,41.5,183,1,30,7.33,72,134,111,0.6,5.86,10.9,9.02,332.0,400.0,45.36,614.0,747.0,45.11,471.0,558.0,45.77,25.35,28.49,47.08,24,2,0,1900000,0.0233128834355828
Garnet Hathaway,29,RW,56,6,12,18,7,66,1.6,6,0,0,0,11,0,1,62,9.7,690,739,30,179,10,14,41.7,191,1,300,7.12,61,102,86,0.63,5.4,9.02,7.61,300.0,352.0,46.01,512.0,657.0,43.8,398.0,487.0,44.97,25.8,29.61,46.56,27,4,1,1500000,0.0184049079754601
Erik Haula,29,LW,51,9,12,21,4,14,2.0,6,1,2,2,10,2,0,85,10.6,816,960,23,63,270,220,55.1,183,0,182,12.05,85,143,122,0.89,6.25,10.52,8.97,376.0,450.0,45.52,683.0,760.0,47.33,520.0,580.0,47.27,34.24,41.32,45.31,29,1,1,1750000,0.0214723926380368
John Hayden,25,C,29,2,3,5,-4,37,0.2,2,0,0,2,3,0,0,21,9.5,285,589,16,84,4,9,30.8,191,1,74,1.51,21,38,28,0.32,4.43,8.01,5.9,97.0,135.0,41.81,201.0,266.0,43.04,149.0,187.0,44.35,6.82,11.16,37.93,25,1,1,750000,0.00920245398773
Kevin Hayes,28,RW,55,12,19,31,-2,22,2.5,9,3,0,2,13,6,0,127,9.4,964,1051,14,60,234,244,49.0,196,0,24,14.76,127,226,178,0.92,7.91,14.07,11.08,488.0,456.0,51.69,888.0,805.0,52.45,689.0,635.0,52.04,49.41,42.79,53.59,27,7,1,7142857,0.0876424171779141
Victor Hedman,30,D,54,9,36,45,5,28,7.3,8,1,0,2,13,23,0,136,6.6,1352,1503,73,51,0,0,0.0,198,0,2,7.81,136,316,207,0.35,6.03,14.02,9.18,722.0,619.0,53.84,1279.0,1037.0,55.22,980.0,805.0,54.9,68.72,58.97,53.82,25,8,1,7875000,0.0966257668711656
Danton Heinen,25,C,43,7,7,14,-9,0,0.9,6,1,0,1,7,0,0,76,9.2,635,886,30,32,1,6,14.3,185,0,116,8.47,76,139,104,0.8,7.18,13.14,9.83,269.0,327.0,45.13,546.0,592.0,47.98,410.0,454.0,47.45,22.85,30.92,42.5,23,2,0,2800000,0.0343558282208589
Darren Helm,34,C,47,3,5,8,-3,10,0.0,3,0,0,0,5,0,0,83,3.6,690,881,20,39,6,3,66.7,183,0,132,6.18,83,130,97,0.54,7.22,11.31,8.44,295.0,381.0,43.64,525.0,694.0,43.07,390.0,518.0,42.95,23.01,32.52,41.44,29,5,1,3850000,0.0472392638036809
Adam Henrique,30,C,45,12,9,21,-8,11,2.1,11,1,0,2,7,1,1,77,15.6,722,962,32,40,303,244,55.4,183,0,82,8.1,77,129,102,0.67,6.4,10.72,8.48,364.0,375.0,49.26,702.0,639.0,52.35,511.0,503.0,50.39,32.39,35.54,47.68,29,5,1,5825000,0.0714723926380368
Vinnie Hinostroza,26,C,26,4,8,12,0,8,1.1,4,0,0,0,8,0,0,33,12.1,319,736,3,37,3,17,15.0,175,1,169,3.18,33,53,40,0.6,6.21,9.97,7.52,159.0,174.0,47.75,267.0,281.0,48.72,201.0,223.0,47.41,11.95,13.98,46.09,26,1,1,1000000,0.0122699386503067
Roope Hintz,24,LW,41,15,28,43,13,4,5.3,9,6,0,1,16,12,0,92,16.3,748,1094,15,52,231,238,49.3,191,0,49,12.0,92,186,139,0.96,7.39,14.93,11.16,432.0,320.0,57.45,784.0,584.0,57.31,609.0,438.0,58.17,43.83,31.02,58.56,23,3,0,3150000,0.0386503067484662
Nico Hischier,22,C,21,6,5,11,-9,4,0.7,2,3,1,0,4,1,0,44,13.6,389,1111,20,11,203,158,56.2,185,0,1,5.14,44,77,62,0.79,6.79,11.88,9.57,193.0,192.0,50.13,375.0,351.0,51.65,267.0,273.0,49.44,17.89,18.36,49.35,21,7,0,7250000,0.0889570552147239
Niklas Hjalmarsson,33,D,41,0,5,5,-6,18,1.0,0,0,0,0,5,0,0,29,0.0,712,1042,69,15,0,0,0.0,191,0,108,1.01,29,67,48,0.09,2.44,5.65,4.05,261.0,381.0,40.65,486.0,759.0,39.04,375.0,559.0,40.15,24.04,38.95,38.15,32,2,1,5000000,0.0613496932515337
Mike Hoffman,31,C,52,17,19,36,2,10,4.1,10,7,0,3,9,10,0,113,15.0,783,904,12,29,6,3,66.7,183,0,130,8.25,110,180,134,0.66,8.77,14.36,10.69,409.0,317.0,56.34,729.0,593.0,55.14,534.0,450.0,54.27,34.14,29.66,53.51,30,1,1,4000000,0.0490797546012269
Nick Holden,33,D,17,0,2,2,3,2,0.6,0,0,0,0,2,0,0,23,0.0,269,951,20,28,0,0,0.0,193,0,300,1.54,23,46,32,0.34,5.12,10.25,7.13,134.0,124.0,51.94,263.0,233.0,53.02,189.0,168.0,52.94,12.95,12.11,51.68,33,2,1,1700000,0.0208588957055214
Justin Holl,29,D,55,2,18,20,16,25,3.9,2,0,0,1,17,0,1,57,3.5,1158,1264,84,82,0,0,0.0,193,1,54,2.22,50,108,74,0.12,2.67,5.77,3.95,502.0,570.0,46.83,889.0,1088.0,44.97,689.0,801.0,46.24,50.46,51.99,49.25,28,3,1,2000000,0.0245398773006134
Patric Hörnqvist,34,RW,44,14,18,32,-3,39,3.3,6,8,0,2,14,4,0,145,9.7,738,1007,23,80,2,12,14.3,180,1,230,16.29,145,200,180,1.32,11.78,16.25,14.63,514.0,282.0,64.56,865.0,473.0,64.65,666.0,370.0,64.29,48.12,27.87,63.32,31,5,1,5300000,0.0650306748466257
Bo Horvat,25,C,56,19,20,39,-6,23,4.2,11,7,1,3,16,4,0,131,14.5,1114,1193,38,64,648,577,52.9,183,0,9,14.67,114,204,161,0.89,6.91,12.36,9.75,579.0,489.0,54.21,1112.0,878.0,55.88,810.0,651.0,55.44,57.12,49.8,53.42,22,6,0,5500000,0.0674846625766871
Jonathan Huberdeau,27,LW,55,20,41,61,12,36,7.1,15,5,0,1,22,19,0,122,16.4,1013,1105,11,51,17,22,43.6,185,0,3,13.58,123,190,153,0.8,7.29,11.26,9.07,700.0,426.0,62.17,1145.0,677.0,62.84,915.0,538.0,62.97,68.28,38.56,63.91,24,6,0,5900000,0.0723926380368098
Ben Hutton,27,D,38,1,4,5,-13,11,0.4,1,0,0,0,4,0,0,54,1.9,701,1108,39,44,0,0,0.0,188,0,147,2.25,53,94,66,0.2,4.76,8.46,5.94,281.0,389.0,41.94,506.0,707.0,41.71,389.0,534.0,42.15,24.45,35.6,40.72,27,1,1,950000,0.0116564417177914
Zach Hyman,28,C,43,15,18,33,19,28,4.0,12,3,0,4,16,2,0,115,13.0,833,1162,21,69,18,37,32.7,185,1,123,16.48,115,183,151,1.19,8.28,13.19,10.88,444.0,388.0,53.37,797.0,737.0,51.96,616.0,538.0,53.38,51.2,36.86,58.14,25,4,0,2250000,0.0276073619631901
Alex Iafallo,27,C,55,13,17,30,-8,4,2.7,9,4,0,2,13,4,0,118,11.0,1094,1193,39,26,2,5,28.6,183,0,300,14.4,116,186,155,0.82,6.59,10.57,8.81,552.0,488.0,53.08,1032.0,885.0,53.83,772.0,674.0,53.39,53.51,50.49,51.45,25,2,0,2425000,0.0297546012269938
Matt Irwin,33,D,24,0,2,2,-10,19,0.0,0,0,0,0,2,0,0,27,0.0,390,975,43,56,0,0,0.0,185,0,300,0.77,27,46,36,0.12,4.15,7.08,5.54,162.0,250.0,39.32,281.0,437.0,39.14,223.0,341.0,39.54,12.45,21.68,36.47,32,1,1,700000,0.0085889570552147
Mark Jankowski,26,C,45,4,7,11,4,6,0.8,4,0,0,0,7,0,0,35,11.4,482,643,21,35,151,172,46.7,193,0,21,4.33,35,62,45,0.54,4.36,7.73,5.61,179.0,249.0,41.82,292.0,452.0,39.25,227.0,340.0,40.04,13.97,22.75,38.04,25,1,1,700000,0.0085889570552147
Mattias Janmark,28,C,56,11,13,24,-12,10,1.6,6,4,1,0,10,3,0,95,11.6,957,1026,14,26,21,44,32.3,185,0,79,11.17,94,146,120,0.71,6.01,9.33,7.67,438.0,497.0,46.84,781.0,892.0,46.68,583.0,681.0,46.12,40.24,45.84,46.75,27,1,1,2250000,0.0276073619631901
Calle Järnkrok,29,C,49,13,15,28,13,14,3.5,10,2,1,2,9,6,0,91,14.3,823,1008,15,30,41,54,43.2,180,1,51,8.65,91,133,114,0.63,6.63,9.69,8.31,384.0,437.0,46.77,656.0,730.0,47.33,527.0,566.0,48.22,33.89,33.11,50.58,24,6,0,2000000,0.0245398773006134
Boone Jenner,27,C,41,8,9,17,-9,6,1.1,6,1,1,0,9,0,0,79,10.1,738,1080,53,76,301,245,55.1,188,0,37,8.1,79,131,110,0.66,6.42,10.65,8.94,345.0,396.0,46.56,597.0,779.0,43.39,472.0,557.0,45.87,26.53,36.21,42.29,25,4,0,3750000,0.0460122699386503
Nick Jensen,30,D,53,2,12,14,5,14,2.5,2,0,0,0,12,0,0,60,3.3,917,1038,65,56,0,0,0.0,185,1,150,1.51,57,101,71,0.1,3.81,6.76,4.75,360.0,436.0,45.23,640.0,828.0,43.6,488.0,639.0,43.3,29.97,39.08,43.4,28,4,1,2500000,0.0306748466257668
Ryan Johansen,28,C,48,7,15,22,0,22,1.8,4,3,0,0,11,4,0,67,10.4,813,1017,16,43,424,398,51.6,191,1,4,8.44,67,105,87,0.62,4.94,7.75,6.42,487.0,366.0,57.09,854.0,656.0,56.56,660.0,499.0,56.95,40.59,35.36,53.44,24,8,0,8000000,0.0981595092024539
Marcus Johansson,30,C,36,6,8,14,-10,4,0.6,4,2,0,3,4,4,0,46,13.0,574,956,12,12,32,53,37.6,185,0,24,3.76,42,75,58,0.42,4.63,8.28,6.41,215.0,303.0,41.51,435.0,530.0,45.08,320.0,418.0,43.36,18.44,23.69,43.77,28,2,1,4500000,0.0552147239263803
Tyler Johnson,30,C,55,8,14,22,-1,16,1.8,6,2,0,1,13,1,0,77,10.4,752,820,15,63,170,140,54.8,173,1,300,8.11,77,123,103,0.65,6.14,9.8,8.21,367.0,304.0,54.69,673.0,540.0,55.48,516.0,408.0,55.84,30.6,24.2,55.84,26,7,0,5000000,0.0613496932515337
Andreas Johnsson,26,LW,50,5,6,11,-1,12,0.4,4,1,0,0,6,0,0,65,7.7,697,836,17,39,11,17,39.3,178,0,202,6.9,65,104,87,0.59,5.6,8.96,7.49,371.0,308.0,54.64,659.0,530.0,55.42,503.0,418.0,54.61,29.92,26.89,52.67,24,4,0,3400000,0.0417177914110429
Caleb Jones,23,D,33,0,4,4,-7,6,0.3,0,0,0,0,4,0,0,23,0.0,449,816,35,27,0,0,0.0,185,0,117,0.68,23,55,31,0.09,3.18,7.6,4.28,177.0,190.0,48.23,330.0,374.0,46.88,245.0,269.0,47.67,14.75,17.7,45.45,23,2,0,850000,0.0104294478527607
Seth Jones,26,D,56,5,23,28,-18,26,3.7,3,2,0,1,17,6,0,141,3.5,1413,1514,101,102,0,0,0.0,193,1,4,6.39,141,256,183,0.27,5.99,10.87,7.77,710.0,778.0,47.72,1233.0,1343.0,47.86,943.0,1032.0,47.75,53.66,73.53,42.19,21,6,0,5400000,0.0662576687116564
Mathieu Joseph,23,RW,56,12,7,19,3,10,2.3,11,1,0,2,6,1,0,59,20.3,612,656,15,82,43,69,38.4,185,0,120,5.87,59,92,75,0.57,5.78,9.02,7.35,254.0,294.0,46.35,462.0,504.0,47.83,357.0,393.0,47.6,21.05,24.32,46.4,23,2,0,737500,0.0090490797546012
Roman Josi,30,D,48,8,25,33,-11,20,4.6,7,1,0,3,11,13,1,141,5.7,1169,1461,83,27,0,0,0.0,185,0,38,8.0,141,290,202,0.41,7.24,14.89,10.38,689.0,547.0,55.74,1243.0,982.0,55.87,948.0,742.0,56.09,60.23,49.84,54.72,30,8,1,9059000,0.1111533742331288
Tyson Jost,22,C,54,7,10,17,14,24,1.6,7,0,0,1,10,0,0,92,7.6,763,847,19,45,162,184,46.8,180,0,10,7.11,84,141,109,0.59,6.92,11.62,8.98,352.0,338.0,51.01,654.0,643.0,50.42,482.0,465.0,50.9,27.32,28.63,48.83,22,1,0,874125,0.0107254601226993
Nazem Kadri,30,C,56,11,21,32,-7,34,2.5,8,3,0,3,15,6,0,170,6.5,922,988,19,36,392,351,52.8,183,0,7,18.92,167,281,220,1.27,11.24,18.91,14.81,578.0,344.0,62.69,1086.0,619.0,63.7,784.0,482.0,61.93,59.25,30.44,66.06,25,6,0,4500000,0.0552147239263803
Dominik Kahun,25,C,48,9,6,15,-3,2,1.3,9,0,0,2,5,1,0,69,13.0,615,769,12,13,16,14,53.3,180,0,300,6.4,65,105,87,0.66,6.66,10.77,8.92,284.0,307.0,48.05,505.0,546.0,48.05,383.0,412.0,48.18,22.88,26.94,45.93,24,1,1,975000,0.011963190184049
David Kämpf,26,C,56,1,11,12,-3,20,-0.1,1,0,0,0,11,0,0,63,1.6,821,880,14,45,410,367,52.8,188,0,300,6.74,63,101,81,0.49,4.59,7.38,5.92,348.0,483.0,41.88,607.0,868.0,41.15,453.0,651.0,41.03,29.53,49.63,37.29,24,2,1,1000000,0.0122699386503067
Steven Kampfer,32,D,20,2,3,5,3,4,1.4,1,1,0,0,3,0,0,28,7.1,334,1002,24,20,0,0,0.0,180,1,93,0.89,27,48,39,0.17,5.22,9.27,7.54,180.0,162.0,52.63,284.0,285.0,49.91,231.0,216.0,51.68,11.41,12.19,48.35,30,2,1,800000,0.0098159509202454
Evander Kane,29,LW,56,22,27,49,-1,42,5.6,17,3,2,2,21,4,2,194,11.3,1131,1212,22,97,23,34,40.4,188,0,4,20.87,193,321,254,1.12,10.39,17.28,13.67,628.0,591.0,51.52,1132.0,1032.0,52.31,849.0,804.0,51.36,64.89,55.36,53.96,26,7,1,7000000,0.0858895705521472
Patrick Kane,32,RW,56,15,51,66,-7,14,6.1,12,3,0,3,32,19,0,191,7.9,1245,1334,15,13,2,5,28.6,178,0,1,16.54,191,323,240,0.8,9.21,15.57,11.57,693.0,643.0,51.87,1183.0,1100.0,51.82,874.0,851.0,50.67,66.87,63.28,51.38,26,8,1,10500000,0.1288343558282208
Kasperi Kapanen,24,RW,40,11,19,30,15,7,3.6,10,1,0,3,16,3,0,68,16.2,621,932,8,41,0,1,0.0,185,1,22,5.74,68,112,85,0.55,6.57,10.82,8.21,321.0,295.0,52.11,541.0,484.0,52.78,419.0,373.0,52.9,26.23,25.87,50.35,22,3,0,3200000,0.0392638036809816
Erik Karlsson,30,D,52,8,14,22,-18,18,2.9,5,3,0,1,8,5,1,110,7.3,1227,1416,69,20,0,0,0.0,183,1,15,6.13,109,236,157,0.3,5.42,11.73,7.81,668.0,622.0,51.78,1203.0,1123.0,51.72,909.0,863.0,51.3,62.84,62.42,50.17,29,8,1,11500000,0.1411042944785276
William Karlsson,28,C,56,14,25,39,19,4,4.3,13,1,0,4,17,7,1,111,12.6,1045,1120,29,29,518,441,54.0,183,0,53,15.18,106,192,140,0.89,6.19,11.22,8.18,605.0,450.0,57.35,1189.0,887.0,57.27,856.0,640.0,57.22,66.72,49.05,57.63,26,8,0,5900000,0.0723926380368098
Zack Kassian,30,RW,27,2,3,5,-4,15,0.0,2,0,0,0,3,0,0,18,11.1,320,711,3,73,0,2,0.0,191,1,13,2.85,18,38,30,0.54,3.38,7.13,5.63,125.0,161.0,43.71,239.0,275.0,46.5,179.0,206.0,46.49,10.37,12.08,46.19,29,4,1,3200000,0.0392638036809816
Duncan Keith,37,D,54,4,11,15,-13,30,2.1,3,1,0,1,6,5,0,110,3.6,1264,1405,91,33,0,0,0.0,185,0,54,4.3,110,199,134,0.2,5.22,9.44,6.36,658.0,783.0,45.66,1076.0,1295.0,45.38,803.0,1020.0,44.05,57.69,77.2,42.77,26,13,0,5538462,0.0679565889570552
Clayton Keller,22,C,56,14,21,35,-5,18,3.5,10,4,0,3,15,6,0,124,11.3,933,1000,14,20,19,22,46.3,178,0,7,13.11,124,212,176,0.84,7.98,13.64,11.32,536.0,391.0,57.82,1010.0,694.0,59.27,762.0,530.0,58.98,50.83,39.54,56.25,21,8,0,7150000,0.0877300613496932
Adrian Kempe,24,LW,56,14,15,29,-18,28,2.5,9,4,1,2,5,10,0,127,11.0,948,1016,21,47,27,41,39.7,188,0,29,11.55,123,230,168,0.75,8.02,15.02,10.97,468.0,440.0,51.54,889.0,778.0,53.33,659.0,604.0,52.18,51.96,44.09,54.1,22,3,0,2000000,0.0245398773006134
Alexander Kerfoot,26,C,56,8,15,23,2,12,1.7,7,0,1,1,13,2,0,68,11.8,809,867,34,41,124,180,40.8,178,0,150,8.26,66,111,85,0.64,5.09,8.57,6.56,333.0,367.0,47.57,612.0,683.0,47.26,460.0,519.0,46.99,32.79,32.9,49.91,24,4,0,3500000,0.0429447852760736
Phil Kessel,33,RW,56,20,23,43,-17,12,4.5,16,4,0,3,14,9,0,115,17.4,957,1025,9,8,1,3,25.0,183,1,5,11.09,115,206,144,0.7,7.21,12.92,9.02,473.0,438.0,51.92,884.0,784.0,53.0,651.0,612.0,51.54,43.82,47.45,48.01,25,8,1,8000000,0.0981595092024539
Jujhar Khaira,26,LW,40,3,8,11,-1,42,0.6,3,0,0,2,8,0,0,41,7.3,482,723,21,151,171,207,45.2,193,0,63,3.39,39,69,56,0.45,5.16,9.13,7.41,159.0,261.0,37.86,292.0,489.0,37.39,223.0,352.0,38.78,11.7,24.43,32.38,24,2,0,1200000,0.014723926380368
Alex Killorn,31,C,56,15,18,33,-1,37,3.3,10,5,0,1,13,4,1,121,12.4,1003,1074,12,59,1,2,33.3,185,0,77,13.81,121,204,165,0.83,7.25,12.22,9.89,554.0,448.0,55.29,979.0,737.0,57.05,754.0,580.0,56.52,53.46,38.58,58.08,26,7,0,4450000,0.054601226993865
John Klingberg,28,D,53,7,29,36,-15,23,4.7,5,2,0,1,14,15,0,108,6.5,1203,1362,52,49,0,0,0.0,191,1,131,5.63,108,231,155,0.28,5.39,11.52,7.73,655.0,484.0,57.51,1242.0,918.0,57.5,928.0,702.0,56.93,60.26,46.53,56.43,22,7,0,4250000,0.0521472392638036
Slater Koekkoek,26,D,18,1,0,1,-7,2,-0.1,1,0,0,0,0,0,0,17,5.9,237,790,31,10,0,0,0.0,188,0,10,0.48,15,37,23,0.13,4.09,10.11,6.28,94.0,150.0,38.52,162.0,297.0,35.29,121.0,213.0,36.22,8.59,14.32,37.49,26,1,1,850000,0.0104294478527607
Leo Komarov,34,C,33,1,7,8,7,15,0.6,1,0,0,1,6,0,1,27,3.7,423,770,11,83,26,41,38.8,180,0,180,2.48,27,41,33,0.35,3.83,5.81,4.68,195.0,202.0,49.12,332.0,398.0,45.48,251.0,284.0,46.92,15.71,15.51,50.32,31,4,1,3000000,0.0368098159509202
Travis Konecny,23,C,50,11,23,34,-5,26,2.9,7,4,0,1,16,7,0,100,11.0,795,954,16,55,6,12,33.3,178,1,24,10.39,100,191,146,0.78,7.55,14.42,11.02,444.0,355.0,55.57,866.0,590.0,59.48,630.0,462.0,57.69,39.13,29.78,56.78,22,6,0,5500000,0.0674846625766871
