Player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
Noel Acciari,29,C,41,4,7,11,0,9,0.4,3,1,0,1,4,2,1,68,5.9,631,924,63,91,272,247,52.4
Sebastian Aho,23,F,56,24,33,57,16,32,7.2,14,7,3,7,22,11,0,148,16.2,1090,1168,25,38,365,327,52.7
Michael Amadio,24,C,25,0,3,3,-3,4,-0.2,0,0,0,0,2,1,0,24,0.0,314,753,16,8,94,94,50.0
Josh Anderson,26,RW,52,17,7,24,-10,38,2.5,15,1,1,5,6,1,0,125,13.6,854,985,25,139,7,5,58.3
Michael Anderson,21,D,54,1,10,11,0,30,2.9,1,0,0,1,8,0,2,52,1.9,1144,1271,74,66,0,0,0.0
Jaret Anderson-Dolan,21,C,34,7,4,11,-9,6,0.9,6,1,0,2,4,0,0,37,18.9,459,811,20,52,132,170,43.7
Lias Andersson,22,C,23,3,3,6,-4,12,0.4,3,0,0,0,3,0,0,23,13.0,278,724,9,8,20,32,38.5
Rasmus Andersson,24,D,56,5,16,21,-9,34,3.2,4,1,0,0,11,5,0,96,5.2,1189,1273,68,49,0,0,0.0
Anthony Angello,24,C,19,2,2,4,4,8,0.5,1,1,0,0,2,0,0,19,10.5,152,479,2,51,0,0,0.0
Artem Anisimov,32,C,19,2,7,9,1,2,0.8,1,1,0,0,7,0,0,30,6.7,228,722,9,9,36,52,40.9
Mason Appleton,25,C,56,12,13,25,11,14,2.9,12,0,0,1,12,0,1,88,13.6,807,865,22,61,7,6,53.8
Josh Archibald,28,RW,52,7,6,13,2,37,1.0,7,0,0,0,6,0,0,62,11.3,704,813,35,192,4,4,50.0
Joel Armia,27,RW,41,7,7,14,10,10,1.6,5,1,1,0,6,0,1,73,9.6,603,882,13,86,6,16,27.3
Viktor Arvidsson,27,LW,50,10,15,25,9,21,2.7,8,2,0,2,14,1,0,151,6.6,830,996,33,15,9,18,33.3
Rasmus Asplund,23,F,28,7,4,11,1,0,1.4,7,0,0,2,4,0,0,34,20.6,360,771,3,15,6,11,35.3
Zach Aston-Reese,26,C,45,9,6,15,10,15,1.6,8,0,1,0,6,0,0,79,11.4,658,877,24,95,7,11,38.9
Andreas Athanasiou,26,C,47,10,13,23,-6,27,2.3,10,0,0,1,12,1,0,85,11.8,703,897,16,11,4,0,100.0
Cam Atkinson,31,RW,56,15,19,34,-16,4,2.7,10,1,4,2,11,8,0,158,9.5,1060,1136,30,22,7,23,23.3
Nicolas Aubé-Kubel,24,RW,50,3,9,12,-3,44,0.4,3,0,0,0,9,0,0,53,5.7,559,670,16,120,2,2,50.0
David Backes,36,C,15,3,1,4,-4,4,0.3,3,0,0,1,1,0,0,30,10.0,191,764,16,31,81,79,50.6
Mikael Backlund,31,C,54,9,23,32,-7,30,2.4,8,0,1,1,16,6,1,144,6.3,950,1056,21,43,387,358,51.9
Nicklas Bäckström,33,C,55,15,38,53,0,14,5.3,10,5,0,0,21,17,0,91,16.5,1023,1116,27,25,353,378,48.3
Josh Bailey,31,C,54,8,27,35,12,4,3.6,8,0,0,1,18,9,0,77,10.4,945,1050,19,13,14,18,43.8
Rudolfs Balcers,23,LW,41,8,9,17,-6,16,1.4,8,0,0,2,8,1,0,66,12.1,603,883,29,81,0,3,0.0
Alexander Barabanov,26,F,22,3,5,8,1,6,0.7,2,1,0,1,5,0,0,23,13.0,271,739,14,7,0,0,0.0
Ivan Barbashev,25,C,38,5,7,12,5,6,1.0,4,1,0,1,7,0,0,43,11.6,507,801,15,49,82,107,43.4
Aleksander Barkov,25,C,50,26,32,58,12,14,7.3,18,7,1,6,20,12,0,176,14.8,1047,1256,37,31,563,463,54.9
Alex Barré-Boulet,23,F,15,3,0,3,0,0,0.2,1,2,0,0,0,0,0,26,11.5,229,915,5,8,1,3,25.0
Tyson Barrie,29,D,56,8,40,48,5,10,7.3,4,4,0,2,21,19,0,146,5.5,1198,1284,59,26,0,0,0.0
Mathew Barzal,23,C,55,17,28,45,15,48,5.6,16,1,0,1,21,7,0,134,12.7,1030,1124,13,22,152,198,43.4
Nathan Bastian,23,RW,41,3,7,10,0,21,0.4,3,0,0,0,7,0,0,46,6.5,517,757,25,136,12,21,36.4
Drake Batherson,22,C,56,17,17,34,-17,8,3.2,12,5,0,3,7,10,0,111,15.3,923,988,29,102,5,8,38.5
Jay Beagle,35,RW,30,1,4,5,-2,8,0.0,1,0,0,0,4,0,0,21,4.8,376,751,8,34,173,135,56.2
Jake Bean,22,D,42,1,11,12,-2,10,1.8,0,1,0,0,7,4,0,55,1.8,611,872,21,17,0,0,0.0
Ethan Bear,23,D,43,2,6,8,-1,14,1.7,2,0,0,1,6,0,0,53,3.8,772,1078,55,31,0,0,0.0
Nicolas Beaudin,21,D,19,2,4,6,1,2,1.2,2,0,0,0,3,1,0,7,28.6,262,827,21,14,0,0,0.0
Nathan Beaulieu,28,D,25,0,1,1,-5,20,0.1,0,0,0,0,1,0,0,26,0.0,418,1004,30,39,0,0,0.0
Anthony Beauvillier,23,LW,47,15,13,28,15,12,4.0,12,3,0,5,12,1,0,109,13.8,771,984,13,39,2,5,28.6
Pierre-Édouard Bellemare,35,LW,53,9,2,11,6,21,1.2,9,0,0,0,2,0,0,60,15.0,600,680,36,26,260,168,60.7
Emil Bemström,21,C,20,3,2,5,2,0,0.5,2,1,0,0,2,0,0,28,10.7,257,771,8,15,0,0,0.0
Jamie Benn,31,LW,52,11,24,35,13,33,3.8,8,3,0,2,18,6,0,124,8.9,925,1067,27,73,268,210,56.1
Jordie Benn,33,D,39,1,9,10,7,9,2.3,1,0,0,0,9,0,0,45,2.2,575,885,51,19,0,0,0.0
Sam Bennett,24,C,48,10,17,27,-2,52,2.6,9,1,0,4,15,2,0,106,9.4,692,865,18,108,124,137,47.5
Matt Benning,26,D,53,1,3,4,-1,30,1.3,1,0,0,0,2,0,1,43,2.3,865,980,53,55,0,0,0.0
Patrice Bergeron,35,C,54,23,25,48,27,16,6.9,13,7,3,3,18,6,1,182,12.6,984,1093,36,49,714,433,62.2
Anders Bjork,24,LW,45,5,6,11,-13,14,0.2,5,0,0,0,5,0,1,41,12.2,625,833,13,48,0,1,0.0
Oliver Bjorkstrand,25,RW,56,18,26,44,-15,23,4.2,16,2,0,0,22,4,0,143,12.6,986,1057,30,42,3,4,42.9
Tobias Björnfot,19,D,33,1,5,6,-3,14,1.3,1,0,0,0,5,0,0,30,3.3,556,1011,34,28,0,0,0.0
Nick Bjugstad,28,C,44,6,11,17,7,17,1.7,6,0,0,3,10,1,0,78,7.7,520,709,22,48,125,145,46.3
Colin Blackwell,27,C,47,12,10,22,2,15,2.4,9,3,0,2,8,2,0,64,18.8,658,840,19,45,30,32,48.4
Sammy Blais,24,LW,36,8,7,15,0,12,1.6,8,0,0,2,7,0,0,31,25.8,434,724,10,103,3,1,75.0
Teddy Blueger,26,C,43,7,15,22,10,16,2.1,4,0,3,1,15,0,0,49,14.3,639,891,25,53,201,212,48.7
Brock Boeser,23,RW,56,23,26,49,-3,16,5.9,14,8,1,1,20,6,0,141,16.3,1082,1159,20,32,8,14,36.4
Zach Bogosian,30,D,45,0,4,4,7,49,1.2,0,0,0,0,4,0,0,36,0.0,654,872,31,67,0,0,0.0
Nick Bonino,32,C,55,10,16,26,0,26,2.2,7,3,0,2,14,2,0,66,15.2,817,891,50,11,365,326,52.8
Adam Boqvist,20,D,35,2,14,16,-7,14,1.9,1,1,0,0,7,7,0,39,5.1,595,1019,29,29,0,0,0.0
Jesper Boqvist,22,C,28,4,3,7,-5,2,0.4,4,0,0,1,3,0,0,34,11.8,312,669,10,15,28,45,38.4
Mark Borowiecki,31,D,22,0,1,1,-2,38,0.2,0,0,0,0,1,0,0,18,0.0,301,821,37,54,0,0,0.0
Robert Bortuzzo,31,D,40,1,4,5,-3,47,0.8,1,0,0,1,4,0,0,31,3.2,567,850,49,85,0,0,0.0
Travis Boyd,27,C,39,5,5,10,-5,2,0.6,4,1,0,0,5,0,0,23,21.7,418,644,15,18,75,85,46.9
Tyler Bozak,34,C,31,5,12,17,-3,10,1.3,2,1,2,0,8,3,1,35,14.3,462,895,20,17,217,165,56.8
Erik Brännström,21,D,30,2,11,13,3,25,2.2,1,1,0,0,9,2,0,42,4.8,491,981,18,26,0,0,0.0
Derick Brassard,33,C,53,8,12,20,-10,12,1.4,4,4,0,1,10,2,0,67,11.9,784,888,5,80,229,206,52.6
Jesper Bratt,22,W,46,7,23,30,4,8,2.7,5,2,0,1,16,6,1,101,6.9,740,965,18,31,3,6,33.3
Justin Braun,33,D,53,1,5,6,0,18,1.4,1,0,0,0,5,0,0,59,1.7,982,1112,73,78,0,0,0.0
T.J. Brodie,30,D,56,1,13,14,23,12,3.8,1,0,0,0,10,3,0,48,2.1,1207,1293,84,34,0,0,0.0
Jonas Brodin,27,D,53,9,14,23,2,18,4.2,8,1,0,2,13,1,0,79,11.4,1189,1346,99,35,0,0,0.0
Mathias Bromé,26,F,26,1,1,2,-9,8,-0.6,1,0,0,1,1,0,0,22,4.5,355,819,7,19,1,2,33.3
Connor Brown,27,RW,56,21,14,35,1,12,4.3,15,1,5,1,11,3,0,123,17.1,1022,1095,30,22,12,15,44.4
Dustin Brown,36,RW,49,17,14,31,-3,18,3.7,8,9,0,1,12,2,0,129,13.2,863,1057,10,85,2,2,50.0
Josh Brown,27,D,26,0,1,1,-1,30,0.3,0,0,0,0,1,0,0,8,0.0,368,848,40,71,0,0,0.0
Jacob Bryson,23,D,38,1,8,9,-1,12,2.1,1,0,0,0,5,1,2,24,4.2,724,1143,43,32,0,0,0.0
Pavel Buchnevich,25,LW,54,20,28,48,12,42,5.7,16,1,3,2,20,7,1,120,16.7,1012,1124,29,49,4,14,22.2
Connor Bunnaman,22,F,18,0,1,1,-6,2,-0.5,0,0,0,0,1,0,0,15,0.0,208,694,6,31,56,48,53.8
Michael Bunting,25,LW,21,10,3,13,-1,12,1.8,7,3,0,1,3,0,0,38,26.3,351,1002,1,28,7,5,58.3
André Burakovsky,25,LW,53,19,25,44,4,10,5.1,15,4,0,3,15,10,0,102,18.6,800,906,16,22,2,2,50.0
Brent Burns,35,D,56,7,22,29,-12,36,4.2,5,2,0,1,17,4,1,138,5.1,1463,1568,94,31,0,0,0.0
Will Butcher,26,D,23,1,10,11,-3,2,1.3,1,0,0,0,8,2,0,37,2.7,438,1142,28,7,0,0,0.0
Bowen Byram,19,D,19,0,2,2,1,23,0.5,0,0,0,0,2,0,0,21,0.0,333,1051,13,33,0,0,0.0
Paul Byron,31,LW,46,5,11,16,5,12,1.4,4,0,1,1,11,0,0,44,11.4,591,771,22,116,11,15,42.3
Nicholas Caamano,22,RW,24,0,1,1,-7,17,-0.5,0,0,0,0,1,0,0,33,0.0,224,561,8,41,1,0,100.0
Drake Caggiula,26,LW,38,3,7,10,-6,19,0.4,3,0,0,0,7,0,0,46,6.5,471,744,9,64,5,8,38.5
Matt Calvert,31,LW,18,0,3,3,-2,6,-0.2,0,0,0,0,3,0,0,26,0.0,249,829,8,12,0,1,0.0
Brandon Carlo,24,D,27,3,1,4,1,12,1.4,3,0,0,1,1,0,0,43,7.0,505,1123,35,38,0,0,0.0
John Carlson,31,D,52,10,34,44,-5,12,5.9,7,3,0,1,22,12,0,128,7.8,1237,1427,69,52,0,0,0.0
Ryan Carpenter,30,C,40,4,1,5,-10,19,-0.3,2,1,1,0,1,0,0,51,7.8,508,761,17,78,61,65,48.4
Alexandre Carrier,24,D,19,1,2,3,3,8,1.0,1,0,0,0,2,0,0,31,3.2,381,1203,31,22,0,0,0.0
William Carrier,26,LW,52,6,9,15,0,16,1.2,6,0,0,0,9,0,0,65,9.2,541,625,13,131,3,5,37.5
Jeff Carter,36,C,54,17,13,30,3,22,3.6,15,2,0,1,10,3,0,154,11.0,895,994,30,41,153,161,48.7
Cody Ceci,27,D,53,4,13,17,18,10,3.8,4,0,0,1,13,0,0,58,6.9,981,1111,70,74,0,0,0.0
Erik Černák,23,D,46,5,13,18,8,38,3.9,5,0,0,0,13,0,0,85,5.9,910,1187,46,98,0,0,0.0
Thomas Chabot,24,D,49,6,25,31,-15,36,3.8,5,1,0,1,19,6,0,120,5.0,1288,1577,72,68,0,0,0.0
Zdeno Chára,43,D,55,2,8,10,5,44,2.2,2,0,0,0,8,0,0,67,3.0,1008,1099,67,88,0,0,0.0
Jalen Chatfield,24,D,18,0,1,1,-11,12,-0.5,0,0,0,0,1,0,0,14,0.0,242,806,10,11,0,0,0.0
Ben Chiarot,29,D,41,1,6,7,-16,50,0.3,0,1,0,0,6,0,0,81,1.2,893,1307,60,77,0,0,0.0
Alex Chiasson,30,RW,45,9,7,16,-10,33,1.2,4,5,0,1,5,2,0,65,13.8,562,749,7,40,2,3,40.0
Dennis Cholowski,22,D,16,1,2,3,-1,4,0.7,1,0,0,0,2,0,0,10,10.0,254,954,18,5,0,0,0.0
Jakob Chychrun,22,D,56,18,23,41,-6,42,7.4,13,5,0,3,14,9,0,176,10.2,1310,1403,89,59,0,0,0.0
Filip Chytil,21,C,42,8,14,22,9,10,2.5,8,0,0,0,14,0,0,76,10.5,555,794,19,15,130,174,42.8
Anthony Cirelli,23,C,50,9,13,22,0,10,1.8,6,1,2,3,10,3,0,75,12.0,887,1065,32,64,227,235,49.1
Casey Cizikas,29,C,56,7,7,14,-2,27,1.0,7,0,0,3,7,0,0,72,9.7,775,830,25,112,340,299,53.2
Kale Clague,22,D,18,0,6,6,-6,4,0.6,0,0,0,0,6,0,0,24,0.0,310,1032,13,9,0,0,0.0
Kyle Clifford,30,LW,50,4,3,7,-5,30,0.0,4,0,0,0,2,0,1,65,6.2,497,596,17,69,6,6,50.0
Connor Clifton,25,D,44,1,6,7,10,38,2.6,1,0,0,0,5,0,1,48,2.1,802,1093,52,108,0,0,0.0
Cal Clutterbuck,33,RW,50,4,7,11,-5,10,0.4,3,0,1,1,7,0,0,50,8.0,672,806,23,191,0,1,0.0
Braydon Coburn,35,D,19,0,2,2,-3,14,0.2,0,0,0,0,1,0,1,18,0.0,305,963,20,27,0,0,0.0
Dylan Coghlan,22,D,29,3,3,6,-3,2,1.0,3,0,0,0,3,0,0,31,9.7,391,809,16,29,0,1,0.0
Andrew Cogliano,33,LW,54,5,6,11,-8,24,0.1,4,0,1,0,6,0,0,88,5.7,752,836,24,79,4,11,26.7
Ian Cole,31,D,54,1,7,8,21,32,3.1,1,0,0,1,7,0,0,30,3.3,857,953,94,38,0,0,0.0
Blake Coleman,29,C,55,14,17,31,15,37,3.9,12,1,1,3,17,0,0,122,11.5,851,928,20,109,2,7,22.2
Ross Colton,24,C,30,9,3,12,3,16,1.8,9,0,0,4,3,0,0,46,19.6,317,634,6,36,101,107,48.6
Blake Comeau,34,RW,51,4,10,14,-13,37,0.1,4,0,0,0,8,0,2,76,5.3,803,944,18,106,53,57,48.2
J.T. Compher,25,LW,48,10,8,18,10,19,2.0,9,1,0,2,7,1,0,47,21.3,682,853,38,32,216,255,45.9
Max Comtois,22,LW,55,16,17,33,3,40,4.0,15,1,0,3,14,3,0,94,17.0,851,928,34,93,12,22,35.3
Brett Connolly,28,RW,31,3,3,6,3,4,0.4,3,0,0,0,2,1,0,26,11.5,376,729,8,44,4,9,30.8
Kyle Connor,24,LW,56,26,24,50,-4,12,5.9,16,10,0,5,21,3,0,166,15.7,1049,1124,18,18,6,4,60.0
Andrew Copp,26,C,55,15,24,39,2,20,4.0,9,6,0,1,17,6,1,115,13.0,1004,1095,41,67,123,109,53.0
Nick Cousins,27,C,52,5,13,18,4,41,1.5,5,0,0,1,9,4,0,60,8.3,695,802,16,48,19,17,52.8
Logan Couture,31,C,53,17,14,31,-10,25,3.0,14,2,1,2,10,4,0,114,14.9,1021,1156,39,58,444,456,49.3
Sean Couturier,28,C,45,18,23,41,-4,8,4.3,15,3,0,4,16,7,0,120,15.0,870,1160,22,34,427,323,56.9
Charlie Coyle,28,C,51,6,10,16,-4,20,0.9,5,0,1,2,8,2,0,79,7.6,831,977,24,57,245,262,48.3
Dylan Cozens,19,C,41,4,9,13,-15,16,0.4,3,1,0,0,9,0,0,62,6.5,589,861,11,30,96,106,47.5
Sidney Crosby,33,C,55,24,38,62,8,26,7.0,18,5,1,5,21,17,0,159,15.1,1122,1224,28,44,676,586,53.6
Lawson Crouse,23,LW,51,4,9,13,-10,46,0.3,4,0,0,0,7,2,0,70,5.7,729,858,30,155,20,23,46.5
Kirby Dach,20,C,18,2,8,10,-3,4,0.6,1,1,0,0,8,0,0,26,7.7,334,1114,12,7,77,114,40.3
Evgenii Dadonov,31,RW,55,13,7,20,-9,4,1.7,13,0,0,3,6,1,0,89,14.6,857,935,26,38,0,1,0.0
Rasmus Dahlin,20,D,56,5,18,23,-36,26,2.0,4,1,0,0,8,10,0,115,4.3,1210,1296,45,80,0,0,0.0
Michael Dal Colle,24,LW,26,1,3,4,1,4,0.1,1,0,0,0,3,0,0,19,5.3,310,714,9,32,1,3,25.0
Phillip Danault,27,C,53,5,19,24,9,24,1.9,5,0,0,0,18,0,1,73,6.8,894,1012,28,76,476,431,52.5
Jeremy Davies,24,D,16,0,1,1,3,8,0.6,0,0,0,0,1,0,0,19,0.0,241,902,7,11,0,0,0.0
Calvin de Haan,29,D,44,1,9,10,-16,14,0.6,1,0,0,1,8,1,0,58,1.7,819,1117,85,99,0,0,0.0
Alex DeBrincat,23,RW,52,32,24,56,3,12,7.5,22,9,1,7,15,9,0,155,20.6,1068,1232,22,70,16,24,40.0
Jake DeBrusk,24,LW,41,5,9,14,1,6,1.1,3,2,0,1,8,1,0,92,5.4,611,894,20,33,6,9,40.0
Danny DeKeyser,30,D,47,4,8,12,3,18,3.0,4,0,0,0,8,0,0,43,9.3,851,1086,81,44,0,0,0.0
Michael Del Zotto,30,D,53,4,9,13,5,8,3.3,4,0,0,0,9,0,0,77,5.2,948,1073,54,125,0,0,0.0
Ty Dellandrea,20,C,26,3,2,5,0,23,0.3,1,2,0,0,1,1,0,31,9.7,325,749,10,47,45,55,45.0
Dylan DeMelo,27,D,52,0,9,9,10,20,2.6,0,0,0,0,8,0,1,44,0.0,882,1018,58,76,0,0,0.0
Jason Demers,32,D,41,0,4,4,-4,26,1.0,0,0,0,0,4,0,0,44,0.0,707,1034,30,69,0,0,0.0
Travis Dermott,24,D,51,2,4,6,-1,19,1.0,2,0,0,0,4,0,0,36,5.6,674,793,35,44,0,0,0.0
Nicolas Deslauriers,29,LW,49,5,5,10,-7,53,0.5,5,0,0,2,5,0,0,65,7.7,555,679,20,136,1,3,25.0
Phillip Di Giuseppe,27,LW,31,1,7,8,2,13,0.4,1,0,0,0,7,0,0,44,2.3,344,666,16,78,3,4,42.9
Jason Dickinson,25,C,51,7,8,15,-2,18,0.9,7,0,0,2,7,1,0,66,10.6,826,972,49,78,137,159,46.3
Brenden Dillon,30,D,56,2,17,19,15,49,3.9,2,0,0,0,15,1,1,51,3.9,1061,1137,61,143,0,0,0.0
Christian Djoos,26,D,36,2,9,11,-13,14,1.1,1,1,0,0,6,3,0,39,5.1,543,905,26,10,0,0,0.0
Noah Dobson,21,D,46,3,11,14,1,8,2.9,3,0,0,0,6,5,0,69,4.3,754,984,59,40,0,0,0.0
Max Domi,25,LW,54,9,15,24,-18,75,1.4,7,2,0,2,14,1,0,99,9.1,822,913,10,15,192,204,48.5
Ryan Donato,24,C,50,6,14,20,-10,10,1.3,4,2,0,1,10,4,0,104,5.8,631,757,21,50,27,36,42.9
Joonas Donskoi,28,RW,51,17,14,31,14,10,4.1,12,5,0,3,11,3,0,86,19.8,742,872,25,14,13,18,41.9
Drew Doughty,31,D,56,8,26,34,-14,26,5.5,2,6,0,0,13,12,1,101,7.9,1477,1583,83,91,0,0,0.0
Nic Dowd,30,C,56,11,4,15,4,31,1.5,11,0,0,3,4,0,0,68,16.2,805,862,40,109,432,336,56.3
Justin Dowling,30,C,27,1,4,5,-4,6,0.0,1,0,0,0,3,1,0,27,3.7,299,664,3,17,43,43,50.0
Leon Draisaitl,25,C,56,31,53,84,29,22,10.9,15,15,1,8,36,17,0,168,18.5,1243,1331,12,37,574,457,55.7
Jonathan Drouin,25,LW,44,2,21,23,-8,20,1.1,2,0,0,0,16,5,0,76,2.6,708,965,7,42,21,24,46.7
Jamie Drysdale,18,D,24,3,5,8,-12,6,0.8,3,0,0,0,4,1,0,28,10.7,470,1175,23,7,0,0,0.0
Dillon Dubé,22,C,51,11,11,22,-1,20,2.2,9,2,0,0,11,0,0,84,13.1,696,818,14,59,9,8,52.9
Pierre-Luc Dubois,22,LW,46,9,12,21,-8,38,1.6,8,1,0,3,7,5,0,76,11.8,691,902,26,59,166,216,43.5
Matt Duchene,30,C,34,6,7,13,-12,6,0.7,5,1,0,0,5,2,0,73,8.2,538,950,10,30,162,139,53.8
Anthony Duclair,25,LW,43,10,22,32,27,18,4.2,9,1,0,1,20,1,1,104,9.6,674,941,9,32,0,2,0.0
Mathew Dumba,26,D,51,6,15,21,1,46,3.5,5,1,0,1,11,4,0,89,6.7,1136,1337,75,74,0,0,0.0
Brian Dumoulin,29,D,41,4,10,14,18,12,3.5,4,0,0,0,9,0,1,50,8.0,917,1341,55,63,0,0,0.0
Vince Dunn,24,D,43,6,14,20,-8,18,2.7,4,2,0,0,9,5,0,73,8.2,828,1155,51,36,0,0,0.0
Christian Dvorak,24,C,56,17,14,31,-11,12,3.1,8,8,1,4,11,3,0,95,17.9,1031,1104,45,48,553,509,52.1
Ryan Dzingel,28,C,40,8,5,13,-5,21,1.2,6,2,0,0,4,1,0,48,16.7,508,762,10,44,3,9,25.0
Cody Eakin,29,C,46,3,4,7,-9,14,-0.1,3,0,0,0,4,0,0,39,7.7,595,776,20,33,271,228,54.3
Jordan Eberle,30,RW,55,16,17,33,9,16,4.2,15,1,0,2,13,4,0,128,12.5,922,1005,18,30,3,4,42.9
Alexander Edler,34,D,52,0,8,8,-8,58,1.3,0,0,0,0,8,0,0,99,0.0,1087,1254,118,80,0,0,0.0
Joel Edmundson,27,D,55,3,10,13,28,25,4.8,3,0,0,0,10,0,0,77,3.9,1103,1203,75,98,0,0,0.0
Nikolaj Ehlers,24,LW,47,21,25,46,15,15,6.2,15,6,0,5,18,7,0,148,14.2,795,1015,12,26,1,0,100.0
Jack Eichel,24,C,21,2,16,18,-9,6,1.2,1,1,0,1,8,8,0,61,3.3,430,1230,15,20,195,197,49.7
Aaron Ekblad,24,D,35,11,11,22,5,33,4.4,5,6,0,3,6,5,0,101,10.9,878,1505,27,24,0,0,0.0
Mattias Ekholm,30,D,48,6,17,23,19,14,5.6,6,0,0,2,14,2,1,110,5.5,1098,1372,46,23,0,0,0.0
Oliver Ekman-Larsson,29,D,46,3,21,24,-17,32,2.8,1,2,0,0,9,12,0,83,3.6,965,1258,26,72,0,0,0.0
Lars Eller,31,C,44,8,15,23,-1,21,1.9,8,0,0,2,11,4,0,69,11.6,719,981,16,36,332,327,50.4
Ryan Ellis,30,D,35,5,13,18,1,10,3.3,3,2,0,0,11,2,0,75,6.7,832,1426,63,21,0,0,0.0
Pierre Engvall,24,LW,42,7,5,12,2,16,1.0,7,0,0,1,5,0,0,61,11.5,501,716,12,43,102,135,43.0
Tyler Ennis,31,C,30,3,6,9,0,6,0.6,3,0,0,2,6,0,0,38,7.9,364,728,6,43,6,3,66.7
Joel Eriksson Ek,24,C,56,19,11,30,16,20,4.0,19,0,0,2,9,2,0,119,16.0,955,1023,37,105,395,444,47.1
Adam Erne,25,LW,45,11,9,20,-1,26,2.2,8,3,0,0,6,3,0,71,15.5,626,835,16,82,20,14,58.8
Jake Evans,24,C,47,3,10,13,2,29,0.8,2,0,1,0,9,0,1,55,5.5,556,710,26,79,203,202,50.1
Robby Fabbri,25,C,30,10,8,18,3,16,2.3,10,0,0,5,6,2,0,58,17.2,518,1036,17,34,83,107,43.7
Dante Fabbro,22,D,40,2,10,12,-1,23,2.2,1,1,0,1,9,1,0,59,3.4,773,1159,57,32,0,0,0.0
Radek Faksa,27,C,55,6,8,14,-15,30,0.0,4,1,1,0,7,1,0,94,6.4,959,1046,45,100,424,336,55.8
Joel Farabee,20,LW,55,20,18,38,0,28,4.3,17,3,0,1,14,4,0,122,16.4,881,961,21,48,6,9,40.0
Jesper Fast,29,RW,46,6,13,19,-4,14,1.3,5,1,0,1,10,3,0,38,15.8,704,918,23,78,13,25,34.2
Justin Faulk,28,D,56,7,18,25,11,35,5.2,6,1,0,2,12,4,2,117,6.0,1359,1456,87,127,0,0,0.0
Mario Ferraro,22,D,56,1,16,17,-6,22,2.6,1,0,0,0,12,4,0,58,1.7,1256,1346,96,155,0,0,0.0
Kevin Fiala,24,LW,50,20,20,40,-2,43,4.6,14,6,0,5,12,8,0,162,12.3,845,1014,13,27,5,10,33.3
Valtteri Filppula,36,C,38,6,9,15,-1,12,1.3,6,0,0,1,9,0,0,25,24.0,593,936,15,9,109,133,45.0
Christian Fischer,23,RW,52,3,8,11,-10,6,0.1,3,0,0,0,7,1,0,47,6.4,663,765,27,148,12,12,50.0
Haydn Fleury,24,D,47,3,1,4,-12,8,0.6,3,0,0,0,1,0,0,62,4.8,724,924,55,63,0,0,0.0
Warren Foegele,24,LW,53,10,10,20,4,20,2.0,10,0,0,1,10,0,0,91,11.0,750,849,12,60,18,17,51.4
Marcus Foligno,29,LW,39,11,15,26,19,49,3.5,10,0,1,2,15,0,0,40,27.5,584,898,17,109,2,9,18.2
Nick Foligno,33,LW,49,7,13,20,2,32,1.5,6,1,0,0,9,1,3,81,8.6,871,1066,37,133,117,144,44.8
Callan Foote,22,D,35,1,2,3,9,29,1.5,1,0,0,0,2,0,0,40,2.5,451,773,29,39,0,0,0.0
Derek Forbort,28,D,56,2,10,12,1,35,2.6,2,0,0,0,10,0,0,67,3.0,1162,1245,115,80,0,0,0.0
Alex Formenton,21,LW,20,4,2,6,6,6,0.9,3,0,1,0,2,0,0,27,14.8,240,720,8,23,1,4,20.0
Filip Forsberg,26,C,39,12,20,32,-9,16,3.2,9,3,0,3,10,10,0,129,9.3,713,1097,14,47,3,5,37.5
Gustav Forsling,24,D,43,5,12,17,17,8,4.1,4,1,0,0,9,3,0,94,5.3,858,1197,42,30,0,0,0.0
Liam Foudy,20,C,24,0,4,4,0,6,-0.1,0,0,0,0,4,0,0,40,0.0,302,756,5,13,2,8,20.0
Cam Fowler,29,D,56,5,18,23,-4,18,4.2,5,0,0,1,14,4,0,75,6.7,1219,1306,36,27,0,0,0.0
Adam Fox,22,D,55,5,42,47,19,14,7.8,2,2,1,1,20,21,1,102,4.9,1359,1482,102,23,0,1,0.0
Trent Frederic,22,C,42,4,1,5,-8,65,-0.1,4,0,0,3,1,0,0,44,9.1,473,675,15,61,37,33,52.9
Sam Gagner,31,C,42,7,8,15,-4,15,1.2,6,1,0,1,8,0,0,88,8.0,649,926,14,5,83,97,46.1
Alex Galchenyuk,26,C,34,5,8,13,-8,20,0.7,4,1,0,0,8,0,0,62,8.1,432,762,10,44,3,3,50.0
Brendan Gallagher,28,RW,35,14,9,23,10,16,3.4,11,3,0,2,9,0,0,106,13.2,525,901,12,46,23,19,54.8
Dylan Gambrell,24,C,49,5,7,12,-18,13,-0.2,4,0,1,1,7,0,0,48,10.4,785,962,54,77,279,358,43.8
