PLAYER,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,SIGNING AGE,LENGTH,SIGNING,CAP HIT,CAP_HIT_%
Colton Parayko,198,1,86,2.19,58,114,77,0.20,5.28,10.37,7.01,293,360,44.87,501,665,42.97,377,487,43.63,21.78,32.89,39.84,24,5,0,5500000,0.06748466257668712
Jonathan Drouin,183,0,3,6.61,76,121,96,0.56,6.44,10.25,8.14,416,305,57.70,753,539,58.28,565,415,57.65,38.79,28.65,57.52,22,6,0,5500000,0.06748466257668712
Andrew Ladd,191,0,4,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,30,7,1,5500000,0.06748466257668712
Nick Leddy,183,0,16,3.90,79,146,106,0.19,3.92,7.25,5.26,599,529,53.10,1037,1018,50.46,805,764,51.31,58.23,44.67,56.59,23,7,0,5500000,0.06748466257668712
Jeff Petry,191,1,45,6.25,128,259,171,0.30,6.14,12.43,8.19,688,569,54.73,1263,1008,55.61,951,787,54.72,60.84,60.97,49.95,27,6,1,5500000,0.06748466257668712
Nick Foligno,183,0,28,8.15,78,118,103,0.57,5.59,8.46,7.38,403,401,50.12,677,766,46.92,531,559,48.72,32.97,38.51,46.12,27,6,1,5500000,0.06748466257668712
Alex Goligoski,180,0,61,2.98,72,157,94,0.14,3.35,7.31,4.38,553,705,43.96,1056,1322,44.41,782,981,44.36,50.64,71.84,41.34,30,5,1,5475000,0.06717791411042945
Teuvo Teräväinen,180,0,18,5.65,49,84,61,0.98,8.52,14.60,10.60,209,164,56.03,385,276,58.25,288,217,57.03,23.68,17.92,56.92,24,5,0,5400000,0.06625766871165645
Rasmus Ristolainen,193,1,8,4.36,73,153,111,0.24,4.01,8.42,6.11,431,667,39.25,792,1099,41.88,616,897,40.71,41.54,60.03,40.90,21,6,0,5400000,0.06625766871165645
Seth Jones,193,1,4,6.39,141,256,183,0.27,5.99,10.87,7.77,710,778,47.72,1233,1343,47.86,943,1032,47.75,53.66,73.53,42.19,21,6,0,5400000,0.06625766871165645
Mikael Backlund,183,0,24,12.37,133,229,177,0.85,9.15,15.76,12.18,435,403,51.91,807,764,51.37,617,585,51.33,40.13,44.48,47.43,29,6,1,5350000,0.0656441717791411
Mika Zibanejad,188,1,6,21.26,171,316,250,1.12,9.11,16.84,13.33,579,532,52.12,1085,984,52.44,830,744,52.73,66.12,53.11,55.46,24,5,0,5350000,0.0656441717791411
Jaden Schwartz,178,0,14,6.56,68,121,93,0.56,5.89,10.47,8.05,355,314,53.06,651,602,51.96,469,443,51.43,30.87,31.39,49.58,24,5,0,5350000,0.0656441717791411
Max Domi,178,0,12,6.88,99,153,118,0.50,7.23,11.17,8.61,416,432,49.06,722,737,49.49,557,568,49.51,32.75,38.36,46.06,25,2,0,5300000,0.06503067484662577
Patric Hörnqvist,180,1,230,16.29,145,200,180,1.32,11.78,16.25,14.63,514,282,64.56,865,473,64.65,666,370,64.29,48.12,27.87,63.32,31,5,1,5300000,0.06503067484662577
Tomas Tatar,178,0,60,9.49,80,139,103,0.78,6.54,11.37,8.43,457,261,63.65,846,508,62.48,622,378,62.20,40.98,24.21,62.86,26,4,0,5300000,0.06503067484662577
Ondrej Palat,180,0,208,14.11,111,190,148,0.88,6.94,11.87,9.25,549,398,57.97,1002,689,59.25,761,511,59.83,58.69,34.89,62.72,26,5,0,5300000,0.06503067484662577
Jaccob Slavin,191,0,120,4.94,101,215,149,0.25,5.07,10.79,7.48,641,606,51.40,1135,1103,50.71,874,843,50.90,66.91,59.89,52.77,24,7,0,5300000,0.06503067484662577
Bryan Little,183,1,12,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,30,6,1,5291667,0.06492842944785276
Marián Hossa,185,0,12,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,30,12,1,5275000,0.0647239263803681
Jeff Carter,191,1,11,14.55,154,226,189,0.98,10.33,15.16,12.68,470,451,51.03,811,778,51.04,614,596,50.74,45.37,45.46,49.95,25,11,0,5272727,0.06469603680981595
Charlie Coyle,191,1,28,6.41,79,127,107,0.46,5.71,9.17,7.73,378,414,47.73,658,745,46.90,520,573,47.58,28.34,35.77,44.21,28,6,1,5250000,0.06441717791411043
Jakob Silfverberg,185,1,39,8.19,91,172,136,0.62,6.86,12.96,10.25,362,410,46.89,725,701,50.84,537,544,49.68,32.99,38.93,45.87,28,5,1,5250000,0.06441717791411043
Brady Skjei,191,0,28,4.24,104,179,136,0.24,5.79,9.96,7.57,487,528,47.98,878,936,48.40,680,717,48.68,46.18,49.72,48.15,24,6,0,5250000,0.06441717791411043
J.T. Miller,185,0,15,11.70,95,180,145,0.71,5.74,10.88,8.76,496,505,49.55,973,880,52.51,728,674,51.93,55.43,55.82,49.82,25,5,0,5250000,0.06441717791411043
Nino Niederreiter,188,0,5,18.61,126,205,167,1.27,8.59,13.97,11.38,507,355,58.82,930,653,58.75,707,500,58.57,51.30,32.21,61.43,24,5,0,5250000,0.06441717791411043
Frans Nielsen,185,0,87,2.77,24,37,34,0.47,4.09,6.31,5.80,142,191,42.64,219,341,39.11,176,257,40.65,10.49,16.82,38.40,32,6,1,5250000,0.06441717791411043
Hampus Lindholm,191,0,6,2.31,29,68,49,0.35,4.38,10.29,7.41,193,167,53.61,361,374,49.12,276,256,51.88,17.66,15.94,52.56,22,6,0,5205556,0.0638718527607362
Sam Reinhart,185,1,2,15.72,130,215,190,0.89,7.39,12.23,10.80,576,472,54.96,1014,821,55.26,804,640,55.68,52.62,44.47,54.20,24,1,0,5200000,0.0638036809815951
Shea Theodore,188,0,26,8.73,160,345,222,0.45,8.16,17.59,11.32,732,498,59.51,1370,915,59.96,1016,682,59.84,75.33,49.85,60.18,22,7,0,5200000,0.0638036809815951
Tom Wilson,193,1,16,9.59,82,135,103,0.75,6.44,10.60,8.09,366,364,50.14,667,661,50.23,505,513,49.61,32.61,35.83,47.65,24,6,0,5166667,0.06339468711656442
Yanni Gourde,175,0,300,15.33,118,182,151,0.96,7.41,11.43,9.48,537,423,55.94,919,720,56.07,718,553,56.49,50.20,35.56,58.54,27,6,1,5166666,0.06339467484662577
Dmitry Orlov,180,0,55,3.41,82,158,114,0.21,4.96,9.56,6.90,504,452,52.72,907,825,52.37,701,641,52.24,42.00,37.52,52.82,25,6,0,5100000,0.06257668711656442
Pierre-Luc Dubois,191,0,3,7.18,74,127,96,0.64,6.64,11.40,8.61,389,289,57.37,672,554,54.81,511,405,55.79,32.76,29.73,52.42,22,2,0,5000000,0.06134969325153374
Ryan Pulock,188,1,15,5.01,121,234,158,0.24,5.78,11.17,7.54,627,547,53.41,1119,1034,51.97,847,767,52.48,59.06,46.46,55.97,25,2,0,5000000,0.06134969325153374
Evgeni Dadonov,180,0,71,10.88,89,161,132,0.77,6.33,11.44,9.38,464,359,56.38,878,665,56.90,665,502,56.98,44.75,35.67,55.65,31,3,1,5000000,0.06134969325153374
TJ Brodie,185,0,114,1.82,47,108,70,0.09,2.42,5.55,3.60,560,545,50.68,1010,1034,49.41,792,773,50.61,59.44,48.27,55.19,30,4,1,5000000,0.06134969325153374
Jean-Gabriel Pageau,178,1,96,11.47,81,130,110,0.76,5.36,8.60,7.28,398,397,50.06,738,801,47.95,547,566,49.15,41.44,37.90,52.23,27,6,1,5000000,0.06134969325153374
Zachary Werenski,188,0,8,4.32,79,141,103,0.30,5.56,9.93,7.25,443,435,50.46,761,768,49.77,582,584,49.91,30.81,43.60,41.41,21,3,0,5000000,0.06134969325153374
Samuel Girard,178,0,47,3.13,75,179,108,0.18,4.20,10.02,6.04,632,430,59.51,1164,782,59.82,844,586,59.02,55.38,34.09,61.90,22,7,0,5000000,0.06134969325153374
Tyler Bozak,185,1,300,3.07,34,55,44,0.41,4.51,7.32,5.86,166,242,40.69,309,461,40.13,229,346,39.83,13.54,25.50,34.68,32,3,1,5000000,0.06134969325153374
Niklas Hjalmarsson,191,0,108,1.01,29,67,48,0.09,2.44,5.65,4.05,261,381,40.65,486,759,39.04,375,559,40.15,24.04,38.95,38.15,32,2,1,5000000,0.06134969325153374
Josh Bailey,185,0,9,7.23,77,122,98,0.46,4.88,7.74,6.22,462,433,51.62,820,809,50.34,627,614,50.52,50.69,36.13,58.39,28,6,1,5000000,0.06134969325153374
Jonathan Marchessault,175,1,300,16.54,174,326,239,1.06,11.10,20.80,15.25,590,371,61.39,1172,722,61.88,836,529,61.25,61.88,36.64,62.81,27,6,1,5000000,0.06134969325153374
Tyler Johnson,173,1,300,8.11,77,123,103,0.65,6.14,9.80,8.21,367,304,54.69,673,540,55.48,516,408,55.84,30.60,24.20,55.84,26,7,0,5000000,0.06134969325153374
Danny DeKeyser,191,0,300,1.55,43,92,64,0.11,3.03,6.49,4.51,349,474,42.41,610,886,40.78,476,654,42.12,33.03,39.82,45.34,26,6,0,5000000,0.06134969325153374
Reilly Smith,185,0,69,16.72,119,205,163,1.08,7.68,13.23,10.52,526,424,55.37,1038,799,56.51,748,581,56.28,55.92,45.14,55.33,25,5,0,5000000,0.06134969325153374
Morgan Rielly,185,0,5,5.25,98,209,140,0.25,4.68,9.99,6.69,687,541,55.94,1258,1012,55.42,980,754,56.52,78.04,48.55,61.65,22,6,0,5000000,0.06134969325153374
Noah Hanifin,191,0,5,4.20,89,206,139,0.27,5.68,13.14,8.86,474,417,53.20,869,769,53.05,663,598,52.58,40.93,36.51,52.85,21,6,0,4950000,0.06073619631901841
André Burakovsky,191,0,23,8.86,93,163,121,0.69,7.29,12.78,9.49,479,308,60.86,907,529,63.16,654,414,61.24,40.50,22.59,64.19,25,2,0,4900000,0.06012269938650307
Charlie McAvoy,183,1,14,4.73,92,189,136,0.23,4.51,9.27,6.67,727,490,59.74,1235,930,57.04,980,712,57.92,58.96,44.79,56.83,21,3,0,4900000,0.06012269938650307
Alexander Wennberg,188,0,14,9.25,82,133,105,0.55,4.84,7.84,6.19,535,542,49.68,887,893,49.83,691,701,49.64,46.62,51.16,47.68,22,6,0,4900000,0.06012269938650307
Michael Matheson,188,0,23,3.81,86,155,111,0.28,6.29,11.34,8.11,426,401,51.51,717,690,50.96,550,529,50.97,33.97,30.49,52.71,24,8,0,4875000,0.0598159509202454
Marián Gáborík,185,0,3,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,32,7,1,4875000,0.0598159509202454
Elias Lindholm,185,1,5,13.29,123,189,149,0.77,7.14,10.97,8.65,566,493,53.45,1004,890,53.01,775,679,53.30,54.61,46.05,54.25,23,6,0,4850000,0.05950920245398773
Anthony Cirelli,183,0,72,9.36,75,111,97,0.63,5.07,7.51,6.56,435,404,51.85,762,713,51.66,586,546,51.77,42.66,39.75,51.77,22,3,0,4800000,0.05889570552147239
Mikhail Sergachev,188,0,9,5.86,108,218,154,0.28,5.27,10.63,7.51,591,585,50.26,1050,1003,51.14,814,771,51.36,57.48,53.05,52.00,22,3,0,4800000,0.05889570552147239
Anthony Deangelo,180,1,19,0.38,13,22,18,0.21,7.04,11.91,9.74,73,45,61.86,120,68,63.83,93,57,62.00,5.78,3.87,59.90,24,2,0,4800000,0.05889570552147239
Colin White,180,1,21,8.83,69,132,102,0.80,6.26,11.98,9.26,351,295,54.33,681,562,54.79,510,420,54.84,28.61,25.03,53.34,22,6,0,4750000,0.05828220858895705
Alex Tuch,193,1,18,17.70,136,232,191,1.17,8.94,15.27,12.57,500,376,57.08,962,709,57.57,702,509,57.97,53.04,34.74,60.42,23,7,0,4750000,0.05828220858895705
Vincent Trocheck,178,1,64,15.40,123,189,167,1.08,8.61,13.24,11.70,530,358,59.68,950,656,59.15,732,498,59.51,57.73,41.07,58.43,22,6,0,4750000,0.05828220858895705
Kevin Labanc,180,1,171,13.51,126,222,171,0.91,8.50,14.97,11.53,512,440,53.78,949,751,55.82,720,596,54.71,50.84,36.54,58.18,24,4,0,4725000,0.057975460122699385
Kyle Palmieri,180,1,26,15.36,115,223,181,1.09,8.16,15.83,12.85,435,410,51.48,804,684,54.03,612,542,53.03,41.23,37.61,52.30,25,5,0,4650000,0.05705521472392638
Ryan Murray,185,0,2,1.25,29,67,45,0.08,1.95,4.50,3.02,386,501,43.52,694,892,43.76,531,691,43.45,29.55,44.67,39.81,25,2,0,4600000,0.05644171779141104
Jakob Chychrun,188,0,16,9.08,176,355,256,0.42,8.06,16.26,11.73,672,603,52.71,1276,1118,53.30,946,828,53.33,65.23,59.67,52.23,21,6,0,4600000,0.05644171779141104
Rasmus Andersson,185,1,53,5.15,88,183,138,0.28,4.76,9.92,7.48,571,519,52.39,1088,938,53.70,813,730,52.69,53.25,50.80,51.18,23,6,0,4550000,0.0558282208588957
Calvin De Haan,185,0,12,1.81,58,132,85,0.13,4.25,9.67,6.23,359,439,44.99,638,778,45.06,468,578,44.74,29.60,39.75,42.68,27,4,1,4550000,0.0558282208588957
Artem Anisimov,193,0,54,2.76,29,53,42,0.77,8.09,14.79,11.72,103,109,48.58,209,203,50.73,150,143,51.19,9.13,8.33,52.29,27,5,1,4550000,0.0558282208588957
Ryan Strome,185,1,5,15.80,129,211,164,0.93,7.56,12.37,9.61,581,469,55.33,1056,857,55.20,807,654,55.24,65.65,42.51,60.70,26,2,0,4500000,0.05521472392638037
Christopher Tanev,188,1,300,1.83,60,113,79,0.10,3.18,5.98,4.18,501,496,50.25,909,975,48.25,704,710,49.79,43.60,45.31,49.04,30,4,1,4500000,0.05521472392638037
Nikita Gusev,175,1,202,5.98,72,117,91,0.81,9.71,15.78,12.27,288,180,61.54,502,293,63.14,388,228,62.99,25.48,16.13,61.24,26,2,0,4500000,0.05521472392638037
Marcus Johansson,185,0,24,3.76,42,75,58,0.42,4.63,8.28,6.41,215,303,41.51,435,530,45.08,320,418,43.36,18.44,23.69,43.77,28,2,1,4500000,0.05521472392638037
Shayne Gostisbehere,180,0,78,4.80,85,189,127,0.35,6.24,13.87,9.32,468,355,56.87,848,633,57.26,637,484,56.82,42.13,31.30,57.37,24,6,0,4500000,0.05521472392638037
Nikita Zaitsev,188,1,300,3.02,68,173,108,0.15,3.33,8.47,5.29,546,717,43.23,994,1373,41.99,761,1014,42.87,45.84,62.72,42.23,25,7,0,4500000,0.05521472392638037
Jason Demers,185,1,186,1.79,44,95,63,0.15,3.74,8.06,5.35,294,392,42.86,584,689,45.88,430,528,44.89,23.78,36.86,39.22,28,5,1,4500000,0.05521472392638037
Nazem Kadri,183,0,7,18.92,167,281,220,1.27,11.24,18.91,14.81,578,344,62.69,1086,619,63.70,784,482,61.93,59.25,30.44,66.06,25,6,0,4500000,0.05521472392638037
Christian Dvorak,185,0,58,15.19,95,154,132,0.88,5.53,8.96,7.68,476,538,46.94,898,1002,47.26,667,758,46.81,48.95,58.13,45.71,23,6,0,4450000,0.05460122699386503
Alex Killorn,185,0,77,13.81,121,204,165,0.83,7.25,12.22,9.89,554,448,55.29,979,737,57.05,754,580,56.52,53.46,38.58,58.08,26,7,0,4450000,0.05460122699386503
Brandon Sutter,191,1,11,6.83,65,94,85,0.63,6.02,8.69,7.87,292,408,41.71,484,756,39.03,387,566,40.61,22.20,43.06,34.02,26,5,1,4375000,0.05368098159509203
Brendan Smith,188,0,27,2.78,58,114,78,0.21,4.41,8.67,5.93,344,424,44.79,587,749,43.94,455,573,44.26,26.81,36.15,42.58,28,4,1,4350000,0.05337423312883435
Sean Couturier,191,0,8,13.20,121,207,161,0.91,8.35,14.29,11.11,522,378,58.00,947,645,59.48,723,497,59.26,46.05,36.88,55.53,23,6,0,4333333,0.053169730061349695
Tyler Toffoli,183,1,47,19.73,158,265,209,1.30,10.41,17.46,13.77,533,397,57.31,987,708,58.23,726,550,56.90,50.85,42.82,54.29,28,4,1,4250000,0.05214723926380368
Ian Cole,185,0,18,1.11,28,55,41,0.08,2.04,4.03,3.01,340,449,43.09,572,875,39.53,461,645,41.68,32.68,35.72,47.77,29,3,1,4250000,0.05214723926380368
Viktor Arvidsson,175,1,112,13.15,151,264,213,0.95,10.94,19.13,15.43,525,382,57.88,924,657,58.44,731,496,59.58,42.38,32.85,56.33,24,7,0,4250000,0.05214723926380368
David Savard,188,1,94,3.21,69,124,92,0.18,3.86,6.94,5.15,447,566,44.13,779,1055,42.48,595,766,43.72,35.20,43.17,44.92,24,5,0,4250000,0.05214723926380368
John Klingberg,191,1,131,5.63,108,231,155,0.28,5.39,11.52,7.73,655,484,57.51,1242,918,57.50,928,702,56.93,60.26,46.53,56.43,22,7,0,4250000,0.05214723926380368
Oscar Klefbom,191,0,19,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,22,7,0,4167000,0.05112883435582822
Jonas Brodin,185,0,10,4.74,77,163,101,0.24,3.95,8.36,5.19,483,577,45.57,899,1104,44.88,685,795,46.28,46.69,47.77,49.43,21,6,0,4166667,0.05112474846625767
Damon Severson,188,1,60,4.41,91,195,129,0.21,4.34,9.28,6.15,603,652,48.05,1119,1088,50.70,848,873,49.27,53.41,61.20,46.60,22,6,0,4166666,0.05112473619631902
Adam Larsson,191,1,4,2.16,48,124,86,0.12,2.70,6.97,4.83,377,529,41.61,734,1068,40.72,552,731,43.02,37.63,47.33,44.29,22,6,0,4166666,0.05112473619631902
Mathieu Perreault,178,0,177,7.79,55,104,77,0.75,5.27,9.96,7.38,344,261,56.86,621,502,55.30,461,372,55.34,31.46,20.28,60.80,28,4,1,4125000,0.05061349693251534
Devon Toews,185,0,108,5.47,115,211,155,0.26,5.46,10.02,7.36,664,540,55.15,1247,1023,54.93,924,749,55.23,62.08,46.56,57.14,26,4,0,4100000,0.05030674846625767
Josh Manson,191,1,160,0.64,19,48,26,0.09,2.76,6.96,3.77,158,290,35.27,265,462,36.45,197,369,34.81,12.80,25.32,33.58,26,4,0,4100000,0.05030674846625767
Brian Dumoulin,193,0,51,1.94,50,104,69,0.13,3.27,6.81,4.51,408,500,44.93,715,868,45.17,550,685,44.53,38.97,42.72,47.71,25,6,0,4100000,0.05030674846625767
Nick Bonino,185,0,173,6.37,64,99,83,0.48,4.87,7.53,6.32,368,425,46.41,625,814,43.43,482,579,45.43,35.72,33.60,51.54,29,4,1,4100000,0.05030674846625767
Nick Bjugstad,198,1,19,7.31,76,115,98,0.88,9.18,13.90,11.84,274,226,54.80,464,464,50.00,374,335,52.75,26.05,17.45,59.89,22,6,0,4100000,0.05030674846625767
Olli Määttä,188,0,22,1.62,41,74,62,0.15,3.82,6.90,5.78,272,337,44.66,486,613,44.22,393,462,45.96,24.96,30.33,45.14,21,6,0,4083333,0.050102245398773004
Jake Gardiner,188,0,17,0.89,23,62,35,0.13,3.31,8.92,5.03,214,175,55.01,417,314,57.05,304,239,55.99,19.20,15.01,56.12,28,4,1,4050000,0.04969325153374233
Marcus Pettersson,191,0,38,1.65,46,94,68,0.13,3.56,7.28,5.27,368,373,49.66,608,623,49.39,480,473,50.37,29.61,30.42,49.33,24,5,0,4025175,0.049388650306748466
Brett Pesce,191,1,66,4.38,89,231,144,0.21,4.26,11.06,6.89,589,606,49.29,1108,1081,50.62,844,821,50.69,63.41,55.24,53.44,23,6,0,4025000,0.04938650306748466
Mike Hoffman,183,0,130,8.25,110,180,134,0.66,8.77,14.36,10.69,409,317,56.34,729,593,55.14,534,450,54.27,34.14,29.66,53.51,30,1,1,4000000,0.049079754601226995
Justin Schultz,188,1,43,3.20,67,127,94,0.22,4.71,8.92,6.60,435,411,51.42,778,725,51.76,596,560,51.56,35.08,33.26,51.33,29,2,1,4000000,0.049079754601226995
David Perron,183,1,26,12.91,142,277,192,0.77,8.43,16.44,11.39,600,406,59.64,1074,749,58.91,781,547,58.81,50.12,39.94,55.65,30,4,1,4000000,0.049079754601226995
Erik Gudbranson,196,1,3,1.79,58,121,77,0.13,4.32,9.01,5.73,373,506,42.43,671,871,43.51,512,680,42.95,29.80,46.47,39.07,26,3,1,4000000,0.049079754601226995
Kris Russell,178,0,67,1.80,41,88,55,0.17,3.82,8.19,5.13,219,321,40.56,427,641,39.97,309,450,40.71,17.64,27.33,39.22,30,4,1,4000000,0.049079754601226995
Victor Rask,188,0,42,5.05,51,100,66,0.40,4.08,8.00,5.28,353,323,52.22,706,609,53.69,517,451,53.41,33.94,24.93,57.65,23,6,0,4000000,0.049079754601226995
Alec Martinez,185,0,95,6.78,85,183,122,0.34,4.26,9.18,6.12,620,602,50.74,1157,1186,49.38,850,826,50.72,63.83,58.11,52.35,27,6,1,4000000,0.049079754601226995
Kevin Shattenkirk,183,1,14,4.68,93,187,125,0.24,4.78,9.61,6.43,598,519,53.54,1170,969,54.70,870,733,54.27,52.93,49.89,51.48,31,3,1,3900000,0.04785276073619632
Brenden Dillon,193,0,300,1.57,51,134,81,0.09,2.94,7.72,4.67,460,503,47.77,839,955,46.77,645,715,47.43,38.88,41.77,48.21,29,4,1,3900000,0.04785276073619632
Joonas Donskoi,183,1,99,12.02,74,133,107,1.02,6.28,11.29,9.09,409,280,59.36,730,548,57.12,552,401,57.92,40.02,27.20,59.54,27,4,1,3900000,0.04785276073619632
Andrew Shaw,180,1,139,2.19,25,39,30,0.62,7.09,11.06,8.51,109,98,52.66,197,150,56.77,140,117,54.47,10.47,7.78,57.37,24,6,0,3900000,0.04785276073619632
Colin Miller,185,1,151,2.15,64,139,96,0.15,4.44,9.65,6.67,387,439,46.85,698,768,47.61,542,597,47.59,28.74,37.84,43.17,25,4,0,3875000,0.04754601226993865
Brandon Montour,183,1,55,4.82,94,173,133,0.28,5.51,10.13,7.79,519,575,47.44,884,986,47.27,703,776,47.53,42.01,51.49,44.93,26,1,0,3850000,0.04723926380368098
Connor Murphy,193,1,20,2.31,78,159,99,0.13,4.23,8.61,5.36,470,631,42.69,842,1140,42.48,608,834,42.16,41.51,56.62,42.30,23,6,0,3850000,0.04723926380368098
Darren Helm,183,0,132,6.18,83,130,97,0.54,7.22,11.31,8.44,295,381,43.64,525,694,43.07,390,518,42.95,23.01,32.52,41.44,29,5,1,3850000,0.04723926380368098
Rickard Rakell,183,1,30,16.43,144,265,204,1.06,9.32,17.14,13.20,469,423,52.58,942,754,55.54,680,581,53.93,46.70,42.51,52.35,23,6,0,3789444,0.046496245398773006
Mikael Granlund,178,0,9,10.30,74,134,107,0.62,4.48,8.11,6.47,494,556,47.05,891,933,48.85,682,717,48.75,44.80,54.22,45.24,28,1,1,3750000,0.046012269938650305
Tyson Barrie,180,1,64,6.93,144,287,188,0.36,7.44,14.83,9.72,756,583,56.46,1349,995,57.55,1020,793,56.26,74.70,48.67,60.55,28,1,1,3750000,0.046012269938650305
Boone Jenner,188,0,37,8.10,79,131,110,0.66,6.42,10.65,8.94,345,396,46.56,597,779,43.39,472,557,45.87,26.53,36.21,42.29,25,4,0,3750000,0.046012269938650305
Tanner Pearson,185,0,30,11.74,100,169,138,0.90,7.65,12.94,10.56,418,433,49.12,776,777,49.97,569,580,49.52,39.11,44.26,46.92,24,4,0,3750000,0.046012269938650305
Mattias Ekholm,193,0,102,4.90,110,227,166,0.27,6.01,12.40,9.07,545,608,47.27,964,1024,48.49,767,795,49.10,43.44,53.09,45.00,25,6,0,3750000,0.046012269938650305
Brendan Gallagher,175,1,147,12.25,106,177,143,1.40,12.11,20.22,16.32,349,193,64.39,648,372,63.53,488,274,64.04,30.90,18.09,63.07,23,6,0,3750000,0.046012269938650305
Will Butcher,178,0,123,1.17,37,75,48,0.16,5.07,10.28,6.58,198,206,49.01,396,381,50.97,285,275,50.89,16.38,16.45,49.89,24,3,0,3733333,0.045807766871165646
Dominik Kubalik,188,0,191,14.28,156,260,192,0.99,10.77,17.95,13.26,494,427,53.64,846,734,53.54,617,552,52.78,44.05,37.53,54.00,24,2,0,3700000,0.04539877300613497
Matt Grzelcyk,175,0,85,2.63,80,126,97,0.22,6.57,10.35,7.97,492,275,64.15,833,502,62.40,662,386,63.17,38.42,22.28,63.29,26,4,0,3687500,0.04524539877300614
Jake DeBrusk,183,0,14,8.58,89,123,105,0.87,9.02,12.48,10.65,333,301,52.52,557,517,51.86,447,400,52.77,25.12,22.23,53.05,23,2,0,3675000,0.045092024539877304
Connor Brown,183,1,156,13.57,117,194,156,0.81,7.02,11.64,9.36,463,552,45.62,853,992,46.23,644,758,45.93,41.97,55.79,42.93,26,3,0,3600000,0.044171779141104296
Tyler Bertuzzi,185,0,58,3.28,20,34,27,1.12,6.81,11.58,9.19,95,87,52.20,167,144,53.70,121,111,52.16,9.69,8.85,52.29,25,1,0,3500000,0.04294478527607362
Chris Tierney,185,0,55,6.02,53,82,71,0.44,3.86,5.97,5.17,343,486,41.38,650,834,43.80,484,658,42.38,26.00,44.69,36.78,25,2,0,3500000,0.04294478527607362
Joel Edmundson,196,0,46,3.55,77,180,119,0.19,4.19,9.80,6.48,547,572,48.88,1027,1028,49.98,751,787,48.83,46.24,49.45,48.32,27,4,1,3500000,0.04294478527607362
J.T. Compher,183,1,35,4.62,44,82,64,0.43,4.05,7.57,5.91,297,308,49.09,556,601,48.06,420,447,48.44,24.49,30.77,44.32,24,4,0,3500000,0.04294478527607362
Micheal Ferland,185,0,133,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,27,4,1,3500000,0.04294478527607362
Ben Chiarot,191,0,120,3.19,80,154,110,0.22,5.52,10.63,7.59,404,469,46.28,751,852,46.85,557,654,46.00,31.45,41.03,43.39,28,3,1,3500000,0.04294478527607362
Alexander Kerfoot,178,0,150,8.26,66,111,85,0.64,5.09,8.57,6.56,333,367,47.57,612,683,47.26,460,519,46.99,32.79,32.90,49.91,24,4,0,3500000,0.04294478527607362
Brett Connolly,191,1,6,3.44,26,57,35,0.55,4.13,9.08,5.58,193,166,53.76,334,288,53.70,248,224,52.54,14.39,12.80,52.92,27,4,1,3500000,0.04294478527607362
Brandon Tanev,183,0,300,5.55,43,62,55,0.72,5.59,8.05,7.14,189,242,43.85,339,443,43.35,261,318,45.08,19.36,22.64,46.10,27,6,1,3500000,0.04294478527607362
Bryan Rust,180,1,80,21.06,154,258,219,1.13,8.36,14.01,11.90,644,519,55.37,1154,878,56.79,880,687,56.16,69.15,49.98,58.05,26,4,0,3500000,0.04294478527607362
Lars Eller,188,0,13,9.14,68,130,103,0.78,5.80,11.09,8.78,364,322,53.06,653,602,52.03,498,471,51.39,34.35,29.12,54.12,29,5,1,3500000,0.04294478527607362
Cal Clutterbuck,180,1,72,7.13,50,93,73,0.64,4.47,8.31,6.52,245,354,40.90,431,695,38.28,331,509,39.40,22.77,29.73,43.37,29,5,1,3500000,0.04294478527607362
Andreas Johnsson,178,0,202,6.90,65,104,87,0.59,5.60,8.96,7.49,371,308,54.64,659,530,55.42,503,418,54.61,29.92,26.89,52.67,24,4,0,3400000,0.04171779141104295
Paul Byron,175,0,179,4.51,42,79,61,0.47,4.37,8.23,6.35,234,300,43.82,435,547,44.30,320,419,43.30,17.48,25.59,40.59,30,4,1,3400000,0.04171779141104295
Ryan Dzingel,183,0,204,4.66,48,97,68,0.55,5.67,11.45,8.02,245,216,53.15,473,407,53.75,335,309,52.02,20.39,16.77,54.88,27,2,1,3375000,0.04141104294478527
Sven Baertschi,180,0,13,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,25,3,0,3366666,0.04130878527607362
Jakub Vrána,183,0,13,10.91,100,196,148,0.87,8.00,15.67,11.83,405,351,53.57,733,603,54.87,565,488,53.66,36.22,30.90,53.96,23,2,0,3350000,0.041104294478527606
