PLAYER,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,GA60,xGA60,GSAx60,SIGNING AGE,CLAUSE,LENGTH,SIGNING,CAP HIT,CAP HIT %
115. Filip Forsberg,185,Right,11 - Round 1 - 2012 (WSH),10.76,129,214,177,0.91,10.85,18.00,14.89,461,313,59.56,850,573,59.73,651,430,60.22,38.40,29.12,56.87,-,-,-,21,,6,RFA,6000000,0.082
116. Erik Johnson,193,Right,1 - Round 1 - 2006 (STL),0.13,5,8,5,0.15,5.59,8.94,5.59,30,30,50.00,53,52,50.48,41,41,50.00,3.44,3.07,52.84,-,-,-,28,"M-NTC, NMC",7,UFA,6000000,0.084
117. Brandon Saad,185,Left,43 - Round 2 - 2011 (CHI),8.61,68,129,99,0.83,6.59,12.49,9.59,367,253,59.19,691,465,59.78,504,352,58.88,30.46,20.19,60.14,-,-,-,22,M-NTC,6,RFA,6000000,0.082
118. Johnny Boychuk,188,Right,61 - Round 2 - 2002 (COL),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,31,M-NTC,7,UFA,6000000,0.082
119. Cory Schneider,191,Left,26 - Round 1 - 2004 (VAN),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,29,NTC,7,UFA,6000000,0.087
120. Jordan Staal,193,Left,2 - Round 1 - 2006 (PIT),15.75,103,168,144,0.97,6.31,10.30,8.83,530,471,52.95,1009,796,55.90,741,632,53.97,57.79,47.54,54.87,-,-,-,23,NMC,10,UFA,6000000,0.1
121. Ryan Nugent-Hopkins,183,Left,1 - Round 1 - 2011 (EDM),16.66,131,235,183,0.96,7.57,13.58,10.57,635,480,56.95,1136,859,56.94,848,652,56.53,71.13,43.40,62.11,-,-,-,20,,7,RFA,6000000,0.093
122. Nate Schmidt,183,Left,-,3.19,71,148,98,0.19,4.30,8.96,5.93,461,552,45.51,833,1040,44.47,636,776,45.04,41.10,52.83,43.76,-,-,-,27,M-NTC,6,UFA,5950000,0.075
123. William Karlsson,183,Left,53 - Round 2 - 2011 (ANA),15.18,106,192,140,0.89,6.19,11.22,8.18,605,450,57.35,1189,887,57.27,856,640,57.22,66.72,49.05,57.63,-,-,-,26,M-NTC,8,RFA,5900000,0.072
124. Jonathan Huberdeau,185,Left,3 - Round 1 - 2011 (FLA),13.58,123,190,153,0.80,7.29,11.26,9.07,700,426,62.17,1145,677,62.84,915,538,62.97,68.28,38.56,63.91,-,-,-,24,NMC,6,RFA,5900000,0.081
125. Aleksander Barkov,191,Left,2 - Round 1 - 2013 (FLA),20.02,176,261,221,1.14,10.09,14.96,12.67,727,436,62.51,1212,743,61.99,949,595,61.46,71.81,42.87,62.62,-,-,-,20,NMC,6,RFA,5900000,0.083
126. Brock Boeser,185,Right,23 - Round 1 - 2015 (VAN),16.48,123,222,172,1.01,7.57,13.67,10.59,569,443,56.23,1076,783,57.88,805,601,57.25,60.42,45.78,56.89,-,-,-,22,,3,RFA,5875000,0.072
127. Cam Atkinson,173,Right,157 - Round 6 - 2008 (CBJ),15.61,158,250,210,0.88,8.94,14.15,11.88,554,553,50.05,939,988,48.73,744,739,50.17,46.57,52.98,46.78,-,-,-,29,M-NTC,7,UFA,5875000,0.078
128. Dustin Brown,183,Right,13 - Round 1 - 2003 (LAK),15.35,129,207,168,1.07,8.96,14.38,11.67,517,353,59.43,932,622,59.97,712,487,59.38,52.55,35.06,59.98,-,-,-,29,M-NTC,8,UFA,5875000,0.091
129. Nick Schmaltz,183,Right,20 - Round 1 - 2014 (CHI),11.89,105,181,134,0.80,7.10,12.24,9.06,526,377,58.25,988,681,59.20,736,516,58.79,52.49,33.22,61.24,-,-,-,23,,7,RFA,5850000,0.074
130. Brandon Dubinsky,188,Left,60 - Round 2 - 2004 (NYR),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,29,"M-NTC, NMC",6,UFA,5850000,0.085
131. Adam Henrique,183,Left,82 - Round 3 - 2008 (NJD),8.10,77,129,102,0.67,6.40,10.72,8.48,364,375,49.26,702,639,52.35,511,503,50.39,32.39,35.54,47.68,-,-,-,29,M-NTC,5,UFA,5825000,0.073
132. Esa Lindell,191,Left,74 - Round 3 - 2012 (DAL),4.08,100,184,137,0.19,4.62,8.50,6.33,581,622,48.30,1074,1231,46.59,796,910,46.66,47.04,55.43,45.91,-,-,-,25,,6,RFA,5800000,0.073
133. Jonathan Quick,185,Left,72 - Round 3 - 2005 (LAK),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.86,2.69,-0.16,27,,10,UFA,5800000,0.097
134. James Neal,191,Left,33 - Round 2 - 2005 (DAL),4.15,48,84,63,0.77,8.93,15.63,11.72,181,143,55.86,331,254,56.58,243,193,55.73,16.07,10.19,61.19,-,-,-,30,,5,UFA,5750000,0.072
135. Martin Jones,193,Left,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.28,2.83,-0.45,28,M-NTC,6,UFA,5750000,0.077
136. T.J. Oshie,183,Right,24 - Round 1 - 2005 (STL),13.82,106,170,136,0.87,6.64,10.65,8.52,521,406,56.20,980,718,57.71,740,549,57.41,52.92,36.17,59.40,-,-,-,30,M-NTC,8,UFA,5750000,0.077
137. Alexander Steen,183,Left,24 - Round 1 - 2002 (TOR),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,32,NTC,4,UFA,5750000,0.079
138. Dougie Hamilton,198,Right,9 - Round 1 - 2011 (BOS),9.36,180,362,253,0.45,8.64,17.38,12.15,787,568,58.08,1466,1012,59.16,1112,783,58.68,86.71,55.15,61.12,-,-,-,22,,6,RFA,5750000,0.081
139. Travis Zajac,188,Right,20 - Round 1 - 2004 (NJD),5.37,50,93,70,0.43,3.97,7.39,5.56,321,447,41.80,602,728,45.26,444,586,43.11,26.24,45.16,36.75,-,-,-,27,NTC,8,UFA,5750000,0.089
140. Matt Niskanen,185,Right,28 - Round 1 - 2005 (DAL),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,27,M-NTC,7,UFA,5750000,0.083
141. Anthony Mantha,196,Left,20 - Round 1 - 2013 (DET),11.42,134,232,182,0.69,8.07,13.98,10.97,545,437,55.50,970,763,55.97,749,608,55.20,49.43,42.47,53.79,-,-,-,25,,4,RFA,5700000,0.07
142. Marc Staal,193,Left,12 - Round 1 - 2005 (NYR),3.01,53,99,72,0.18,3.08,5.76,4.19,401,597,40.18,692,1027,40.26,536,801,40.09,33.15,50.75,39.51,-,-,-,28,NMC,6,UFA,5700000,0.083
143. Jake Muzzin,191,Left,141 - Round 5 - 2007 (PIT),3.61,97,184,127,0.20,5.27,9.99,6.90,527,540,49.39,944,1032,47.77,710,749,48.66,50.53,48.37,51.09,-,-,-,31,NMC,4,UFA,5625000,0.069
144. Tomas Hertl,188,Left,17 - Round 1 - 2012 (SJS),17.14,111,189,153,1.10,7.09,12.08,9.77,565,442,56.11,1000,840,54.35,757,630,54.58,58.87,42.55,58.05,-,-,-,24,M-NTC,4,RFA,5625000,0.071
145. Darnell Nurse,193,Left,7 - Round 1 - 2013 (EDM),7.06,150,280,201,0.31,6.48,12.10,8.68,773,832,48.16,1327,1400,48.66,1029,1099,48.36,75.87,74.43,50.48,-,-,-,25,,2,RFA,5600000,0.069
146. Gabriel Landeskog,185,Left,2 - Round 1 - 2011 (COL),20.47,148,261,210,1.18,8.50,14.99,12.06,742,353,67.76,1375,623,68.81,1018,481,67.91,80.52,30.90,72.27,-,-,-,20,M-NTC,7,RFA,5571429,0.087
147. Duncan Keith,185,Left,54 - Round 2 - 2002 (CHI),4.30,110,199,134,0.20,5.22,9.44,6.36,658,783,45.66,1076,1295,45.38,803,1020,44.05,57.69,77.20,42.77,-,-,-,26,NMC,13,RFA,5538462,0.098
148. Josh Anderson,191,Right,95 - Round 4 - 2012 (CBJ),13.43,125,218,183,0.94,8.77,15.32,12.86,436,363,54.57,831,666,55.51,614,499,55.17,38.19,32.78,53.81,-,-,-,26,,7,RFA,5500000,0.067
149. Travis Konecny,178,Right,24 - Round 1 - 2015 (PHI),10.39,100,191,146,0.78,7.55,14.42,11.02,444,355,55.57,866,590,59.48,630,462,57.69,39.13,29.78,56.78,-,-,-,22,,6,RFA,5500000,0.067
150. Anton Strålman,180,Right,216 - Round 7 - 2005 (TOR),1.81,38,80,55,0.15,3.17,6.67,4.58,358,405,46.92,605,671,47.41,467,532,46.75,32.79,33.27,49.64,-,-,-,32,M-NTC,3,UFA,5500000,0.067
151. Gustav Nyquist,180,Left,121 - Round 4 - 2008 (DET),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,29,,4,UFA,5500000,0.067
152. Jordan Eberle,180,Right,22 - Round 1 - 2008 (EDM),15.21,128,203,173,0.99,8.33,13.22,11.26,575,373,60.65,990,671,59.60,764,496,60.63,53.64,33.96,61.23,-,-,-,29,NTC,5,UFA,5500000,0.069
153. Jason Zucker,180,Left,59 - Round 2 - 2010 (MIN),7.22,67,119,95,0.73,6.74,11.98,9.56,296,270,52.30,533,461,53.62,402,349,53.53,23.71,25.16,48.52,-,-,-,26,M-NTC,5,RFA,5500000,0.069
154. Bo Horvat,183,Left,9 - Round 1 - 2013 (VAN),14.67,114,204,161,0.89,6.91,12.36,9.75,579,489,54.21,1112,878,55.88,810,651,55.44,57.12,49.80,53.42,-,-,-,22,,6,RFA,5500000,0.073
155. Colton Parayko,198,Right,86 - Round 3 - 2012 (STL),2.19,58,114,77,0.20,5.28,10.37,7.01,293,360,44.87,501,665,42.97,377,487,43.63,21.78,32.89,39.84,-,-,-,24,,5,RFA,5500000,0.073
156. Jonathan Drouin,183,Left,3 - Round 1 - 2013 (TBL),6.61,76,121,96,0.56,6.44,10.25,8.14,416,305,57.70,753,539,58.28,565,415,57.65,38.79,28.65,57.52,-,-,-,22,,6,RFA,5500000,0.075
157. Andrew Ladd,191,Left,4 - Round 1 - 2004 (CAR),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,30,M-NTC,7,UFA,5500000,0.075
158. Nick Leddy,183,Left,16 - Round 1 - 2009 (MIN),3.90,79,146,106,0.19,3.92,7.25,5.26,599,529,53.10,1037,1018,50.46,805,764,51.31,58.23,44.67,56.59,-,-,-,23,,7,RFA,5500000,0.08
159. Jeff Petry,191,Right,45 - Round 2 - 2006 (EDM),6.25,128,259,171,0.30,6.14,12.43,8.19,688,569,54.73,1263,1008,55.61,951,787,54.72,60.84,60.97,49.95,-,-,-,27,"M-NTC, NMC",6,UFA,5500000,0.08
160. Nick Foligno,183,Left,28 - Round 1 - 2006 (OTT),8.15,78,118,103,0.57,5.59,8.46,7.38,403,401,50.12,677,766,46.92,531,559,48.72,32.97,38.51,46.12,-,-,-,27,"M-NTC, NMC",6,UFA,5500000,0.08
161. Alex Goligoski,180,Left,61 - Round 2 - 2004 (PIT),2.98,72,157,94,0.14,3.35,7.31,4.38,553,705,43.96,1056,1322,44.41,782,981,44.36,50.64,71.84,41.34,-,-,-,30,M-NTC,5,UFA,5475000,0.075
162. Teuvo Teräväinen,180,Left,18 - Round 1 - 2012 (CHI),5.65,49,84,61,0.98,8.52,14.60,10.60,209,164,56.03,385,276,58.25,288,217,57.03,23.68,17.92,56.92,-,-,-,24,,5,RFA,5400000,0.068
163. Rasmus Ristolainen,193,Right,8 - Round 1 - 2013 (BUF),4.36,73,153,111,0.24,4.01,8.42,6.11,431,667,39.25,792,1099,41.88,616,897,40.71,41.54,60.03,40.90,-,-,-,21,,6,RFA,5400000,0.074
164. Seth Jones,193,Right,4 - Round 1 - 2013 (NSH),6.39,141,256,183,0.27,5.99,10.87,7.77,710,778,47.72,1233,1343,47.86,943,1032,47.75,53.66,73.53,42.19,-,-,-,21,M-NTC,6,RFA,5400000,0.074
165. Mikael Backlund,183,Left,24 - Round 1 - 2007 (CGY),12.37,133,229,177,0.85,9.15,15.76,12.18,435,403,51.91,807,764,51.37,617,585,51.33,40.13,44.48,47.43,-,-,-,29,NTC,6,UFA,5350000,0.071
166. Mika Zibanejad,188,Right,6 - Round 1 - 2011 (OTT),21.26,171,316,250,1.12,9.11,16.84,13.33,579,532,52.12,1085,984,52.44,830,744,52.73,66.12,53.11,55.46,-,-,-,24,NMC,5,RFA,5350000,0.071
167. Jaden Schwartz,178,Left,14 - Round 1 - 2010 (STL),6.56,68,121,93,0.56,5.89,10.47,8.05,355,314,53.06,651,602,51.96,469,443,51.43,30.87,31.39,49.58,-,-,-,24,M-NTC,5,RFA,5350000,0.073
168. Max Domi,178,Left,12 - Round 1 - 2013 (ARI),6.88,99,153,118,0.50,7.23,11.17,8.61,416,432,49.06,722,737,49.49,557,568,49.51,32.75,38.36,46.06,-,-,-,25,,2,RFA,5300000,0.065
169. Patric Hörnqvist,180,Right,230 - Round 7 - 2005 (NSH),16.29,145,200,180,1.32,11.78,16.25,14.63,514,282,64.56,865,473,64.65,666,370,64.29,48.12,27.87,63.32,-,-,-,31,NTC,5,UFA,5300000,0.071
170. Tomas Tatar,178,Left,60 - Round 2 - 2009 (DET),9.49,80,139,103,0.78,6.54,11.37,8.43,457,261,63.65,846,508,62.48,622,378,62.20,40.98,24.21,62.86,-,-,-,26,,4,RFA,5300000,0.071
171. Ondrej Palat,180,Left,208 - Round 7 - 2011 (TBL),14.11,111,190,148,0.88,6.94,11.87,9.25,549,398,57.97,1002,689,59.25,761,511,59.83,58.69,34.89,62.72,-,-,-,26,NTC,5,RFA,5300000,0.071
172. Jaccob Slavin,191,Left,120 - Round 4 - 2012 (CAR),4.94,101,215,149,0.25,5.07,10.79,7.48,641,606,51.40,1135,1103,50.71,874,843,50.90,66.91,59.89,52.77,-,-,-,24,,7,RFA,5300000,0.071
173. Bryan Little,183,Right,12 - Round 1 - 2006 (ATL),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,30,M-NTC,6,UFA,5291667,0.071
174. Marián Hossa,185,Left,12 - Round 1 - 1997 (OTT),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,30,NMC,12,UFA,5275000,0.093
175. Jeff Carter,191,Right,11 - Round 1 - 2003 (PHI),14.55,154,226,189,0.98,10.33,15.16,12.68,470,451,51.03,811,778,51.04,614,596,50.74,45.37,45.46,49.95,-,-,-,25,,11,RFA,5272727,0.089
176. Charlie Coyle,191,Right,28 - Round 1 - 2010 (SJS),6.41,79,127,107,0.46,5.71,9.17,7.73,378,414,47.73,658,745,46.90,520,573,47.58,28.34,35.77,44.21,-,-,-,28,"M-NTC, NMC",6,UFA,5250000,0.064
177. Jakob Silfverberg,185,Right,39 - Round 2 - 2009 (OTT),8.19,91,172,136,0.62,6.86,12.96,10.25,362,410,46.89,725,701,50.84,537,544,49.68,32.99,38.93,45.87,-,-,-,28,M-NTC,5,UFA,5250000,0.066
178. Brady Skjei,191,Left,28 - Round 1 - 2012 (NYR),4.24,104,179,136,0.24,5.79,9.96,7.57,487,528,47.98,878,936,48.40,680,717,48.68,46.18,49.72,48.15,-,-,-,24,,6,RFA,5250000,0.066
179. J.T. Miller,185,Left,15 - Round 1 - 2011 (NYR),11.70,95,180,145,0.71,5.74,10.88,8.76,496,505,49.55,973,880,52.51,728,674,51.93,55.43,55.82,49.82,-,-,-,25,,5,RFA,5250000,0.066
180. Nino Niederreiter,188,Left,5 - Round 1 - 2010 (NYI),18.61,126,205,167,1.27,8.59,13.97,11.38,507,355,58.82,930,653,58.75,707,500,58.57,51.30,32.21,61.43,-,-,-,24,,5,RFA,5250000,0.07
181. Frans Nielsen,185,Left,87 - Round 3 - 2002 (NYI),2.77,24,37,34,0.47,4.09,6.31,5.80,142,191,42.64,219,341,39.11,176,257,40.65,10.49,16.82,38.40,-,-,-,32,M-NTC,6,UFA,5250000,0.072
182. Hampus Lindholm,191,Left,6 - Round 1 - 2012 (ANA),2.31,29,68,49,0.35,4.38,10.29,7.41,193,167,53.61,361,374,49.12,276,256,51.88,17.66,15.94,52.56,-,-,-,22,,6,RFA,5205556,0.071
183. Sam Reinhart,185,Right,2 - Round 1 - 2014 (BUF),15.72,130,215,190,0.89,7.39,12.23,10.80,576,472,54.96,1014,821,55.26,804,640,55.68,52.62,44.47,54.20,-,-,-,24,,1,RFA,5200000,0.064
184. Shea Theodore,188,Left,26 - Round 1 - 2013 (ANA),8.73,160,345,222,0.45,8.16,17.59,11.32,732,498,59.51,1370,915,59.96,1016,682,59.84,75.33,49.85,60.18,-,-,-,22,,7,RFA,5200000,0.065
185. Tom Wilson,193,Right,16 - Round 1 - 2012 (WSH),9.59,82,135,103,0.75,6.44,10.60,8.09,366,364,50.14,667,661,50.23,505,513,49.61,32.61,35.83,47.65,-,-,-,24,M-NTC,6,RFA,5166667,0.065
186. Yanni Gourde,175,Left,-,15.33,118,182,151,0.96,7.41,11.43,9.48,537,423,55.94,919,720,56.07,718,553,56.49,50.20,35.56,58.54,-,-,-,27,NTC,6,UFA,5166666,0.065
187. Dmitry Orlov,180,Left,55 - Round 2 - 2009 (WSH),3.41,82,158,114,0.21,4.96,9.56,6.90,504,452,52.72,907,825,52.37,701,641,52.24,42.00,37.52,52.82,-,-,-,25,M-NTC,6,RFA,5100000,0.068
188. Pierre-Luc Dubois,191,Left,3 - Round 1 - 2016 (CBJ),7.18,74,127,96,0.64,6.64,11.40,8.61,389,289,57.37,672,554,54.81,511,405,55.79,32.76,29.73,52.42,-,-,-,22,,2,RFA,5000000,0.061
189. Ryan Pulock,188,Right,15 - Round 1 - 2013 (NYI),5.01,121,234,158,0.24,5.78,11.17,7.54,627,547,53.41,1119,1034,51.97,847,767,52.48,59.06,46.46,55.97,-,-,-,25,,2,RFA,5000000,0.061
190. Evgeni Dadonov,180,Left,71 - Round 3 - 2007 (FLA),10.88,89,161,132,0.77,6.33,11.44,9.38,464,359,56.38,878,665,56.90,665,502,56.98,44.75,35.67,55.65,-,-,-,31,M-NTC,3,UFA,5000000,0.061
191. TJ Brodie,185,Left,114 - Round 4 - 2008 (CGY),1.82,47,108,70,0.09,2.42,5.55,3.60,560,545,50.68,1010,1034,49.41,792,773,50.61,59.44,48.27,55.19,-,-,-,30,NMC,4,UFA,5000000,0.061
192. Robin Lehner,193,Left,46 - Round 2 - 2009 (OTT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.29,2.55,0.26,28,M-NTC,5,UFA,5000000,0.061
193. Jean-Gabriel Pageau,178,Right,96 - Round 4 - 2011 (OTT),11.47,81,130,110,0.76,5.36,8.60,7.28,398,397,50.06,738,801,47.95,547,566,49.15,41.44,37.90,52.23,-,-,-,27,NTC,6,UFA,5000000,0.061
194. Zachary Werenski,188,Left,8 - Round 1 - 2015 (CBJ),4.32,79,141,103,0.30,5.56,9.93,7.25,443,435,50.46,761,768,49.77,582,584,49.91,30.81,43.60,41.41,-,-,-,21,,3,RFA,5000000,0.061
195. Samuel Girard,178,Left,47 - Round 2 - 2016 (NSH),3.13,75,179,108,0.18,4.20,10.02,6.04,632,430,59.51,1164,782,59.82,844,586,59.02,55.38,34.09,61.90,-,-,-,22,,7,RFA,5000000,0.061
196. Semyon Varlamov,188,Left,23 - Round 1 - 2006 (WSH),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.04,2.29,0.25,31,NTC,4,UFA,5000000,0.061
197. Tyler Bozak,185,Right,-,3.07,34,55,44,0.41,4.51,7.32,5.86,166,242,40.69,309,461,40.13,229,346,39.83,13.54,25.50,34.68,-,-,-,32,M-NTC,3,UFA,5000000,0.063
198. Niklas Hjalmarsson,191,Left,108 - Round 4 - 2005 (CHI),1.01,29,67,48,0.09,2.44,5.65,4.05,261,381,40.65,486,759,39.04,375,559,40.15,24.04,38.95,38.15,-,-,-,32,NMC,2,UFA,5000000,0.063
199. Josh Bailey,185,Left,9 - Round 1 - 2008 (NYI),7.23,77,122,98,0.46,4.88,7.74,6.22,462,433,51.62,820,809,50.34,627,614,50.52,50.69,36.13,58.39,-,-,-,28,,6,UFA,5000000,0.067
200. Jonathan Marchessault,175,Right,-,16.54,174,326,239,1.06,11.10,20.80,15.25,590,371,61.39,1172,722,61.88,836,529,61.25,61.88,36.64,62.81,-,-,-,27,M-NTC,6,UFA,5000000,0.067
201. Tyler Johnson,173,Right,-,8.11,77,123,103,0.65,6.14,9.80,8.21,367,304,54.69,673,540,55.48,516,408,55.84,30.60,24.20,55.84,-,-,-,26,NTC,7,RFA,5000000,0.067
202. Danny DeKeyser,191,Left,-,1.55,43,92,64,0.11,3.03,6.49,4.51,349,474,42.41,610,886,40.78,476,654,42.12,33.03,39.82,45.34,-,-,-,26,M-NTC,6,RFA,5000000,0.068
203. Reilly Smith,185,Left,69 - Round 3 - 2009 (DAL),16.72,119,205,163,1.08,7.68,13.23,10.52,526,424,55.37,1038,799,56.51,748,581,56.28,55.92,45.14,55.33,-,-,-,25,M-NTC,5,RFA,5000000,0.068
204. Frederik Andersen,193,Left,87 - Round 3 - 2012 (ANA),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.91,2.46,-0.45,26,M-NTC,5,RFA,5000000,0.07
205. Morgan Rielly,185,Left,5 - Round 1 - 2012 (TOR),5.25,98,209,140,0.25,4.68,9.99,6.69,687,541,55.94,1258,1012,55.42,980,754,56.52,78.04,48.55,61.65,-,-,-,22,M-NTC,6,RFA,5000000,0.07
206. Noah Hanifin,191,Left,5 - Round 1 - 2015 (CAR),4.20,89,206,139,0.27,5.68,13.14,8.86,474,417,53.20,869,769,53.05,663,598,52.58,40.93,36.51,52.85,-,-,-,21,,6,RFA,4950000,0.062
207. Ben Bishop,201,Left,85 - Round 3 - 2005 (STL),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,30,"M-NTC, NMC",6,UFA,4916667,0.067
208. André Burakovsky,191,Left,23 - Round 1 - 2013 (WSH),8.86,93,163,121,0.69,7.29,12.78,9.49,479,308,60.86,907,529,63.16,654,414,61.24,40.50,22.59,64.19,-,-,-,25,,2,RFA,4900000,0.06
209. Charlie McAvoy,183,Right,14 - Round 1 - 2016 (BOS),4.73,92,189,136,0.23,4.51,9.27,6.67,727,490,59.74,1235,930,57.04,980,712,57.92,58.96,44.79,56.83,-,-,-,21,,3,RFA,4900000,0.06
210. Alexander Wennberg,188,Left,14 - Round 1 - 2013 (CBJ),9.25,82,133,105,0.55,4.84,7.84,6.19,535,542,49.68,887,893,49.83,691,701,49.64,46.62,51.16,47.68,-,-,-,22,,6,RFA,4900000,0.065
211. Michael Matheson,188,Left,23 - Round 1 - 2012 (FLA),3.81,86,155,111,0.28,6.29,11.34,8.11,426,401,51.51,717,690,50.96,550,529,50.97,33.97,30.49,52.71,-,-,-,24,,8,RFA,4875000,0.065
212. Marián Gáborík,185,Left,3 - Round 1 - 2000 (MIN),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,32,,7,UFA,4875000,0.076
213. Elias Lindholm,185,Right,5 - Round 1 - 2013 (CAR),13.29,123,189,149,0.77,7.14,10.97,8.65,566,493,53.45,1004,890,53.01,775,679,53.30,54.61,46.05,54.25,-,-,-,23,,6,RFA,4850000,0.061
214. Anthony Cirelli,183,Left,72 - Round 3 - 2015 (TBL),9.36,75,111,97,0.63,5.07,7.51,6.56,435,404,51.85,762,713,51.66,586,546,51.77,42.66,39.75,51.77,-,-,-,22,,3,RFA,4800000,0.059
215. Mikhail Sergachev,188,Left,9 - Round 1 - 2016 (MTL),5.86,108,218,154,0.28,5.27,10.63,7.51,591,585,50.26,1050,1003,51.14,814,771,51.36,57.48,53.05,52.00,-,-,-,22,,3,RFA,4800000,0.059
216. Anthony Deangelo,180,Right,19 - Round 1 - 2014 (TBL),0.38,13,22,18,0.21,7.04,11.91,9.74,73,45,61.86,120,68,63.83,93,57,62.00,5.78,3.87,59.90,-,-,-,24,,2,RFA,4800000,0.059
217. Colin White,180,Right,21 - Round 1 - 2015 (OTT),8.83,69,132,102,0.80,6.26,11.98,9.26,351,295,54.33,681,562,54.79,510,420,54.84,28.61,25.03,53.34,-,-,-,22,,6,RFA,4750000,0.058
218. Alex Tuch,193,Right,18 - Round 1 - 2014 (MIN),17.70,136,232,191,1.17,8.94,15.27,12.57,500,376,57.08,962,709,57.57,702,509,57.97,53.04,34.74,60.42,-,-,-,23,,7,RFA,4750000,0.06
219. Vincent Trocheck,178,Right,64 - Round 3 - 2011 (FLA),15.40,123,189,167,1.08,8.61,13.24,11.70,530,358,59.68,950,656,59.15,732,498,59.51,57.73,41.07,58.43,-,-,-,22,,6,RFA,4750000,0.065
220. Kevin Labanc,180,Right,171 - Round 6 - 2014 (SJS),13.51,126,222,171,0.91,8.50,14.97,11.53,512,440,53.78,949,751,55.82,720,596,54.71,50.84,36.54,58.18,-,-,-,24,,4,RFA,4725000,0.058
221. Kyle Palmieri,180,Right,26 - Round 1 - 2009 (ANA),15.36,115,223,181,1.09,8.16,15.83,12.85,435,410,51.48,804,684,54.03,612,542,53.03,41.23,37.61,52.30,-,-,-,25,M-NTC,5,RFA,4650000,0.064
222. Ryan Murray,185,Left,2 - Round 1 - 2012 (CBJ),1.25,29,67,45,0.08,1.95,4.50,3.02,386,501,43.52,694,892,43.76,531,691,43.45,29.55,44.67,39.81,-,-,-,25,,2,RFA,4600000,0.056
223. Jakob Chychrun,188,Left,16 - Round 1 - 2016 (ARI),9.08,176,355,256,0.42,8.06,16.26,11.73,672,603,52.71,1276,1118,53.30,946,828,53.33,65.23,59.67,52.23,-,-,-,21,,6,RFA,4600000,0.058
224. Rasmus Andersson,185,Right,53 - Round 2 - 2015 (CGY),5.15,88,183,138,0.28,4.76,9.92,7.48,571,519,52.39,1088,938,53.70,813,730,52.69,53.25,50.80,51.18,-,-,-,23,,6,RFA,4550000,0.056
225. Calvin De Haan,185,Left,12 - Round 1 - 2009 (NYI),1.81,58,132,85,0.13,4.25,9.67,6.23,359,439,44.99,638,778,45.06,468,578,44.74,29.60,39.75,42.68,-,-,-,27,,4,UFA,4550000,0.057
226. Artem Anisimov,193,Left,54 - Round 2 - 2006 (NYR),2.76,29,53,42,0.77,8.09,14.79,11.72,103,109,48.58,209,203,50.73,150,143,51.19,9.13,8.33,52.29,-,-,-,27,,5,UFA,4550000,0.062
227. Ryan Strome,185,Right,5 - Round 1 - 2011 (NYI),15.80,129,211,164,0.93,7.56,12.37,9.61,581,469,55.33,1056,857,55.20,807,654,55.24,65.65,42.51,60.70,-,-,-,26,,2,RFA,4500000,0.055
228. Christopher Tanev,188,Right,-,1.83,60,113,79,0.10,3.18,5.98,4.18,501,496,50.25,909,975,48.25,704,710,49.79,43.60,45.31,49.04,-,-,-,30,M-NTC,4,UFA,4500000,0.055
229. Darcy Kuemper,196,Left,161 - Round 6 - 2009 (MIN),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.56,2.49,-0.07,30,,2,UFA,4500000,0.055
