PLAYER,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,SIGNING AGE,LENGTH,SIGNING,CAP HIT,CAP_HIT_%
Hampus Lindholm,191,0,6,8.43,125,269,179,0.28,4.11,8.85,5.89,834,1007,45.30,1613,1905,45.85,1212,1447,45.58,80.34,104.87,43.38,22,6,0,5205556,0.06547869182389937
Shea Theodore,188,0,26,10.49,202,421,277,0.40,7.64,15.91,10.47,1030,700,59.54,1924,1250,60.62,1397,936,59.88,97.83,58.56,62.56,22,7,0,5200000,0.06540880503144654
Mike Hoffman,183,0,130,22.06,253,441,333,0.90,10.38,18.09,13.66,920,672,57.79,1642,1212,57.53,1255,919,57.73,85.83,74.61,53.50,26,4,0,5187500,0.06525157232704402
Jared Spurgeon,175,1,156,8.59,152,304,212,0.26,4.61,9.21,6.42,1063,1005,51.40,1922,1859,50.83,1452,1383,51.22,97.23,84.93,53.38,26,4,0,5187500,0.06525157232704402
Kevin Hayes,196,0,24,20.52,156,298,216,0.95,7.21,13.78,9.99,689,656,51.23,1243,1171,51.49,934,901,50.90,72.15,65.72,52.33,26,1,0,5175000,0.06509433962264151
Tom Wilson,193,1,16,17.88,130,229,189,0.94,6.82,12.02,9.92,583,636,47.83,1080,1214,47.08,840,912,47.95,61.45,67.01,47.84,24,6,0,5166667,0.06498952201257861
Zach Bogosian,191,1,3,3.82,93,181,124,0.16,3.97,7.73,5.29,666,843,44.14,1171,1493,43.96,905,1158,43.87,51.54,78.43,39.65,22,7,0,5142857,0.06469002515723271
Brayden Schenn,185,0,5,24.73,159,263,226,1.11,7.13,11.80,10.14,845,596,58.64,1472,1140,56.36,1127,839,57.32,86.09,60.25,58.83,24,4,0,5125000,0.06446540880503145
Dmitry Orlov,180,0,55,5.31,101,232,150,0.18,3.42,7.85,5.07,828,934,46.99,1572,1729,47.62,1176,1278,47.92,69.76,83.27,45.59,25,6,0,5100000,0.06415094339622641
Tyler Bozak,185,1,300,16.21,141,223,188,0.83,7.19,11.37,9.58,638,543,54.02,1152,1008,53.33,867,741,53.92,63.18,47.52,57.07,32,3,1,5000000,0.06289308176100629
Josh Bailey,185,0,9,13.48,126,221,162,0.59,5.48,9.61,7.04,732,627,53.86,1328,1168,53.21,995,857,53.73,76.77,58.29,56.84,28,6,1,5000000,0.06289308176100629
Jonathan Marchessault,175,1,300,27.95,278,486,378,1.12,11.21,19.60,15.24,962,672,58.87,1776,1213,59.42,1328,902,59.55,97.14,63.21,60.58,27,6,1,5000000,0.06289308176100629
Tyler Johnson,173,1,300,19.66,163,268,220,0.92,7.67,12.60,10.35,758,707,51.74,1328,1221,52.10,1033,946,52.20,72.58,61.08,54.30,26,7,0,5000000,0.06289308176100629
Danny DeKeyser,191,0,300,2.84,59,132,87,0.15,3.10,6.93,4.57,508,671,43.09,934,1224,43.28,687,947,42.04,45.27,68.43,39.82,26,6,0,5000000,0.06289308176100629
Reilly Smith,185,0,69,23.41,178,302,239,1.04,7.90,13.40,10.61,811,596,57.64,1524,1123,57.57,1146,830,58.00,82.28,55.75,59.61,25,5,0,5000000,0.06289308176100629
Morgan Rielly,185,0,5,9.82,223,490,309,0.31,7.06,15.51,9.77,1216,1081,52.94,2307,1908,54.73,1749,1491,53.98,132.77,99.84,57.08,22,6,0,5000000,0.06289308176100629
Andy Greene,180,0,300,5.09,104,207,154,0.18,3.65,7.27,5.41,765,1026,42.71,1285,1944,39.79,1023,1433,41.65,66.93,94.62,41.43,31,5,1,5000000,0.06289308176100629
Matt Moulson,185,0,263,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,30,5,1,5000000,0.06289308176100629
Andrew MacDonald,185,0,160,1.63,41,103,65,0.13,3.19,8.02,5.05,317,422,42.90,626,798,43.96,435,564,43.54,27.26,37.20,42.29,27,6,1,5000000,0.06289308176100629
Alexander Edler,191,0,91,4.70,128,254,181,0.20,5.58,11.08,7.89,675,642,51.25,1248,1306,48.86,952,907,51.21,65.18,60.61,51.82,26,6,1,5000000,0.06289308176100629
Derick Brassard,185,0,6,11.84,110,190,141,0.68,6.29,10.86,8.06,537,571,48.47,975,1013,49.04,745,759,49.53,46.88,51.18,47.81,26,5,0,5000000,0.06289308176100629
Noah Hanifin,191,0,5,6.67,116,243,168,0.24,4.19,8.77,6.07,896,824,52.09,1649,1526,51.94,1255,1165,51.86,91.18,79.23,53.50,21,6,0,4950000,0.062264150943396226
Alexander Wennberg,188,0,14,7.08,64,111,90,0.38,3.40,5.89,4.78,584,509,53.43,1064,940,53.09,812,711,53.32,50.69,50.37,50.16,22,6,0,4900000,0.061635220125786164
Alex Galchenyuk,185,0,3,18.82,159,288,229,1.00,8.42,15.26,12.13,640,519,55.22,1232,951,56.44,918,718,56.11,65.23,50.39,56.42,23,3,0,4900000,0.061635220125786164
Marc Methot,193,0,168,0.11,3,6,5,0.04,1.18,2.36,1.97,56,77,42.11,103,155,39.92,72,116,38.29,4.68,6.83,40.65,30,4,1,4900000,0.061635220125786164
Michael Matheson,188,0,23,5.53,129,235,161,0.20,4.62,8.42,5.77,839,909,48.00,1414,1687,45.60,1104,1272,46.46,68.19,86.49,44.08,24,8,0,4875000,0.06132075471698113
Sami Vatanen,178,1,106,4.04,107,204,137,0.22,5.91,11.27,7.57,570,550,50.89,979,1010,49.22,759,781,49.29,49.48,50.44,49.52,25,4,0,4875000,0.06132075471698113
Marián Gáborík,185,0,3,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,32,7,1,4875000,0.06132075471698113
Elias Lindholm,185,1,5,21.44,182,311,246,0.79,6.73,11.50,9.09,929,750,55.33,1726,1352,56.08,1292,1039,55.43,104.70,77.38,57.50,23,6,0,4850000,0.0610062893081761
Justin Faulk,183,1,37,12.69,217,439,306,0.41,7.08,14.32,9.99,1078,853,55.83,2039,1600,56.03,1542,1222,55.79,114.13,90.93,55.66,22,6,0,4833333,0.060796641509433966
Nikita Kucherov,180,0,58,24.88,246,499,363,0.91,9.02,18.29,13.30,1078,798,57.46,1926,1381,58.24,1479,1066,58.11,109.75,72.44,60.24,23,3,0,4766667,0.05995807547169811
Martin Hanzal,198,0,17,1.27,14,19,16,0.85,9.33,12.66,10.66,51,54,48.57,83,98,45.86,67,78,46.21,4.22,7.49,36.04,30,3,1,4750000,0.059748427672955975
Vincent Trocheck,178,1,64,13.95,158,281,235,0.77,8.77,15.59,13.04,643,528,54.91,1176,996,54.14,912,739,55.24,58.70,56.78,50.83,22,6,0,4750000,0.059748427672955975
Gustav Nyquist,180,0,121,20.59,204,350,273,0.87,8.63,14.80,11.54,822,668,55.17,1522,1157,56.81,1146,924,55.36,80.06,60.56,56.94,25,4,0,4750000,0.059748427672955975
Carl Söderberg,191,0,49,21.06,188,314,242,0.88,7.88,13.17,10.15,721,780,48.03,1322,1502,46.81,962,1069,47.37,63.85,75.05,45.97,29,5,1,4750000,0.059748427672955975
Niklas Kronwall,183,0,29,2.98,71,124,86,0.11,2.70,4.72,3.27,795,804,49.72,1405,1439,49.40,1083,1111,49.36,68.98,77.12,47.22,31,7,1,4750000,0.059748427672955975
Jori Lehterä,188,0,65,1.18,17,23,18,0.28,4.15,5.61,4.38,93,133,41.15,171,252,40.43,130,186,41.14,8.52,12.62,40.29,27,3,0,4700000,0.05911949685534591
Ryan McDonagh,185,0,12,7.02,128,243,173,0.23,4.24,8.05,5.73,880,1050,45.60,1519,1894,44.51,1182,1425,45.34,83.03,89.45,48.14,24,6,0,4700000,0.05911949685534591
TJ Brodie,185,0,114,6.04,102,233,147,0.21,3.61,8.24,5.20,878,774,53.15,1642,1394,54.08,1210,1075,52.95,83.01,74.83,52.59,25,5,0,4650400,0.058495597484276726
Kyle Palmieri,180,1,26,21.20,224,383,300,0.95,10.00,17.10,13.40,789,619,56.04,1395,1133,55.18,1081,856,55.81,79.03,57.75,57.78,25,5,0,4650000,0.05849056603773585
Clarke MacArthur,183,0,74,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,30,5,1,4650000,0.05849056603773585
Karl Alzner,191,0,5,0.17,8,19,12,0.07,3.08,7.32,4.62,64,81,44.14,137,145,48.58,89,108,45.18,4.34,5.82,42.77,28,5,1,4625000,0.05817610062893082
Chris Kreider,191,0,19,26.40,201,323,279,1.14,8.77,14.09,12.17,804,641,55.64,1444,1167,55.30,1110,872,56.00,83.24,61.05,57.69,25,4,0,4625000,0.05817610062893082
Tyler Toffoli,183,1,47,24.38,226,402,307,1.04,9.61,17.09,13.05,767,687,52.75,1467,1257,53.85,1082,956,53.09,76.76,66.45,53.60,25,3,0,4600000,0.05786163522012579
Marcus Johansson,185,0,24,11.70,115,187,149,0.76,7.47,12.15,9.68,554,456,54.85,941,819,53.47,721,630,53.37,48.54,43.03,53.01,25,3,0,4583333,0.057651987421383645
Calvin De Haan,185,0,12,4.76,102,283,175,0.21,4.47,12.40,7.67,677,663,50.52,1359,1271,51.67,994,955,51.00,66.31,67.59,49.53,27,4,1,4550000,0.057232704402515724
Artem Anisimov,193,0,54,19.32,142,272,205,0.91,6.68,12.80,9.65,656,734,47.19,1183,1242,48.78,877,964,47.64,57.56,70.20,45.05,27,5,1,4550000,0.057232704402515724
Shayne Gostisbehere,180,0,78,10.02,180,375,246,0.39,7.04,14.67,9.63,950,696,57.72,1792,1237,59.16,1328,936,58.66,92.47,63.04,59.46,24,6,0,4500000,0.05660377358490566
Nikita Zaitsev,188,1,300,2.64,71,229,122,0.10,2.57,8.28,4.41,724,982,42.44,1541,1893,44.87,1082,1452,42.70,72.67,89.68,44.76,25,7,0,4500000,0.05660377358490566
Jason Demers,185,1,186,1.46,39,81,57,0.13,3.34,6.95,4.88,321,378,45.92,613,706,46.47,446,544,45.05,26.54,33.57,44.15,28,5,1,4500000,0.05660377358490566
Nazem Kadri,183,0,7,22.93,184,366,287,1.15,9.34,18.57,14.57,771,588,56.73,1544,1018,60.27,1147,822,58.25,85.36,56.00,60.38,25,6,0,4500000,0.05660377358490566
Mats Zuccarello,173,0,300,11.47,104,182,147,0.72,6.55,11.46,9.26,514,503,50.54,932,866,51.84,717,665,51.88,53.92,48.79,52.50,27,4,1,4500000,0.05660377358490566
Max Pacioretty,188,0,22,20.81,191,335,261,1.11,10.21,17.91,13.96,693,529,56.71,1311,942,58.19,969,714,57.58,73.11,52.11,58.39,23,6,0,4500000,0.05660377358490566
Anton Strålman,180,1,216,1.92,57,121,78,0.12,3.55,7.53,4.84,426,604,41.36,789,1079,42.24,577,824,41.18,37.08,49.58,42.79,27,5,1,4500000,0.05660377358490566
Alex Killorn,185,0,77,16.30,153,287,213,0.80,7.53,14.12,10.48,623,603,50.82,1159,1065,52.11,856,808,51.44,59.32,49.43,54.55,26,7,0,4450000,0.0559748427672956
Christopher Tanev,188,1,300,1.78,51,98,70,0.10,2.76,5.30,3.79,429,602,41.61,757,1192,38.84,582,837,41.01,37.43,60.36,38.28,25,5,0,4450000,0.0559748427672956
Brandon Sutter,191,1,11,3.52,43,74,58,0.47,5.68,9.77,7.66,174,264,39.72,331,519,38.94,250,385,39.36,15.93,26.07,37.93,26,5,1,4375000,0.055031446540880505
Brendan Smith,188,0,27,5.17,66,147,98,0.32,4.11,9.15,6.10,422,512,45.18,784,956,45.06,588,731,44.58,36.40,49.74,42.26,28,4,1,4350000,0.05471698113207547
Dmitry Kulikov,185,0,14,1.50,40,96,63,0.10,2.69,6.45,4.23,414,528,43.95,754,945,44.38,571,725,44.06,34.15,43.19,44.16,26,3,1,4333333,0.05450733333333333
Sean Couturier,191,0,8,27.75,223,385,318,0.94,7.56,13.05,10.78,1098,874,55.68,1967,1596,55.21,1515,1184,56.13,108.28,89.13,54.85,23,6,0,4333333,0.05450733333333333
Cody Ceci,188,1,15,6.07,132,283,186,0.22,4.74,10.17,6.68,784,1134,40.88,1419,2039,41.04,1070,1548,40.86,70.77,97.19,42.14,24,1,0,4300000,0.05408805031446541
Michael Frolík,185,0,10,13.80,132,217,177,0.95,9.11,14.99,12.23,498,397,55.64,909,760,54.46,677,569,54.33,47.01,39.06,54.62,27,5,1,4300000,0.05408805031446541
Brock Nelson,191,0,30,24.03,181,294,236,0.98,7.37,11.97,9.61,738,712,50.90,1362,1336,50.48,1015,1004,50.27,81.58,63.45,56.25,26,1,0,4250000,0.05345911949685535
Ian Cole,185,0,18,3.42,82,181,120,0.15,3.51,7.74,5.13,675,830,44.85,1186,1536,43.57,887,1094,44.78,56.75,76.09,42.72,29,3,1,4250000,0.05345911949685535
Viktor Arvidsson,175,1,112,23.87,196,337,273,1.29,10.59,18.21,14.75,718,598,54.56,1337,1013,56.89,1005,817,55.16,71.84,61.73,53.79,24,7,0,4250000,0.05345911949685535
Justin Abdelkader,188,0,42,11.45,95,159,135,0.63,5.21,8.73,7.41,447,615,42.09,866,1132,43.34,639,878,42.12,39.69,60.91,39.45,29,7,1,4250000,0.05345911949685535
David Savard,188,1,94,6.20,124,234,173,0.23,4.59,8.67,6.41,785,804,49.40,1351,1499,47.40,1067,1122,48.74,72.31,66.40,52.13,24,5,0,4250000,0.05345911949685535
John Klingberg,191,1,131,7.84,153,345,218,0.30,5.85,13.19,8.33,968,775,55.54,1756,1413,55.41,1284,1067,54.62,89.19,73.37,54.87,22,7,0,4250000,0.05345911949685535
Craig Smith,185,1,98,19.19,205,338,277,1.00,10.70,17.64,14.46,694,476,59.32,1287,921,58.29,952,664,58.91,55.99,43.25,56.42,25,5,0,4250000,0.05345911949685535
Jonathan Ericsson,193,0,291,1.46,48,106,68,0.10,3.22,7.10,4.55,361,589,38.00,678,1024,39.84,494,807,37.97,26.90,55.01,32.84,30,6,1,4250000,0.05345911949685535
Oscar Klefbom,191,0,19,7.79,167,331,227,0.32,6.85,13.58,9.31,803,741,52.01,1439,1322,52.12,1099,998,52.41,74.44,72.18,50.77,22,7,0,4167000,0.052415094339622645
Jonas Brodin,185,0,10,4.98,111,211,142,0.18,3.95,7.52,5.05,809,809,50.00,1425,1597,47.15,1075,1150,48.31,60.45,67.70,47.17,21,6,0,4166667,0.05241090566037736
Damon Severson,188,1,60,7.84,146,262,190,0.26,4.84,8.69,6.31,950,974,49.38,1649,1749,48.53,1287,1330,49.18,83.26,88.45,48.49,22,6,0,4166666,0.05241089308176101
Adam Larsson,191,1,4,3.93,117,244,170,0.13,3.96,8.26,5.75,819,978,45.58,1508,1729,46.59,1130,1322,46.08,69.54,90.16,43.54,22,6,0,4166666,0.05241089308176101
Mathieu Perreault,178,0,177,10.69,95,169,136,0.64,5.68,10.11,8.14,543,431,55.75,1034,839,55.21,748,618,54.76,43.61,35.08,55.42,28,4,1,4125000,0.05188679245283019
Josh Manson,191,1,160,4.46,96,187,125,0.16,3.49,6.80,4.54,666,963,40.88,1278,1838,41.01,960,1380,41.03,60.46,92.94,39.40,26,4,0,4100000,0.05157232704402516
Brian Dumoulin,193,0,51,4.03,99,226,156,0.15,3.72,8.49,5.86,903,937,49.08,1544,1657,48.23,1187,1250,48.71,82.89,80.18,50.83,25,6,0,4100000,0.05157232704402516
Nick Bonino,185,0,173,12.83,118,202,154,0.57,5.36,9.18,7.00,658,658,50.00,1198,1259,48.76,899,917,49.50,61.03,58.97,50.86,29,4,1,4100000,0.05157232704402516
Nick Bjugstad,198,1,19,14.83,154,233,195,0.92,9.55,14.45,12.09,601,496,54.79,1003,845,54.27,781,655,54.39,47.58,38.61,55.20,22,6,0,4100000,0.05157232704402516
Niklas Hjalmarsson,191,0,108,1.82,57,109,75,0.07,2.12,4.05,2.79,716,836,46.13,1276,1658,43.49,982,1169,45.65,63.91,76.54,45.50,27,5,1,4100000,0.05157232704402516
Olli Määttä,188,0,22,2.45,74,168,112,0.13,3.98,9.03,6.02,557,603,48.02,938,1140,45.14,733,833,46.81,47.21,49.18,48.98,21,6,0,4083333,0.05136267924528302
Jake Gardiner,188,0,17,3.84,78,236,136,0.18,3.56,10.77,6.20,733,678,51.95,1508,1243,54.82,1099,971,53.09,75.80,59.04,56.21,24,5,0,4050000,0.0509433962264151
Brett Pesce,191,1,66,5.03,98,195,134,0.20,3.93,7.82,5.37,755,746,50.30,1338,1396,48.94,1060,1042,50.43,81.53,70.45,53.64,23,6,0,4025000,0.050628930817610066
Ryan Spooner,180,0,45,6.35,67,109,85,0.64,6.77,11.01,8.58,280,308,47.62,555,561,49.73,402,426,48.55,22.15,22.85,49.22,26,2,0,4000000,0.050314465408805034
Vladislav Namestnikov,183,0,27,14.79,119,206,147,0.72,5.80,10.03,7.16,557,620,47.32,1016,1172,46.44,749,876,46.09,58.56,64.69,47.51,25,2,0,4000000,0.050314465408805034
David Perron,183,1,26,11.02,112,204,150,0.68,6.90,12.56,9.24,541,442,55.04,954,753,55.89,721,574,55.68,51.26,39.22,56.65,30,4,1,4000000,0.050314465408805034
Erik Gudbranson,196,1,3,2.63,94,190,131,0.11,4.07,8.23,5.67,626,834,42.88,1110,1497,42.58,836,1134,42.44,52.21,74.04,41.35,26,3,1,4000000,0.050314465408805034
Evgeni Dadonov,180,0,71,27.45,195,359,280,1.09,7.77,14.30,11.15,946,678,58.25,1676,1238,57.52,1282,964,57.08,91.11,79.31,53.46,28,3,1,4000000,0.050314465408805034
Kris Russell,178,0,67,2.79,63,142,92,0.11,2.57,5.79,3.75,622,811,43.41,1132,1545,42.29,851,1105,43.51,56.72,74.90,43.09,30,4,1,4000000,0.050314465408805034
Victor Rask,188,0,42,4.38,55,100,77,0.44,5.56,10.11,7.79,296,271,52.20,584,524,52.71,426,403,51.39,21.95,23.27,48.54,23,6,0,4000000,0.050314465408805034
Mikkel Boedker,180,0,8,9.57,88,151,115,0.57,5.30,9.10,6.93,453,586,43.60,845,1050,44.59,624,798,43.88,41.56,48.89,45.95,26,4,1,4000000,0.050314465408805034
Carl Hagelin,183,0,168,8.25,99,178,140,0.57,6.95,12.50,9.83,410,412,49.88,751,763,49.60,563,567,49.82,34.21,38.44,47.09,26,4,0,4000000,0.050314465408805034
Alec Martinez,185,0,95,4.51,78,170,113,0.21,3.65,7.96,5.29,593,684,46.44,1195,1345,47.05,869,992,46.70,57.18,65.67,46.54,27,6,1,4000000,0.050314465408805034
Adam Henrique,183,0,82,17.02,122,224,190,0.76,5.43,9.96,8.44,642,658,49.38,1248,1268,49.60,940,953,49.66,66.79,64.52,50.86,23,6,0,4000000,0.050314465408805034
Marco Scandella,191,0,55,2.54,83,156,108,0.14,4.49,8.44,5.84,512,656,43.84,870,1174,42.56,673,928,42.04,34.51,59.01,36.90,24,5,0,4000000,0.050314465408805034
Roman Josi,185,0,38,17.57,274,508,364,0.51,7.97,14.77,10.58,1161,1066,52.13,2125,1966,51.94,1603,1493,51.78,107.41,107.26,50.03,23,7,0,4000000,0.050314465408805034
Jake Muzzin,191,0,141,5.18,141,322,204,0.18,4.96,11.32,7.17,917,889,50.78,1749,1716,50.48,1284,1264,50.39,81.73,83.35,49.51,25,5,0,4000000,0.050314465408805034
Wayne Simmonds,188,1,61,23.78,157,269,215,1.14,7.61,13.04,10.42,689,554,55.43,1316,1036,55.95,974,769,55.88,69.84,47.02,59.76,24,6,0,3975000,0.05
Johan Franzen,193,0,97,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,29,11,1,3954545,0.04974270440251572
Colin Wilson,185,0,7,10.55,104,171,140,0.72,7.08,11.64,9.52,512,409,55.59,905,774,53.90,676,555,54.91,42.08,30.67,57.84,25,4,0,3937500,0.049528301886792456
Andrew Shaw,180,1,139,19.20,135,223,175,1.14,8.08,13.34,10.47,601,520,53.61,1121,928,54.71,835,692,54.68,55.52,47.26,54.02,24,6,0,3900000,0.04905660377358491
Colin Miller,185,1,151,5.22,131,318,183,0.25,6.16,14.94,8.60,723,543,57.11,1432,967,59.69,1032,727,58.67,69.92,49.89,58.36,25,4,0,3875000,0.04874213836477988
Travis Hamonic,188,1,53,4.80,128,286,194,0.20,5.33,11.92,8.08,732,745,49.56,1384,1461,48.65,1044,1085,49.04,76.17,74.89,50.42,22,7,0,3857143,0.04851752201257862
Patrik Berglund,193,0,25,2.99,25,45,38,0.60,5.00,9.00,7.60,120,164,42.25,239,285,45.61,180,216,45.45,10.66,12.94,45.17,29,5,1,3850000,0.048427672955974846
Connor Murphy,193,1,20,2.49,84,155,102,0.15,4.97,9.18,6.04,485,631,43.46,831,1043,44.34,624,799,43.85,39.03,54.49,41.73,23,6,0,3850000,0.048427672955974846
Darren Helm,183,0,132,9.94,107,191,145,0.67,7.22,12.89,9.77,404,562,41.82,736,984,42.79,554,748,42.55,32.81,52.18,38.60,29,5,1,3850000,0.048427672955974846
Cody Eakin,183,0,85,14.96,120,209,167,0.75,6.01,10.46,8.36,594,643,48.02,1137,1162,49.46,831,870,48.85,54.93,57.73,48.76,24,4,0,3850000,0.048427672955974846
Matt Beleskey,183,0,112,0.21,3,6,5,0.43,6.11,12.21,10.18,8,16,33.33,19,33,36.54,14,27,34.15,0.60,0.99,37.74,27,5,1,3800000,0.04779874213836478
Justin Braun,188,1,201,3.72,105,223,155,0.14,3.98,8.44,5.87,665,785,45.86,1275,1545,45.21,960,1135,45.82,58.76,77.59,43.09,27,5,1,3800000,0.04779874213836478
Rickard Rakell,183,1,30,18.41,194,345,256,0.87,9.13,16.23,12.05,677,597,53.14,1295,1174,52.45,956,878,52.13,65.68,63.32,50.91,23,6,0,3789444,0.04766596226415094
Boone Jenner,188,0,37,17.28,170,283,236,0.79,7.76,12.92,10.78,673,694,49.23,1205,1280,48.49,942,945,49.92,65.77,60.52,52.08,25,4,0,3750000,0.04716981132075472
Tanner Pearson,185,0,30,14.01,147,248,191,0.75,7.85,13.24,10.19,569,592,49.01,1075,1059,50.37,789,787,50.06,47.44,47.79,49.82,24,4,0,3750000,0.04716981132075472
Mattias Ekholm,193,0,102,6.28,146,306,208,0.20,4.69,9.82,6.68,999,888,52.94,1820,1625,52.83,1391,1247,52.73,89.42,84.17,51.51,25,6,0,3750000,0.04716981132075472
Jakob Silfverberg,185,1,39,19.37,163,288,228,0.93,7.84,13.85,10.96,629,653,49.06,1154,1243,48.14,887,934,48.71,60.36,65.73,47.87,24,4,0,3750000,0.04716981132075472
Anders Lee,191,0,152,29.87,204,332,283,1.28,8.74,14.22,12.12,822,654,55.69,1492,1196,55.51,1126,909,55.33,89.88,59.25,60.27,24,4,0,3750000,0.04716981132075472
Brendan Gallagher,175,1,147,34.22,302,556,404,1.53,13.49,24.83,18.04,912,561,61.91,1787,1052,62.94,1277,794,61.66,86.40,55.25,61.00,23,6,0,3750000,0.04716981132075472
Braydon Coburn,196,0,8,4.12,113,225,160,0.21,5.69,11.32,8.05,596,610,49.42,1100,1083,50.39,823,823,50.00,46.45,47.51,49.44,30,3,1,3700000,0.04654088050314465
Sam Reinhart,185,1,2,23.58,181,325,276,0.91,6.99,12.54,10.65,1035,772,57.28,1763,1307,57.43,1400,1029,57.64,92.80,71.59,56.45,22,2,0,3650000,0.04591194968553459
Bryan Rust,180,1,80,17.34,141,232,198,0.91,7.39,12.16,10.37,599,666,47.35,1058,1241,46.02,821,933,46.81,51.19,63.04,44.81,26,4,0,3500000,0.0440251572327044
Lars Eller,188,0,13,17.67,163,274,225,0.79,7.30,12.28,10.08,663,703,48.54,1231,1312,48.41,924,985,48.40,64.77,74.84,46.39,29,5,1,3500000,0.0440251572327044
Michael Stone,191,1,69,0.43,12,49,28,0.12,3.23,13.18,7.53,99,122,44.80,203,215,48.56,150,167,47.32,9.27,12.04,43.53,27,3,1,3500000,0.0440251572327044
Vladimír Sobotka,180,0,106,5.46,71,127,96,0.33,4.34,7.78,5.88,405,605,40.10,723,1065,40.44,566,827,40.63,29.36,54.99,34.81,29,3,1,3500000,0.0440251572327044
Cal Clutterbuck,180,1,72,13.88,95,187,146,0.82,5.59,11.00,8.59,418,513,44.90,757,986,43.43,586,703,45.46,43.76,43.43,50.19,29,5,1,3500000,0.0440251572327044
Eric Staal,193,0,2,25.66,215,350,278,1.05,8.78,14.30,11.36,909,652,58.23,1649,1216,57.56,1234,922,57.24,86.69,62.76,58.01,31,3,1,3500000,0.0440251572327044
Brandon Montour,183,1,55,9.01,181,362,264,0.28,5.90,11.80,8.61,905,1026,46.87,1699,1808,48.45,1282,1391,47.96,75.00,100.20,42.81,24,2,0,3387500,0.04261006289308176
Sven Baertschi,180,0,13,6.60,43,70,66,1.01,6.57,10.70,10.09,210,183,53.44,403,346,53.81,304,255,54.38,21.54,16.57,56.52,25,3,0,3366666,0.042348
Michael Grabner,185,0,14,9.27,65,101,85,0.94,6.61,10.27,8.64,248,326,43.21,458,627,42.21,342,442,43.62,23.68,28.73,45.18,30,3,1,3350000,0.04213836477987421
Radko Gudas,183,1,66,3.52,136,291,206,0.15,5.93,12.69,8.98,630,804,43.93,1186,1487,44.37,887,1081,45.07,54.31,68.16,44.35,26,4,0,3350000,0.04213836477987421
Casey Cizikas,180,0,92,13.99,111,170,139,0.82,6.51,9.96,8.15,399,547,42.18,738,1094,40.28,557,757,42.39,39.88,47.09,45.85,25,5,0,3350000,0.04213836477987421
Jamie McGinn,185,0,36,2.33,23,42,29,0.69,6.80,12.42,8.58,98,97,50.26,191,186,50.66,142,136,51.08,8.82,9.44,48.28,27,3,1,3333333,0.041928716981132076
Anthony Mantha,196,0,20,19.12,198,335,254,0.96,9.94,16.82,12.76,759,542,58.34,1354,952,58.72,1016,759,57.24,68.81,56.61,54.87,23,2,0,3300000,0.04150943396226415
Brenden Dillon,193,0,300,2.52,71,181,113,0.10,2.93,7.47,4.66,784,621,55.80,1430,1169,55.02,1086,867,55.61,69.00,58.79,53.99,24,5,0,3270000,0.041132075471698115
Jack Johnson,185,0,3,3.43,86,212,126,0.13,3.26,8.05,4.78,715,994,41.84,1328,1806,42.37,989,1348,42.32,62.91,84.44,42.69,31,5,1,3250000,0.040880503144654086
Andrew Cogliano,178,0,25,11.15,106,172,143,0.68,6.48,10.51,8.74,449,555,44.72,833,998,45.49,643,753,46.06,37.08,46.40,44.42,31,3,1,3250000,0.040880503144654086
Zack Smith,188,0,79,10.18,101,174,139,0.53,5.29,9.11,7.29,505,710,41.56,931,1330,41.18,698,997,41.18,40.93,58.94,40.98,29,4,1,3250000,0.040880503144654086
Darnell Nurse,193,0,7,9.60,196,395,267,0.28,6.02,12.13,8.19,890,1038,46.16,1676,1888,47.03,1222,1412,46.39,90.56,100.61,47.37,23,2,0,3200000,0.04025157232704402
Charlie Coyle,191,1,28,15.26,155,258,209,0.67,6.84,11.39,9.23,729,617,54.16,1333,1192,52.79,998,867,53.51,62.48,51.34,54.89,23,5,0,3200000,0.04025157232704402
Trevor Daley,180,0,43,3.56,47,83,64,0.26,3.45,6.10,4.70,327,581,36.01,570,1011,36.04,436,803,35.19,29.08,56.75,33.88,33,3,1,3166666,0.039832276729559746
Joshua Morrissey,183,0,13,5.66,95,188,131,0.26,4.30,8.52,5.95,679,767,46.96,1235,1370,47.41,935,1006,48.17,62.09,73.16,45.91,23,2,0,3150000,0.03962264150943396
Max Domi,178,0,12,20.89,203,362,273,0.88,8.55,15.24,11.49,844,722,53.90,1614,1281,55.75,1181,944,55.58,83.48,62.77,57.08,23,2,0,3150000,0.03962264150943396
Sam Gagner,180,1,6,5.62,68,119,92,0.72,8.74,15.30,11.83,285,213,57.23,513,390,56.81,390,292,57.18,23.16,20.00,53.66,27,3,1,3150000,0.03962264150943396
