PLAYER,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,GA60,xGA60,GSAx60,SIGNING AGE,CLAUSE,LENGTH,SIGNING,CAP HIT,CAP HIT %
113. Jason Pominville,180,Right,55 - Round 2 - 2001 (BUF),12.60,134,198,168,0.83,8.84,13.06,11.08,545,467,53.85,943,801,54.07,735,623,54.12,42.02,35.81,53.99,-,-,-,30,"M-NTC, NMC",5,UFA,5600000,0.087
114. Blake Wheeler,196,Right,5 - Round 1 - 2004 (ARI),21.56,231,378,304,0.76,8.16,13.36,10.74,1015,896,53.11,1821,1568,53.73,1406,1201,53.93,108.78,89.83,54.77,-,-,-,26,M-NTC,6,RFA,5600000,0.087
115. Gabriel Landeskog,185,Left,2 - Round 1 - 2011 (COL),27.00,243,363,320,1.05,9.44,14.11,12.44,996,713,58.28,1765,1277,58.02,1303,955,57.71,92.19,68.04,57.54,-,-,-,20,M-NTC,7,RFA,5571429,0.087
116. Duncan Keith,185,Left,54 - Round 2 - 2002 (CHI),6.05,141,282,187,0.19,4.48,8.96,5.94,1036,1113,48.21,1778,1915,48.15,1328,1498,46.99,84.85,111.59,43.19,-,-,-,26,NMC,13,RFA,5538462,0.098
117. Jason Zucker,180,Left,59 - Round 2 - 2010 (MIN),23.83,214,398,318,1.03,9.27,17.26,13.79,838,624,57.32,1544,1165,57.00,1152,874,56.86,75.52,52.09,59.18,-,-,-,26,,5,RFA,5500000,0.069
118. Jacob Trouba,191,Right,9 - Round 1 - 2012 (WPG),8.23,162,367,251,0.26,5.18,11.74,8.02,975,1087,47.28,1765,1917,47.94,1350,1431,48.54,91.12,99.26,47.86,-,-,-,24,,1,RFA,5500000,0.069
119. Bo Horvat,183,Left,9 - Round 1 - 2013 (VAN),26.38,227,355,292,0.93,7.98,12.47,10.26,956,821,53.80,1829,1503,54.89,1354,1111,54.93,92.38,75.64,54.98,-,-,-,22,,6,RFA,5500000,0.073
120. Colton Parayko,198,Right,86 - Round 3 - 2012 (STL),6.94,176,352,256,0.23,5.79,11.59,8.43,866,841,50.73,1613,1641,49.57,1200,1189,50.23,80.34,71.14,53.04,-,-,-,24,,5,RFA,5500000,0.073
121. Justin Schultz,188,Right,43 - Round 2 - 2008 (ANA),2.68,47,99,73,0.27,4.74,9.99,7.37,326,335,49.32,572,585,49.44,433,452,48.93,30.60,26.77,53.34,-,-,-,26,M-NTC,3,RFA,5500000,0.073
122. Jonathan Drouin,183,Left,3 - Round 1 - 2013 (TBL),16.38,190,325,247,0.72,8.31,14.22,10.81,831,655,55.92,1586,1165,57.65,1158,883,56.74,76.75,58.99,56.54,-,-,-,22,,6,RFA,5500000,0.075
123. Tyson Barrie,180,Right,64 - Round 3 - 2009 (COL),10.56,218,441,298,0.37,7.70,15.58,10.53,1087,761,58.82,1959,1384,58.60,1462,1025,58.79,94.37,71.59,56.86,-,-,-,24,,4,RFA,5500000,0.075
124. Andrew Ladd,191,Left,4 - Round 1 - 2004 (CAR),3.01,34,55,42,0.50,5.67,9.17,7.00,153,179,46.08,301,348,46.38,214,255,45.63,14.17,16.11,46.80,-,-,-,30,NTC,7,UFA,5500000,0.075
125. Nick Leddy,183,Left,16 - Round 1 - 2009 (MIN),6.51,116,260,170,0.22,3.94,8.83,5.77,898,921,49.37,1613,1662,49.25,1227,1261,49.32,88.26,78.52,52.92,-,-,-,23,,7,RFA,5500000,0.08
126. Andrej Sekera,183,Left,71 - Round 3 - 2004 (BUF),0.83,28,67,40,0.13,4.25,10.16,6.06,189,190,49.87,348,361,49.08,256,276,48.12,15.43,17.98,46.18,-,-,-,29,NMC,6,UFA,5500000,0.077
127. Jeff Petry,191,Right,45 - Round 2 - 2006 (EDM),9.77,172,437,281,0.31,5.45,13.84,8.90,1094,1004,52.14,2102,1730,54.85,1513,1325,53.31,96.47,97.13,49.83,-,-,-,27,"M-NTC, NMC",6,UFA,5500000,0.08
128. Nick Foligno,183,Left,28 - Round 1 - 2006 (OTT),16.88,141,219,184,0.78,6.55,10.17,8.53,703,624,52.98,1245,1139,52.22,958,854,52.87,68.84,56.37,54.98,-,-,-,27,NMC,6,UFA,5500000,0.08
129. Oliver Ekman-Larsson,188,Left,6 - Round 1 - 2009 (ARI),10.41,176,430,279,0.33,5.52,13.48,8.74,1031,909,53.14,2007,1629,55.20,1477,1270,53.77,98.79,88.23,52.82,-,-,-,21,,6,RFA,5500000,0.086
130. Dave Bolland,183,Right,32 - Round 2 - 2004 (CHI),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,28,M-NTC,5,UFA,5500000,0.08
131. Tyler Myers,203,Right,12 - Round 1 - 2008 (BUF),8.36,156,301,213,0.31,5.75,11.10,7.85,805,966,45.45,1472,1709,46.27,1101,1317,45.53,75.45,84.58,47.15,-,-,-,22,,7,RFA,5500000,0.086
132. Alex Goligoski,180,Left,61 - Round 2 - 2004 (PIT),4.08,102,231,144,0.15,3.87,8.76,5.46,828,803,50.77,1519,1616,48.45,1139,1149,49.78,77.31,72.34,51.66,-,-,-,30,NMC,5,UFA,5475000,0.075
133. Rasmus Ristolainen,193,Right,8 - Round 1 - 2013 (BUF),8.72,182,332,245,0.27,5.68,10.36,7.65,1052,1073,49.51,1809,1832,49.68,1421,1431,49.82,91.53,98.91,48.06,-,-,-,21,,6,RFA,5400000,0.074
134. Seth Jones,193,Right,4 - Round 1 - 2013 (NSH),10.25,184,377,277,0.32,5.70,11.68,8.58,1034,970,51.60,1843,1731,51.57,1433,1315,52.15,97.15,101.05,49.02,-,-,-,21,,6,RFA,5400000,0.074
135. Jay Bouwmeester,193,Left,3 - Round 1 - 2002 (FLA),3.93,82,168,113,0.15,3.04,6.23,4.19,700,893,43.94,1269,1620,43.93,968,1205,44.55,61.91,77.04,44.56,-,-,-,29,NTC,5,UFA,5400000,0.084
136. Mike Green,185,Right,29 - Round 1 - 2004 (WSH),5.09,92,174,133,0.33,5.92,11.20,8.56,505,466,52.01,901,816,52.48,706,634,52.69,45.40,44.84,50.31,-,-,-,32,NTC,2,UFA,5375000,0.068
137. Mikael Backlund,183,Left,24 - Round 1 - 2007 (CGY),23.99,205,340,268,1.04,8.93,14.81,11.67,799,653,55.03,1417,1162,54.94,1068,907,54.08,75.89,61.05,55.42,-,-,-,29,NTC,6,UFA,5350000,0.071
138. Mika Zibanejad,188,Right,6 - Round 1 - 2011 (OTT),22.43,236,392,316,0.80,8.40,13.95,11.25,875,874,50.03,1563,1581,49.71,1199,1207,49.83,87.47,94.03,48.19,-,-,-,24,,5,RFA,5350000,0.071
139. Jaden Schwartz,178,Left,14 - Round 1 - 2010 (STL),20.07,183,321,253,0.96,8.78,15.41,12.15,685,490,58.30,1310,959,57.73,938,718,56.64,67.02,50.70,56.93,-,-,-,24,,5,RFA,5350000,0.073
140. Roberto Luongo,191,Left,4 - Round 1 - 1997 (NYI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.12,2.76,-0.36,31,M-NTC,12,UFA,5333333,0.094
141. Patric Hörnqvist,180,Right,230 - Round 7 - 2005 (NSH),23.55,197,302,250,1.32,11.07,16.97,14.05,673,517,56.55,1209,929,56.55,887,680,56.60,70.00,43.13,61.88,-,-,-,31,NTC,5,UFA,5300000,0.071
142. Tomas Tatar,178,Left,60 - Round 2 - 2009 (DET),21.29,195,340,262,0.97,8.92,15.55,11.98,894,563,61.36,1743,1023,63.02,1251,767,61.99,81.42,51.64,61.19,-,-,-,26,,4,RFA,5300000,0.071
143. Ondrej Palat,180,Left,208 - Round 7 - 2011 (TBL),11.03,100,184,135,0.69,6.30,11.59,8.50,543,470,53.60,1026,821,55.55,769,626,55.13,51.52,38.27,57.38,-,-,-,26,NTC,5,RFA,5300000,0.071
144. Jaccob Slavin,191,Left,120 - Round 4 - 2012 (CAR),8.92,146,304,211,0.28,4.63,9.66,6.70,1065,943,53.04,2019,1727,53.90,1522,1332,53.33,117.16,94.64,55.32,-,-,-,24,,7,RFA,5300000,0.071
145. Nathan Horton,188,Right,3 - Round 1 - 2003 (FLA),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,28,"M-NTC, NMC",7,UFA,5300000,0.082
146. Bryan Little,183,Right,12 - Round 1 - 2006 (ATL),12.32,126,197,164,0.56,5.82,9.10,7.58,653,755,46.38,1187,1320,47.35,904,1011,47.21,54.76,68.26,44.51,-,-,-,30,NMC,6,UFA,5291667,0.071
147. Jimmy Howard,185,Left,64 - Round 2 - 2003 (DET),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.07,3.09,0.02,29,,6,UFA,5291666,0.082
148. Marián Hossa,185,Left,12 - Round 1 - 1997 (OTT),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,30,NMC,12,UFA,5275000,0.093
149. Jeff Carter,191,Right,11 - Round 1 - 2003 (PHI),20.77,174,329,259,0.90,7.57,14.30,11.26,692,730,48.66,1351,1334,50.32,996,1033,49.09,69.36,73.31,48.61,-,-,-,25,,11,RFA,5272727,0.089
150. William Karlsson,183,Left,53 - Round 2 - 2011 (ANA),20.88,169,316,244,0.81,6.56,12.27,9.47,944,708,57.14,1728,1323,56.64,1305,966,57.46,93.48,67.56,58.04,-,-,-,25,,1,RFA,5250000,0.066
151. Brady Skjei,191,Left,28 - Round 1 - 2012 (NYR),6.18,126,229,169,0.22,4.55,8.30,6.12,738,964,43.36,1333,1751,43.22,1026,1318,43.77,70.34,89.77,43.93,-,-,-,24,,6,RFA,5250000,0.066
152. J.T. Miller,185,Left,15 - Round 1 - 2011 (NYR),12.25,108,192,159,0.67,5.89,10.47,8.67,674,457,59.59,1226,853,58.97,946,645,59.46,63.54,39.75,61.52,-,-,-,25,,5,RFA,5250000,0.066
153. Nino Niederreiter,188,Left,5 - Round 1 - 2010 (NYI),22.64,184,326,256,1.02,8.30,14.70,11.54,848,553,60.53,1574,1036,60.31,1175,770,60.41,81.70,51.85,61.18,-,-,-,24,,5,RFA,5250000,0.07
154. Frans Nielsen,185,Left,87 - Round 3 - 2002 (NYI),9.81,120,185,148,0.49,6.00,9.24,7.39,560,612,47.78,1004,1116,47.36,766,866,46.94,50.09,60.76,45.19,-,-,-,32,M-NTC,6,UFA,5250000,0.072
155. Torey Krug,175,Left,-,7.64,151,318,225,0.34,6.65,14.00,9.91,862,648,57.09,1599,1067,59.98,1217,835,59.31,79.94,61.60,56.48,-,-,-,25,M-NTC,4,RFA,5250000,0.072
156. David Clarkson,183,Right,-,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,29,"M-NTC, NMC",7,UFA,5250000,0.082
157. Hampus Lindholm,191,Left,6 - Round 1 - 2012 (ANA),8.43,125,269,179,0.28,4.11,8.85,5.89,834,1007,45.30,1613,1905,45.85,1212,1447,45.58,80.34,104.87,43.38,-,-,-,22,,6,RFA,5205556,0.071
158. Shea Theodore,188,Left,26 - Round 1 - 2013 (ANA),10.49,202,421,277,0.40,7.64,15.91,10.47,1030,700,59.54,1924,1250,60.62,1397,936,59.88,97.83,58.56,62.56,-,-,-,22,,7,RFA,5200000,0.065
159. Mike Hoffman,183,Left,130 - Round 5 - 2009 (OTT),22.06,253,441,333,0.90,10.38,18.09,13.66,920,672,57.79,1642,1212,57.53,1255,919,57.73,85.83,74.61,53.50,-,-,-,26,M-NTC,4,RFA,5187500,0.071
160. Jared Spurgeon,175,Right,156 - Round 6 - 2008 (NYI),8.59,152,304,212,0.26,4.61,9.21,6.42,1063,1005,51.40,1922,1859,50.83,1452,1383,51.22,97.23,84.93,53.38,-,-,-,26,M-NTC,4,RFA,5187500,0.073
161. Kevin Hayes,196,Left,24 - Round 1 - 2010 (CHI),20.52,156,298,216,0.95,7.21,13.78,9.99,689,656,51.23,1243,1171,51.49,934,901,50.90,72.15,65.72,52.33,-,-,-,26,,1,RFA,5175000,0.065
162. Tom Wilson,193,Right,16 - Round 1 - 2012 (WSH),17.88,130,229,189,0.94,6.82,12.02,9.92,583,636,47.83,1080,1214,47.08,840,912,47.95,61.45,67.01,47.84,-,-,-,24,,6,RFA,5166667,0.065
163. Zach Bogosian,191,Right,3 - Round 1 - 2008 (WPG),3.82,93,181,124,0.16,3.97,7.73,5.29,666,843,44.14,1171,1493,43.96,905,1158,43.87,51.54,78.43,39.65,-,-,-,22,,7,RFA,5142857,0.08
164. Brayden Schenn,185,Left,5 - Round 1 - 2009 (LAK),24.73,159,263,226,1.11,7.13,11.80,10.14,845,596,58.64,1472,1140,56.36,1127,839,57.32,86.09,60.25,58.83,-,-,-,24,,4,RFA,5125000,0.07
165. Dmitry Orlov,180,Left,55 - Round 2 - 2009 (WSH),5.31,101,232,150,0.18,3.42,7.85,5.07,828,934,46.99,1572,1729,47.62,1176,1278,47.92,69.76,83.27,45.59,-,-,-,25,,6,RFA,5100000,0.068
166. Tyler Bozak,185,Right,-,16.21,141,223,188,0.83,7.19,11.37,9.58,638,543,54.02,1152,1008,53.33,867,741,53.92,63.18,47.52,57.07,-,-,-,32,M-NTC,3,UFA,5000000,0.063
167. Josh Bailey,185,Left,9 - Round 1 - 2008 (NYI),13.48,126,221,162,0.59,5.48,9.61,7.04,732,627,53.86,1328,1168,53.21,995,857,53.73,76.77,58.29,56.84,-,-,-,28,,6,UFA,5000000,0.067
168. Jonathan Marchessault,175,Right,-,27.95,278,486,378,1.12,11.21,19.60,15.24,962,672,58.87,1776,1213,59.42,1328,902,59.55,97.14,63.21,60.58,-,-,-,27,M-NTC,6,UFA,5000000,0.067
169. Tyler Johnson,173,Right,-,19.66,163,268,220,0.92,7.67,12.60,10.35,758,707,51.74,1328,1221,52.10,1033,946,52.20,72.58,61.08,54.30,-,-,-,26,NTC,7,RFA,5000000,0.067
170. Danny DeKeyser,191,Left,-,2.84,59,132,87,0.15,3.10,6.93,4.57,508,671,43.09,934,1224,43.28,687,947,42.04,45.27,68.43,39.82,-,-,-,26,NTC,6,RFA,5000000,0.068
171. Reilly Smith,185,Left,69 - Round 3 - 2009 (DAL),23.41,178,302,239,1.04,7.90,13.40,10.61,811,596,57.64,1524,1123,57.57,1146,830,58.00,82.28,55.75,59.61,-,-,-,25,M-NTC,5,RFA,5000000,0.068
172. Frederik Andersen,193,Left,87 - Round 3 - 2012 (ANA),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.77,2.92,0.15,26,M-NTC,5,RFA,5000000,0.07
173. Morgan Rielly,185,Left,5 - Round 1 - 2012 (TOR),9.82,223,490,309,0.31,7.06,15.51,9.77,1216,1081,52.94,2307,1908,54.73,1749,1491,53.98,132.77,99.84,57.08,-,-,-,22,,6,RFA,5000000,0.07
174. Andy Greene,180,Left,-,5.09,104,207,154,0.18,3.65,7.27,5.41,765,1026,42.71,1285,1944,39.79,1023,1433,41.65,66.93,94.62,41.43,-,-,-,31,NTC,5,UFA,5000000,0.072
175. Matt Moulson,185,Left,263 - Round 9 - 2003 (PIT),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,30,M-NTC,5,UFA,5000000,0.072
176. Andrew MacDonald,185,Left,160 - Round 6 - 2006 (NYI),1.63,41,103,65,0.13,3.19,8.02,5.05,317,422,42.90,626,798,43.96,435,564,43.54,27.26,37.20,42.29,-,-,-,27,,6,UFA,5000000,0.078
177. Alexander Edler,191,Left,91 - Round 3 - 2004 (VAN),4.70,128,254,181,0.20,5.58,11.08,7.89,675,642,51.25,1248,1306,48.86,952,907,51.21,65.18,60.61,51.82,-,-,-,26,NTC,6,UFA,5000000,0.078
178. Derick Brassard,185,Left,6 - Round 1 - 2006 (CBJ),11.84,110,190,141,0.68,6.29,10.86,8.06,537,571,48.47,975,1013,49.04,745,759,49.53,46.88,51.18,47.81,-,-,-,26,M-NTC,5,RFA,5000000,0.072
179. Noah Hanifin,191,Left,5 - Round 1 - 2015 (CAR),6.67,116,243,168,0.24,4.19,8.77,6.07,896,824,52.09,1649,1526,51.94,1255,1165,51.86,91.18,79.23,53.50,-,-,-,21,,6,RFA,4950000,0.062
180. Ben Bishop,201,Left,85 - Round 3 - 2005 (STL),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.98,2.48,0.50,30,NMC,6,UFA,4916667,0.067
181. Alexander Wennberg,188,Left,14 - Round 1 - 2013 (CBJ),7.08,64,111,90,0.38,3.40,5.89,4.78,584,509,53.43,1064,940,53.09,812,711,53.32,50.69,50.37,50.16,-,-,-,22,,6,RFA,4900000,0.065
182. Alex Galchenyuk,185,Left,3 - Round 1 - 2012 (MTL),18.82,159,288,229,1.00,8.42,15.26,12.13,640,519,55.22,1232,951,56.44,918,718,56.11,65.23,50.39,56.42,-,-,-,23,,3,RFA,4900000,0.065
183. Marc Methot,193,Left,168 - Round 6 - 2003 (CBJ),0.11,3,6,5,0.04,1.18,2.36,1.97,56,77,42.11,103,155,39.92,72,116,38.29,4.68,6.83,40.65,-,-,-,30,M-NTC,4,UFA,4900000,0.071
184. Michael Matheson,188,Left,23 - Round 1 - 2012 (FLA),5.53,129,235,161,0.20,4.62,8.42,5.77,839,909,48.00,1414,1687,45.60,1104,1272,46.46,68.19,86.49,44.08,-,-,-,24,,8,RFA,4875000,0.065
185. Sami Vatanen,178,Right,106 - Round 4 - 2009 (ANA),4.04,107,204,137,0.22,5.91,11.27,7.57,570,550,50.89,979,1010,49.22,759,781,49.29,49.48,50.44,49.52,-,-,-,25,,4,RFA,4875000,0.068
186. Marián Gáborík,185,Left,3 - Round 1 - 2000 (MIN),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,32,,7,UFA,4875000,0.076
187. Elias Lindholm,185,Right,5 - Round 1 - 2013 (CAR),21.44,182,311,246,0.79,6.73,11.50,9.09,929,750,55.33,1726,1352,56.08,1292,1039,55.43,104.70,77.38,57.50,-,-,-,23,,6,RFA,4850000,0.061
188. Justin Faulk,183,Right,37 - Round 2 - 2010 (CAR),12.69,217,439,306,0.41,7.08,14.32,9.99,1078,853,55.83,2039,1600,56.03,1542,1222,55.79,114.13,90.93,55.66,-,-,-,22,M-NTC,6,RFA,4833333,0.075
189. Nikita Kucherov,180,Left,58 - Round 2 - 2011 (TBL),24.88,246,499,363,0.91,9.02,18.29,13.30,1078,798,57.46,1926,1381,58.24,1479,1066,58.11,109.75,72.44,60.24,-,-,-,23,,3,RFA,4766667,0.065
190. Martin Hanzal,198,Left,17 - Round 1 - 2005 (ARI),1.27,14,19,16,0.85,9.33,12.66,10.66,51,54,48.57,83,98,45.86,67,78,46.21,4.22,7.49,36.04,-,-,-,30,M-NTC,3,UFA,4750000,0.063
191. Vincent Trocheck,178,Right,64 - Round 3 - 2011 (FLA),13.95,158,281,235,0.77,8.77,15.59,13.04,643,528,54.91,1176,996,54.14,912,739,55.24,58.70,56.78,50.83,-,-,-,22,,6,RFA,4750000,0.065
192. Gustav Nyquist,180,Left,121 - Round 4 - 2008 (DET),20.59,204,350,273,0.87,8.63,14.80,11.54,822,668,55.17,1522,1157,56.81,1146,924,55.36,80.06,60.56,56.94,-,-,-,25,NTC,4,RFA,4750000,0.065
193. Carl Söderberg,191,Left,49 - Round 2 - 2004 (STL),21.06,188,314,242,0.88,7.88,13.17,10.15,721,780,48.03,1322,1502,46.81,962,1069,47.37,63.85,75.05,45.97,-,-,-,29,M-NTC,5,UFA,4750000,0.065
194. Niklas Kronwall,183,Left,29 - Round 1 - 2000 (DET),2.98,71,124,86,0.11,2.70,4.72,3.27,795,804,49.72,1405,1439,49.40,1083,1111,49.36,68.98,77.12,47.22,-,-,-,31,M-NTC,7,UFA,4750000,0.074
195. Jori Lehterä,188,Left,65 - Round 3 - 2008 (STL),1.18,17,23,18,0.28,4.15,5.61,4.38,93,133,41.15,171,252,40.43,130,186,41.14,8.52,12.62,40.29,-,-,-,27,,3,RFA,4700000,0.066
196. Ryan McDonagh,185,Left,12 - Round 1 - 2007 (MTL),7.02,128,243,173,0.23,4.24,8.05,5.73,880,1050,45.60,1519,1894,44.51,1182,1425,45.34,83.03,89.45,48.14,-,-,-,24,M-NTC,6,RFA,4700000,0.073
197. TJ Brodie,185,Left,114 - Round 4 - 2008 (CGY),6.04,102,233,147,0.21,3.61,8.24,5.20,878,774,53.15,1642,1394,54.08,1210,1075,52.95,83.01,74.83,52.59,-,-,-,25,M-NTC,5,RFA,4650400,0.067
198. Kyle Palmieri,180,Right,26 - Round 1 - 2009 (ANA),21.20,224,383,300,0.95,10.00,17.10,13.40,789,619,56.04,1395,1133,55.18,1081,856,55.81,79.03,57.75,57.78,-,-,-,25,M-NTC,5,RFA,4650000,0.064
199. Clarke MacArthur,183,Left,74 - Round 3 - 2003 (BUF),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,30,M-NTC,5,UFA,4650000,0.067
200. Karl Alzner,191,Left,5 - Round 1 - 2007 (WSH),0.17,8,19,12,0.07,3.08,7.32,4.62,64,81,44.14,137,145,48.58,89,108,45.18,4.34,5.82,42.77,-,-,-,28,M-NTC,5,UFA,4625000,0.062
201. Chris Kreider,191,Left,19 - Round 1 - 2009 (NYR),26.40,201,323,279,1.14,8.77,14.09,12.17,804,641,55.64,1444,1167,55.30,1110,872,56.00,83.24,61.05,57.69,-,-,-,25,M-NTC,4,RFA,4625000,0.063
202. Tyler Toffoli,183,Right,47 - Round 2 - 2010 (LAK),24.38,226,402,307,1.04,9.61,17.09,13.05,767,687,52.75,1467,1257,53.85,1082,956,53.09,76.76,66.45,53.60,-,-,-,25,,3,RFA,4600000,0.063
203. Marcus Johansson,185,Left,24 - Round 1 - 2009 (WSH),11.70,115,187,149,0.76,7.47,12.15,9.68,554,456,54.85,941,819,53.47,721,630,53.37,48.54,43.03,53.01,-,-,-,25,M-NTC,3,RFA,4583333,0.063
204. Calvin De Haan,185,Left,12 - Round 1 - 2009 (NYI),4.76,102,283,175,0.21,4.47,12.40,7.67,677,663,50.52,1359,1271,51.67,994,955,51.00,66.31,67.59,49.53,-,-,-,27,,4,UFA,4550000,0.057
205. Artem Anisimov,193,Left,54 - Round 2 - 2006 (NYR),19.32,142,272,205,0.91,6.68,12.80,9.65,656,734,47.19,1183,1242,48.78,877,964,47.64,57.56,70.20,45.05,-,-,-,27,M-NTC,5,UFA,4550000,0.062
206. Shayne Gostisbehere,180,Left,78 - Round 3 - 2012 (PHI),10.02,180,375,246,0.39,7.04,14.67,9.63,950,696,57.72,1792,1237,59.16,1328,936,58.66,92.47,63.04,59.46,-,-,-,24,,6,RFA,4500000,0.062
207. Nikita Zaitsev,188,Right,-,2.64,71,229,122,0.10,2.57,8.28,4.41,724,982,42.44,1541,1893,44.87,1082,1452,42.70,72.67,89.68,44.76,-,-,-,25,,7,RFA,4500000,0.062
208. Jason Demers,185,Right,186 - Round 7 - 2008 (SJS),1.46,39,81,57,0.13,3.34,6.95,4.88,321,378,45.92,613,706,46.47,446,544,45.05,26.54,33.57,44.15,-,-,-,28,M-NTC,5,UFA,4500000,0.062
209. Nazem Kadri,183,Left,7 - Round 1 - 2009 (TOR),22.93,184,366,287,1.15,9.34,18.57,14.57,771,588,56.73,1544,1018,60.27,1147,822,58.25,85.36,56.00,60.38,-,-,-,25,M-NTC,6,RFA,4500000,0.063
210. Mats Zuccarello,173,Left,-,11.47,104,182,147,0.72,6.55,11.46,9.26,514,503,50.54,932,866,51.84,717,665,51.88,53.92,48.79,52.50,-,-,-,27,,4,UFA,4500000,0.065
211. Max Pacioretty,188,Left,22 - Round 1 - 2007 (MTL),20.81,191,335,261,1.11,10.21,17.91,13.96,693,529,56.71,1311,942,58.19,969,714,57.58,73.11,52.11,58.39,-,-,-,23,,6,RFA,4500000,0.075
212. Anton Strålman,180,Right,216 - Round 7 - 2005 (TOR),1.92,57,121,78,0.12,3.55,7.53,4.84,426,604,41.36,789,1079,42.24,577,824,41.18,37.08,49.58,42.79,-,-,-,27,M-NTC,5,UFA,4500000,0.065
213. Alex Killorn,185,Left,77 - Round 3 - 2007 (TBL),16.30,153,287,213,0.80,7.53,14.12,10.48,623,603,50.82,1159,1065,52.11,856,808,51.44,59.32,49.43,54.55,-,-,-,26,NTC,7,RFA,4450000,0.061
214. Christopher Tanev,188,Right,-,1.78,51,98,70,0.10,2.76,5.30,3.79,429,602,41.61,757,1192,38.84,582,837,41.01,37.43,60.36,38.28,-,-,-,25,M-NTC,5,RFA,4450000,0.064
215. Brandon Sutter,191,Right,11 - Round 1 - 2007 (CAR),3.52,43,74,58,0.47,5.68,9.77,7.66,174,264,39.72,331,519,38.94,250,385,39.36,15.93,26.07,37.93,-,-,-,26,NTC,5,UFA,4375000,0.06
216. Brendan Smith,188,Left,27 - Round 1 - 2007 (DET),5.17,66,147,98,0.32,4.11,9.15,6.10,422,512,45.18,784,956,45.06,588,731,44.58,36.40,49.74,42.26,-,-,-,28,M-NTC,4,UFA,4350000,0.058
217. Jake Allen,188,Left,34 - Round 2 - 2008 (STL),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.83,2.66,-0.17,25,,4,RFA,4350000,0.06
218. Dmitry Kulikov,185,Left,14 - Round 1 - 2009 (FLA),1.50,40,96,63,0.10,2.69,6.45,4.23,414,528,43.95,754,945,44.38,571,725,44.06,34.15,43.19,44.16,-,-,-,26,M-NTC,3,UFA,4333333,0.058
219. Sean Couturier,191,Left,8 - Round 1 - 2011 (PHI),27.75,223,385,318,0.94,7.56,13.05,10.78,1098,874,55.68,1967,1596,55.21,1515,1184,56.13,108.28,89.13,54.85,-,-,-,23,,6,RFA,4333333,0.061
220. Devan Dubnyk,198,Left,14 - Round 1 - 2004 (EDM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.54,2.23,-0.30,29,M-NTC,6,UFA,4333333,0.061
221. Cody Ceci,188,Right,15 - Round 1 - 2012 (OTT),6.07,132,283,186,0.22,4.74,10.17,6.68,784,1134,40.88,1419,2039,41.04,1070,1548,40.86,70.77,97.19,42.14,-,-,-,24,,1,RFA,4300000,0.054
222. Michael Frolík,185,Left,10 - Round 1 - 2006 (FLA),13.80,132,217,177,0.95,9.11,14.99,12.23,498,397,55.64,909,760,54.46,677,569,54.33,47.01,39.06,54.62,-,-,-,27,M-NTC,5,UFA,4300000,0.059
223. Brock Nelson,191,Left,30 - Round 1 - 2010 (NYI),24.03,181,294,236,0.98,7.37,11.97,9.61,738,712,50.90,1362,1336,50.48,1015,1004,50.27,81.58,63.45,56.25,-,-,-,26,,1,RFA,4250000,0.053
224. Ian Cole,185,Left,18 - Round 1 - 2007 (STL),3.42,82,181,120,0.15,3.51,7.74,5.13,675,830,44.85,1186,1536,43.57,887,1094,44.78,56.75,76.09,42.72,-,-,-,29,,3,UFA,4250000,0.053
225. Antti Raanta,183,Left,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.88,2.86,-0.02,29,,3,UFA,4250000,0.057
226. Viktor Arvidsson,175,Right,112 - Round 4 - 2014 (NSH),23.87,196,337,273,1.29,10.59,18.21,14.75,718,598,54.56,1337,1013,56.89,1005,817,55.16,71.84,61.73,53.79,-,-,-,24,,7,RFA,4250000,0.057
